Y,O,Z,J,X
s,77,97.72042052973752,74,98.7993204310591
e,62,54.78748407723559,9,41.5197401419921
u,75,15.198948170215154,85,55.01765589784194
b,4,31.074434504248703,36,34.01641743518775
g,32,88.67666544942384,40,94.4070879717927
v,96,5.0408563084381015,70,70.10264669908184
a,34,46.67379139897236,42,6.164052146491761
q,72,33.13858295840024,42,72.02318806473075
f,57,81.68659598513194,84,78.34634105430808
o,80,82.87808759736372,15,12.670602245162787
x,96,4.338785568938597,97,48.49463935698274
f,14,82.52954948466021,81,79.53504190064936
d,86,69.3363067423218,29,18.590156671289094
f,21,78.32762817773818,62,20.501740387012234
o,32,88.87563734723449,76,67.35623002583328
k,82,39.1161346597982,50,33.739461197952004
q,35,31.025922251295857,3,10.561848074672753
m,98,13.703217308542392,53,23.793595552034176
b,21,51.451964297064535,36,76.78207770289042
t,72,41.479801995315555,36,60.72903368729941
z,91,90.85620361730433,87,37.03568417491153
u,14,36.79042018695464,29,46.29092826835303
e,75,6.4696017459335735,43,74.11320468119457
l,39,31.016564954849535,13,21.99024091535303
m,24,16.387499990824573,41,80.21567569479618
o,74,91.37800526298699,80,43.10896825806401
r,31,22.512872127735427,72,90.59328825820678
w,85,82.08918419759948,99,42.94972396660317
q,51,63.7243263515185,23,43.63535852016871
o,47,32.773000219443006,66,53.674808637186345
o,73,53.63547065280052,71,98.52351820795732
p,100,60.42873878418125,84,12.696203868484425
m,20,20.80104220215635,53,80.6718574034172
i,66,47.07960943188114,33,62.63646222290809
k,21,51.9400927091296,49,32.21335597327125
h,72,2.6249348896998037,96,13.71860475436586
z,90,52.840457714246035,80,16.85696698195297
d,100,44.87274219143098,13,90.23323139812061
v,94,4.632272407555393,87,43.957293251537955
w,86,74.79408846577256,11,80.21597476437577
k,95,72.7034876276312,52,92.24549055939328
v,25,60.55063022424952,79,6.602396498840635
a,52,49.700945508864805,50,13.405681930351832
w,51,72.60143110170448,98,19.093634513448464
v,78,82.94192667011593,85,93.94007304139484
b,14,56.24977306851571,24,5.7156089341991905
a,18,3.1266190419011797,48,53.83943455613795
y,50,85.86413603069416,60,79.3824281202238
h,88,59.366087667761526,88,76.07588106102877
w,88,33.60121534631796,2,22.79227768835351
o,54,11.403977939287046,82,51.81799151561998
x,36,78.11840884608442,54,60.73055835854031
h,80,80.4544975125554,36,1.6299012294116122
j,37,40.619519822162374,38,35.12255794152785
f,3,24.360989112501386,44,98.32583676103003
g,48,66.58869207165432,57,27.046116022556543
y,67,39.2852845803509,22,93.67357787515975
y,16,90.6942403662347,37,74.14445856278303
b,34,32.71352449139049,20,57.39704938003347
f,67,16.722983209545205,63,94.69431867027342
f,45,9.558726046325905,68,23.554876329906193
v,25,21.77671506668978,37,60.59728804201326
d,35,94.3554264864005,88,1.170372247326612
p,53,49.6211089687689,11,4.864206772458846
y,30,13.745880223021977,3,91.39553709966997
p,37,87.27030363302264,93,14.298875583333604
w,92,74.78243559251186,54,69.2645285730096
r,74,0.512995768027924,97,29.878830822717184
m,67,96.62434957187723,73,95.65881280154278
s,94,88.72786445801793,81,86.6847141723187
v,85,30.836747984917444,5,91.90231109177358
d,0,71.21734193064172,11,11.056526087014817
q,22,27.29850123651386,19,33.7005561540768
m,94,97.09853304447621,34,72.11689184215851
g,45,72.11972234653193,37,45.46512149373337
o,68,38.17076307388009,99,18.701890355168572
u,4,34.69682877200457,88,19.410251315313833
o,40,73.7006227700417,35,36.38827788914069
h,33,34.80647550925801,29,61.363290535096105
w,19,19.551068355712097,24,76.63898792607911
v,67,81.87096779476609,32,72.57231094518866
u,6,91.6555208558046,13,7.724332364037734
r,22,6.089199901912168,69,85.91462178830471
g,46,81.52128899543844,24,81.3267573400927
n,49,30.423007298311898,43,44.914918780135594
t,17,69.64924795196382,0,24.31587138268051
r,31,5.222361926168051,40,32.84655675200783
j,83,9.260093749134136,92,71.244986529268
k,15,4.3648265564470545,17,26.635781251673063
q,97,31.00487722988644,100,70.28214573557209
a,38,89.95707668611782,50,47.140912364845256
p,93,54.312378574774826,84,3.118505286620077
t,100,35.44917092305235,62,51.499335678813665
r,93,46.97761124192679,26,5.656141977188367
b,93,18.566852621895336,75,95.54814590374912
b,27,59.18463854122016,95,96.74421635282793
m,99,80.31804224713356,62,60.21034418549984
r,58,55.85986689661957,54,39.07067558260481
r,20,66.52129297123321,63,44.33312049721748
l,97,36.37642851572915,71,58.57128300326884
q,53,85.62653730652194,2,25.046052686396713
o,27,99.66641525261763,7,68.94108643201719
s,62,20.880583687764663,33,94.42338618521512
v,69,89.58948256756261,28,14.08470886675669
q,6,89.59041562365478,76,52.5030748245469
p,95,63.27450203369162,82,53.588454306960976
t,12,5.036737863504259,36,23.276606696005032
d,35,29.54392914839947,62,34.291481049333605
p,12,0.39224488759609377,54,93.08086723089669
h,17,79.22991846414624,26,84.67544704594901
c,70,44.90762918446956,76,1.6524899170310303
o,100,26.998238251399197,50,79.26585295819253
o,99,4.954195498607838,36,51.31561196094931
f,77,44.82137747765429,98,22.715257932434763
d,59,71.98730237543069,13,92.03374810659012
r,55,12.146787126583035,72,53.16845927429974
m,32,79.56669483392568,55,35.347521637304965
e,59,18.241997918638408,90,80.42046999926282
j,43,77.56898941405947,10,52.2253822050165
k,48,71.5626679823995,38,45.13897321274087
d,22,40.17746484559538,13,99.39772315880259
z,90,69.37666318913055,4,49.5559923060769
h,80,37.83079600317899,2,94.97230608862455
k,35,35.49749493817178,50,49.56238343860895
v,52,63.38151581635644,17,55.705523991997296
p,8,5.5105544099012915,73,39.376783552397484
e,59,21.60944639165824,20,16.7015866697653
e,54,72.19682046042017,41,37.92796138724411
r,96,24.66596286412446,90,65.24163846102064
f,94,68.32362687164517,50,60.05601859023918
u,70,14.020317907783141,62,1.485206649541182
s,100,94.56406565038169,63,76.73827318536691
h,3,82.60503330681841,2,90.69202386692889
w,74,3.1055353420326948,38,44.999920273073656
s,89,17.00724292420983,94,44.03891774353982
u,28,71.35913731048824,49,86.97649714650991
c,16,80.33330054802128,78,49.06729064417002
t,87,8.107737910595992,28,22.49478756645621
p,28,52.13979797437276,11,66.11746425411751
f,76,73.7370016316704,41,30.391919162554103
p,84,60.0701740224586,93,49.591535316120805
n,54,61.34151203202769,16,60.4073238610715
j,14,73.8900702587057,9,88.25925168232979
m,85,24.01252071246911,44,30.47659605716434
z,88,66.68725926039401,31,33.066768283666626
s,56,89.02475644215264,40,6.15445385176735
u,54,29.252962641384293,53,65.43260672548027
j,32,21.351810552568807,65,55.21647386228848
y,96,79.21657537847415,5,68.03491130794421
p,32,90.51719153973072,33,73.72702753120807
r,84,30.438440341095717,53,46.39804560124099
d,100,44.960853367727736,49,42.763027948568144
u,64,67.3390879330129,17,67.70448577166698
z,45,87.20651535822071,99,63.350744799581925
l,30,34.92156830488461,14,97.60703292078823
x,73,43.872649684817155,20,13.932835640624852
s,25,10.57869438322172,14,85.7974111358279
m,18,49.99167722581883,98,21.292367561827273
f,70,8.472115198979813,89,0.6481259600898182
h,24,36.10079905812166,63,97.66424011693424
c,30,11.959067178823556,93,61.53388030221125
k,3,31.124442340554246,46,52.91465926649782
f,71,41.33372056487631,97,68.14130837275717
x,3,33.39870264631989,1,69.11286249852341
l,70,19.623187289772982,94,51.26552425978602
r,0,81.7686881650261,82,42.36385236970227
y,19,95.15511490100307,72,83.99700271556817
p,33,68.23153157059647,90,79.38495460123166
f,1,43.21784068893629,9,44.43965720881104
t,25,18.560165425973974,74,59.24833274701354
d,1,49.14923933100488,23,49.63091902139667
u,49,68.33168068221312,87,31.769196542598333
j,16,45.588680071231266,50,34.935859365240276
j,58,71.58478492421774,49,20.512562995865125
d,39,57.896834985928194,82,38.334311001059554
n,82,95.88697519156675,83,92.44937817357253
q,64,11.393868481337732,7,70.97769369334492
p,53,85.92015896940624,44,68.18002332067566
y,22,61.78501080010423,62,77.50256687320514
l,69,69.27203134086336,0,54.85309422473294
m,94,44.21227824292202,3,63.7822166642391
x,86,58.44085569983377,54,34.67535930730685
u,36,19.249499967955842,73,45.79540431016282
x,56,56.57451471392122,48,91.4302397207823
w,71,9.96221042167933,27,16.243683941537522
u,19,38.431009867791744,18,42.57244956647228
u,34,31.136056547150403,51,46.383165673749275
i,30,57.69520267834222,13,76.2913224700099
z,38,76.84857815731317,0,86.7098727442615
w,58,66.93300512232503,38,9.164031056320221
m,85,26.357227428568464,7,88.74365740000235
f,9,26.59760965253244,100,7.8193796061708065
h,77,40.27471806697409,43,16.702745818806164
r,96,25.863194413766266,74,13.92316048838066
y,64,55.43721447682104,20,21.764838611960947
h,35,88.70617064933131,26,19.081160904265616
a,12,71.58865826692869,28,34.582919051185144
r,34,43.180173035196844,65,14.96281153785537
b,33,75.46735746314096,73,50.07010094362756
n,0,2.1299682681254595,71,4.288561804312163
a,15,1.9403576586425553,75,40.08530784842074
k,47,56.14149363084399,92,37.203320442482834
d,16,43.14406797600382,83,85.35647248226262
n,1,27.98798270036118,34,57.57443863898435
o,35,10.939005539630408,26,21.94209692434962
e,71,41.974274931133515,63,66.80208392097113
s,33,2.2426766935220166,56,53.63910954503106
k,38,9.010122918515794,48,77.4191598284239
w,39,23.92265809819689,94,73.79897247807214
s,58,50.98090252919846,47,81.41527101204136
d,71,6.592611901172418,76,78.66216374965023
f,58,82.70842644254878,58,83.07907385309211
c,96,87.04623366705059,1,82.75156308516075
n,67,59.943108215803676,66,0.360082898405667
m,41,79.15988718915366,37,83.55334681058753
b,10,71.61770881391672,98,17.792256689159768
h,57,3.7478510505575158,9,91.27716693516199
p,97,28.411434237274356,56,52.75091287968304
e,11,56.55883252623328,16,83.24512422864171
y,47,71.08177414615457,18,92.10893319408491
u,78,82.92084532402453,61,14.87023872181512
m,94,21.707347727019123,34,32.76535171326501
k,2,3.604847462045069,59,52.7286252028361
h,31,74.84116934992288,18,3.7409222668711495
w,79,11.17003481929003,89,93.55973172287709
b,11,3.132270822596861,97,55.533608336344486
t,18,83.83421133740964,30,47.87809397526941
w,41,48.816888841644044,93,59.36032797850865
w,21,86.45526520873672,84,49.04471288436159
a,7,74.508944678279,100,86.0096097865387
s,26,74.8028004714772,76,73.43422338501337
r,2,81.73066614217724,24,66.71348801119893
i,25,9.707076000517368,64,95.410006209977
x,87,59.71575157189665,38,74.46409528426534
v,23,65.13287951416055,56,14.3751475286093
r,15,30.9530973345993,73,38.62803822613308
q,18,0.3631987943354509,83,26.779036169190828
c,25,53.45968583721456,63,75.2703671103169
e,25,4.6510613917077,5,50.1233427066715
a,53,74.9257916337001,91,42.09345964981301
p,2,96.10868605949426,94,81.07989307439621
e,12,44.962506160663,90,56.68556737624088
k,21,91.09437057960828,30,73.35016566637908
p,23,28.994277066822207,58,39.332695693846595
j,84,90.73063599104756,64,60.49060149143527
i,54,99.40882738057363,9,9.637499789096193
x,83,63.271810878814904,78,61.588187928967706
u,54,25.855488310222018,67,86.3004594535377
i,51,72.08522025426187,56,29.850186109294953
m,54,8.57099764269601,31,97.79868433644243
x,28,92.91953872994831,71,4.275116748817165
f,0,61.04581747486929,7,74.84998614458107
j,28,53.20406285735333,32,12.41427279948778
g,40,93.02768041895571,77,88.40670399951445
r,42,97.67240798297911,26,30.000623333399822
c,15,73.28022697594818,64,46.646764278785454
s,50,46.72972541992409,84,0.8351868143358754
b,40,78.60247747282418,33,63.44461602044317
j,46,55.57649856898724,73,9.329951595550012
u,90,76.65109755000516,2,26.99198152967204
x,13,97.56276673516959,39,25.87915317428575
s,59,2.2115982982184756,21,39.567736672192865
s,62,15.93685180847566,24,94.97250341634414
j,17,21.561614431831465,88,84.14385323316326
c,44,99.63455917375273,99,24.201091268794496
h,94,5.3310363510556735,89,92.05196016721526
x,44,46.84239569889213,21,3.4565872230599703
f,28,27.766326406496876,55,80.41912703687389
v,26,95.95485569503059,91,21.933799017253385
j,86,80.5668210312682,82,90.02167161377527
w,27,0.5491073338775965,80,60.41863686676019
x,77,21.693252149761033,50,67.68228675161733
n,82,65.42106700672275,97,34.61348005618012
z,17,12.23566664056851,50,54.232120860431785
d,33,71.96478695929507,69,85.11703248033159
f,91,48.13157467557434,32,33.7188485919397
g,76,52.49144633837458,23,52.0137478958429
x,19,24.667515205036583,50,0.4576663099449374
s,26,91.90271987391651,22,74.7052720050155
j,84,50.74155098927838,36,89.3799497061309
l,94,63.07123528022369,42,19.70307242855023
z,65,48.940077526803414,79,30.81747737110856
l,1,99.44598658623104,42,83.0938059783739
f,83,60.812584889374385,62,40.639225560928374
a,51,69.98733775964187,38,80.26265594136395
d,85,39.529692677071004,89,67.02838781911342
v,46,6.079936639644245,6,55.7858907154527
g,68,19.205380698124298,44,76.21600776543632
z,67,93.54101777248749,22,91.85438795615548
x,90,41.395067898265815,33,88.61948275733882
x,46,12.219760783454792,20,80.61987889838146
l,25,46.9605818603542,75,31.842886230921906
p,2,34.71493837276887,85,80.31061686526505
m,49,22.867825737658297,89,6.709476251136747
s,51,38.89689082900092,50,64.61861572368508
o,51,45.74370615054919,10,47.260471134384275
j,19,30.744322509419842,42,63.38969098634588
x,67,44.84921139538407,87,78.89854759383108
z,58,90.01117624255717,67,52.41024966374827
d,40,49.249887192666165,15,86.47518711504392
t,47,36.09545625155174,48,64.65868615927783
w,44,88.47156751480621,21,87.14287844015246
n,85,51.69870100715222,67,39.1681842139364
c,21,49.05116513998611,29,32.410898046920266
o,5,14.063885249971763,0,35.27538202292033
z,1,97.98120607038967,45,43.003611857487954
h,11,12.72009575028843,31,11.615761251262956
z,14,99.89359673840688,30,3.404480389641229
k,46,2.0775802685489952,45,27.33492301927439
s,59,7.183593372177199,78,5.879209093674431
c,92,17.869490395615685,65,16.36774060225982
p,85,17.476782105797206,82,85.80303005897724
w,30,75.10847281920148,81,54.540640579011004
z,72,97.63020973022311,38,11.387056463099443
e,45,93.46740695185846,12,49.086339117492116
h,97,63.4294446223994,81,15.99155535957031
p,74,35.82480814607024,56,48.44933376855409
w,33,38.48423394507452,40,95.09839194406943
d,49,2.922818999987764,78,53.66472201867719
p,61,7.460513726141538,81,42.030085026734234
s,69,36.35599344062849,56,1.3485366318051417
s,89,79.15819282757712,28,22.21461625530582
e,46,26.119374936105586,43,11.95633674026666
w,42,49.573899058489445,37,86.02951379712496
j,11,99.41487134741661,98,1.9382342436256694
c,47,93.99873984367623,9,98.69462810402709
l,60,32.617490110737315,0,23.23623131703102
b,85,89.35485621262875,6,77.12226985555006
h,66,8.203315111925535,10,1.3610148195629557
y,43,22.360140331702148,39,59.79766680968589
j,100,15.386771491612672,9,79.05500743799625
m,91,8.688856642953336,5,43.8817751886497
g,60,32.705944690192325,20,54.7458074470478
i,10,48.2974748549786,100,30.096132379389495
k,48,82.46576009195581,23,2.1514438495024324
m,59,90.972097231541,67,40.83967634556262
p,94,10.355718952198401,81,53.44294220468024
s,48,92.18533541215999,56,12.564375941499307
r,27,46.02613013728421,4,21.147053468440767
x,67,4.093721140926787,25,23.060219872110487
e,52,37.674512968507216,21,92.00066792873601
a,9,67.79093923949718,49,13.255346085221198
r,86,86.58521762745765,61,54.284812419948395
u,65,71.84801833914437,79,46.70867599313855
b,26,66.75407530167519,98,15.559824191651405
k,36,51.32465305267455,4,47.564617587639056
u,74,14.773873784090618,11,34.32286200109363
q,42,90.62497219302705,17,40.68212651242654
l,87,66.20592457800953,5,44.15217424843111
a,5,54.28798191518661,21,47.997353132158416
d,89,72.59254471955624,67,27.085166976485286
g,25,1.4450738578218103,23,40.33199192818161
a,8,21.017127607601626,42,9.447920614452897
b,66,59.13720390199032,39,19.101501471096473
t,31,29.759160337944614,61,66.9755626889461
t,61,69.75303228477993,39,76.40430878746284
u,92,28.30331968645623,67,26.410546271043877
n,59,56.567860605558984,40,30.129616292690574
w,16,64.76151147766039,27,20.0639348668767
x,43,61.3540548848608,41,85.63988522951472
d,54,21.660655926826056,6,65.46020181242207
k,66,47.277891034685695,74,84.27035320163539
c,50,69.4185934150544,93,77.31067936125709
w,77,15.3069336224124,82,0.08757642533752108
r,52,60.53175111094027,60,79.0099641710323
s,40,45.5640015942664,82,81.29672569302092
g,87,89.55313351933651,23,8.356020685730936
e,74,38.25872552848145,42,92.74192841300194
p,14,2.579273226123502,24,75.22279797414562
w,35,67.06340401752223,28,4.830017301577216
m,20,48.03046763545416,90,98.7372277375938
v,67,79.86248279121342,49,76.94577269600272
a,62,51.84204606695892,83,96.34364140427695
j,82,0.26724069932663186,59,21.04911683703451
c,23,18.005445365377305,13,8.19012644192999
v,37,39.79759153139351,0,75.22947306958805
r,72,18.941796562740297,93,47.62896323989681
r,45,35.1552440919071,77,33.85132165889127
z,61,13.566284955704022,5,58.71905760399541
m,7,76.03604243176088,62,43.071978044561
a,73,81.49391236334492,57,16.635383547230898
k,79,22.363718937539367,27,13.525275223643806
g,10,17.244992712793273,68,54.206353558163265
p,29,90.3155271660292,99,26.6204746313201
l,3,8.338798732194375,20,46.854708682799576
x,12,40.91178201434331,45,70.3830190890103
a,72,72.77671435594205,84,86.2949037480036
z,45,82.5161329023637,34,53.13554438687107
a,31,49.21908852166288,13,39.31214458786818
p,98,76.11401617493352,42,2.5555106240329306
s,18,20.089174694432455,2,24.199041825881164
k,0,99.59910404291517,61,91.75243824896341
d,79,71.78066575404976,65,97.31828092776816
t,11,88.07690646605145,25,28.97009594676264
l,88,34.81885322115396,69,77.08377709481088
a,22,22.533093714321172,85,76.83196463725035
u,68,84.9620139548777,86,74.10589499563443
j,79,81.59897500750036,65,57.68500597203416
e,70,66.91071161044555,24,81.69731216394175
n,47,29.884373578996026,98,50.87384152572771
m,100,79.97601016366085,16,76.41764340333611
p,78,51.50454764881476,10,81.47936172028237
x,27,5.424515798487695,67,51.627634624519125
e,66,18.233962631050293,40,14.892029936593708
g,9,60.431747738181684,89,47.705280199849184
i,80,42.52499709510252,79,72.28522873179543
z,85,26.282076495505137,16,54.936321696080356
z,66,41.1628337171026,31,79.62938400824154
p,10,46.97848988953977,100,48.30836551729739
n,27,67.2354916850882,33,81.47749201630383
h,79,82.26053095156317,73,98.38070215666094
s,9,2.2271248340228755,9,58.109052196175924
p,85,79.72814995245187,7,7.233348224737057
x,81,19.519069755086694,24,49.12910559118438
f,98,64.02139730601067,5,43.70913898565507
c,66,6.45979531208174,32,3.5527261446966163
x,59,94.86211150802269,74,78.91663062458466
j,82,59.881703098914485,87,84.537666244713
f,26,7.312486517353911,95,71.68032615481437
l,70,16.063347145434527,66,57.80019953325921
o,84,89.25377399107441,28,14.41328546042534
n,94,86.07561544581095,79,15.886631658697482
e,75,1.1720619741620641,50,48.006209689984715
t,22,34.5715544868993,84,41.74771693968107
n,67,31.018625360587958,88,62.493575824966754
q,98,99.94409821167922,66,59.9620588990212
h,5,14.74296159363605,85,23.75158660614487
v,91,78.70936133434648,96,71.86565145425372
u,25,37.0970139762985,87,84.94712619976221
r,58,93.83696903424693,91,45.19832499536086
f,91,75.99549631239427,83,38.86564076116799
s,37,88.29020101989002,26,63.53428691594259
r,81,49.51564705245214,19,71.41988571205779
m,78,7.1062797204494155,88,86.09787102865282
t,35,73.99182693137728,51,3.6421638527406652
f,32,85.30726964437022,81,37.374898804140855
w,38,64.45581911568867,29,90.14979505805812
k,24,94.02125460959434,1,74.52410990463422
c,98,43.158712276703135,68,20.549998887301125
q,98,83.72060821035322,38,22.757839717832606
c,98,71.16606062358863,56,23.399855478711075
u,59,97.20834378185276,39,94.31216174504279
z,20,45.89202729993425,60,27.63823398936902
u,52,33.16704946260797,16,32.291093047768484
w,89,94.89698572036373,37,7.9140375569417
h,84,1.321728238968345,19,88.56527802232081
n,86,50.818963325737634,47,93.49329006152219
j,82,54.87135774435505,48,36.44404827135151
k,6,85.47905422809986,47,29.61025071299944
e,17,80.854425533453,90,0.6577982091526713
r,28,32.19296413421816,54,72.41072807158001
a,85,79.77811350120906,36,91.65792397166662
c,64,24.430605173897945,28,58.939664141869486
u,27,37.06762920389145,37,16.831834780053878
m,76,59.079048433407365,80,96.68763008627768
o,96,69.90813238009316,7,29.94240333699114
u,43,44.063384801793816,19,10.698852629653633
y,70,46.41738090886649,71,51.95763418699336
j,18,56.07943065176142,64,72.13689043762194
g,98,60.665554580216984,61,92.34748574891339
y,18,0.656185799973974,8,33.56058817254919
p,51,85.78082314317925,79,95.39181421514536
e,28,23.88711912299143,42,24.411284328725692
t,70,73.74561307430099,33,38.80454095146063
x,6,23.905822181624703,12,80.55497831504317
g,35,73.22772252160986,76,98.18870199999992
l,68,48.16064775706968,28,79.87549889189938
p,32,13.057376641432727,45,33.45086730511299
p,20,45.93578117556244,73,54.039654991405264
t,13,36.99302125239146,54,56.182786250962636
z,78,65.68341989434165,19,69.99554277058559
p,53,0.31749432135871336,29,11.57280065813615
w,1,92.48796615885868,15,83.1041835878191
x,41,3.282752085431717,47,75.31987829741541
d,100,19.928428154160606,41,7.266490578441765
y,42,62.858119111751,32,21.681148044906497
v,46,95.99786815784067,15,32.9867321254665
i,0,56.65078907601146,12,99.46571856005497
x,36,75.012356226999,25,15.268684500661022
k,29,76.93047681122272,98,6.421586669802426
r,80,52.68357825703931,81,94.80223909370973
c,30,57.4120882229877,31,14.61374192477325
u,0,1.0484248006571772,100,38.608588049015516
z,40,17.7827459761703,26,68.90655711585231
z,28,31.37478395570701,55,83.38675282478299
a,13,32.632908041766115,56,50.87932290173559
m,69,95.6049724471745,45,47.15705238924953
x,24,85.8927738973564,54,66.86238664656976
t,65,82.11668951753744,44,94.69536458982564
u,18,77.47806971261923,11,16.591185698340272
r,79,38.96918013674192,53,67.27978289381765
u,76,82.1501745800588,54,67.6156174521585
e,7,94.0568671426422,19,10.660016646875937
r,68,81.60776006496712,20,35.676524240381916
t,12,29.623831197129956,52,66.29483775788106
q,93,48.77793594034237,41,73.01727456799067
y,39,73.22262380009002,46,23.105158510242163
y,44,86.97220254454119,94,69.19075471216757
n,89,50.89901041352382,29,0.3055941966309428
g,40,73.96175227744851,10,5.852444523939249
p,69,17.643971931549284,27,74.97027066017317
i,60,37.82418916314262,19,49.5092078955289
j,71,21.0116121813114,62,23.99476409238439
o,49,48.15164937961705,69,70.62234393083419
f,79,53.0108152780262,45,44.53361098875389
k,0,21.369668206498105,79,84.2103525268879
k,75,58.544084117580795,85,86.36598188263694
h,18,57.92775387523786,13,91.02754481226924
d,8,12.954785784856671,53,11.320113712343227
y,10,20.32580806628632,27,58.74907477832089
z,11,4.87031033653037,15,14.210249430035615
c,58,16.361099069847928,71,85.60237031703967
p,0,5.646577066629044,56,53.69250781670125
i,11,68.6783495978688,96,43.62585933923157
k,69,82.46814179975455,49,33.92685791362069
k,23,74.47971847773354,6,77.91674474659821
v,85,20.657284576617318,7,40.955225962671726
a,15,12.592862885660272,72,91.98062837407342
e,7,74.07509475645145,45,97.37270688672281
z,36,16.087635810722468,87,7.414519453747159
p,50,55.54487135510022,65,35.87089251380089
j,47,75.85538672572693,29,44.380614391762784
m,75,23.382082470232813,77,28.152984328633057
n,76,47.74317431218059,74,59.32809832644692
g,66,48.855802795032545,90,88.24893870992946
o,9,45.09651222661554,82,19.275534969742868
x,31,14.222363874182175,93,94.202308357175
u,28,40.333646880526906,98,83.31615608827708
j,27,55.13700706073599,67,4.6367534420062695
y,92,85.29515273500311,93,62.840836780771845
q,43,47.19349629218309,37,14.769291022946106
a,48,64.08908168580777,60,43.11545784314159
w,54,87.22460039907284,56,25.547775464020262
e,82,78.95124469955807,87,85.75958999658
k,72,1.9784790659959417,10,11.708327936071782
m,46,71.71607381624753,15,73.29269623167534
g,20,89.55126105125272,2,16.670184079159277
y,10,38.56696643838296,56,27.30015203176528
c,57,28.829798109271664,56,47.414720647119154
e,77,95.0502064299986,91,32.99347763558378
x,38,3.1592090351196256,61,68.99387806468658
i,77,35.22069607219439,90,35.55000088980955
l,68,29.228834833762097,25,45.52101272954403
p,27,62.57872529151363,54,26.74126368705958
i,9,32.74138031636563,72,77.86711794854455
m,85,36.53647893850061,100,56.266673204117865
r,69,81.17105593852722,28,70.90526419678676
i,69,92.55174812334404,18,32.64287208341607
p,23,76.16172664458804,40,50.02674749560674
z,69,88.88605451460658,3,23.71706010839565
m,21,35.094874094954854,40,24.01817899648656
a,69,89.63421380717506,8,75.73923980706097
o,100,43.59793635900776,88,40.99037415611947
h,28,32.60014689606431,25,60.44716132197666
q,49,12.249938144521177,33,25.507597856564413
q,11,53.3012786071427,29,82.59216445552504
w,32,74.8832985238822,36,11.891100249445719
c,48,68.2155257867876,72,46.20557899709251
p,24,24.098517967721556,72,90.86859680384323
k,70,82.79614960098706,80,82.54696113054804
p,5,92.18004683925894,9,49.96044695932393
f,36,85.54369225704365,26,91.63867833744203
m,34,28.48383317934573,79,55.69260088155161
u,9,61.168073500507624,53,90.5785766552537
l,29,3.38638723577831,79,28.10078982477918
b,82,92.05994807175782,37,11.160205732250162
c,51,78.56301682732608,3,74.50748973146364
f,77,95.4790756186317,72,13.585126400666148
z,47,52.16767928667223,73,74.40452017700339
f,65,45.58877358659602,91,11.551525389915252
v,12,9.859627517841407,52,72.3432530816682
x,66,27.2805459542109,75,52.291301667177635
p,59,79.53624925786016,22,15.4502926240783
s,80,16.94525519165516,34,96.84490699642849
r,75,23.34897232838875,92,61.91642591417539
h,20,10.379172489936284,45,3.0579686956826557
z,48,78.62656227743393,79,75.48943692848974
p,91,19.145164501882583,21,89.33371947543375
t,65,71.44426022564633,39,32.64709263645717
z,75,8.33898743974114,27,50.36132427225848
b,78,74.0680656357649,75,55.672415382460706
m,91,39.708495570587786,4,28.955249633880275
s,69,49.686878145002,10,81.59849615351476
d,18,27.547562294881978,88,22.796909066029734
g,94,11.924866591227957,100,62.60178150685702
u,29,63.24674778728574,100,50.58554213821414
i,57,1.724541571934124,12,77.9860912576252
l,40,45.546751370409176,43,76.61959040804253
w,38,66.42101164775059,53,58.950154486651805
x,97,97.18235972840002,40,1.5600214593470718
q,30,45.058310669015945,57,89.41681740157203
k,79,47.050982970910496,83,4.742245649141797
d,7,13.437656572136614,98,56.5790148125529
h,22,42.05388420474212,81,81.20612840908673
r,81,44.619543570837074,6,50.14038154802106
z,6,5.726980046422159,49,88.12942950625566
j,48,67.01104269677099,32,87.39397118193806
n,44,24.605194113376992,78,32.15750724751298
q,91,19.87739171988725,38,87.2659708866388
p,65,52.59215594758187,63,76.56266743902607
f,69,89.87880106140892,52,97.42764423941576
p,60,76.21763796690054,43,30.292487501592746
l,46,23.527320625279813,56,84.64055488932952
j,37,57.01338556426365,41,36.97387129883209
h,50,46.85371110242854,12,13.045301911423712
h,66,7.783596580071006,42,48.80650961474486
f,88,89.74312047377775,7,81.8222426683588
q,36,15.790277878153514,52,77.0332194729736
i,60,24.198573320062433,34,69.5348323346403
a,53,46.029330970138496,20,69.38837502337915
m,85,85.66644365279976,39,68.47210208453596
n,86,35.27690298920273,34,3.085427387766182
p,88,25.790256445112036,63,45.971702320942285
s,66,87.1774094499664,96,69.29699358103223
o,90,57.33865606232559,17,60.22015557866778
o,71,39.00444780483486,38,35.43048214567032
a,69,87.06501502153925,61,37.47014303201441
y,4,91.71220368784361,67,23.403196767316093
v,86,56.94279894698854,99,66.5713331476272
c,57,4.29841130015165,99,60.08082386994869
n,98,42.01231291785208,76,53.40282036616693
a,83,36.303572833646236,69,49.695143748759904
i,50,6.30832480320167,14,81.18763137276515
p,25,38.94622442080844,13,28.817880588898703
n,83,33.64410171627472,1,12.257645225303937
j,34,7.045934016106525,43,8.25980699219977
g,100,61.98047577496092,36,27.94005536806602
l,66,66.9350300165932,73,74.16749109146656
l,47,57.1141929991043,57,8.402568212424722
c,7,21.97432614687056,54,1.0275872892890447
b,14,76.29524023311669,40,11.627601995940628
d,89,6.5885512725110456,4,15.708836979258589
e,32,69.75718030022028,62,5.967725063478735
p,35,48.11617932117082,55,57.349824995488284
