V,Q,O,T,S
f,19,52.876878635755986,34,6.530091687506323
h,75,73.33212976354233,58,13.986994805256991
r,34,30.595564029623745,68,22.694719435835907
u,5,68.05495335011048,27,88.32724504024542
n,46,79.60802840834866,77,70.9790176520995
f,26,22.473664670418547,11,61.27822219930196
b,64,38.40653395146665,92,81.21997027885037
k,74,72.42888699024203,71,0.8378367597737912
l,74,90.91704705062753,88,88.82673953783478
p,86,35.35462457043721,20,55.710638369977886
m,96,31.844978471975537,72,24.41132629639754
e,64,66.15158200233388,48,2.1724317122834846
s,54,32.01601821323259,27,49.1574688656522
h,29,65.50438527829458,50,83.53840792207178
d,88,24.056555061252805,65,10.61390092461708
h,45,8.120683658540317,7,38.74917557927907
r,19,74.00126950652684,8,71.53414684216575
l,97,56.63045738140714,0,23.214256652219923
i,4,19.15772195981709,75,1.2099084792702275
o,29,40.75325276331456,51,70.87893276269764
a,16,82.5456776148748,85,41.94548556923655
b,77,30.697618777208035,67,24.151518300600415
t,46,84.75450970269222,27,62.13615814452167
x,16,23.37754311674656,33,72.66507861288352
f,66,39.20487001220289,34,68.58539803217123
b,93,84.53801553866094,54,31.823347263888536
r,22,62.66750711417291,28,16.719069541508837
o,56,23.937527618559827,92,27.35633216004404
e,95,26.463918584265677,71,51.14710008719181
v,22,59.22873406857004,83,90.54143067048528
a,89,91.64215044880005,56,7.171196580574946
x,52,46.33052447628485,45,86.08277062684044
b,11,5.030798051974372,31,36.97453885771827
a,4,35.932676842711,5,99.54586868363064
g,44,78.6347744311768,100,5.759304480992322
e,11,45.341432575228346,40,80.57979552375333
c,23,78.75062648401119,30,3.3210645638377057
m,94,90.79906347459217,87,69.913241978317
z,83,40.27227932836666,49,49.32312328586204
q,20,36.47692243865753,30,66.38057617824245
a,29,20.027885256559287,73,26.652234788462405
c,49,49.17421437856023,52,8.253263742656646
x,61,16.55622836436298,85,53.72895046412328
y,97,48.37017215519119,14,27.77727499408452
a,74,91.99528327554482,65,44.99328321058782
j,75,18.235405940069548,14,94.95592173745086
i,54,35.26748935249388,69,67.18245332099498
h,15,30.83537021101432,14,27.53818493857735
n,98,14.974754867786533,62,92.0421828384586
b,98,61.352553520162246,47,29.96092441054562
k,7,95.25535854864073,76,76.26980054806748
v,18,20.280494574762585,9,13.597210076007437
b,44,73.010981721421,30,66.81878002076755
k,2,6.950586177850626,32,92.81901998847871
v,52,4.336423299892845,43,98.42069747623438
h,71,95.33408712648487,12,81.26933526868183
b,0,42.5854178994719,50,0.4792946412444876
a,95,18.29042016496637,30,33.51405879207249
r,0,92.31674375773846,54,72.05069382972351
z,9,89.61904920220275,52,10.379804742867837
s,65,23.66944482519886,19,72.09039578966123
h,76,54.102368656632535,68,80.12280337661119
c,53,61.98293767061519,6,32.055200604763826
i,53,39.93951992917375,20,78.43090480381382
z,17,56.022548913458984,14,19.845884060186357
b,83,66.04742706607779,11,92.1383390805397
y,31,64.66879679131549,83,56.35776337657019
o,92,84.82056226803942,15,29.605085488150106
c,38,12.639362474723825,16,76.60921931595583
i,57,93.2769418488392,84,50.487129448126886
s,5,16.829323542717756,54,7.00648584346657
z,31,58.19842093477291,24,61.71876303710633
q,31,61.78971160237472,85,18.379685773949884
n,13,31.313603502542453,42,40.586323927229984
o,4,43.272184159565995,71,66.24076001388836
f,86,62.08476068862395,74,73.01521446203468
f,84,37.39924464323431,85,16.73022350059855
m,73,96.0073759636419,94,77.4042875036365
t,85,63.75213610684061,2,83.88841034385204
o,10,73.94328541389204,99,82.1840690466241
g,5,99.99752308522785,42,86.66385265069088
f,71,77.37987247390957,99,98.57213719181235
o,18,68.13237066326938,77,22.018285831916796
o,80,0.29869094236221194,16,74.51308192042707
k,18,43.299188681158455,74,52.98228918208625
j,53,72.14588019059893,92,52.7315950633644
o,23,52.890355586912754,90,61.360338082590246
u,47,22.18613449795471,21,84.06979746920823
e,78,72.43168249058292,7,19.28250777544508
w,76,14.578960248959206,40,18.466617182401702
o,18,21.505233627361275,65,95.26745772569141
a,1,72.03779098872486,10,10.175509485610835
k,17,72.69701034117485,58,81.92743492766327
o,74,37.16721374992482,95,48.61115435081261
p,100,82.16704124158873,80,44.25109985003864
w,63,21.340935690526663,33,29.858197106860928
b,100,50.20984405174911,22,5.890261984217993
c,96,93.58397129751262,21,36.655716245800505
k,22,77.77801362718503,85,96.42352343038131
n,44,6.920109051473111,78,15.166295062928036
d,98,47.85134110807654,13,94.98100349455055
v,68,98.68207890744036,20,47.98377835180438
x,10,59.814000945520505,9,12.617338985208926
p,82,44.774943791720766,32,77.6857778198005
l,78,31.006455633275642,57,12.275867284253394
m,83,30.938476158406335,69,36.02432665776878
q,31,24.1971753421522,59,62.126716061108425
w,76,29.29667584087253,82,30.48844716865837
z,97,19.580231894080324,1,92.38517101934279
i,74,11.721835681361803,85,67.58645181289349
d,6,22.520575962747845,58,11.250325391013172
x,1,28.00216835340802,1,88.35466634289563
v,53,8.213760933898795,93,46.62922879716
s,50,93.78557483755381,43,27.292212510428726
i,31,54.15283721468479,74,61.514469616033196
r,66,8.295619667579302,73,81.5446057195287
r,97,67.3634348551703,25,53.85436747382917
j,17,25.165189671519506,2,81.87463205013849
j,9,24.87833377113191,87,79.10714311109633
z,49,88.42300846162323,14,87.17774892575461
q,57,90.67320853294038,85,0.773560143809604
x,51,29.387343414656485,93,45.531089679368144
n,66,39.902827537484164,54,65.84060881047546
h,9,71.98275452469063,74,43.16380162755829
m,53,30.85668926371913,38,28.48247943507012
t,76,91.51294338289051,91,56.92187768944643
i,78,43.04284876973878,10,95.26936997389495
c,61,76.15263037337556,5,22.19878480441897
t,45,10.94398213738421,52,80.71658948055166
h,97,56.925459542097315,80,83.87638286029431
x,89,65.97188308309771,19,64.28575068513574
f,76,76.9487209963958,100,37.72840377666446
l,17,6.857571777878412,100,81.81946919562655
x,50,74.83493051608127,75,10.435279338762982
w,31,2.9489291804554507,75,44.08782173475543
f,65,63.679529105981636,0,36.69713148501119
m,58,5.283779604845062,8,70.10922498861059
c,44,4.1935072693594755,81,98.29989272144263
u,47,24.411607683848857,34,82.75815403995823
m,44,65.87488366153578,83,72.73872846452637
t,18,9.289773780602761,2,36.45009402487433
l,72,47.46196835528996,82,1.5689671947339945
c,40,98.05222034503275,78,31.772393541151533
n,64,91.07631798011553,65,85.31508346565923
d,96,21.904747310366634,30,13.68579977196589
h,26,5.300683430770093,92,51.815830495312376
u,81,50.01557449402991,94,95.05520097129948
j,11,65.11323120784674,10,5.766780359717528
v,30,95.11263588169867,75,52.08271899016002
d,41,35.38776460465013,35,75.02833138391591
k,97,45.227652150471506,11,61.98138812066465
f,24,10.504834223449189,50,16.47963460684192
z,12,12.532030716302522,85,43.51635619935158
l,5,46.66462862987277,77,83.02545242153487
a,24,47.12645733110381,32,38.15169428955505
x,37,96.30506770106314,80,69.87788341952859
v,28,22.973558776939875,26,44.8345109691085
x,24,97.08501036637281,15,30.16566264585413
d,34,42.584592172111655,80,30.27519427809484
e,86,7.185908165133736,97,83.99443242530877
f,54,86.32924417225377,25,28.4723493015426
r,94,90.0841895487044,76,18.619008452688746
i,86,27.799420925480167,65,28.948027832097445
a,1,39.158124489526614,32,6.0211294592154125
i,84,62.66876376857746,19,69.67305632093208
w,79,47.43985179402902,49,96.72280155839874
i,12,34.609230455114805,0,72.07230395784097
f,72,24.978496117484116,45,91.37423153924063
y,87,86.86386358665158,22,67.27340499295835
u,41,83.34333029994248,37,66.38053919968863
b,69,47.779917523600055,90,88.6155177500779
l,100,33.825345502165995,7,98.79378542276187
u,66,16.31840858236149,78,74.20473563541553
i,70,74.1688032639783,64,98.48450310749132
l,24,78.04085536947773,8,98.6662182063146
w,65,53.77839623960384,67,20.885798830842685
o,58,85.16133933481565,83,75.05456284102571
h,83,6.922120506317797,17,66.03026889747102
v,35,9.306016470956157,59,91.06605176543485
l,92,6.912580447836891,92,60.98427485707617
r,76,16.248513444637513,42,60.96159853083275
s,8,77.13328194981437,40,50.02612349497269
f,62,79.21732577137554,84,77.4119841251915
d,28,37.32326792006815,96,29.05069619881052
a,91,58.19268713614688,79,75.1669293318164
g,96,44.09973289465518,16,48.78758430268883
s,74,57.57985277331369,34,7.9834796951192
v,64,59.823388150845034,18,4.756793009918525
x,33,17.16714825406729,33,0.07833571597744005
j,20,77.37491460989013,14,15.710562806275231
w,72,44.94582492897414,61,52.5498509899701
o,92,4.510108426624027,57,14.093337604349676
x,92,76.45968717410237,34,37.57089651793083
l,29,89.69958294449233,47,31.352429277681093
s,69,87.47930635627856,81,42.19943707457323
a,85,69.39563253893041,68,32.08080115224187
x,59,53.51559129525412,13,64.75890295143823
f,47,33.81181815954438,79,49.92853226507356
q,24,7.217361880521045,90,14.598846638317253
y,49,28.52093442480852,48,31.243123770346635
w,15,1.02130534229109,92,16.37213422380753
f,38,18.41825815788195,97,68.34573846947379
g,65,37.99823473623166,43,85.85781516964835
w,13,80.42550006302194,61,47.745840213867154
b,95,43.49003311853515,93,85.15240142348755
f,32,87.54943233087006,41,4.915914505292395
v,88,88.16801532701767,23,59.14937323047851
k,90,64.84797433652002,42,65.18890564161256
a,86,84.44017323264086,42,11.61289472537026
s,34,69.54184655816134,58,3.01616505440947
d,84,65.19329228990046,38,54.467595185571426
h,50,69.80534899036017,88,93.00718754192955
d,85,80.59345710955236,78,45.07824829277959
p,37,68.45714633728687,37,1.5209203078344613
t,31,14.823680022421215,80,7.146018370475393
j,13,70.0545189772571,92,75.47444593044811
h,25,60.3473890379599,12,62.60532318859761
h,48,34.6822540109544,18,6.54387287864755
y,48,96.37962326167788,100,14.104551765161222
v,65,28.049351199248086,48,54.580250762906836
k,88,82.68481915465482,25,4.112475175975239
t,97,14.233234252731064,49,37.479947380441146
e,18,96.03744992527504,16,29.58050399442066
h,72,61.768671714745324,75,98.85117185373926
t,75,35.11916679352511,76,68.4420801866545
h,29,72.93624089911228,39,21.600725999525505
i,49,5.061141385428036,18,20.106584545789673
j,91,85.0444098202736,36,77.29575053222891
p,56,81.48092692090245,77,29.573636137264923
b,75,67.15604907590107,3,86.03675429881864
o,25,45.56800160801415,51,6.738026423820742
x,48,21.572197928587645,90,46.46788239392373
s,90,57.75693145104837,67,89.73827704017529
f,62,11.811659830346787,53,64.15813666235249
g,18,31.658605651765214,46,3.841158001699141
y,70,79.64946196251091,87,62.1231771543151
f,20,88.77907832902225,22,93.93619509589455
q,61,79.63471101830065,34,3.2943522089521005
i,63,5.129143631035493,85,83.91967700222543
x,12,6.466025289729627,41,57.023292111354905
l,72,82.27899013805367,26,69.34447679314412
f,57,35.06565295668621,65,1.9290205297030627
b,97,93.69470069285146,33,71.5488910038657
o,20,25.739458567173134,29,54.508018398315116
x,6,82.9592441212181,11,66.50312890341021
a,41,13.109226132241137,41,20.36751199036797
q,0,23.601421240878572,80,84.42079535984102
j,57,49.66151371308617,76,66.98282507289278
t,4,37.233059092783584,47,75.64563559662393
s,64,99.68901811796597,26,41.96027612764141
x,9,43.10013381020459,86,83.8463723590799
h,99,6.678977791634411,30,36.41382807048772
o,8,85.71409071185488,62,45.422977686182676
h,4,64.14044606093809,100,20.164952496059406
r,22,4.697684249502842,89,80.04205784033701
u,52,24.856154612570556,47,15.452146329545402
k,45,66.16002454061687,55,12.662558519893485
l,39,88.21598007303947,99,32.32831131123665
s,23,46.93308020812451,72,75.49672702919754
f,30,82.62326487611858,11,98.98722442756521
p,27,10.809571150529152,50,66.31925975125947
r,40,99.97574285828014,32,13.491686008823468
a,85,7.0028947315768475,47,40.601804741504985
t,60,21.45924060902722,34,26.95225744752835
q,56,54.41821785055731,31,80.38421102869923
k,61,38.694920224300176,32,30.65481542088414
s,20,23.931482885995248,74,46.33002173239489
e,20,58.67749437490399,10,48.50851402917645
k,1,44.246360284608386,4,1.0958138615286162
m,60,22.540662539888025,100,70.97663068272392
y,25,10.978658421605536,77,97.70059620407527
u,30,42.443628901495465,24,34.63902403181047
t,52,85.39471919569685,64,42.230587265108056
b,68,53.677477139921784,66,92.09295702369216
r,12,79.4622733480336,20,90.4860811393276
t,25,8.907629535930306,8,10.147640542306025
n,0,12.208342732804612,50,38.73096824446226
d,49,68.48665350651085,45,86.28156937517217
i,49,46.7137768918894,5,64.99853750824187
h,71,45.5226419718685,68,54.37580245583984
r,47,57.34421192426766,91,91.8515462155165
k,49,31.244392482452167,25,74.86237122142438
h,28,16.720744627742825,61,56.14788903160114
s,86,3.378102847934761,59,82.13977620736271
r,10,20.921888176767713,74,10.882044977327421
j,0,8.295526879625537,19,18.33684688678261
k,80,52.50639410855846,0,73.11401927309807
m,88,47.242584434765,52,92.58066357834068
f,85,53.46116423100001,90,94.92081896399269
o,19,61.15515226552528,4,80.38085075643761
j,3,25.64095303547217,56,48.52729986270771
d,4,45.96760298251487,17,94.04237500364022
f,93,74.65942308074409,28,82.50176360942922
l,38,80.01706155980371,42,94.9749944697854
a,54,67.05313331052247,69,78.73752325585995
p,77,96.25675774009565,80,82.81669646142288
f,57,33.32559311247633,26,66.60064789482526
v,97,79.9926193014064,99,39.00481227142739
q,91,66.78092406230711,88,44.726383851120445
s,11,87.42316462080333,17,83.2208817934669
q,12,4.214796717351133,12,32.98036496935149
a,16,43.21751888959429,46,59.52564407521618
z,61,68.00231924115575,26,75.58776165710309
a,59,50.11423408632169,23,85.1159580147761
a,46,46.667467356291596,2,34.650750799067396
b,49,89.73986061459307,1,46.04334771311325
a,31,41.58965976594302,85,54.534875925201746
u,20,73.9729919768463,68,87.72451809242963
i,98,56.01561009781235,29,59.93620645589871
x,65,73.46759837914739,19,39.547331049022404
f,75,52.32734039438554,61,9.836260256600426
w,42,24.165713514682842,77,15.305120850201359
o,1,87.87168579640525,47,40.000919054920345
n,4,49.473634518339814,59,70.97540978437334
j,46,7.126628514350319,72,93.07039987046478
u,40,47.73492011675538,39,14.043026199794717
i,85,52.300478791429065,54,80.17083006201533
n,18,74.99716714809887,29,71.34133723222274
u,72,2.191690317517059,95,67.89661303351369
y,14,28.84145213391237,79,9.182111033704166
j,66,16.71689902888601,65,82.7613175053849
n,45,95.99742860926229,52,90.24946001576114
b,40,75.13678988845669,77,93.8186534915424
j,64,68.22338688568743,69,1.4887688360505136
y,18,30.15952499056288,7,40.70018132088299
l,98,3.3848579181595118,74,37.52013241067389
h,33,57.12072878700481,94,10.273399492641511
g,79,57.863747406439636,2,21.597734491958466
g,16,1.5716055024040387,72,10.68137771906571
u,53,22.00808760450428,47,65.55904426184605
s,56,35.02741741934151,23,66.25969289646166
r,87,0.20623563400878897,19,79.78720282387411
i,83,53.69737518461895,71,22.177068887704564
a,24,15.499254537474494,36,81.72269583120436
s,10,21.234998598424315,66,31.549064795796234
a,7,89.64593741706895,9,23.6133854708521
l,51,33.93803807505926,59,5.342148359624266
i,15,73.32159793803287,75,49.56999049665113
k,69,57.34683047069278,46,84.49327658060675
q,70,14.262646050490424,13,59.31870040668509
b,87,10.338723850850595,64,83.88142082170019
q,60,49.3706367993743,1,53.363584379167236
t,86,17.15065782264421,90,91.10462054008576
r,76,16.040794068402388,49,63.06881523800265
a,73,39.13342276242625,97,89.35926191081766
f,69,5.245074131330929,50,73.17453317477434
l,35,43.53710888960459,30,43.04668568157558
c,0,22.950809633704907,20,8.870696648266463
f,50,65.62332363692764,70,46.22280941350114
w,28,0.7161416201469595,90,84.42722758672325
h,11,85.49447277605829,100,62.426500152202195
g,98,83.80568572783062,98,60.70565773968236
e,77,95.08187146240573,100,23.65079436283516
j,12,89.5011223455342,31,4.303273319859269
z,5,63.056280101541894,54,97.66628687467075
j,51,51.52542392509979,69,1.9982279223265453
b,91,55.117952806801206,38,75.28185863955048
m,100,2.8952032993618593,80,89.49136066586364
f,96,6.321857312378487,93,39.31556356369924
x,6,67.86607331993986,87,76.24706557523538
k,20,27.689814453565887,31,17.162884544575075
j,17,74.5539559405416,61,97.3045243304062
h,28,97.59696724825554,68,20.67220109949439
p,100,96.27262171632556,43,24.781447711718307
t,44,92.77465932949521,47,94.77059639816096
p,20,73.93270807139916,96,89.19169827067462
j,38,70.06027310881147,90,8.4266874858147
s,37,20.682744219106365,78,0.49906459757674826
s,19,48.87229696612081,50,33.99962660775635
z,75,97.96536556331382,87,27.159803376488934
k,24,0.6888256733990072,19,38.45397574060845
t,9,51.07629651185345,80,73.21601768501235
p,90,48.095152554997966,91,47.51431096463315
w,99,59.606272389213245,10,11.087292507463332
p,65,9.928370275841846,5,50.983913228521985
g,60,54.461729653603506,99,44.60640951640432
p,13,50.97434424500628,0,66.65058241737295
h,52,6.421742006820974,85,19.140874121031338
i,12,13.519064023240912,79,42.29785734665785
j,27,71.40052959212416,98,10.95976989044296
o,49,59.6822850750881,23,60.9612988790733
z,10,81.57842721160743,2,69.14835984377522
k,90,93.93789352541472,92,72.12943512570953
c,32,13.945976168997799,20,46.154485423948714
h,54,37.39828417070652,11,48.52800003130244
r,75,43.44801814050855,5,82.00346155802859
u,75,4.348030851936057,62,70.70104199393565
q,11,40.25846026381027,1,58.02527631774254
y,38,50.264734197913604,94,63.91695291499055
q,39,26.57849073649515,18,8.44247383583654
s,36,39.43928507184793,91,77.48461386862537
m,33,55.01454716764091,86,69.68967007438482
x,42,70.46779462856642,18,3.539059224371466
v,67,81.0767662425789,78,53.20867979347956
l,84,54.493792181065615,54,89.63086373598557
y,46,78.46506466328235,97,55.02429086375699
c,31,49.93880997282335,73,3.498194031185009
c,56,78.48146190536758,45,58.73311682767637
y,80,15.708781956607377,12,88.09477600776779
m,43,26.539107288456563,61,64.09596480040182
d,44,44.14294413650931,60,5.090552696356376
b,99,6.364811757840505,96,91.61048270934951
x,25,94.9302853749663,76,84.52351974909443
t,99,7.133352727510067,60,21.004033705452287
q,63,21.781117538682604,82,57.66601080734053
g,2,52.72585317285103,24,97.5684372057941
i,69,30.80084896526143,17,78.78666822918878
k,0,25.690151016321437,91,55.12780080822731
x,68,84.11732466873366,75,89.92742310599935
t,13,66.4313301543228,21,67.95483211852451
r,34,0.3724091836411758,15,90.09185944716201
l,12,34.088560378066454,68,86.55930010145939
w,72,78.07482180827847,77,7.533176765928939
e,44,25.242195714050997,11,98.49111713811696
t,11,80.19455215974156,63,89.69247094367589
w,78,37.396374323944315,33,13.440354521520936
c,58,59.957357286558,27,41.204538426774015
x,85,53.48130099693049,60,86.6855754273134
u,40,76.23802516083182,93,19.349027146076903
p,40,76.44378936716573,0,18.51442990759803
b,100,49.836494983302856,42,39.989674676171774
s,59,98.70973731365672,3,3.987563886828893
f,71,58.564456349388,84,21.60616716285615
u,83,22.393355776849177,57,31.246046771045567
p,64,81.87146069862438,64,34.136089220874645
v,61,88.1594854162224,57,74.04164907917385
z,33,11.857702898275102,59,16.56202583076054
s,44,52.15295409090987,74,42.78430394898911
i,36,35.5426429280929,15,23.486942212997654
f,63,84.48315236366054,47,74.06010799570815
z,51,42.07463099494853,78,3.3968179553282463
h,57,93.90080339902464,11,30.766876644769248
h,53,10.110941320232381,56,18.320190405621638
d,94,81.47935237453171,51,13.08445854981457
p,24,3.727996783374943,90,79.88815724505444
y,70,42.247045810037356,79,26.168773649824782
m,37,65.92313923342282,60,82.89786547533043
c,12,41.90879903911685,34,70.19985135004346
g,4,51.20877494047779,19,76.54543776609441
w,51,95.36290351852371,15,84.69917543877119
o,42,57.24852144386924,25,77.46114442157949
y,29,53.29037966834065,74,59.31961003736957
g,19,85.13227007150977,83,29.68934010750557
a,88,26.16579267956849,7,99.1588603662673
y,76,47.00791178353515,30,69.00489551801859
i,71,65.50952252062753,81,36.54065601189082
y,17,56.88492812971147,84,95.65910840938545
y,3,15.303556736571245,86,65.87667139995624
z,20,18.470880813615864,28,31.908367797062787
q,98,47.85725774572287,23,77.16578861676446
u,15,40.77829148967732,70,18.145054212280254
a,26,99.1521105255357,91,61.79981349753877
u,52,52.87786424069223,34,90.5422545940906
v,0,48.00679876622599,4,30.628206607456832
q,67,11.990843856795552,14,24.379313949243752
y,45,91.7258301443645,56,74.01690490385103
q,79,85.35998260732248,26,68.3349383786889
t,21,54.973691081141475,6,77.21272845452413
o,80,1.4377074919774913,5,16.012139967862794
k,33,23.442185077387812,38,15.32422324714341
l,100,97.57022814956333,55,86.58872710477105
c,17,37.738112154715665,33,88.14646477662357
d,66,85.2769120903271,95,95.85942845603802
j,82,19.351836443945402,85,86.04612896658227
u,79,78.70974200271908,74,62.198146547492236
v,6,59.373123006806075,44,65.62869869450239
t,88,92.47732179370816,57,70.33609926441525
x,5,27.761490933691178,10,35.70513882426659
u,50,53.895072138253596,4,50.176421626661536
j,53,97.57889988424975,6,90.13435612153347
j,78,48.788107954025946,59,41.198874699470025
c,77,99.04342128299366,72,4.93986105396973
h,20,66.00075183671599,24,62.15619869024977
u,60,27.66528667488234,62,71.79965719496082
w,71,58.95168943753234,84,78.18356485093378
f,84,13.565608100603466,52,53.82617168496028
d,22,68.363860687227,50,4.380592691285889
k,29,85.62528362270629,45,19.517982366733666
j,26,50.85016942436981,59,61.29728484874183
f,43,11.860495603459032,6,8.722730672368462
p,63,15.949787679944649,8,92.83063917399448
i,29,0.20051566556315015,35,61.30940746602271
c,61,66.00775421517983,51,25.254842737583726
y,62,99.82971907283796,93,27.27379187862806
s,27,92.16121132277111,81,56.15148099002914
f,15,41.41054491925065,20,13.293091633765863
h,18,29.142847213859536,33,81.89012907668145
q,75,59.96310765457679,93,2.89692391402806
u,84,94.77351221482284,53,78.4850060540325
u,75,57.358826036911815,43,8.657729500916789
p,9,60.527221694841536,47,82.88681825536534
z,54,87.2037366490813,68,76.88626218217642
r,40,69.93729595528225,36,61.23545972048826
f,73,79.88987271439693,43,71.25912812046779
e,45,31.444474022096735,74,29.056427479305903
b,40,42.23537874103158,61,74.71028627285729
k,35,73.34802667902501,96,62.69346045444103
f,54,75.59497587052446,50,51.48604095792433
x,56,93.4834490873193,17,42.2822639483141
g,85,38.32113719515288,19,17.09248407898847
f,4,24.52833749877086,38,13.535594456809196
n,4,57.309438119317115,5,83.6351055114563
s,14,49.158254365226284,42,90.43424685499814
p,26,81.04132406626445,25,98.24937631596212
d,65,20.653338595813874,20,10.10500517313483
q,34,86.0442708112389,17,10.889206806861873
i,3,1.8577580739179478,49,74.5558423646697
r,45,96.60360055460939,6,34.660301193592055
a,11,47.09773073911666,56,68.95220053853379
g,14,96.90759466635333,95,99.25049992879131
s,76,6.622632959688457,35,36.151154418899075
w,50,3.4802104579478743,57,36.46133190938078
y,2,39.20166241569767,67,58.0780323267078
k,93,84.3898014206045,49,70.07178138035081
y,73,60.05198587498379,88,23.97971816764012
j,53,21.79128194072665,8,52.248761270450686
o,23,97.76388590227114,87,91.03579234221857
e,32,17.741374750927697,58,15.003177746733998
o,21,70.35979940956236,86,18.101106700025817
c,90,97.78287801331888,95,75.99726011711746
s,34,15.958132139518932,51,57.56356704885883
n,82,4.0243175428378635,5,50.83206270236893
j,2,62.055130353749774,10,89.20387887630804
x,49,82.46924656455474,74,23.70781804789691
q,27,67.93895561037012,58,52.56468746957486
x,48,73.81623535730981,90,30.910774328655634
x,77,99.49219940268051,56,80.56990025731258
o,1,72.50578628693691,17,34.2223221551497
x,60,27.598586340659104,20,32.058296848974564
h,68,37.01830342837622,38,90.49219388625184
j,91,43.000199876739586,64,83.96085176424502
y,2,97.22473798338952,48,84.52628907779308
s,41,35.40441626020968,22,26.229374172724018
u,69,27.426220800946744,33,35.39248774246255
z,0,78.58745514097096,8,16.668821568258995
v,6,35.34892838645155,62,34.392107227772954
v,36,5.799382569816435,88,78.02407796637684
e,50,94.18776581633509,32,75.7355464767558
s,10,50.062586073235394,100,78.54813209120066
t,61,25.236624542734354,96,62.06404844331716
c,63,26.003035300482857,17,7.2222776019566055
z,92,10.14363772850041,77,52.646166978887656
r,9,86.1068346831878,54,59.90634120969076
n,71,10.184302650919719,47,49.769465922633
g,33,88.97704819542106,22,82.5805711923044
k,1,32.36967458851574,9,79.99303909947184
y,20,74.74256278510111,3,36.88242655737963
c,98,8.31174937031932,82,40.50276429515877
j,81,90.21568385166965,26,16.641089967443733
e,97,13.462067517711663,0,43.25037190090028
b,49,37.39228302532154,72,97.82788074711152
x,59,39.71582909882645,36,42.17529554568675
l,76,51.13619293873436,76,40.90776188785363
g,46,16.070994427309227,9,36.04369745888304
m,57,99.10013314806054,47,63.306339208089966
p,46,34.25778939124624,58,52.8023488383119
k,100,30.580139748831915,100,17.340855916194243
t,34,64.12977234915407,95,13.70903253811746
b,49,10.858370663612082,19,51.609732047039394
i,64,17.352709227172348,55,10.855100603014456
i,49,15.55269518622321,80,70.80904044207621
m,32,29.94455856485545,45,66.23732116697059
t,31,36.96050946377928,19,79.42786402837984
n,41,33.97851010407391,43,94.18499412268292
u,3,51.67105945266367,32,19.03846923286118
h,0,14.166469825057925,10,13.610975848427797
o,97,86.93458750419141,33,72.39037037824063
f,82,83.886136971573,65,91.9142725093854
v,56,91.79360233168742,15,47.275941465607744
v,1,93.21403852239463,61,76.5689518647102
l,95,67.72135344062575,12,61.69694733339088
i,7,30.417978708739714,44,65.47978575546566
t,75,11.078804963302069,52,11.077442287810502
j,85,5.774847167940623,85,68.50419995520085
y,92,6.164401956441856,50,86.66677843806603
x,86,95.97196180734623,10,23.8240879140026
r,68,19.569787844464404,12,46.9481461605003
i,59,63.87033968623933,74,29.275879894221735
m,4,24.625019421270935,35,11.829504256549605
g,6,45.48770326923417,80,72.33261669883645
y,93,91.97244667375229,77,83.02148375903073
w,22,22.248126037216608,46,53.419942764321334
u,22,23.42196972536127,1,6.315042043223295
y,40,15.93145702070724,60,45.54589472596149
z,7,33.33323495047773,54,21.5648787358665
o,61,36.421876172325,88,23.39417746055197
u,29,62.49917915207411,99,52.052335967373686
c,48,50.319669351531715,71,79.0747805626632
u,57,95.0133989732376,78,47.734775017390696
x,58,46.67454214831564,4,68.376334087146
k,22,75.18808058205944,11,45.815728026739464
u,68,72.9516636897561,34,39.728180146740065
q,98,52.293401005027775,95,83.58271090467203
k,41,69.9956980761362,84,15.72268234467984
n,36,73.48957281804823,43,62.89620373473286
b,58,74.46307647846447,87,12.501705470333013
w,10,9.151817760200364,10,75.6080333612607
f,97,64.2278394678092,8,88.09821695378155
i,28,2.2480337625136904,97,35.04636873973641
w,67,38.28330076061235,24,48.87735434822744
o,38,24.50017180466316,19,92.24178344906832
r,65,0.550429318899559,22,47.93324758578669
q,6,68.584467352198,4,81.28819952954953
c,0,54.07956618239215,88,19.50994219903982
i,92,26.859940994298015,24,62.23355685182462
s,25,62.458182776121006,42,4.277945119399118
n,20,9.238427991796428,33,51.19554095216669
k,81,30.957256744003846,67,30.475259739159632
q,71,68.24439916393288,68,98.73944002064383
j,87,37.99011048350379,40,17.25821120211236
f,81,2.693212491617769,56,86.30615124284894
a,37,31.848701935132684,4,75.81838010534561
d,23,86.95725611591116,95,25.070943225755805
v,13,44.35009422598615,13,91.39352008564626
c,75,76.79403833742845,90,7.38774812426567
w,86,33.484324865243956,10,34.53793980105569
e,44,47.67532222716068,90,96.9227068545665
u,7,50.5974541521925,75,74.88190109316687
w,47,23.322671454736764,7,59.37603104008136
n,98,87.65183395445935,23,29.564493241559642
z,58,7.324801379884748,98,99.78274287300371
i,89,10.936458891631705,20,48.50765958227854
t,78,61.64746684198341,82,70.75485056384214
b,52,56.732860385751,79,89.46051761689765
y,7,5.914238666340088,97,20.093149595180325
t,90,14.309395406060965,35,64.94152320322742
j,92,16.493515590470796,10,49.93800420872424
k,33,26.385821451972124,70,6.881096640136275
o,19,81.32600801013442,15,85.32365195978578
n,68,85.19131102356022,77,82.95430954135239
f,73,68.87431876613775,56,92.87531245847494
y,54,12.696522613246264,57,47.621984019811784
o,41,49.487210201014875,54,41.95941500739331
h,38,91.20300058749558,75,39.29124165376206
