Z,X,C,O,G
k,37,69.93371105434409,77,81.74812455450164
f,68,28.117845013926967,27,47.923962003034546
l,94,67.7417568872456,98,16.015750723810406
q,31,36.90068346785864,31,78.22917307675917
w,75,5.8637381392507955,28,73.90942458272602
y,49,8.478323682735954,71,90.88362971126377
y,62,96.0661454028921,57,13.88356449278929
p,32,95.81388257027648,6,48.782460693260376
c,60,46.54852268075892,98,29.327330686373088
r,89,34.19194670783418,96,97.44524759580285
z,15,98.4479599404848,84,44.524995777149456
j,27,22.26713155226997,2,71.63600436300575
a,71,73.03277535366803,68,55.30639172130273
n,59,44.04908663729128,93,84.53087165275889
o,31,17.57777371388789,6,76.64203113274328
o,87,9.541933457424989,100,39.40183556574206
v,35,31.99294369428638,2,80.23918345580866
m,42,13.418802266870111,5,74.27669264184318
b,8,97.77806583325253,60,9.426093085448862
n,64,45.59736148657271,9,73.61857387493276
v,63,93.19606683272991,58,72.77614004614186
p,31,68.48718532449539,46,7.957055311499628
b,77,29.948641864591718,86,76.03227788364217
j,52,63.752412490022515,43,17.223905814978046
x,23,85.91377652464863,37,68.5968078337667
o,88,20.860464274261382,32,72.20447125778978
r,24,37.82950675972969,96,4.176738748048059
p,18,34.99756825711625,47,42.11354562474043
g,64,92.07077315053156,97,89.49628675637511
e,14,5.683253765506391,47,0.19326780604727034
d,76,78.16020222015375,41,54.809811557649354
d,92,55.23802912651055,47,21.142037199033748
g,63,72.5659909035943,38,79.51812800078415
e,55,0.9693075083836655,25,43.508440809668336
q,40,48.458364882446425,26,53.721747909457996
s,41,36.644835728335664,10,34.46020117837809
h,70,37.66454639008696,79,56.91046666526395
t,10,83.4982320782263,59,46.53446615217286
t,31,12.21891736253582,0,94.87505921062575
z,7,93.15427656536752,5,58.71390397410588
k,89,95.92264736042817,30,80.13268935934133
w,86,31.204378513522137,52,12.157830182182906
w,60,69.90206504121801,45,49.15198695750955
s,42,58.19352987810693,20,98.00255025159795
x,74,91.44939571390131,32,90.14204612156392
a,51,81.88731619816578,34,75.82850891282177
t,75,7.188821715223193,42,35.9932161678943
y,8,54.10063555748692,97,81.83755617050687
e,87,69.51873793092919,12,46.83173909439871
e,58,35.0910977627114,76,79.57416032844613
e,39,13.724119393623491,23,70.91623246641964
j,61,0.21374617266811669,20,71.18980853214876
b,93,6.14963813019701,14,62.70897417579518
b,74,33.57401234733398,91,59.651609542114116
p,95,60.42853330161907,85,68.4930328364806
q,13,4.60337002688579,16,75.2402970998766
m,1,31.306540530534498,66,22.967850996911277
w,79,28.925019227714422,22,35.96421670525511
z,23,92.62143003498278,34,53.93343368198201
r,40,87.26699753721103,30,32.35252125678463
e,3,93.1472958461773,21,66.87907989660185
s,84,71.53830291590558,78,0.22310912301587438
e,42,14.168205994223982,59,49.286046996903735
t,15,96.87957910692971,13,40.23003147042255
l,81,60.469350527541366,15,48.88811393964069
u,42,67.68133059253921,65,27.852068713704924
m,46,84.66889830764653,26,81.08209344614421
y,96,42.17116674512528,18,61.430785020623915
r,43,97.20477971014041,32,60.70026899676107
q,58,60.28243059526609,16,6.140838346242283
j,19,82.66241400466349,94,23.86268736447952
q,49,47.57110427358353,21,27.600957496419497
d,81,11.55552511756387,83,71.77553633564936
n,35,97.47210005889674,94,42.97499013818407
l,13,78.41412763792816,18,40.00219447272031
g,16,78.65977308834358,53,1.6237797433099832
n,89,86.01643884415047,8,2.52227647389881
q,50,74.23658618497753,81,43.00109675079771
j,57,14.985728919813335,16,4.718268992169438
u,76,16.644035749555453,93,2.849232742777086
g,85,6.132572284035365,11,95.21920153253318
v,98,4.856253501317632,41,44.602695248658605
m,55,54.65076119548754,21,97.70802308757467
f,78,18.213154779813657,44,47.794923014547464
j,73,32.53692378856445,8,47.83666759713218
y,2,15.302837018538629,80,81.2213858018713
r,58,30.85803183889154,66,2.3510541030421273
j,44,44.59529733126334,91,83.58995761213642
d,69,13.767938359667664,41,28.38947028461628
r,72,75.87626729788005,30,14.56938604070519
h,8,28.074373627563144,92,91.61223189790168
l,85,37.167220590141405,88,46.39280961203186
b,33,75.5335121670268,61,7.426341881328247
v,40,7.068936236405632,46,91.75704498297074
g,18,8.061178090443743,71,41.03673533211049
r,73,95.40562795236409,79,37.9415641030395
t,25,11.877887985785696,10,55.97557134462961
t,12,61.98047347173474,41,97.3525009980058
j,71,39.09459354231476,58,32.322305215846214
l,27,62.72136256093908,39,5.985190139171326
a,43,28.62080192310391,44,10.018968236184456
n,29,70.2639983085676,22,26.928714105270977
m,54,3.861865576863277,73,39.55580280657909
l,15,63.57177132111607,15,20.88883973719745
r,1,65.27647350302944,44,19.370952381225614
c,51,82.20450873152124,8,39.173739131676754
n,74,45.65729757336183,94,44.815600753871024
j,78,3.7215383196858243,40,7.994296987131966
s,10,38.540389741492056,94,1.6116075195594326
l,66,84.71184744350238,25,61.785012984311635
x,61,54.72242574279519,58,35.08195625970143
l,5,10.399287865390871,25,81.09652685306428
g,86,91.51452993338248,72,56.11011220054875
q,11,55.750649202321426,75,3.8413770763171207
l,18,19.87269016375277,65,29.22011536083572
k,42,28.07523767707323,85,57.453841479319266
i,100,30.522188654473137,32,78.8646682156363
p,17,72.14082083232525,35,25.576805122620794
o,51,20.832455668594353,89,82.24291134742833
j,66,47.506106113832736,12,99.40478905478236
h,54,84.62930255209781,61,73.1865123994682
z,41,22.79527495005026,8,55.856648824111886
t,6,63.415787077293714,35,55.87316478957004
h,20,64.33409465401586,50,98.32721663315824
l,96,11.46379478979005,86,84.66482228975258
l,71,14.823996203830347,60,55.1831166616781
m,32,96.36112187461367,0,34.227379960870365
n,65,23.802000647477172,77,85.42543008252301
p,47,45.898237877401414,62,90.00003889661905
x,17,77.4415780756288,19,30.65460570834302
l,14,67.47905948015016,71,86.68976138064475
y,1,36.97141933449694,69,27.177789045334688
s,73,78.7569465634317,0,48.17201579423137
j,37,63.22320622346581,44,68.72485458654222
x,85,92.53904072692221,84,96.555742367825
s,13,93.21960366808183,0,38.61807125590604
n,34,29.38028055692179,46,34.854757549780935
i,52,63.163010390923034,58,70.6383134211898
a,71,88.5193923009472,22,56.40544604494902
l,71,96.55104595342206,58,8.436841728768163
b,16,19.365242325205077,43,42.55104067764329
t,9,54.5164481932677,98,76.94778062287443
g,61,0.3657706102082714,10,40.246072008314314
b,54,81.56320111342566,93,36.524777696057676
c,44,6.273618997064578,19,24.554310298239056
u,86,97.70063151502883,92,63.78228613799295
w,87,44.24109273021152,37,79.02729796516458
k,76,63.19158633357288,49,21.43543388435659
a,81,65.88414411160096,84,12.497001140030495
h,81,17.52163157700164,54,33.64908158218086
h,52,17.925798215274636,79,66.02395209915215
h,87,85.21113832748814,51,28.641961067651334
m,48,51.855764140871166,26,4.4466665730724
v,94,60.823577638089986,16,13.754398030211433
c,46,14.820207274349784,16,43.2087140274574
k,53,49.215676771818394,28,33.16690965679969
o,52,11.958365805868109,86,76.12020565755007
e,62,76.6830518472763,80,49.91698693841852
t,80,25.917254966598446,52,77.37969927342539
l,81,71.16259598112504,18,81.32972733047512
a,37,99.00519492837108,96,74.95260883837038
s,77,96.76471550468091,42,28.255552448456722
r,43,87.79019663364079,41,32.872598263947836
e,15,92.26174293957516,80,81.84320597710185
l,45,80.6425657456095,95,28.40345987293783
e,45,43.54560625960238,52,41.74638638431784
x,43,91.17007418941057,95,16.44891770712251
f,52,22.73050584075268,73,56.84056634366712
e,91,75.33521138526066,98,8.955864497480558
k,0,87.96107806328378,4,83.05126002159466
s,20,2.130330075783393,77,60.450331240112796
l,77,92.880700784443,45,1.0700924763583197
t,81,69.55156235268785,12,66.38819929922238
i,54,33.41478103406038,14,6.262533271246884
b,16,49.122570188977946,72,56.25941481891037
l,24,31.333333115391916,71,72.18258725613165
v,2,35.39186905073296,51,99.44782148116076
l,7,4.565503296402951,11,24.810459047852184
k,5,27.04292972891794,36,95.98465513181822
h,36,43.71071553655088,48,25.512004481295726
o,17,72.52509822339638,15,47.02576655093543
d,70,55.482120378713276,65,31.271079700135253
b,56,45.906551656535385,25,79.09407469179992
s,20,79.9969248724209,54,90.39886799089189
t,10,66.76921720311535,72,25.516661352854065
a,48,83.35643024683156,8,78.66127585838576
y,62,92.2926812698378,88,98.04011780970299
z,22,78.99789614419036,2,76.77016549901123
j,20,42.225583972257176,36,25.6166677278034
c,83,61.381811823157896,67,79.71355814713247
v,48,37.20886140577192,31,26.62710431265769
j,28,85.54795209056742,27,27.711238053047303
p,98,9.844786755896962,28,41.130076144766
t,66,25.63624312776247,36,82.7635517993356
p,38,62.00583452338147,46,16.843914401014036
q,30,34.124950034271784,4,32.71290263841474
q,57,37.039478531646154,84,71.13167310929009
z,69,18.721845100853717,27,74.53769408597621
t,50,34.196387390388,4,92.2176290893596
b,18,44.46109634660216,73,12.852110357205715
s,82,59.9556920447617,33,84.7475926844731
n,99,20.21807576626672,53,79.23474619640241
y,77,12.40990557484486,90,87.71110982875676
a,75,74.12516674578143,13,78.64814477557822
g,30,32.45941052752788,55,80.94943200828477
i,26,55.636004687644835,17,19.54262547483374
j,58,55.13008698499801,78,85.65510535874301
s,7,82.88202124451298,30,36.320619985314636
s,71,65.0239418229492,67,40.91699930439344
c,67,24.046091010097115,78,60.66047401022847
v,31,94.75069474283316,30,29.095834512149356
o,67,12.21672083016233,95,24.728913350502168
z,55,95.85962263839804,58,39.413787333813445
t,54,45.62667783521106,99,31.378540828055467
w,68,12.292330150049812,67,67.28192426792073
b,73,28.05525091155233,94,67.07619233582956
b,26,45.59881757737732,72,72.9153890107905
j,89,98.0282284862975,97,91.53250844643743
f,25,86.79696829098194,48,0.33762172619271613
o,39,72.42026672739878,45,45.49228058984372
r,68,81.89413739247607,91,49.5825072035594
r,44,57.08393329081248,73,61.69587025857576
o,14,17.327153010007446,77,5.674648824089457
z,68,96.34585677167442,86,82.11824632504873
b,99,37.65402841638811,4,4.16783266302393
z,79,86.37291673125378,77,50.26796945635601
p,34,12.764944472376694,8,54.09835596680802
u,30,60.61598859291756,27,98.29531570340559
y,13,86.02686206937994,59,30.001076527752957
u,69,12.608583497450955,97,78.39086630037625
t,8,11.898471506904118,97,50.16773181764993
b,76,99.45678553940411,90,67.40908651570824
z,16,30.151607492862688,2,1.626953205117676
i,31,93.64902217278251,9,26.574929087925458
e,58,88.59642961876168,41,77.41586326976397
k,79,73.61816472285703,43,27.574196895432145
g,68,79.34082206933572,76,61.789930565052764
f,47,49.17465057666802,44,1.1001289467260311
w,8,51.6580670938215,54,91.20309730363597
w,51,62.77326136343593,56,67.96687957133058
c,97,36.214159583649405,98,7.303364808031865
b,38,98.25890036715907,0,45.491045552585895
m,74,26.244845132489903,97,51.686527014952986
w,96,96.24281277858907,21,68.22505402283454
o,37,93.4308748156788,20,42.159647238732276
p,54,98.77392735299223,39,40.98721422566026
g,41,33.42692919391656,76,13.383199463999752
n,84,47.46117530457749,89,4.440746084685321
h,4,93.57141732839993,85,52.679721590724725
l,41,98.73395922214397,57,33.62196816389517
p,27,18.41693646801762,18,97.02910951720554
b,68,15.969741476783616,43,95.82904390149372
a,73,8.60166491541331,66,98.3759829595029
h,31,95.60718799191771,96,50.07006692506053
b,20,84.17666393425559,82,25.795520671877203
t,76,90.28515131579516,100,34.11669604471182
z,49,67.07126796655102,23,63.54721496651396
c,17,12.042740980746014,92,13.077874074400174
w,21,75.9448554839105,53,85.65414602336878
n,30,40.1119168567922,94,55.25224530697941
t,68,73.08960870749355,27,96.30832828363293
w,39,90.18335107123657,98,76.38608678330921
d,22,34.87772885684306,27,44.54367414630631
e,56,4.878602407702193,71,86.6831026203421
g,18,71.11608095748615,21,72.01839051571595
l,61,58.433101058265656,23,98.00100439602201
u,23,92.56998537333402,72,76.46322441032687
y,84,42.71057670861258,72,98.72628268450954
b,75,22.119982076815926,88,93.73692256875736
e,15,69.67480896005902,40,53.032442969574014
d,31,96.54026773706629,93,51.20807344737388
d,81,21.27733941002088,37,76.43551127082591
y,90,36.912429902124366,66,46.87164469623944
j,6,73.28269751355278,44,60.22841759970605
f,90,73.15591643924157,19,41.86820329776395
g,24,20.709588698930926,55,82.61817482950602
v,36,24.849419239947434,1,11.604789085364498
q,88,86.92818888205106,84,54.17666647591282
o,35,51.24117982481516,71,9.005023673167479
z,30,45.07162331734419,26,91.11498358787478
f,33,37.61768888633927,24,79.47138736364074
i,95,10.248686270188067,97,82.73212452799676
a,79,84.16950713569106,75,62.80387701912018
q,37,37.621753546420976,33,29.13709602899388
z,43,40.88924677478914,90,32.98585164351796
h,46,0.4519899854465659,25,32.3749152345945
a,38,88.84818266451403,38,26.513262804820837
r,40,59.762001239569294,26,61.585291366808434
b,72,10.814678630099127,8,19.683186845145407
g,98,28.86750283827387,26,56.818277857123704
o,87,56.60029866962163,51,6.666898239868136
x,27,44.15459401354555,37,58.8602839730322
t,47,58.44194495378301,43,50.448883279444445
q,71,11.0506144199096,46,85.93718797844386
m,86,84.62112517392842,31,94.77918196454331
a,71,32.98685306141438,11,35.75378289147788
n,47,26.120256184418068,56,76.6846755554674
v,76,19.732795989639506,83,46.31695688690949
b,13,77.04431993304584,93,15.867205379711379
g,91,76.06765811434755,76,6.936166845082581
k,56,3.623315327427812,3,74.2996780334535
i,5,37.768082242918396,78,31.82993102024905
h,33,84.83610472060185,5,70.74626629799018
w,100,73.49168442000213,40,80.49861100228762
m,6,99.28584701171691,64,10.960526628496892
p,89,44.37690975144921,3,87.82266820177291
w,98,3.8561139644693765,63,48.28870465732794
r,41,56.67599363481332,51,40.60303619087158
m,37,13.98380588275402,21,16.590130058054818
l,49,80.99611183634347,32,87.03904306372972
n,39,8.133104270868207,61,56.06951100715211
o,57,42.19990788743196,10,1.4283044328643468
u,92,21.726737362299133,73,96.88596229093179
t,10,97.31850138814426,56,17.686858070447077
u,84,51.96035233712529,63,33.78287614451489
h,46,2.649967577602641,23,0.2420380057188587
b,44,79.26100098936276,17,30.78696843050498
h,43,17.126597258565557,17,45.31891532926776
i,34,84.5110870491236,91,88.69181117297936
p,23,26.861819269508935,64,52.35796144173468
f,4,75.72272258809369,63,85.29476609673856
q,60,47.6586420745901,73,15.127355139845001
g,81,43.64688339383195,73,79.41331703267427
n,27,60.041033269132136,40,7.295941766060765
d,73,30.98835195355205,70,5.385531468564042
n,16,39.261985950706766,56,48.5514226221184
o,83,9.923134434287373,85,21.020944004823672
w,80,12.255439685099322,49,49.41509910651628
p,2,12.504412901594652,5,36.2024738942078
l,47,67.48578927407567,27,57.7813282211708
g,37,64.69675662999579,56,55.17917079372965
p,72,47.13306292931168,85,78.9946706447492
q,19,15.255026813443951,32,56.607249348224606
u,20,82.46021924530925,17,9.935419951424851
m,71,48.48711132702165,19,47.828031354057366
o,68,6.332835921476764,51,3.484394117381495
k,92,31.459547196543845,77,37.14723698569009
w,93,27.322287143903658,73,62.9706375051171
j,84,33.36841150234701,21,99.75032000945939
x,10,80.57698109080094,92,0.025464791737106474
e,59,1.1333838689192244,29,52.60442658838961
j,50,26.341942446726886,78,15.675482427782306
a,9,71.17581851181343,60,74.73772624437684
n,19,12.730819568739793,97,87.05583064865598
s,47,92.70454014451362,8,51.62943079294515
g,22,7.5111881460871,79,51.715609982355936
z,11,98.5274516441567,9,74.80353577860642
h,33,20.48130419909382,76,54.24813232892743
z,76,59.32430043535373,8,7.55638681337415
k,93,24.762467178163494,58,36.30830612520823
x,19,84.38699162154329,0,12.500885607557976
t,58,83.77107823667538,89,35.66587552920991
z,42,36.98170078173744,74,33.56999704537091
s,36,43.12561619868376,28,47.565179211367415
c,5,42.842194739809855,22,34.888013259952544
z,46,53.60137327310126,72,76.3547170522893
x,95,66.05369666328022,14,2.7462707347965742
k,34,66.70063965126673,73,1.8599958565558294
y,39,83.21963356841093,14,90.12450535198984
o,25,91.45451027966718,54,46.116587819397445
q,44,20.463062998223435,7,43.67342146719224
q,45,76.09644348700002,77,64.7815961817583
o,24,24.782922271343043,68,62.83515517383649
v,88,70.18478083621523,45,64.5819929783849
n,32,13.841274648889602,62,63.24704411512428
v,47,6.438012984665919,76,35.95170855056497
v,25,38.592627897718444,32,87.5771693644073
w,87,93.21574701621212,52,72.20252205431478
h,82,29.645103546482467,26,28.963412099173137
d,33,18.198109950303877,5,16.48400434558448
s,12,30.888540391669462,85,19.21500150200065
u,23,97.95504064342042,36,53.92083565503961
p,2,25.00443841804253,37,85.21483078008418
x,71,46.74531557422509,46,32.7508396243013
o,6,33.851111683570615,60,76.90586045544346
s,62,71.96111855016942,46,80.72778637039464
j,60,51.66556269672703,18,45.43379228395123
s,62,36.29201288569096,93,50.82870989318546
q,88,6.337007790491289,69,66.12309836341619
j,14,62.12071395320024,15,69.64779878669269
i,52,98.43722583693152,91,37.998061968414774
g,57,36.87341253898555,41,19.023170694835933
c,88,1.7625871567827356,5,51.923243087856655
h,17,23.64244626660116,99,99.05343394749833
k,99,90.5620602576183,29,49.7317906863542
x,8,19.697144257359923,2,49.40426272589463
r,65,12.421353640158516,40,91.6370899337346
m,52,11.060843633114569,14,62.28471317386642
z,67,12.683648301784334,58,58.288213067603046
v,39,6.022563657813384,84,17.832189329747095
l,75,57.90611182707409,55,86.15149302660802
u,8,95.69240526256796,51,69.32302330126538
u,84,13.63342302119791,60,19.419900320891458
c,39,16.388696890040933,90,16.627199462145935
j,49,37.69834087468929,25,1.8807122060372494
a,66,0.6607899678856222,46,89.58223937958664
c,71,30.06345120184465,83,50.03697745621055
e,72,18.215086804167957,17,47.333925854664386
t,64,43.166037540988555,3,29.99625841871545
f,59,38.99473234066257,30,93.12795169483692
f,9,80.29614390021396,84,22.563023941862426
b,96,11.554165473545519,1,90.35471872987598
n,22,64.47625144721638,69,18.002915501754067
k,75,44.338061628806116,8,98.50521526697483
v,47,57.3633146769171,31,25.072577062386326
a,6,0.5263174715100627,14,64.60813293512267
p,83,59.069210459474576,2,49.36246363950531
n,85,37.08360598974988,29,96.5340836222577
t,76,56.29532465034012,31,22.36065935234086
p,25,22.415609108748548,55,83.0137811450137
y,65,84.73680709010041,21,38.55806956752158
v,69,1.1111299031456023,56,5.027011702328643
i,100,6.441053219825998,5,11.712900238338209
w,83,26.272027183824875,10,63.533727688716425
e,63,15.290862146833994,53,16.227803393684013
o,49,36.4202108669368,52,21.326736313681483
o,28,17.36952256451234,90,2.964123971378252
n,17,72.97968306446,71,1.2716934544703573
d,75,94.39672477329502,11,47.83113235666783
j,52,5.579687631772479,77,29.014950370926297
l,0,5.280405552079703,26,42.20535085511293
r,31,43.12162101540359,69,66.30152110810123
j,61,26.69875867856546,100,31.13071425492614
l,67,64.4465456576929,54,8.179325685784667
p,3,9.299615299469677,45,88.15525468279138
q,25,49.93645044007794,88,5.336591463260831
c,76,30.2421887416336,58,0.6493116484932338
t,97,28.259900956737226,98,51.14938429372153
w,0,71.08375260092414,78,38.729454065994716
j,71,75.74196040599669,61,14.399771699760421
y,26,62.46888871659814,67,95.90047379412275
s,11,62.59934064721199,17,34.181804211488
x,85,11.057006163723226,25,22.101195065107472
c,31,70.78469306115028,15,74.44408993246573
j,55,44.34856515360915,7,79.42380548535272
m,64,19.837278858513606,78,37.57814127115861
m,56,50.70882855364418,22,77.98070338990148
x,52,55.619720212308934,31,23.546795454373772
d,40,41.695817968353545,54,79.86056826329524
d,28,36.02447816383455,60,73.59024759319087
n,99,33.61053347267614,83,50.19905896462162
f,44,76.20420249180708,35,58.453430796675555
t,65,6.579603937537925,40,59.0061321837825
o,42,76.81496766135848,47,82.77038887955989
r,62,46.59239004165787,78,30.430359182600796
h,8,97.14160272686698,92,69.45204853061998
e,43,14.375876104617092,78,96.28832254927445
g,41,48.106272886050384,54,57.428914846742984
g,5,96.50462867246162,17,82.50376154036154
w,54,94.20043644041517,63,32.83985673382519
m,46,30.856677690336397,67,3.778326752557404
i,40,37.22705089317151,20,8.301534339927297
i,61,45.08975454730402,15,25.085062673867576
d,30,75.91782640903342,16,89.93253674343919
x,91,61.10737524866374,20,5.501237732253516
j,95,77.7653695154999,47,99.17130419564775
u,44,79.20851671168913,46,68.37581872648943
u,58,61.27395638585315,25,70.38909703202737
x,51,22.854104853429924,41,24.69110116084392
q,97,86.14137122581494,42,73.37876034428476
p,100,54.928181182214985,7,98.91057872038655
w,67,96.4581473983148,54,0.7078804304482267
g,2,25.309789603586108,93,84.31301942555918
z,35,65.55476646892431,57,57.345253084211464
f,89,90.251209473965,11,35.35074999145873
q,11,6.819580855886464,99,50.13724165547116
o,53,51.055196750226884,42,10.808036678223287
e,23,72.59706827061481,53,87.64916534149562
m,4,94.89315530201704,68,96.07740567984038
h,58,81.71135636374186,77,68.70366634959754
c,92,21.06819756329785,77,86.08800829979265
w,12,74.73801382497561,5,41.193477195243986
u,19,33.09568449284425,11,45.056414632712794
q,9,56.720071988369,72,74.3076686826404
s,21,50.9445782819856,93,54.50042091129751
m,22,41.197879994330236,52,42.76974712355644
n,100,24.362584072857175,22,66.14430066230429
b,96,93.06004246897196,91,18.20897855302728
c,95,88.70355299037752,33,67.5331168071882
l,22,56.36125762427672,64,18.96937618605926
l,22,34.89564469705015,15,22.408677429272327
e,93,26.354857277809796,27,82.4530338933631
z,97,83.80770954827787,49,55.36001781212823
b,91,56.783999163187914,88,69.42195971852459
y,5,39.59398936072485,33,34.56115369476313
s,11,0.03300498564869914,83,77.86365216702535
j,71,90.36817708242437,44,90.73451246280904
s,82,36.89258919550733,48,25.487007484231285
n,49,3.209026930858594,11,22.338484281172732
z,60,28.932948519913293,55,70.51596272442937
d,5,83.50974351962581,82,10.259632393088403
k,67,41.18134060674416,51,39.10557201503219
z,58,2.8870192831023322,21,43.48467405660866
b,52,14.900193444814036,78,38.60401917781044
v,19,93.40566417804041,87,19.85920360530735
y,21,97.86877212776047,28,84.98179383911958
n,21,66.5898013711239,29,86.21678636377986
c,99,71.48332115577647,25,62.16465277145843
d,61,61.03011321084802,90,20.9374535402723
h,42,42.70459315216304,13,16.018770407781002
f,36,54.63113116983628,29,37.36470796678615
k,37,95.96331248538634,90,51.15712951190471
x,33,44.30402835392191,77,80.3404087982955
m,46,43.491290311677346,1,2.851094834262602
n,28,2.4743856427097866,80,71.5110668567788
o,69,42.861971144126784,85,9.36149152222885
s,24,94.76383499421584,82,38.19329941036788
r,38,68.22086344732121,60,57.04052288758066
p,23,8.954935890301352,57,56.861719302651814
u,49,25.098045153115777,50,54.083770877932594
i,4,20.292358133124765,54,32.79985863751544
s,42,49.1228042766608,59,18.51375139521404
r,12,6.104280603380019,17,69.65440733293525
t,38,23.707349478081397,82,87.06165920255702
q,65,86.12175466884632,79,96.73805065035643
e,3,81.34589976362425,0,74.24080590791357
l,54,23.13377495249106,34,93.82572445122393
g,64,43.43568948012037,42,13.40286263231839
s,11,27.629036161136256,87,97.68469148840924
j,87,34.71914304684509,77,48.585964045497384
j,39,3.1947054192445035,46,26.65892362052552
g,71,98.71161524032686,81,4.532788418533762
y,60,8.981584849562763,53,1.5381555763539834
h,47,5.442327043560125,97,93.61746768716603
y,28,21.327793538727768,71,18.53811168889531
d,1,29.165594732235334,65,44.84622076861731
l,77,76.84530637710844,24,86.56950095799196
w,80,58.11374951174655,36,80.30984602177999
q,69,53.299798479115246,80,65.46969153553407
f,56,56.74807677510846,51,31.19980777898077
o,64,52.55061432458502,52,68.74059125388199
q,66,48.74401316911735,58,33.05224694412854
k,4,90.32701157689856,41,6.287068111492056
g,75,6.123262707660427,37,96.70455382734288
g,89,23.132963335437672,20,0.40282922592840276
c,73,99.54488090507138,18,43.76137058296826
e,76,83.53325964656305,19,87.31806517319397
y,51,53.287292561013686,30,60.78587423882915
z,73,79.62156242996478,95,90.54611006995718
l,30,90.36989644039855,35,80.04468627707361
d,73,47.28408613412434,64,53.9130630957775
z,0,71.77919382953837,5,99.75023848806022
e,74,35.73197211812644,63,27.1977585935688
k,41,81.5371207472225,73,10.839009773967446
u,91,8.65966228117131,90,97.18324057196612
s,22,59.66631804907706,22,43.67022906976092
w,36,11.422608839329095,96,69.06158846432254
c,41,17.0800228753323,19,56.79041700718367
x,50,71.71423836014806,41,7.948137762202567
t,46,25.55362531415658,21,73.52391459951646
o,18,80.52970181841441,44,65.79464220605448
u,77,38.97422668436783,94,48.13455321392135
l,32,3.944470369934816,20,87.62253964802437
a,65,44.48621511339882,94,13.928568658309093
n,80,82.58760299282676,52,48.16423309671958
f,35,49.779136004394076,85,74.35361016780946
z,18,6.003446903731291,37,94.60697279168737
f,51,67.74295038076417,91,7.165110807621233
z,73,37.560673041118875,85,42.375324043664364
z,91,20.26827640337704,61,96.7892440181828
w,70,40.647398319894734,49,0.5831714804490185
z,40,1.954582983855746,47,81.2026882562215
l,94,47.9841602092175,44,84.99407738703314
r,49,62.49373300245891,79,97.94244257641684
l,29,9.445570339526432,16,0.9368156897429647
n,96,80.56063488906308,80,97.95901144109469
k,69,20.92079587602259,28,76.64266921310981
q,34,0.012621152127645363,41,56.73258176217214
b,71,22.385608888880427,77,89.23218652345804
l,70,91.04347864125769,67,91.17552944336607
e,61,23.38517592326177,19,71.52197963498256
e,50,99.9589813456876,3,72.57530357399608
z,81,59.95688031332871,62,16.639671115345756
q,33,84.46538391772215,14,41.448495578356095
d,97,43.992028799725155,64,93.7168360249609
g,51,62.159550985912816,87,25.548006827697456
i,49,45.88301300325769,12,33.279364292587296
i,12,61.315576124813866,92,88.24288375813629
f,56,37.602091187314926,13,12.140057774872016
h,85,68.83388146004651,80,25.083145948113874
p,80,69.59576143556276,81,3.3160366349316184
q,57,2.8964104202874985,8,90.84575482491488
r,56,96.69256792404425,21,68.19253623161316
e,71,87.24112231019289,14,99.83737825481711
k,15,21.16591752173026,33,37.34318292675407
z,25,44.87827211085666,74,3.092663310174959
f,14,20.916969668797435,27,70.6868455923906
u,24,4.9509438922838545,56,72.8666121480874
z,12,4.410412812992037,41,43.58541037980256
m,21,4.696142694488692,1,24.103094621678355
m,83,42.59027852021493,23,49.918523357846055
e,78,38.45161683383789,87,54.39230585709933
v,95,23.116836561743014,72,33.21473871020591
i,81,5.687512867811462,68,55.16693973384055
y,17,81.7947770101298,75,65.71464031141966
a,62,32.2914668260008,43,43.788572339927136
v,38,13.76841210156562,65,1.2585447168364516
a,71,21.045293578935343,15,39.93366137977896
p,46,57.40935167632735,85,78.5831694737109
o,6,31.165168692631575,44,68.10986579226922
y,76,38.13714975399384,66,34.246647459954495
y,82,93.70396900065171,14,59.168558567368216
h,86,81.46258913444703,87,49.02216999437218
x,48,97.98912723957174,68,8.057572380766809
u,62,19.98403683227582,54,45.75156175552178
s,45,65.87537251200021,37,71.42846016758084
p,13,78.74240590015208,23,6.276343386172045
u,20,38.5137227392509,82,66.74207341074892
y,17,70.0369806025283,53,30.995826674564075
e,67,83.14586778069442,48,42.75046229406067
y,65,9.380930121328735,92,31.92415890412976
c,62,30.73452143785169,79,18.221376717059947
o,15,31.708672013438044,86,9.438319236345261
a,22,14.062959729665314,18,19.324556085107382
x,93,38.71726620436908,43,65.7068093513419
i,23,54.062371857828815,1,96.86754057651066
e,61,28.94789638536507,46,72.34263328832212
r,73,95.38008435663005,71,84.98964321440363
e,29,74.61474807329223,76,27.131826311209107
k,26,93.09812457393727,72,48.017664995413455
t,59,39.04403127223971,94,21.120016061403145
m,4,3.5866796104518595,47,59.48999099370668
w,5,92.68941568511411,100,22.176807819634103
f,74,2.589238205165967,5,40.58487632419185
e,71,84.51741355615876,68,32.45098376142316
r,31,87.03523733549855,62,23.354591369173882
t,24,1.298746035885412,87,61.78674807810308
x,17,77.27532848237512,69,32.849512831446646
s,22,22.283548806786758,78,74.5003877207317
q,71,84.5201413583463,54,97.0190337468452
k,93,51.356014201928446,39,19.995322049508914
y,26,12.375916850742064,78,90.95805590685887
b,91,98.4899825857375,90,28.258251670145896
x,9,80.28536054068137,17,82.5788573752566
