Y,L,P,G,Q
e,72,95.37799989677525,95,0.23863735638481876
j,42,45.216740829783774,100,4.4441351516803955
c,100,64.64640097883292,100,64.70187226842029
o,43,21.505718113545857,84,75.4479404690094
m,52,42.337140826049456,7,38.46432498206697
b,80,72.08071157877012,81,9.936388281204678
t,46,21.22931360643229,43,76.91495232832506
l,97,15.5486030236336,93,47.52039485036056
o,94,42.8426312370242,3,63.985691883394516
l,82,25.294305882896918,96,84.68296820068718
t,89,45.034936693231465,35,85.41729910285166
r,12,70.87058462546287,17,70.47245531080253
v,73,73.97241045908906,0,15.099540957244507
h,44,25.982544009560893,17,43.47899278635805
l,2,72.73659724624643,0,88.16047994835495
r,40,84.80093957719768,2,11.919800743559005
m,55,8.313054396232832,91,95.74203905034797
u,43,57.213783930548786,97,52.37791385414404
z,35,49.18434604433819,82,63.98644476717384
h,12,34.2769722095,97,18.45026303380537
i,46,95.17213777995536,72,82.96867843366294
c,91,96.73294411215734,90,48.032264824875746
t,19,46.06131751777307,16,76.64380062961764
t,48,63.74309309029993,75,10.695486596772842
r,39,13.123761664774591,17,23.617706273878547
f,70,10.326964421913953,97,62.31297904909309
g,41,89.37326725287915,40,86.4722904835285
j,50,79.18708213972761,57,65.48593082553724
t,1,33.53598502975409,67,82.97177575723714
c,87,20.074263215399114,37,57.94611486243304
u,90,79.92242952844134,83,27.970401277304557
y,84,88.80097615248098,65,0.5783490162176941
r,1,86.92157931378846,98,14.9002075682527
k,76,82.28202849000735,65,23.69755428199789
x,20,15.265406226069889,34,51.24628481687567
l,74,7.688112278834646,27,58.990695133851176
t,30,18.55174373825078,69,21.076773910617376
o,46,78.98512907748719,75,43.07627505935033
l,26,68.41914761674114,37,56.41247410929827
h,32,67.92862947631976,8,56.25142182550644
f,80,29.800929651487017,0,30.310472913891672
g,24,51.36305462102258,96,79.47672017876046
v,70,19.24490822959485,82,20.76168114139474
k,95,68.23671954670871,60,43.08876978414767
t,41,45.72770618187412,81,39.144554425697685
z,37,36.93415295477194,6,33.6613405321859
x,8,69.7469081985606,39,96.40226541382772
g,71,96.70100459974067,83,62.82761118986857
o,45,18.779907226787472,96,50.91748741391483
z,47,69.84137765566652,48,77.5011848850505
b,90,97.04521651482831,5,78.93055142197966
x,51,30.23485791329179,45,8.47322863795804
n,26,73.80667715734755,64,35.189812270888474
v,27,97.50700425847523,3,23.004517427537518
h,39,46.18611918010862,54,5.23365123785725
t,35,59.57895229407158,15,4.6238404219310025
f,17,70.91083771510716,38,83.21561576214413
v,42,27.572799690045958,90,54.99547297901584
u,46,44.24705365420056,25,32.64602083547089
i,11,53.733460423213366,71,39.841811699678445
l,36,0.27885941508348777,97,45.19653399339689
x,85,70.18602742871066,63,72.83932139628615
e,39,68.9713720023321,48,50.88392118614249
j,94,12.42903395857593,20,76.83710478729644
y,26,55.777239386521074,36,5.491087994068156
h,83,14.334033805516523,41,61.09227452735935
f,42,39.32231493735257,93,57.77614597471777
x,99,73.35424485043647,64,76.7772811550703
g,70,64.66349406361337,49,63.692779791777575
o,36,98.62632108365156,69,65.74257608710256
v,15,92.95284524663778,78,50.68690951123482
m,88,40.12438642050801,47,15.379163817657327
s,68,22.25249076530067,46,91.89305958357956
u,97,87.28787527273619,69,12.434492305738754
g,21,18.90163280719207,13,68.0020267967367
w,93,65.74430439065932,5,18.199007283214453
o,92,93.98166518839052,7,27.349675494276283
q,56,91.68703192443189,44,11.34763667289529
h,75,80.14039942768079,33,89.3723316224342
w,23,55.88460181056891,50,46.503838641030335
s,33,19.29856265756428,37,19.204036124720357
x,19,0.598468788858797,46,12.919811714714047
y,99,3.5198798816627908,26,8.855258294769996
x,43,26.928890177864485,8,9.465278776816232
j,61,12.522875587646498,29,95.61081160044795
p,67,81.80799395456667,34,60.70797906070467
d,36,79.71404575129677,97,20.394024943156317
x,17,37.09316195928564,33,76.92975533687797
j,52,90.23359756148672,53,49.16595516116139
t,15,84.56252027940248,29,82.00901613005234
e,61,47.577447214975265,65,15.045329997838575
r,64,10.698754424475243,97,12.677674522490745
z,98,4.363749869617672,35,71.79622038702863
c,82,76.23811021998898,28,70.98201916373263
b,83,95.57054968616609,43,43.61518636728498
u,32,47.284665128859125,44,11.800941045970037
l,91,80.46161590791999,43,71.06857128288982
h,0,5.412175049604984,31,45.06693337262687
q,18,35.89636666983462,9,6.014130543138851
i,66,87.63631202270508,55,20.555575149190364
a,79,14.342002445322798,48,58.204817659060495
a,18,68.11359467090426,98,18.136480604357917
a,25,87.41021599472025,97,20.404341242204215
p,24,93.97137004710933,89,69.9826068039054
b,83,38.18750961781154,29,44.853968092262
n,59,80.19836140809761,23,41.722827655548336
h,94,20.50704765211149,96,79.29503744248831
c,63,30.912313505604626,99,56.551091044237914
g,39,33.974506308498654,100,87.94399100077288
h,61,99.14203418734103,59,3.255725849766522
i,3,83.35656586767986,54,61.12402252272263
g,8,64.18383512774102,13,27.17397593404477
o,47,74.63960433082724,48,40.73058082031863
y,94,24.429723307441265,35,49.10854480980432
x,0,47.48940417443838,75,3.022678572609827
s,63,67.19997577976393,28,7.830360888555288
n,83,84.59934056496013,93,0.14301787576621594
t,24,8.696434072963388,98,52.196281206158346
k,10,21.24569048955911,88,60.5326400290984
a,51,90.1827593131518,67,2.536296286361872
g,78,93.90877028691212,96,43.128068714570155
z,75,22.14384738728793,69,87.03533175040971
i,100,92.32900589634173,5,59.06591662417192
h,20,68.06281358530299,95,28.52008896277939
k,40,86.13946109928877,32,45.67846939489624
c,59,75.92688912837362,87,46.25319684015393
b,70,18.978710972133495,90,51.28465566477114
r,89,83.10514615161081,60,66.29283131358449
c,40,83.10749388898019,74,27.67471161422792
m,81,36.49615182717982,64,10.601306287838863
s,98,84.36910071455635,72,71.23896108434661
v,96,18.401773445729074,68,38.87861046053446
u,85,15.56077558692187,89,19.847063640553174
c,52,59.39741362900516,68,66.0427848491701
g,55,29.109396871634818,60,63.36107351069349
x,10,31.82395400118201,66,6.797435013229491
u,2,64.07144807136224,58,27.681667101181716
n,29,99.50953363185386,47,96.75131321081454
b,57,38.05862768255517,81,25.481136757138813
l,74,44.05897887759429,41,76.72775738523265
l,71,47.07304598379179,90,5.578392382452568
k,20,56.57690804067228,98,37.76164496132266
l,60,21.887744439652934,76,18.386921401830914
w,19,99.11986633028206,39,79.33507769239357
v,65,83.83371687092614,81,12.406389140336882
k,98,37.95367351901007,96,67.2741728510995
u,88,49.747426457738975,76,9.975125620696923
t,87,92.47194911550218,66,68.72669638625042
d,46,93.97476466970416,12,81.80571899086726
x,37,89.77761809315056,24,91.9968629403769
a,69,8.960744557091694,6,22.064525612894027
k,63,3.9570942384331897,32,41.65658239869264
k,2,56.38945093498653,26,86.56559408931633
v,41,7.935882779271197,39,48.0744404122423
g,31,82.0476314882612,69,69.22932559927246
p,11,37.827712178217354,39,75.86054376798391
a,82,26.33020639418795,65,58.9472269510655
c,86,37.887987552390946,37,32.03334691358744
x,40,5.586633567550647,4,35.89931753161321
g,28,80.26200550360747,40,58.49294761088664
y,24,57.318929291836525,65,10.353102253745995
s,88,50.33621359335076,51,13.423296208402547
t,33,33.86253100593588,81,96.81306115495552
g,53,97.43467426300451,84,79.08567351774742
g,9,83.7111476217734,95,92.3351964583382
o,26,65.85724309712408,32,11.537699043539307
b,91,11.060572248744228,55,49.52804889585902
o,70,54.27058149585689,33,45.73467864206779
p,10,78.1591567440313,20,56.90759706527393
p,59,7.219581901783522,4,95.30726676728727
a,63,45.81298654225782,52,15.330996496089943
p,19,11.50910390104456,86,66.145912766842
q,54,48.92707496258591,37,2.5535525481124477
k,45,81.8267943256073,71,32.569213629632856
h,70,55.50520252950211,81,88.93947460399481
l,36,95.44981290515221,62,41.20434985745172
h,25,4.65857820629415,47,43.77826193406016
z,36,36.021511819186905,55,0.1918515944994481
x,10,45.58821909854822,46,21.531366071952196
j,0,59.51326655412924,51,90.06817693161167
g,59,65.02827946272444,29,14.674441642826396
b,55,3.3701489281911745,46,9.117853848888014
n,80,29.597606315449976,92,7.821008554221265
j,82,78.19957453138842,48,81.70115165109648
r,64,73.19872555153141,81,52.9833701924858
t,59,80.46893783220467,45,81.39179508436548
o,87,8.13867489734208,57,16.33001016056681
h,84,49.120929880370056,7,61.671754719668705
t,13,71.53309248168104,35,13.272729938203387
s,73,85.07072387597646,22,63.28810768329374
l,77,35.37881516404882,8,95.05912569154604
o,52,60.11516563155816,66,46.37921282307944
o,81,27.7382822627523,50,45.45306623500509
r,17,60.98485055202381,20,96.8294996280677
h,16,93.40981897495489,9,92.50091306857246
d,24,58.90033449388235,22,47.573655282554064
k,7,14.869208620443574,21,43.165516224015235
t,49,12.60031760552771,53,59.08782175402667
e,45,31.600728024016355,23,57.44086333250083
n,39,89.45922690551201,62,87.01479694316305
o,3,17.454541731144424,85,15.355784930614046
t,33,10.448433649628042,26,60.7032649064583
i,19,96.58139774295549,10,68.83384953919156
e,5,98.2587810283711,3,77.00293555486488
w,42,31.89420426554922,39,65.46386247885602
c,86,58.27094855132267,24,50.40203027374528
h,66,50.72644690649685,29,73.53851146472154
a,79,56.13187661328354,22,96.69436771511474
w,53,24.429483462339952,91,0.8480611311310837
b,51,63.05631965992049,86,8.213188368512759
c,21,70.2752803336516,1,33.12446717076891
w,64,48.74353709995142,45,22.906002930178293
p,41,44.52045582679498,20,44.20106629569964
g,0,50.995478201771526,78,58.29634727286452
v,70,67.57433070599093,59,30.63538484845879
u,42,12.0021937112753,59,82.35968475115118
w,32,33.88241321037856,41,47.3245197065043
i,68,91.46751754692993,57,93.95968619199736
p,72,54.861060336526265,72,53.22687217525127
i,45,91.31016276254951,84,10.491485865437811
k,9,18.977746354579505,96,18.109296261828867
j,92,53.94737661062175,94,67.61742043398704
x,54,58.78860004043581,88,9.435550372580003
t,0,82.38447449648791,94,89.0881320969322
a,55,39.206465539918256,19,18.218480284433813
s,1,25.89123494260247,51,37.65507411821664
o,43,56.72199619172551,68,8.290410791622882
u,54,97.96574793733367,12,82.27660789516219
x,62,10.434700294366895,2,65.93253406852297
y,15,58.562452800487804,52,22.471887047026172
d,14,0.14496249951304607,66,21.431401279356542
q,99,71.43590930045613,41,62.909631823723686
c,44,9.310566748413752,66,29.688992595268616
x,6,12.065275858747427,55,54.41515012002751
h,98,73.93178820020412,69,8.299776073876897
v,26,79.97466996596418,44,14.412234384869882
i,7,4.6940977540067985,94,1.1078855738889448
p,39,33.06733977758033,53,80.3104268162449
q,13,12.514897021951931,68,98.4024005632027
d,33,18.953795069330802,30,12.409119069294693
p,29,88.77276534820705,29,58.800162611995546
g,14,54.32847089871481,5,97.71566616824835
f,0,88.8385674574731,44,84.07417426384293
m,3,42.62341298196769,14,1.4846020862414377
v,82,94.34455585171352,23,78.5638221192187
w,84,98.39140412027825,47,36.5945340456894
f,38,41.59837973585097,44,24.946034433293075
r,72,68.22967264928222,68,27.709118246611187
c,27,33.94809520542772,62,88.93074430732095
d,99,8.875391136083321,11,16.050756842164105
t,68,8.47952979301726,77,85.08495045490857
o,74,19.552679018739163,84,42.99770078268743
h,78,19.56296860156114,3,31.990290049071824
k,24,42.83252593989294,36,83.0331391977465
g,86,94.232348763419,96,52.40585050696017
k,4,26.916297454456227,51,69.70431152400545
d,3,88.35282960130864,85,52.65059806520797
d,29,8.713801973505863,91,46.138824279431056
h,31,37.73117497139443,8,18.201079755980544
e,75,34.65198697645956,36,97.71398576463906
h,59,31.23855627300388,0,87.85633568737471
d,42,12.117020159429936,57,30.884033197087348
p,45,71.03377347959953,39,51.359309274928655
u,52,55.598267835234296,76,99.81904403338804
n,72,70.99749175498015,4,85.76276101135977
w,84,48.77317518806775,30,26.96145205278244
i,12,92.62179652639779,67,4.7243082062306545
z,28,42.264982946047546,17,4.781508301888115
f,70,0.647480145360757,28,96.8415987072855
m,13,79.45647478145254,43,35.18700496889946
o,50,45.45117010074472,22,59.38887719630169
n,68,87.43527841473717,57,77.2218257514626
t,74,1.3452615219242792,79,84.24587662602087
v,2,29.452315480802216,51,63.84199389802131
g,10,48.259641073663154,25,62.7355668699051
b,87,42.46732529544267,33,39.906478758499766
s,89,52.25183379594783,1,53.108317038874084
f,70,48.69060106865744,37,51.95982768562044
a,79,69.76146178968459,32,5.860898614072396
z,39,87.558650152637,34,50.18698694345404
r,36,66.03165204870857,82,90.737792797185
q,16,62.767268867207505,25,22.984176698441217
a,32,61.46324849696681,86,46.68205772395167
b,45,9.235772414770228,72,12.594838689524401
t,20,24.278046510154773,27,83.53254439095676
y,85,96.49309635266434,95,58.0667563543973
h,9,93.63900969572082,85,80.05708820863813
k,75,38.83421140597182,7,83.92018174652449
v,29,67.81959701628409,97,62.630790154816374
j,26,51.56362578801623,64,25.38659103440464
j,85,55.56111990296967,90,49.57084973995558
w,26,11.246431332552886,24,17.323270383553925
r,10,14.51630393544433,68,59.13724556215841
c,72,23.65175540050217,47,44.47010213679743
a,72,3.1667346658613593,38,48.17660184803828
c,71,54.40978724702499,10,62.306318753195775
c,38,14.515059501975891,36,74.2777048582134
j,91,83.28526858814817,8,40.14798352926564
d,100,54.60308308306395,94,19.870324186534905
e,63,20.56563606907853,24,43.46385552466489
m,31,46.18438029428808,75,69.53139230951588
a,85,59.86541604153626,87,44.827940248990735
l,26,47.044586453884506,37,73.92202702091237
j,98,74.06111646545335,8,10.452998786635426
a,11,98.68484283236539,8,40.60450700454593
m,41,74.14809114687048,53,84.00386434388355
u,79,91.75936598012696,93,4.2661354350166825
p,75,80.05853121956545,5,52.96921963986401
p,24,10.375032570221265,69,48.951762173784886
v,48,64.8394047982478,61,56.44236378337991
l,70,86.03282330194789,14,21.747567882253005
l,91,10.883077290520117,84,22.411296493677057
t,0,35.681321102414955,86,21.32087248478095
d,95,60.40488528321559,32,70.95959475584849
w,76,51.17729695411863,48,99.85621222652418
b,53,91.49074022861282,71,93.1858578282526
j,58,77.96860052441598,56,31.315883520568867
z,29,15.60414796449473,84,61.065182190260636
q,89,8.865236906553042,32,24.49321176407173
f,0,0.8803696292720153,79,20.550965673234877
p,6,20.50101803584975,3,95.52552675704362
a,67,80.92177165483484,53,75.3751074124241
u,24,66.30641758330923,52,57.169205294965906
o,96,78.18350656538759,92,64.03815353985524
u,92,21.320727665282014,65,22.185805739028307
h,70,32.53134151213347,93,12.172250909767012
p,82,16.076251879301505,61,58.57272261941341
f,29,46.268051431546716,78,74.2492643963007
q,1,1.3338623606154232,77,47.032582668277826
q,23,58.64568054069225,43,29.977163725306966
p,100,94.50231324946263,76,40.84202523589131
r,89,52.232901909999974,8,25.388078464855447
p,6,48.47797600868744,3,19.115126733214026
x,42,82.54233067933872,89,14.102745514857862
i,84,4.678909317356606,3,74.18117974086746
w,96,55.342004237391585,32,85.00086449006966
k,61,74.62393030518963,75,59.17736627443638
n,23,8.492201572558766,47,17.36542361130423
v,73,78.69284375766046,50,96.20238348940842
q,61,47.20034773596121,94,92.8856934911361
e,45,78.22047881441036,63,10.634630794097754
e,94,54.79990716790763,13,49.50847351697697
m,56,77.00289564302284,75,94.74992544301023
f,84,80.52325586131974,66,45.784256471361104
l,95,29.274688971133756,39,6.3608851744320845
h,12,87.18507607414843,56,94.08034692524093
g,12,18.793676059951338,1,11.446635913762371
u,27,14.070526816942952,20,16.90161541836881
e,29,46.555040127372315,17,8.653862190192662
i,26,67.4063177228862,60,77.01791747409456
q,95,45.92019506395874,78,14.430835368169825
z,96,57.46549545781633,5,1.1875211493163396
b,86,19.39723583481323,73,95.4813247155302
m,0,21.416328748171644,41,10.879789811203388
t,31,19.73431377924344,55,82.91657059114289
y,63,91.8153617494856,78,73.69612767432616
j,29,39.791828577986756,75,93.92100810990651
r,14,28.15555149633392,22,85.39189066206335
t,30,98.93714520156168,53,19.18118946594213
t,87,25.369861542751405,92,78.90219307866047
p,12,57.24037617987633,25,44.75305347411229
h,100,38.62023057409757,66,69.00024780972407
j,91,90.67737066038177,66,67.65200425927232
t,85,3.271685009885583,38,57.366955107547334
p,21,72.66073546249562,34,63.85929268906618
v,16,30.06666841559754,80,64.61466771440877
g,55,44.229128123806895,37,87.5078919281369
w,65,26.651239448449658,74,44.71222882706641
i,0,54.55981009626595,7,73.09786264096674
h,2,35.33805880565517,73,59.64281343586024
o,9,39.55955485364014,28,89.27839752117409
z,95,47.833548628730846,39,3.8038165196360274
l,39,31.441354121120924,13,6.1083865577935
z,93,95.57730744295027,59,21.240007489730996
m,46,50.90995236376962,58,12.206373304515806
p,18,6.1843990763968515,15,27.114416373371153
z,46,25.5566186172274,6,14.940431343920446
a,41,97.20825602725941,7,66.73644664891592
z,28,28.56843015453968,92,93.03169262452849
p,17,61.423410813520064,26,42.68371012615311
q,79,37.62594959426417,11,94.51807540558012
s,43,21.989781782346206,49,72.31602080938082
s,76,50.69839997148626,69,74.81471517238994
n,92,52.938111783542176,62,82.34658923948224
b,13,78.78529430791619,59,43.50606625525896
s,5,76.82315755911316,80,61.84456626730852
z,82,68.38249500946961,68,20.080086773254802
z,8,5.847014518839244,40,38.86606403564432
i,23,51.73384575025831,65,61.053340219105124
g,94,60.627947487048814,79,71.63253103706356
h,39,91.56957351288804,59,81.78416980781344
e,4,28.45923352475761,73,91.389320119976
p,67,62.279969183824846,45,2.9118024104909157
x,56,13.101373669622962,19,34.32445793771982
u,38,68.52701057564147,51,68.99969120789788
d,22,93.15036175800631,40,65.98555956406082
x,76,55.42137524570136,99,26.602391053075934
a,40,94.02243878842256,84,52.17821509510935
b,22,89.52354491342338,16,26.318783131053923
m,20,1.9507895886820004,72,58.41242682372542
a,42,46.36896211096288,5,9.661730636379396
w,8,1.4346383089683834,91,64.7288931816452
c,12,72.25740464101132,6,67.26513381809255
u,35,13.441548998732799,5,1.1189331296255545
p,55,2.5180563482284812,34,6.486989616924632
j,35,50.82897340472883,11,92.94600357432728
t,68,38.056922193994666,76,41.555839799626725
a,51,51.74919509421194,57,61.86260347967381
n,46,50.73568110123994,82,91.59794822317959
t,10,77.4421991714604,7,5.321757307714936
b,1,85.73433408732836,99,24.809236724735907
j,59,63.18027469158183,38,22.88173889559021
l,96,52.06674119400032,57,78.63015391657797
l,55,53.10251148889168,99,77.53798645331484
m,50,9.19928816967076,70,82.26254678853238
e,47,36.24808593556078,54,43.79538649474147
m,8,52.32295353135393,16,99.28780064751558
a,80,14.249595218147615,10,11.702927843990974
l,36,22.67413131761945,35,11.93218645806764
s,17,24.080162034425555,35,94.89613438574507
z,66,78.83858568922356,54,39.656758601048416
d,18,81.76826832514695,17,38.564853653301746
b,88,61.94885844482787,79,9.889238799506984
b,91,16.91128232144614,56,97.58080492966505
v,47,45.78841075009018,77,82.70350368272148
w,1,7.9532469331474065,78,72.55309103917963
d,1,73.93625463691214,5,16.326257452778837
i,9,25.325843100502766,0,16.064691802782292
m,96,79.70622774066265,27,28.367005956343373
n,5,22.797197103807775,68,41.57966140365011
p,14,13.278758764929554,13,37.11543851539858
f,92,67.21185599133226,98,53.396709048127576
x,68,28.854175078969057,31,15.24561080421185
e,49,89.25474179561968,16,6.5287112908234635
g,57,15.30310818355195,39,86.11174937404688
f,50,60.38678083344734,95,61.845938721440454
k,70,56.3253843517344,42,50.90571867036937
f,6,27.55785205359973,33,96.62040503782964
j,22,42.58510104422831,26,95.80754565376641
n,0,1.9908057427069692,75,26.930201739076832
t,76,15.86663420953871,10,25.827565014425424
c,98,14.657241891370454,86,68.55509094717614
g,54,37.83526548125054,13,74.24989349270163
y,14,4.457757396136419,2,49.64742035104125
i,96,38.96348537206813,60,72.50029938053763
b,81,70.94077264613135,75,69.14988899974493
o,76,45.659989461117654,64,9.942172349370793
v,7,57.82516056207889,41,9.660633273653119
r,96,12.01898848241777,86,76.73453546982763
j,44,70.37393125496824,29,16.589718498334015
x,57,15.497073454333353,36,34.32990890927658
u,63,17.41358165953991,97,69.29485850668836
a,100,45.059334340240795,84,15.65480658925904
o,10,33.615321408550734,52,29.578606128972694
h,15,4.596495901859143,0,31.72200856211188
f,58,51.589353218562394,43,75.82530469951443
z,54,8.272319733323519,66,54.093229427222035
z,67,22.372393269610015,93,96.95052190297267
d,17,46.472953935813955,98,86.0410756748289
e,39,19.94794072449755,40,78.94276152896812
j,54,87.09294273286396,6,17.183110154099378
c,75,19.983193621978103,77,13.590835709863235
v,53,77.26073251662771,94,93.9737155245412
v,47,60.72835117332652,91,56.01890719234237
w,3,78.66483978170172,40,10.78935812909937
t,26,71.32072450761405,12,84.58545404846967
n,16,16.4295261361194,59,18.010230680699614
a,66,68.86423292196397,29,47.564793207829126
c,25,43.396856605916156,62,82.20672362563654
c,7,41.86733878172626,44,6.248856076025833
b,97,51.16465984353042,91,14.105714798038772
q,46,7.781123509815179,93,17.622600581517077
r,10,59.35207282084851,64,2.3167691931480716
d,41,73.48747954180705,75,53.22213903985188
s,0,49.36517952965291,20,85.32441347322761
e,9,3.9245109771144815,36,3.497506465101974
i,19,72.18088538243633,66,65.90532647710215
t,18,42.09073564938455,7,87.6886891199152
q,83,34.553351128389345,66,5.884014590081588
a,5,0.22383451767444829,66,74.18538992688552
y,46,92.71980672617833,19,16.785595152810096
a,93,64.97929045074257,38,84.47022085608697
s,13,51.047810888425374,45,19.494661152587376
s,16,96.39482807160056,26,83.60062410391687
x,54,35.12752699233752,27,44.73596606338991
b,16,93.59178063914392,71,24.195100096023737
e,46,63.40286628687747,46,45.27557735481198
f,89,60.828059835585556,78,73.25594603119802
d,43,32.66643622972841,6,86.00381061404752
j,53,88.77074021417054,55,92.55661998589053
y,51,20.463101421449604,85,16.78711701140827
h,100,65.72700736739961,87,41.84951013021686
w,82,23.97137012655116,10,19.549789271479355
t,60,32.264308038878866,51,12.313228758629258
g,64,88.37275659195694,52,77.54334353233754
c,89,28.07818917270334,93,80.21111250466116
b,33,61.82852573164086,69,54.511709878978834
h,77,7.464636923748891,96,61.08116796798908
y,19,48.44499785358689,41,80.86168018194704
f,81,33.97905531783177,49,79.3672055287304
l,91,98.38747058964546,80,9.318236695753557
b,73,64.02222997171955,92,70.88014000432806
e,34,59.039238184213374,86,10.50422731777293
v,77,71.76728582265585,30,17.375112517898316
n,70,17.420341393232075,21,11.835354313007429
j,76,65.89185328453625,10,84.0811606552998
f,62,87.81072042745055,84,1.6067072960754603
u,22,95.66704723830377,64,0.26987957592682355
t,72,47.96776610639518,41,76.72375337605078
w,91,57.73437548030833,94,18.785403300357128
m,31,78.58968031993247,16,79.5261825071693
p,79,77.23548555057587,93,82.42426735963426
w,59,55.32370899528137,95,63.0212426730819
f,6,75.37065964602967,26,74.05833155629965
q,83,85.31010749789051,22,60.792231982086264
x,62,90.79379372209485,58,30.505723591257162
x,100,95.73786436907258,74,34.09751087597663
c,42,13.694354094900806,16,32.64949097314891
j,95,65.72827939448554,21,88.57908406274501
b,19,90.4093011295448,90,91.50099443431763
o,67,38.7969431370896,82,34.85167164931986
n,22,50.35444505230344,56,87.34098692866895
y,64,79.69522427400294,65,86.10244210766575
n,100,38.463124773103274,63,49.20389807296554
p,37,91.67352719283326,36,81.34061492237916
z,98,50.250909167833754,76,5.5203899725564725
b,92,2.958680748642495,50,58.05578801566493
q,80,87.75590281052807,46,15.53996969342698
p,96,86.44399290348548,91,38.04038826608278
x,69,46.778366768492255,70,82.89428053107032
x,87,51.627828101935826,6,42.040367531152775
c,89,32.52581409847417,50,36.959969676011625
q,49,23.928089571581513,45,44.15767728639187
v,60,38.62104857082846,6,43.934815847191075
l,10,2.4064064602119073,70,4.006643005685994
x,67,44.88312690802837,68,83.78488906783593
h,74,17.836179706430976,90,41.06577869147415
m,16,43.04817204202397,25,78.76104542915733
s,96,16.80771654552865,21,73.9144455219746
z,97,49.10300050955089,19,33.457768462851746
y,87,78.82312142875168,19,41.24345217154607
k,23,47.561246415999356,15,19.55659054045017
k,34,43.09337675939619,74,26.65833205439573
r,15,34.405129011475566,100,79.19185469360687
k,84,99.41950098264229,75,4.406062184757776
x,33,85.51877484481054,79,10.701077637785705
i,57,96.02854728185352,44,10.436484770452836
i,52,68.81753976002463,100,17.84673118502267
b,73,19.13803644372969,100,93.81003222350829
u,47,98.49053107788723,74,38.20512212682462
c,49,66.17682997295401,97,67.34760144436171
p,64,82.07728723589918,95,81.29943213366433
r,31,89.90894058369331,24,28.059451298855343
n,62,64.68939881046862,34,5.57740360044664
r,34,22.188454888410448,52,6.773240393832669
o,20,51.69144777365343,38,16.839700452188954
m,4,46.46641747284966,86,63.63439229596701
g,90,68.79384386586813,33,67.44234501426882
p,63,21.617043813781667,84,66.57431010329546
u,31,38.39515238108551,24,90.8189453950877
t,29,66.5631178219206,72,22.64729424395374
o,27,29.236213744373117,84,7.406897208380925
t,85,61.53894686711122,69,16.504428306220873
h,8,81.42480021034397,83,56.77606461291664
i,72,97.4150175109903,18,38.855828252464754
l,65,18.16913801083895,42,90.91806173004375
d,62,68.96629387406918,71,90.68770227556448
v,14,70.93007099738573,1,44.82488771380494
g,21,44.45416802755401,35,44.725552201303266
p,77,81.98374666928191,42,14.295420948105885
g,39,65.50064086778391,71,43.69861872157744
n,10,2.8948502691280353,30,44.45027853634906
v,87,21.413346519629705,6,70.51701780177272
c,41,64.84315470693684,66,86.78840345819927
t,67,45.28308104390164,77,36.087528538944134
d,44,69.71980027507591,99,43.3707790024697
w,22,88.65111709198159,10,29.805544900392235
w,58,51.037257716845595,59,6.729654574675015
v,48,86.17559758110475,5,91.84873307453061
u,82,17.689356837456526,62,70.58345758262074
v,2,37.74448918979868,79,22.67365044890002
d,94,83.35083535343819,48,63.09297979494315
b,63,55.97587136999957,35,37.21175378600151
a,68,84.84737435618716,55,25.451106384504563
r,99,57.76641616121291,43,89.56065378696702
q,5,6.443365073745067,21,40.96078495040618
g,15,45.65075781199253,88,82.53098926848025
p,72,42.160374891621785,25,66.35698404016028
q,7,79.61799787775013,21,86.99736659489852
a,99,68.12552449577608,67,59.65721489559722
c,50,23.124087397318128,26,12.20487862716192
y,16,37.65115201766246,86,12.871790364735736
m,10,77.84551834000156,76,47.11784476285771
s,86,24.55204160322212,0,60.022462425029666
l,90,25.5442583132367,40,67.15231596415396
f,64,48.08037439846436,20,78.94722597410683
x,79,52.579596943270836,21,47.963922668587585
k,42,11.96068201594045,45,46.24858123167205
h,53,96.16369164516266,86,50.95294978512217
p,57,29.412505653775156,31,74.34024174362189
k,78,28.579563623070705,51,37.8105577661315
p,69,16.71199726620283,50,74.07723965271018
d,27,13.00601577459285,73,76.5562039722906
u,61,37.29352141121838,24,34.694008902444025
v,14,3.0487230256803666,92,32.22742265203772
a,20,68.70518014421569,60,20.834466963070607
k,43,99.95860578214172,50,37.075814692589084
f,82,57.322624892071815,13,63.48126056131711
d,23,19.81355765083186,31,77.35419586539862
x,64,21.47386253535214,49,99.53879133648132
s,16,16.32313287304369,36,53.520460606811604
c,10,39.94713573904446,37,38.91461706023337
m,73,76.09644463965198,52,40.63206622121855
j,97,80.44580254056326,40,60.24961491879416
u,58,97.250860170305,35,91.39943139564802
f,55,85.40047585388669,84,37.078468214317326
d,9,6.633719873069966,91,57.03291833034492
x,19,23.2984507011601,22,3.235266782043922
q,38,21.82101798238466,32,83.38155116299484
d,75,16.821334413908275,77,82.10628049567697
k,94,2.9580871610553228,17,55.73144616917982
z,20,8.307132368996506,64,63.87626400534076
d,77,6.86342929981979,96,58.02338754352304
d,99,40.97915860114928,84,27.008027595730244
s,34,66.46801186574632,11,69.30686355836045
h,15,0.16174083364720593,56,90.70168969471831
t,10,21.985701730266825,88,25.88013227780236
p,26,30.65372421505723,71,9.469011092977041
h,40,17.801358118133802,71,52.04042188226807
g,54,6.436465441381268,61,50.7626295069325
w,71,3.3998367514797345,43,63.91045740799266
k,66,0.9363032962904971,100,55.88257688357889
a,17,65.41483346846579,78,59.78461657020313
z,49,27.490971089126546,27,52.5882470506558
