C,L,J,Z,T
e,58,74.96211220417118,62,54.327617931694874
k,55,49.802138069726354,5,8.695730164940175
n,78,17.98210858891991,88,69.10848355487211
y,72,80.72760458667094,24,5.711059874151592
z,94,82.7309543226722,60,66.57616146415454
a,13,68.02714793114355,44,90.44083751252889
b,66,77.55325300422409,69,9.146084840957657
f,92,70.9372801345446,30,92.62522239248504
l,21,58.544363609892514,17,56.65665641517159
v,91,84.01921766782655,53,15.845864733688353
s,59,95.56237157333413,47,3.08878970750317
j,30,83.94090804512852,76,19.80785092192153
p,21,32.27938109776562,37,51.71334432083875
c,22,43.55224386024654,56,87.80960640961634
p,55,43.76525436810592,47,84.73381898861108
b,55,99.5425447429414,66,9.090097549874997
f,11,24.296452822704072,10,73.70058922621905
e,85,80.63675145688688,97,57.71408116339048
k,11,34.938215893673295,88,46.79839771716948
b,16,67.51885114781811,43,1.2057324482194098
a,29,91.7106294089213,38,99.11468286378205
p,34,45.72345754670507,69,1.3919315433879587
w,100,93.96495190656633,86,2.1417981136607867
q,16,61.7549553942944,54,55.72218585804614
b,81,56.50977245884435,85,77.4378731865182
h,87,81.03833351155149,31,28.79402483094109
e,57,82.56180997006736,86,36.48615631739058
k,65,31.67197955823181,86,63.28031463024719
h,84,64.50604325430912,85,12.6474717044894
i,49,15.43737926457035,12,3.4116198442582624
p,81,80.3126158558061,82,94.81049158026953
e,62,4.79504580923421,73,57.299313819326535
z,51,40.94777537464817,76,96.05261816180113
g,96,96.49388361261308,44,61.271732613677784
h,56,30.260279434094873,49,24.66974644558475
r,42,60.476001415732014,55,12.023092877236419
g,6,63.66894255607918,10,56.372138647413195
k,41,50.34141657377911,71,78.69850301549207
f,54,40.44502050531271,77,34.82079718936967
l,93,70.91988584218723,92,0.4536203271135353
z,56,25.767132521701562,55,95.16580866645367
a,21,96.07822494081586,66,75.69819743404551
m,86,67.5481641775741,76,83.99230424027006
v,19,31.99099005156182,28,66.29846196427555
x,69,37.282071889891725,8,60.27322123155364
j,3,67.63696408830458,100,74.24064434133008
z,51,38.158814268652186,53,84.38473525455044
g,47,36.056224499868314,47,60.64679312018716
e,59,4.874719296465546,53,43.34624740672094
p,60,97.96470280077689,71,99.31720986955051
z,66,56.2522107741846,71,85.1549813938611
x,76,48.95639992036615,61,62.64998153241878
n,76,2.344885346314818,7,69.09922753543816
h,65,39.110913113648685,79,97.66060446155461
c,54,3.274423650276015,15,40.03815950274596
f,9,31.477069876126805,26,59.194908572043715
w,6,2.6231873107816828,58,31.53469705240296
p,28,0.9880027831590255,43,91.60429601327954
l,22,45.721826071481495,1,91.6227439023219
n,0,9.392265525885469,48,37.05333181750683
g,92,47.006733609097665,47,73.64395556486578
n,92,12.0050263669628,44,41.13866078441386
a,76,91.10077496558448,86,68.05791230821372
s,69,61.21172628869641,67,29.184307282794254
p,22,28.332673422809286,29,25.7099584244877
n,85,43.431465328308896,30,14.005377831952126
b,14,73.92852568834107,33,3.4636124098223253
t,48,87.04428875128562,31,51.859395420622036
j,42,48.88675923967685,37,41.77770690441859
t,48,72.0956803493997,41,48.030567095019585
u,41,68.73515782614453,69,12.645303372296146
v,3,19.64622257332097,16,53.91812258028228
y,37,0.45348877124681275,22,1.78042118199081
r,33,10.847273188825179,43,48.65794121934543
v,82,47.688533049082615,72,38.234970669956105
p,77,55.63962005058656,81,7.219907635002287
i,49,94.52302113995033,97,88.54067300643617
o,65,39.7646997399807,89,31.664937485947554
z,11,94.0748455600261,89,38.81849183039269
i,98,34.10389740742572,61,65.50784167525359
u,63,29.36532256423755,74,65.28831720441737
t,35,48.263529742597235,86,21.813748278707823
g,24,35.734686304774286,5,69.75976123129209
e,92,87.27355527371046,97,66.48592468223234
g,21,11.864365328174886,47,96.98894747136822
t,48,96.56073424862366,63,5.159376204975996
s,12,17.630871866374108,28,89.91270321511877
r,40,89.27370956067566,97,65.31100308474302
e,18,24.1184055729873,62,59.01613506929917
u,24,41.70775565940021,49,52.175496789485265
d,96,34.333585735350425,67,1.0157321338498115
k,2,70.67914560970681,8,50.828083355811906
o,99,40.473423936470034,55,5.442881710546887
e,13,88.56515387151843,95,36.86081046360681
q,14,10.155616718366556,32,50.70551270180428
u,96,37.64411208984959,9,28.105893281936623
g,9,98.73380736180327,78,87.34783803292272
e,36,78.43528658838319,62,23.560394628478164
d,71,68.08944115175703,68,10.45436822556991
z,99,87.43359750909097,19,31.963757319609222
y,82,76.64807706532271,73,55.892655905399955
q,25,62.70101604766649,14,15.462808643375048
m,82,80.07650881939965,72,50.40721957612113
z,55,79.44898855605032,30,30.603827897733915
k,56,39.48993739132133,64,14.578529185393663
i,31,0.5830163594429116,79,50.7488919587198
x,87,4.145785169714966,46,81.17405048415209
w,55,77.6518564122836,11,58.52224029680736
v,33,52.64951095632481,64,48.761110543633215
p,46,2.8542716634110343,43,91.81998289846032
t,86,95.57358129246694,59,54.32872628035589
g,63,34.593153479937854,76,23.280385064640196
g,0,1.5099485421975478,26,10.795532126863494
y,28,67.65586712009875,57,49.67031542523078
c,44,95.05217698701534,39,92.78672963851045
q,37,62.32791593743623,84,64.3767385631332
g,52,65.19147172293218,98,18.60749550654004
u,36,10.687654615975163,45,63.49398217597777
y,7,39.54185536441539,3,35.77916187054805
y,28,13.502677273868136,64,94.69114488246623
m,65,38.22351292426619,10,61.03955986769887
m,93,1.9414411188285463,73,16.4139075211714
a,91,59.837884878449366,64,47.823898729655454
l,6,60.23455256850936,89,34.46803047859536
a,57,31.271025384353102,61,82.37240208276077
z,78,37.51266684024653,1,8.892302154427123
y,41,85.19107885138457,80,15.125744891151882
s,47,2.2990145698501663,43,32.46827266024206
z,96,99.15321964986146,21,13.740737912936984
m,8,51.21194222021279,94,28.48819541580776
w,36,88.56943279178653,1,60.78334799315157
w,8,93.79306734331826,26,17.473409913700955
l,99,49.93347712955788,68,51.39934408665655
r,30,11.059003573838078,89,3.2956813787040518
m,55,45.630768349302606,3,79.54163304131826
z,87,66.06835564830479,38,43.62686480867962
a,64,58.18784750238858,13,12.446291502389927
v,81,2.5981331665920204,71,45.84643587493633
v,42,17.291421520019735,57,4.3662771383313315
i,10,16.9488496282135,92,98.86893848469404
e,41,69.66675969932992,34,98.73306529560818
o,10,65.77689577543289,90,38.508108645484754
h,80,60.03907009721418,30,1.698361093807621
p,33,79.44302996659005,60,57.456173743257175
n,31,33.37709528124434,57,63.430603202341004
m,36,67.18423690336388,39,8.414745097806476
i,68,20.98074724320047,62,78.20248268680604
o,81,93.08251358202794,10,70.80155182740265
x,82,53.438817227817836,37,21.515566023695975
g,43,59.13012773830897,49,32.68273497807724
b,89,1.400477656396415,43,16.31809064608233
s,14,33.2010505063732,20,0.6290070656114533
e,44,11.925183533793248,89,92.86247073660542
u,37,44.42893999958146,28,20.486876086931016
j,0,87.24007879924979,28,95.95357558674581
o,76,75.11994726768643,91,66.6571303816468
t,88,90.48601405929405,36,97.0315685781642
x,26,5.176202241335615,54,6.1445561052617
o,83,74.80891689213493,13,91.62962549068847
u,13,4.001583363492733,64,4.489526197790116
x,8,49.032798362595756,90,32.86967146931327
q,85,6.887689271709685,13,90.45440073793135
s,59,9.93282827930072,3,87.51996703921431
l,29,41.60332816372894,95,59.20473320437072
b,24,63.57566353480626,17,83.71874972537584
d,36,32.73150026910928,50,72.82613456586023
r,73,55.30464489351971,9,57.241738994903166
d,60,32.735133470876455,62,30.61684000076863
e,19,47.32037180170512,86,7.25905164300319
x,18,48.66433860814175,6,7.218993894791481
p,42,67.27210952351972,67,49.764523172928634
d,59,74.34849978095603,97,59.33873893945596
f,65,11.442349475738933,67,0.9440215660026952
k,57,8.0573411090074,54,53.232110348966934
d,51,57.429305147587414,40,19.155107431947737
e,97,23.268755993992663,80,92.63841003078788
p,91,74.4971791190658,14,90.140727334757
n,52,3.0747324295954503,27,31.778457678327698
i,15,28.75171740564265,17,48.38220503591535
r,98,83.1174270585244,1,69.17718699237966
v,32,62.14210430265996,58,15.440769214715589
w,80,82.92190798623164,74,31.75326869634404
a,12,46.25261101808745,40,76.54064666850329
g,0,88.60381970480977,70,98.76155774132245
d,73,0.8207290958063607,66,40.05258351037948
t,12,33.11018629658113,97,48.08013476720316
h,75,81.2984917228771,76,6.257970191702644
t,15,0.4350382579056178,90,31.979451943307136
x,60,30.210888146061755,88,74.36135449866067
m,18,72.45812595713225,32,54.12757367284078
s,16,39.030731213102,98,36.09522510839314
m,62,60.239081959246455,35,21.43697318082477
w,84,73.99229914102516,63,64.14572666534133
h,12,82.20560883538573,26,37.72490500726704
y,54,96.64476294208708,49,25.291374042424696
t,23,3.758720070138366,68,39.22585647902588
i,41,55.03565438772892,4,59.11134985893499
p,28,19.064285418729398,4,41.60469359547838
b,45,5.3683747331142335,46,46.63884371114059
r,11,81.8365830960791,59,61.21306651251959
s,70,70.76642173122137,51,61.93823975607222
t,93,79.40037073600608,14,98.117885248101
a,52,48.12653250039498,54,78.65025581934825
v,66,16.933163269352846,95,51.878384807393985
t,23,46.01524120417609,67,7.913002597854735
f,82,26.940256531667817,63,17.889825350984733
e,54,95.6468801365048,16,8.937191588491523
l,71,77.58248636024267,29,13.00574663070062
r,12,10.56283959179546,59,67.57861861395888
e,39,23.432092871817602,27,69.71473567750213
a,28,95.6012432042704,6,88.01840104336281
o,4,11.236319430563846,82,88.59235166591446
u,34,25.295441737009348,87,39.42109526869141
j,19,43.493845987786216,29,0.7617249508122037
z,15,12.62900368329889,81,78.57842837288064
k,81,67.57277436070731,16,90.58166834253358
u,33,95.15259971494179,51,16.06344434661532
a,15,79.8880044918507,100,73.81398742503909
j,31,82.15252635419778,2,78.18131132889825
q,68,6.352819091288953,6,87.08367650311676
q,44,10.74902814225891,58,74.99131309210388
f,67,46.080204076343044,34,22.046516562753904
x,89,59.614425829374554,94,39.76628689021927
w,0,27.751259637662294,47,86.92109151125993
u,88,61.917472932812586,17,32.600936713418236
i,38,6.880428865255972,76,49.14225955210508
f,12,22.741130412716092,56,80.98954247296332
o,17,69.18075942136164,55,9.844128467290524
w,27,49.468566904499845,92,41.50582095308233
u,26,80.04615027289273,33,59.6547925364454
s,59,98.91480338888168,50,42.05878524521327
z,85,69.66206564243926,1,55.4236182372321
b,3,90.50281961587243,19,28.92898548387164
g,3,15.413608900054355,79,32.5108915775234
z,39,66.18333168984381,5,95.26180615593418
m,7,5.9935424380801905,13,76.62079555589943
m,84,11.510734724320704,53,19.072341648496817
i,71,2.4540096008410672,27,23.171934941363602
j,21,27.14815303041158,83,61.99880249072996
w,28,35.78916660982261,40,65.28371310532398
n,18,46.29240373015144,18,24.79318757319574
n,93,27.82602400716504,50,40.21756346786638
m,17,42.89796437093805,48,25.691729720763213
u,28,31.794128006100898,34,62.50513833192631
r,2,10.99508814767911,94,72.85430957029055
r,70,50.65802895613971,22,76.4648247768884
z,80,55.208187024774446,48,43.32584319821942
p,64,52.74938673821269,14,39.85043601213801
i,13,44.41943784347545,9,89.1423659189149
u,61,4.358938776376742,59,45.299721847158715
z,36,29.674664594529222,72,35.592021228743256
p,33,72.73769546430499,90,71.19711549339961
z,77,54.89799552364018,34,80.63685326954115
u,51,23.89384971119136,29,94.22854954303885
d,29,28.274236374567852,74,94.17458114935278
q,41,30.227544028392217,64,74.85831360165533
j,10,64.18858769116893,68,90.74431469750809
u,100,51.7891262703307,77,32.729303674867396
t,97,20.60558136021968,60,69.67090127355479
t,70,27.240841204432886,33,20.525896674270726
f,65,2.8083689781496446,85,46.06534801839051
l,49,35.39676812886972,3,81.26566298028996
x,87,64.24150064697297,22,65.26135764114716
c,76,49.09265216976855,0,62.85350134704591
w,73,77.57084029271735,10,99.78432646428101
w,18,10.906748529582755,60,98.36004583322342
s,75,56.286670851441514,19,53.58698079966426
h,76,90.76440650924502,49,34.68509304678958
s,34,51.50822418365868,87,48.184521791569914
t,28,79.34210888183934,75,77.905179546213
f,85,52.72082852410115,84,91.58130348729426
o,93,58.39806584869164,48,34.300526669553136
c,71,36.65827912114186,31,65.15391062754769
e,47,62.578309552685816,64,73.3389618359819
i,58,21.229790481808852,65,56.88964099626044
v,8,16.81151592705783,54,28.94187433867278
f,76,64.53509419751839,85,72.8735887699019
z,73,51.02539033624126,38,23.896793044342846
n,59,56.516128844366584,85,16.948198241861036
k,89,90.68303069177021,23,53.732159926788746
f,47,79.85738125651227,33,24.54801499512267
c,62,99.74607598018095,59,3.473579462112064
f,83,28.891875642314137,67,49.27740124106089
z,23,80.52608127396391,28,13.589817716783504
u,29,88.9183855722507,64,3.925426499265827
j,0,59.413262177869875,92,40.75923480512097
j,15,10.181443444855276,60,92.22922935361885
s,33,51.71073944394492,95,65.07496729712845
p,68,1.424101384505505,2,41.93679763184116
d,76,40.471221692653124,95,7.54608128180746
a,80,72.27796961521861,35,52.457576095099355
q,20,14.928447941442958,69,85.3597265283872
x,8,88.95473892019999,43,82.07085195460205
v,73,33.99159313131121,100,67.31729158466936
v,87,56.319935687760115,89,41.23032012549193
l,5,32.14227787806034,30,64.91659734694328
w,81,36.771598502667466,12,38.7585836491534
e,74,25.232807075199627,88,24.806222649678645
r,46,77.19975752078987,67,53.724445265933355
w,68,50.40651730821376,53,98.37445674514508
k,29,72.74432177734386,38,82.30401596943435
v,71,24.0913004203555,29,16.69872412261992
w,72,46.212062103341246,41,33.75099443722779
b,81,24.674349130054196,26,65.63694146052265
a,14,9.475400256068268,22,31.638987226480808
i,76,55.181257936238936,66,0.3860646610764018
z,20,69.69517075562487,81,67.1381570539477
y,95,63.83266011255462,63,50.28386480752405
q,40,89.42308934336626,72,75.00272762318369
r,15,76.30371781259487,3,88.52530718365601
y,27,4.245556083407753,64,79.5313538670021
f,66,30.75625668880423,39,61.2137045022009
d,32,7.295778104541384,2,52.277958158032845
b,95,31.80610542496073,63,83.74843068922495
f,12,98.48031670100438,79,15.61374181159685
c,76,46.600834830151136,100,17.423920927519298
e,75,63.883630876145645,81,93.71054613936171
m,37,57.97206308511724,88,77.48161098020168
a,83,68.1624200560702,63,55.43898766985171
t,62,65.082235207461,11,54.83391268941571
r,66,44.280128835987064,12,83.19018339965723
k,29,84.66237520602166,14,11.375175841972151
o,43,31.24937380799705,49,29.092108474778033
x,95,65.2957625114878,6,79.70806443013346
y,41,86.7023175487408,82,86.72131483421786
v,54,32.260862252756,60,72.34378691447777
h,76,14.349534977581268,0,56.74611618917695
n,69,32.05778002991646,13,22.02785234124408
y,94,69.94238087819424,21,66.82148049315637
s,44,27.927343597492438,88,74.86817180965204
y,5,46.240790947497445,15,65.54949254072334
u,46,82.58814702961172,51,43.67513456449156
f,46,36.608126406772556,89,40.78872729027311
i,12,67.95643913549479,7,31.93334202168986
t,18,71.27124127934056,76,27.393314773469502
x,24,18.546877815601647,82,14.891595588936646
i,4,66.43392433692311,43,77.59647935374309
c,1,8.205295092475929,46,77.82613448139185
q,100,91.408766531025,41,47.02896346466665
j,3,10.902460163854977,65,81.27854113629705
k,40,61.886540351002004,31,26.520729078033035
p,13,4.337768555920462,28,79.66099495177974
y,68,36.447212682586525,78,59.896035102807346
e,68,90.52212243577816,2,16.760245696615716
r,69,8.637806616563514,51,62.12849861513212
z,3,61.642154313931265,20,99.23813823980645
x,93,88.40678532315067,94,56.031833729322024
z,38,90.28847886651268,70,32.322111243104914
i,39,28.508872545300846,59,60.512155095014094
b,61,63.79751980128834,43,49.392898771338864
n,93,82.20615877411419,34,91.97958855734679
z,66,88.35870713193718,87,60.96731153693414
y,73,58.55429576976956,61,76.26147975474018
j,76,36.10696254985615,48,15.960624489280583
g,89,2.2381256586759823,21,5.065470722114018
k,2,50.777076821006894,89,54.95712659152865
s,37,66.26107768953713,16,92.16270037514721
t,77,9.525815916363168,75,4.851601413625584
u,7,41.41644853533801,30,97.04897636318923
n,5,78.95219728145133,78,45.37381053475803
q,68,27.40968060134261,82,84.21324629346026
a,83,30.305058408317876,68,84.05472417620892
v,98,48.39729071562421,31,77.55938770891822
p,56,32.615825300302134,94,50.87743793683044
f,92,34.946327162227945,92,76.9226721569024
t,37,75.19824114387976,11,94.47664813052947
f,2,57.42079248645078,33,70.03018868465072
k,96,48.03419025384211,85,11.015622035336259
o,36,6.938203803959253,54,58.55250785366489
k,46,13.948744352046273,67,96.21372463553864
q,59,1.989982238975907,9,22.663336787304868
i,56,63.508250020634335,89,82.8248828502115
u,93,63.34033774730932,66,59.030444907553495
n,93,49.71985605986908,79,95.68428968742244
h,76,5.36564096130906,6,66.51224719187564
d,30,37.7507545903259,19,69.02296090169378
t,4,18.279155129816782,1,59.962935600038115
n,43,12.805953609662657,35,66.45100142975936
b,11,64.7673819862514,8,87.43788761598438
q,70,54.664005713733566,18,19.16463974560225
t,11,11.637376444608948,55,8.185577081274097
e,64,12.813634325862322,100,92.42359257905188
p,89,98.7304090279164,6,69.6619847092138
z,0,15.660432849785256,90,43.975099942284466
l,57,81.91148541877762,88,10.740982643307662
q,75,4.375384947706518,100,74.4858818682814
m,27,78.89808854018784,66,7.207171716338767
s,14,44.788485241237375,24,86.01624049696038
y,29,0.7969427258591844,51,92.57362932246053
e,88,22.23028698231747,4,99.93521687943047
k,55,63.80947623863721,47,15.405975186365396
l,33,2.9687325553298005,63,63.84412077179683
x,35,0.10916722712613902,91,0.4798299799080752
v,79,14.598605156629684,89,65.23850052638036
e,29,39.02326772783887,74,50.72416790338834
x,3,8.579867412138398,18,90.84601157334968
p,99,3.172420687560029,55,34.60302840005113
j,4,5.011726435723385,38,6.462247177660407
f,67,99.72265340189465,26,56.75677995768373
u,22,62.17377533227291,56,10.694201944441284
v,36,45.0802125430305,26,12.709734012195995
m,2,8.363701498587039,44,76.15975617592345
k,71,71.79298281477344,97,0.18814729688967358
c,78,84.93596195033082,58,94.62113742644222
v,40,40.57354087906408,67,20.04128204984554
h,88,62.751764971035186,50,73.25993524331189
r,16,74.74215743856834,10,51.89968675084431
e,74,56.44464354850456,14,80.00683473303755
y,76,60.98703489247336,34,0.4600923381398725
e,75,88.69151279130264,4,92.0791615943399
g,97,1.3062033089967562,11,91.70823761179018
t,30,20.03000059470833,97,68.41169714092904
e,35,16.623044776724992,32,37.693304869539546
s,61,19.015007471003543,45,1.4426322430959093
e,80,7.090085537967861,2,97.74599140547238
i,64,42.46045457440468,88,38.91941472233819
e,87,64.5972976535944,75,5.0368386694356175
g,28,80.46384953516682,79,50.726331884365926
g,99,99.34320222607285,30,72.3440935383514
a,95,42.53693945394645,64,34.94970838304866
e,34,35.19962039621024,83,40.19170250929105
t,28,96.28605207715289,42,99.78446969683029
a,95,48.72481248716033,95,41.147598725619986
s,97,79.10666582777849,67,97.91357978799967
e,85,15.575534250048428,54,48.22589130932433
z,11,21.067666855243317,1,62.806445222573224
n,33,85.18536694088293,2,86.55293785690161
p,54,24.626760806595072,100,17.907457788399306
g,74,22.10670107589314,97,95.38844664250846
v,74,31.076757793668374,59,93.16930217892711
x,43,54.13301011524892,62,62.01608802662212
j,12,51.995872205196214,18,99.69005877768076
a,75,28.251159216962705,6,94.26680281078063
l,69,3.167700531708739,7,77.68311948295673
o,44,68.12474738303742,80,71.99191493774357
e,28,84.64161765284682,22,66.04950481223571
c,20,56.03862757654968,54,78.35790916804862
s,89,37.240924208567996,93,88.47883986556278
j,15,76.05124604691514,98,97.47872821894981
l,9,34.18745592874709,16,53.622366560032454
u,100,87.81269350028201,63,87.7722194879668
o,77,26.62727744404848,55,25.167124924918227
l,24,89.41423518876267,80,46.82264982484512
n,75,78.95707078340742,59,55.156322938379766
p,8,68.06556699406039,30,3.471875380233347
h,82,56.33667063809574,80,57.2678208754533
e,79,45.062727387743266,83,59.65680299370846
y,22,52.52478715029356,17,53.993081932360745
t,82,68.94626287501863,50,13.969199611740946
j,9,24.067923085628983,22,66.45481599841978
i,26,41.30682554612222,19,39.258406126368165
m,4,40.624013841445496,28,45.164947524144836
a,69,34.02148528573963,93,22.852516185877413
j,70,39.789304662626456,7,15.024597170338216
n,18,96.6060751112841,8,33.41043003489227
a,50,68.66760574858611,88,95.3129347856307
o,72,87.80143449412179,77,67.30670612653401
g,33,49.999246287118694,94,65.09012634443536
c,24,94.35154784672731,4,61.35259221883048
a,41,18.680858548457635,99,19.728634900677257
i,2,69.90651875571221,49,45.431026818026176
j,20,88.95377716921479,1,65.73102578358078
t,51,33.31798284090873,36,44.03924695482478
o,32,33.98411488602784,31,97.24222341115897
r,50,58.011575527500426,26,64.39637678762968
r,59,81.27475663846198,10,38.831871859185284
x,77,0.40182183965683516,81,82.41017405337041
p,6,56.65755815036935,90,43.17002730938777
o,92,31.38804087357189,98,63.518325158326874
x,28,46.884641558185656,83,33.76031102528986
c,21,40.756247681025314,94,4.213328489935075
p,27,88.33181392080701,53,3.3191795910151978
l,31,2.1596718346906574,12,34.13620318241587
j,89,63.23671899341778,68,52.23646005336722
v,54,82.86456307926639,79,13.398265453328284
s,96,15.436926773214177,9,75.6256430206473
f,73,43.358817388058036,52,62.20587041793316
s,67,77.79732286549695,83,56.405548964355546
p,77,84.68456443692001,75,72.71032053140597
u,88,72.2647008147468,8,61.53914931261594
b,87,17.09616992819476,64,34.85530662334435
e,64,43.59770834559249,65,1.7595167973058934
e,93,45.80556465576521,1,9.795669410810392
w,54,16.432460376120417,60,46.42501986253815
u,32,14.180422173935348,81,94.64152869798143
y,46,76.39619605658402,2,82.9663205998742
m,21,62.32144299195775,85,28.339165198827242
w,72,75.32664499056283,90,56.385302005812065
o,46,66.32834505670134,97,54.587661286219344
u,69,60.703245162388576,9,13.232397661794549
x,17,47.174921296917475,66,69.4221641291892
o,63,71.98062184293246,33,32.99402242911212
x,18,23.55562571795683,29,4.238507746946429
d,93,76.95742393272562,24,96.25212508810253
v,96,67.73939739026923,91,65.9559553714747
m,12,32.21642510392859,35,32.05335724647349
b,20,69.16995923776655,5,42.97049472656423
q,56,41.355244673331825,38,71.218093988889
u,0,75.26175879119293,67,56.489342623503305
w,52,30.460745132330203,28,90.37082169386895
u,87,63.40988907396989,16,37.94125280150892
d,33,41.80412149371927,22,58.66509138781226
z,2,97.6592523988357,47,14.63998459673801
a,68,29.158885324593165,52,27.15592446911601
y,60,90.48356810197342,7,70.07310571613341
o,36,71.6681719437538,81,7.372579621654351
b,22,64.76996220074076,47,80.10801217631719
t,89,19.104711347126646,46,18.805151881368786
c,13,93.11489875935848,96,69.8036821198278
f,31,29.71735952968676,8,14.318472056254727
l,34,38.16567914042868,89,98.10158285297919
c,47,18.281168104446742,93,49.1440738891341
j,18,45.59130309516437,6,66.76200046773111
h,44,54.86242561017269,34,73.93247589014112
x,38,91.05981145901634,9,78.24513029796813
c,50,9.847519440828522,89,33.10797557605639
b,93,94.40178558303384,7,19.087864976049428
f,23,67.07138259535766,94,30.6610775554363
g,55,74.52728482204206,100,12.807820727239994
g,3,89.64086507459544,19,37.92046083374736
q,74,53.06266074992006,15,68.14868699276735
r,62,87.88318657746898,100,0.5952404338908202
g,13,85.63468510578582,4,73.15231519438584
n,71,89.5594983590355,52,90.90179867770549
l,75,67.06047633019764,93,62.98313378051815
o,5,30.631115948739073,46,60.61797715708348
z,50,76.81268828328967,32,32.063603705368635
u,83,98.00807273952941,66,29.748064648892626
a,100,6.545403642176584,72,92.20197457070465
i,21,78.67293367108303,97,28.86314597071128
a,50,61.86638852311126,26,99.96441579417808
b,66,74.67557659719664,5,44.8612147269331
g,57,84.05342334395166,31,46.890696527783284
l,59,38.011879005957915,10,62.64001012398273
v,22,48.623443573113775,82,86.20100676153113
e,74,55.61268520725066,71,17.042339637437777
o,61,66.02158606268478,58,68.31002605387837
v,18,62.80263004084097,32,1.3744097037304726
o,6,66.76657279599787,42,55.99719188856385
t,49,59.68604665116312,21,95.5772295657382
s,98,20.587235013266714,53,63.224091244162885
b,22,63.02884741283833,58,93.8776491340955
e,61,61.878780602187355,82,1.276379587148746
n,40,83.5133709028402,95,64.3691293316995
d,97,46.95511423149667,30,89.31468266384806
a,18,30.418027652727766,87,3.8572048166231054
b,16,99.37474761919201,33,29.644310210448545
v,13,22.765183339411376,42,37.51966155786758
q,36,73.08116819932798,99,38.00777750088374
t,85,45.62254464293092,70,29.30699011633886
d,61,19.382505999405698,2,56.31259691144073
d,4,17.890398731018553,23,98.49057611642952
k,9,61.00258933660256,8,62.45033886359144
q,68,9.307056113894753,99,44.1423041829225
j,60,98.7294038197166,98,66.45378698018716
s,17,49.54643838900586,72,30.34909769066453
z,89,40.703788818866535,20,85.24352776730241
y,80,40.16782945125418,12,96.68478091401495
o,16,70.80991483256226,78,52.1162223782713
z,20,9.896875978968344,58,86.78781356557639
r,65,29.25675552004059,42,98.88603732849349
u,50,27.94023938952477,57,95.24842998756138
r,63,26.191238521796866,97,51.152069041177896
s,39,36.72098179060293,35,33.952380257622174
c,31,7.295403243724796,51,44.415475392700685
r,70,83.31746082780899,66,97.2920745587047
x,70,36.11616693828199,40,26.673933096179393
y,93,52.94768969608251,86,85.94690581500983
e,61,87.60896459065079,74,16.881902909269762
x,70,59.22138000809491,31,28.890090697406702
s,95,94.72998371555413,50,92.80826296802533
l,1,17.605756539138074,8,35.27182520692252
v,47,1.0879679971224299,94,46.520460835545386
e,14,9.309721508602099,73,71.44839009976968
x,93,74.1358214995757,30,17.234702318372953
l,82,23.661794130191026,15,17.298285026915227
i,83,98.83784432351628,15,93.53772052865328
n,94,2.2453272988908313,10,7.036628530642963
e,76,16.575334079238992,15,69.82820654890214
m,61,71.88551466077085,75,91.34785540081872
a,19,79.83543492762274,27,99.69678667157389
g,67,31.06988685910427,76,4.649469932988115
b,35,83.62153525883302,42,56.11734480718359
m,93,4.774699153945649,58,48.81160773031691
t,32,27.561976954150047,10,83.56664769958292
s,25,25.956432834002975,69,35.18722913984384
e,12,93.75741619290777,52,27.157630387084563
w,44,19.813442295148707,40,73.13211020758811
f,84,41.25619947966985,5,22.44504831796158
m,68,31.589591856137144,80,88.17371705459472
q,24,83.15613596826529,13,29.712095239215387
x,87,26.212206402453642,98,34.592436429536214
k,72,6.274384229895624,74,18.689472369682758
r,34,42.93674112705881,90,52.49958558725063
j,47,16.14927318635313,44,74.63682385200234
p,89,92.61217129211774,33,99.39756241678481
n,43,91.70715175234085,22,58.78417155364972
a,26,51.54949194420853,22,78.15410990702829
n,95,79.78872420317639,41,70.70927989461086
z,59,60.30632896378177,63,19.662516858616254
l,91,88.94835868072049,9,12.162250673217878
x,72,63.70031769249628,73,39.059564541547175
q,87,35.25797701571669,9,94.2641569946069
j,81,5.903585031038827,80,47.03493615235682
k,76,0.4175490205764243,44,39.56406896314263
n,33,37.941243569996175,10,66.9230970649448
d,44,37.16304566189841,11,33.93879659862537
d,18,1.850538382125455,65,3.892565998122699
z,79,8.304614305500735,89,25.234648998573306
o,28,83.38701863379326,23,80.82131007052043
e,34,5.747604822895114,69,93.81328903947785
o,69,1.454611401197703,1,14.074680923286142
v,62,95.8054398338136,67,57.62075602301896
q,93,14.328281149982015,90,93.76410776938336
a,92,16.921494698914074,4,16.18809654130038
t,21,46.23103409601964,9,1.8810750054310543
t,1,80.73877377311858,37,42.4397895768288
z,6,83.65476993721013,92,37.3150116119607
e,11,45.0446353290569,3,47.77444806222505
a,19,52.18194808460762,67,93.49685418041159
w,31,63.26342490692743,65,0.6807629765796297
z,42,14.462933407173894,20,55.330126615104135
r,30,74.02412291747974,37,87.23129766047508
p,18,93.45604451122637,47,13.547786552295992
l,42,83.16126379506773,35,48.138397035631655
t,49,33.46290080536496,64,70.29530907307036
b,18,63.88108221622571,12,71.685729623066
f,83,25.951053858019712,82,43.0703998403478
w,36,58.356082355739545,60,65.80818788602592
g,86,43.983004076134705,71,46.736960358124215
d,59,98.15664404977808,92,58.73771755118277
b,3,13.474703363300522,71,97.45393663951802
b,42,94.46326888384398,43,96.7808105042664
