U,O,S,G,P
g,5,58.19012769436029,89,43.77640672097267
d,86,91.44836736461414,39,54.1234991537351
w,13,13.725297898147948,31,45.55962614401964
t,37,37.95609706769165,63,91.358896275717
e,9,3.545011249276808,66,32.39992338109046
m,5,70.07897093927285,16,20.670682048373312
o,44,64.11670548322031,12,29.621994779916484
q,75,26.85229571206801,0,84.40548499431824
s,25,85.78853550116622,10,83.56201339405015
z,30,12.52640819289067,82,12.175582853082023
l,33,65.73617330117585,42,77.102280994262
l,30,43.187691250087965,9,22.527559084095415
h,88,42.22172230231473,4,66.3151862337007
u,89,97.411849396845,97,15.8939920375468
b,52,7.162084201853691,61,29.74057627864397
f,1,8.949038690520371,97,13.419067394871387
b,70,45.412074127592625,19,13.98147536784452
m,43,37.77882241981148,65,58.993225770590115
z,35,16.87644452771049,90,15.794027783273034
u,39,76.19337186487947,14,11.2964937047084
t,61,22.515653490003416,55,32.99376511216497
z,23,59.700837302664475,28,53.96044202114402
d,42,34.62318596848496,20,53.71386993946151
x,3,60.88422421259263,33,24.257992576852395
v,61,8.337644129291988,87,92.4717352672068
y,6,73.8948601303651,89,96.88746387473648
p,71,20.783600915276367,19,90.22658882962463
o,96,3.8105941910242636,21,43.9010035302119
v,48,13.280886690259253,63,42.823344797423324
b,76,35.90788226606724,94,42.48544188022235
h,96,55.91263216535351,4,12.157139390796011
r,34,74.44800974562477,21,19.091432542107633
b,53,67.5686193594981,90,99.55431527749984
n,70,68.36294377639047,59,7.868271361718959
p,85,61.712369024519965,20,55.15087635940683
s,96,34.35066556409815,7,0.13360789848684274
o,23,41.51000619859967,43,41.26045661805854
z,32,46.94105743670338,70,80.06669098037693
b,44,83.99156004426045,36,14.733734109054076
g,11,38.22022180524508,86,23.7813431309971
p,49,5.0752279009342764,94,94.34777665948279
g,63,62.86294902111247,79,96.08751674440204
n,22,23.114612259408574,76,23.921314242546497
b,32,58.50345229088296,88,96.26152376206689
b,49,78.55271318346468,13,13.487342683661097
l,42,60.938580945161625,14,27.316263062807877
c,85,16.75546685795759,50,52.62886784425051
t,11,9.425521431228356,97,49.73128853919143
r,87,47.94427507233505,83,60.94252018999564
k,73,75.98533698546964,22,12.328072390543731
z,70,16.455368319252372,74,99.15512310637823
x,92,7.4094837259479736,15,35.83520320267814
f,53,47.72120384954612,87,46.912512236063186
v,19,66.55137176247449,29,33.76538726676833
p,13,66.94534622280695,71,75.36841618187124
z,18,16.892783662161026,50,55.88710971684125
f,82,82.30469845030224,41,41.17712997585726
y,21,60.720049568190895,61,84.84278920860545
l,9,22.74399393968277,89,39.44695107993799
t,49,67.27513399988214,25,83.89511014921715
o,94,58.54062758366509,55,59.41964972480367
p,20,86.74216991594406,43,45.75428256703925
d,69,51.58717639372251,13,54.11567193425818
i,24,23.94562634637628,72,5.849772803115272
o,21,76.5937466220468,26,88.54317403485807
o,8,34.196065060006674,93,77.22734670763349
u,54,99.05684504558022,42,58.38589407434509
e,20,68.17204848140909,85,76.30302309110434
p,50,72.51139337313494,6,51.670170363274906
n,83,33.38366352321873,7,42.02996497935037
l,53,45.27609813803899,54,45.88643003800017
e,64,94.30341060004329,31,61.06844234281623
d,24,24.282941792856725,75,83.72423278168122
e,41,12.876892808917583,3,64.8406514784227
d,100,77.54902952256757,49,49.8899694125177
z,86,76.76804131479244,9,70.74551055945943
m,97,14.08004924937324,35,8.410048336186215
h,73,0.3133136343649312,7,89.34858376222746
m,35,73.23946307727932,73,73.41426020375314
o,97,42.95879935599305,27,35.3456372392585
p,77,80.79900091605558,17,30.78566686552643
p,78,16.310119303713254,75,49.56305824461983
d,87,83.00996088610081,58,74.57010407885032
g,5,49.960703268985704,70,40.50572790717727
a,42,18.151864167464183,31,57.13979740402291
x,10,24.587941995008457,6,71.6666133796623
i,12,88.2847561826676,35,16.817343814223896
a,14,75.00123728653787,1,45.262801241078336
x,58,9.205213895241492,76,63.95899144099009
g,68,4.370154120524427,14,74.32673959537496
t,66,98.36916939498423,4,91.476763731792
j,12,80.95052168245974,45,26.448450184668502
h,98,72.96650127745298,29,57.9698600998233
q,21,62.62124660238031,69,83.42841389758735
s,3,61.28459841926638,8,48.925622549338065
d,79,7.892580479436351,62,42.50148484533576
b,79,53.143965744726685,95,0.2224397347426188
h,26,22.318039595601725,75,3.9779153454008176
c,73,66.96690215692735,96,50.800144199046315
n,53,62.22295747254856,84,95.30921312614667
n,64,54.16217568024154,25,96.18924682444712
a,78,87.72590956548693,60,22.06593578284425
w,72,29.559232268570344,36,76.54097410391499
d,99,29.861008922260833,60,98.9961270025071
j,54,80.02340610704654,88,62.236477627931606
y,75,3.30508764080395,57,41.47311040540183
m,68,34.063811684904046,57,43.62840808438361
i,30,49.49200730102592,86,79.90254540104219
k,7,3.6125640296406636,73,96.85630997093165
r,76,77.55955453882159,64,78.25642370047157
p,42,87.99267822663631,99,28.977018443085058
f,64,45.30500672917122,3,42.018465595038045
u,98,50.495221379946365,42,75.52391045664689
w,33,63.06795883858749,74,39.56739010032735
n,18,25.041305681620063,83,91.0344961806043
d,29,62.513401633520246,98,94.87733096295723
a,40,94.36221251772626,13,12.209335001464272
m,52,72.10142229472801,67,63.07332713429699
c,76,3.823994125102337,18,77.64501511153235
c,53,54.77309662759693,10,52.0541117175055
r,33,67.44153564767007,12,34.76229395662962
x,15,4.445014633606192,20,26.55261603409116
s,89,40.16977500049178,99,69.29313074995994
o,32,24.148057727002335,51,88.32013917104165
o,27,68.5570876957702,43,2.8455481391135073
j,46,78.93096575186397,0,83.71838378104943
u,54,5.022189239190977,6,70.33843365843666
w,100,33.573421548663696,29,50.14573940952545
r,82,14.688008871667336,82,88.14876148725268
o,14,21.592680495241055,95,24.11126426415695
j,47,75.14141674315601,26,51.75085684028715
h,74,85.04293524949269,89,22.16360804043257
i,18,41.52571489701595,45,37.630795755699154
z,34,75.68870516371483,41,88.48277949150656
j,65,23.92063806565564,90,87.94575959105013
x,76,4.661981660134251,73,95.21675585911353
s,6,78.97238944319797,6,28.823989437769626
j,58,16.913010613705847,20,59.26795395567447
o,34,54.34913388882765,81,57.001329752340105
r,51,0.41985815303601237,96,18.371719844911706
c,1,21.50096363296301,26,27.285042748927868
j,83,91.45709199353618,53,96.81046593329995
q,98,60.85929193845707,91,77.08288685046121
d,47,53.10282728116906,14,84.3647889404813
r,29,53.19707077786266,30,61.26273507821078
t,84,64.43219266588572,0,27.681613867357925
w,77,41.028408204719355,100,76.20699744938189
z,77,94.23432675404226,49,44.79124033950408
e,1,94.34870421589035,95,53.981845905316284
s,52,50.29168852039457,81,20.838325604016205
d,51,73.83137688778329,83,5.076662677729537
j,42,1.9945427254901227,90,69.68585705088677
r,78,69.5057827787554,62,66.73779488099825
o,27,53.134269057583715,45,58.89561150392705
e,3,73.73232220517771,78,50.53952201208234
q,27,52.520997200970086,7,61.24186074345123
n,39,71.44278320073867,57,15.759796493481637
f,80,17.573471482526593,81,3.0871262579343584
r,12,26.803083607765508,88,20.75256049631712
f,0,76.65157118716282,97,74.24760663103565
r,47,48.05567893296605,54,92.39316522741046
m,10,39.296895190076974,28,11.06080161667251
x,75,71.48829554811019,88,89.32010552917409
i,76,55.15651523923767,89,50.16788479307258
x,85,57.4644216042959,26,84.00767681773044
f,57,86.17424539691592,13,88.85078011066841
e,73,63.17602469363079,52,63.81775697031934
l,53,75.53767333781003,82,7.103012409895415
v,36,26.06968424959356,8,80.49495956927558
q,19,30.965711982240162,59,24.482234655824186
h,20,81.7717615456888,91,60.1933565493856
i,3,87.90177751874243,51,31.03951017015313
n,62,44.821930941391045,14,44.645821711745015
o,83,20.52607288651077,33,0.2148313123568224
b,90,51.32539643460292,16,67.88374117897207
b,83,98.04476933624247,72,58.280274569107334
z,84,4.013645284511802,92,41.767665150032066
z,18,45.965659843063754,9,69.42260265120682
q,55,50.45690971049367,50,76.51281436968786
p,82,28.602452085218566,8,92.60640990089233
u,95,97.07013785565444,63,62.88729547779381
s,94,53.79614570535727,90,1.053778023106855
q,74,22.019724910800775,62,95.1807015253595
u,5,10.122613692301352,44,79.71023290138871
x,79,37.22006066477124,69,32.158382839853786
m,60,95.83686848626205,88,70.05755370729972
p,2,60.53955539044732,25,27.574127918261524
h,69,28.03497135655295,19,10.601380571956543
d,96,49.00654779307898,37,26.039220209365865
o,18,64.13343372929468,51,29.179679650581214
x,63,95.77303634829455,27,89.55824358856229
u,71,69.56440808033551,6,91.52167458190324
y,50,60.58594974860399,13,70.91324241026538
d,35,18.121085962226168,61,7.949556769156274
b,90,28.240928062038606,56,19.705902410364484
d,18,3.7194860362062876,75,11.300507828841477
h,7,80.65509578378082,23,20.61159984151604
c,46,57.18439120330275,59,37.243445453164746
c,1,88.07392875118867,66,91.39121485582045
p,44,34.4607422384502,99,69.52516488353125
e,95,19.349252803157178,38,98.96039975395735
c,93,90.92672345410918,41,90.80673154904979
m,23,15.487048704639129,96,0.2191465789686653
w,95,18.942674513189097,0,23.953532673331214
y,52,11.97438650716387,7,84.6642700511803
v,64,37.28223500554437,14,82.79084142252712
i,99,21.113792817258926,53,73.62242301158933
x,47,35.90034638243667,87,52.702090760320296
p,45,62.65851587415656,23,64.61786222883296
m,62,7.304135398052036,10,55.26571075997071
z,37,46.83676497514932,83,68.05252650955492
l,11,95.98397333811201,23,70.0535290227495
q,24,48.59118781545977,1,25.701972008497687
l,99,90.33959832765284,22,57.40439192876779
a,21,78.91723701356256,38,72.07965978042867
r,94,72.61805305564273,40,79.9149882016102
p,93,59.7597466530749,53,19.627295774838405
p,25,21.278718763828365,75,37.61870481755376
x,39,17.467767900691133,29,4.497825893950624
q,8,49.903049805542125,27,87.63342845522462
m,75,75.37519737512456,89,35.27732650712476
g,62,50.87036696433408,79,48.12667230946206
z,63,27.17285020035527,11,58.89137561942965
e,25,76.34829098378964,62,59.99088767277841
h,91,5.180481065106612,25,67.56784938655314
d,94,29.660776049464033,32,85.05593376347616
s,2,75.65207201493723,32,93.43917545931627
w,80,55.159789993327216,28,87.4567528424565
r,60,4.350856946903214,15,19.678679802826395
a,50,54.902102156539776,54,18.227893636506465
l,57,4.714179355946657,52,10.649904226266582
g,60,91.0315464982319,20,30.311215718837015
a,12,27.470640214629938,24,56.31803309654384
p,57,36.59708485772275,66,23.2187038003415
r,30,89.80173466969558,70,34.70549954086031
j,98,95.90730642133913,27,98.15744735169827
x,1,64.88054919989962,99,27.488267195416217
d,48,70.83159290920916,75,24.809482637021475
y,74,1.5024237361375814,69,31.317428898248846
q,61,92.23887274228098,31,49.575185338245554
x,30,51.439596043107095,88,80.30097723778495
h,8,3.4899008389487562,67,87.71550479226369
y,3,94.42521281054137,38,61.58915516770509
v,10,72.06077942962419,5,39.43040508966911
i,70,77.80574271614853,1,40.52061641923118
q,53,11.494396999947654,84,99.64451980330577
n,79,18.02699403953898,47,52.76201320148283
j,25,65.7479026799331,71,42.635443924676544
d,71,17.658651931853154,12,96.74164046488772
t,85,54.24212000064196,2,10.55012727019844
n,45,31.905492242347368,15,20.792072520697204
l,72,8.607651146542716,68,83.4844245176356
l,40,89.27400369786615,98,88.13331379235728
y,45,41.697585726451415,20,0.4893548441800455
d,71,29.230277136423567,42,44.19064242527191
m,12,75.41307512361212,82,55.62029612021841
t,66,85.48800430007833,43,12.823688343161443
y,16,94.25624792477655,81,12.918609169794081
s,47,3.1389590560988334,72,0.9238880011269046
n,16,74.69000104167151,55,2.3821350629563143
x,91,58.73941013503972,33,72.23548318354102
y,36,20.43400801620011,62,70.42808138466815
e,14,18.835349879255713,93,83.3411084481434
q,9,7.387639474490671,99,42.92328297483054
m,78,64.6336473401517,72,55.2641984291785
m,21,84.87561476673393,3,2.5565044261713243
j,100,97.41468741462614,75,95.83887548067415
h,87,45.45279313576868,36,17.23319489512274
h,87,15.223837944531981,72,85.81668002649405
w,43,98.19763685734242,71,22.022695130688806
b,33,53.53651932788463,11,22.25336747590153
g,79,30.262420717027403,22,42.43121785234547
n,28,62.26692524889174,18,40.254094065016865
r,52,84.46367580420163,23,39.94315637136734
f,19,57.55012885639367,68,50.69155706234426
p,60,3.5202235957975003,18,79.37818690073225
o,30,81.48221967191705,15,8.067952384796495
y,52,23.093480785940766,54,83.08755504001837
t,30,0.417960925823857,28,68.9662393786886
n,74,65.82853878573503,51,42.06040994935518
j,72,81.42079914239352,83,76.83738961708576
a,60,46.64332535688682,50,77.26168782371853
r,75,39.32123545684841,43,97.14621226223734
d,63,85.95572038827154,79,38.784098013569725
z,40,85.64156357983178,72,93.35539050177883
k,48,76.62346066854758,90,78.90606065226325
y,65,97.45481950440715,41,92.42200039557359
a,11,13.876185894403237,81,59.90141171000535
h,99,30.486172406412326,31,25.560794620723893
v,94,91.66615841893953,7,79.46118649802446
i,8,58.85959470500277,20,9.355605215121642
m,48,1.461965689209721,71,19.58078821536464
d,54,93.0325588020891,79,1.9354574609339092
v,26,78.64457313889471,85,98.24852274429541
d,59,50.08654234713852,74,93.29950801974354
o,78,5.350977021541814,50,48.29735917641136
k,5,93.8013960765074,80,63.567116309519356
o,77,56.11025034969687,91,4.436344344677023
v,47,92.03386989763956,23,71.61854863361688
d,100,23.561673050265863,58,97.24326410604796
c,83,99.69389440877715,20,3.984656555747501
w,2,58.39060614051217,50,67.20741186971257
v,47,59.24367943866894,53,57.03363526697702
y,9,67.46838537221221,69,71.5576030538715
f,6,70.81559485448737,58,3.091811198955541
r,29,29.58184633909925,59,96.0361643033548
d,86,15.738370803088397,98,50.43069250151381
i,67,74.63843172795336,17,28.49790608332271
d,73,36.9372683139004,80,62.8707377342153
m,52,14.836399926598276,71,19.874696952509797
q,91,76.69772827932266,99,33.77398314419877
f,82,64.09468678979268,64,49.67649927155728
e,24,27.8895769969702,47,9.383556220962209
c,42,58.270597175347575,13,19.99352659294862
f,44,92.19917899757789,40,97.53883424181872
i,85,91.16456018958905,5,13.509417505673593
r,31,74.65003386962789,83,29.5603060355893
x,11,30.47224879480177,21,79.06334090479525
h,45,82.31176817363475,53,29.937446716660464
n,7,82.9351931334035,73,11.93548898330079
v,52,8.4862993409902,68,34.64268709307792
l,48,81.95485595099848,84,91.38858374434491
y,85,6.942843223936923,63,62.68616216600134
h,89,39.9624706862207,77,45.76494788602277
e,85,0.4725726482167736,29,37.19730992954992
i,59,0.5033842849961445,71,95.0957420096006
r,82,96.3784302670675,63,48.70782110301064
l,43,96.79912783758546,66,19.91505259836053
l,41,93.86751657150818,40,54.410653781879546
u,26,32.534693965113604,52,81.97459600919508
o,28,51.70686989820468,37,96.46457483572934
u,34,3.695164445214949,6,44.36415444370302
a,66,97.86894010140801,7,58.47618352527151
o,24,55.33676516583078,16,4.479122629560949
h,78,30.090800637483405,23,24.772309829068572
j,9,91.42319753583934,66,68.50516256096866
w,51,79.47689940401116,71,56.430688549656146
p,41,49.26046906455493,69,48.26113682387386
u,24,0.9997628840482276,85,28.236090372355992
b,53,70.13655022245527,32,94.97408698743335
y,68,23.76926447382316,35,29.231342135612092
o,19,31.157579864080876,31,43.337629685439
j,8,3.769258662211228,18,53.38214719380068
d,36,82.5607509315941,53,40.81731378613449
i,84,93.81717255955543,95,28.132230200696462
x,71,77.39920806174739,35,9.104282586693824
u,56,31.253121304728595,43,69.28478396471635
d,19,54.727796870728916,78,7.3329726306919145
f,76,67.48939020209335,87,37.793813473879325
b,46,32.270637194973595,26,91.47987165041552
q,87,66.19387605768446,93,0.9784334203875145
k,33,98.62233035614604,26,40.824787257669
y,20,38.26976264979447,95,80.61738425558632
q,52,94.10733655404098,3,23.40198171945388
z,22,3.5878610785989085,59,49.46750880888844
v,58,61.896438933648355,81,8.06963578440656
l,87,74.23695658943596,63,62.976224582876384
z,73,44.01985382593387,17,19.579263905095836
d,8,17.84844879634425,90,71.83410645186996
q,88,49.84564691872432,23,59.7926889407012
f,50,14.594431725550805,35,44.107040680398036
y,48,48.20002521059013,39,5.266341883767101
x,26,13.653998980342518,38,14.055144235995055
r,13,33.8313172097133,6,33.054816593059975
t,42,63.21452010018862,16,53.27584501784928
j,2,81.24009658381281,99,17.74811670176707
m,30,49.813682752748065,86,86.30548691250787
l,66,82.83869574836359,52,88.47084184673828
a,10,76.47017206121821,40,29.930583258520205
f,42,95.29448260718495,32,63.750366154830985
j,7,78.84498037035414,64,15.108781344356482
d,75,28.113595303396245,65,61.27778225607506
v,14,22.72034794058281,32,52.66496950180579
e,25,72.2682243926539,26,0.3950819272618977
r,44,16.41592290543362,11,81.30456822041717
u,61,30.119782189685495,67,75.59882471282693
h,55,22.492373580281633,63,70.7600101032939
f,58,1.4714331399660607,13,47.8099984107405
y,59,85.14451687249147,2,3.561545021980217
o,18,4.7434388013419255,35,64.59687362064886
c,61,27.40153001712614,62,19.941071774075027
g,2,81.12390056413471,74,47.751847867563356
g,30,58.9412866298449,71,7.50609640526807
f,76,85.22141534381362,75,73.55113707537387
s,37,2.1294517788859046,64,64.3090317242174
k,100,43.532979508359034,81,10.265168304160888
a,61,18.488834261066756,78,93.34446824981161
g,9,94.19558624395138,0,60.056823591145466
p,60,70.20971394772945,95,59.785917246151875
u,67,38.113568767857906,21,59.29553855128762
m,5,72.60633268224801,55,63.094482979197906
t,88,83.85093072014341,89,34.57986602359343
s,93,7.99885009679212,60,96.17053183910264
y,67,73.54715087906575,93,34.95637020424862
r,46,42.146098991641104,79,25.05512788143759
s,26,60.18951424640323,71,24.887359023080936
g,40,53.19633651612388,61,56.03002583101083
k,54,46.23392267059473,72,7.931836260447844
b,79,4.334580120973519,21,17.11109452180304
e,10,99.61134156519213,78,11.800821506105997
o,73,90.73436098909353,11,13.847317707621464
l,54,87.46244124136611,93,58.47436270602504
t,1,46.32200681181842,88,58.5548920425098
z,28,35.12457617183894,80,84.3892853033372
h,67,7.619751314869294,39,76.0741281232429
j,53,15.23872920073156,10,64.67180317069943
k,51,61.30988554464072,66,4.376635171180476
m,94,34.07743017908895,88,74.65166730154021
r,22,34.17197466246746,50,52.83276489146935
w,80,87.23515076990793,36,65.9405275258244
w,25,42.55765820170018,3,99.52266705551266
w,48,44.0607438366141,44,32.69065247277395
r,55,89.44962897433143,75,50.5360221393101
r,5,43.799969216087284,37,4.929202418610091
i,33,99.61171533409751,91,27.759046754636053
e,44,9.425457954813176,76,64.53551402797895
g,23,43.2989204294298,17,25.476457532197948
r,75,12.025801294547056,56,58.758143586156756
p,16,49.965556826306276,24,9.044427250580167
d,69,55.21870730002386,25,6.603067729960166
v,43,31.28881546214135,88,47.66572125426012
i,10,76.76472888070928,63,6.696427482176248
b,25,42.0642246405916,63,8.166315988738415
w,98,68.79849512282311,91,1.0238812552883392
a,24,47.7959230860626,98,93.50000074421527
q,97,75.71187001152448,88,60.70531044993107
q,70,53.90739077710226,47,93.70748334802681
a,62,0.782181156829298,67,12.22817660663409
w,89,86.94815615134354,74,62.654714850622476
m,2,34.868709361415014,13,37.83451683665172
t,42,88.74424630869245,48,33.57017532273794
g,18,4.810020266770265,34,18.2912142842394
d,22,49.36635848576012,25,0.16828852663727245
o,94,69.21512319917277,47,70.33128235381871
t,45,77.40553035417925,2,60.901154586267495
v,63,37.39432397789537,29,54.35080957848696
o,87,58.950769922365296,77,19.916180306889686
c,96,74.1887726873191,7,76.81556236998813
b,24,45.08273030319575,50,63.30245988444747
h,99,65.61112896595066,69,44.844234986478156
m,72,37.13519838203,90,95.83696295303831
d,87,96.76839616345605,89,53.010257766881864
w,86,1.0990930716373248,72,92.88155190365777
t,38,57.51912882879283,80,66.7082896978473
y,68,95.3094450713377,21,21.222494408080173
r,59,25.76786346674683,61,81.86084439323518
k,31,38.2422114917284,51,20.7003737586973
v,79,12.01954606452993,38,93.59128199711954
q,15,82.56901391334921,99,77.85724829817745
s,96,52.28206724587814,33,48.00177084470146
e,77,88.64112832732604,86,55.64927736797286
e,33,53.08443606371762,61,80.53920105246381
v,100,62.51055516732008,12,29.26877348051503
i,57,70.33149544808325,97,90.52990944349771
b,13,31.172037797075347,98,94.29702419311276
s,5,26.15075267685252,11,77.73300740149416
m,13,93.76133396763437,100,87.89452852451417
b,10,13.92426179191567,0,29.516324014363892
b,13,64.13944996029413,59,48.84921566356702
w,20,40.69465586766554,23,59.40914441342312
a,58,43.74995281084316,52,22.455310265974614
l,39,32.069381222131014,32,76.4056385347854
w,100,57.51028926791737,97,78.09040129995171
k,79,75.41372506259003,19,62.016432405009944
a,42,10.489546055452625,42,54.253832746265985
q,5,49.76476770333079,53,4.635709871570359
y,31,49.95185939093516,86,15.186467855287422
s,77,20.383908133518524,92,40.31917757833416
f,56,50.323928297472264,78,44.582130660409305
j,98,6.717567870029228,29,18.802300097454882
e,27,58.54665338118765,4,32.107836353919325
q,99,10.914061646821406,28,13.92539676302379
y,66,82.66369563621112,9,43.17015201788309
l,18,59.57142926258293,14,49.203857171655486
x,72,32.354799033959594,51,36.65311062688074
t,78,40.939510775349,59,93.81394619947908
s,13,79.71937497541022,81,74.56417231991065
j,78,70.39728935356652,32,81.3593036161631
f,83,82.65586680668868,98,52.86604883521833
y,59,53.33694391916565,60,39.62183248591683
u,83,40.950527283027405,68,68.7548094934483
h,9,34.4557565251586,19,31.230539775989165
d,65,37.423503975597825,95,69.35093738287705
p,0,39.53478077719762,81,72.70318150262143
a,68,15.15049843822862,10,14.308206596094319
v,78,34.79254098988156,49,51.39643216480909
d,60,3.1579874333196423,65,89.78707262148612
h,20,14.873024526905976,18,47.471544448181746
x,12,15.064657130901749,6,12.030448396856542
f,3,45.289264976079814,27,41.388252104873025
j,22,18.38628589047495,69,91.41064838253267
g,10,97.73617829280211,6,28.630284885370607
u,40,69.54421903402853,4,90.09274260099349
f,83,7.555863612500868,42,92.42074217604603
g,21,9.15603791600821,54,46.875941766765614
k,50,16.660537107146734,62,11.787615180614864
q,88,44.356465107204215,6,57.16300049424993
z,29,48.998345826554534,30,45.0062425913506
i,64,6.235120237417613,90,64.60803524669215
v,80,32.89501725566488,12,83.01943896918321
a,65,87.56793162005029,65,36.073129966665526
p,94,84.07598103883794,56,80.44687183627236
d,34,41.21129696273707,24,24.720268798521428
t,90,73.95370094965948,86,63.3990542272756
c,28,18.926408406727337,52,44.47217928446171
k,97,58.476075798908745,84,82.18685561082904
h,0,44.110457083612474,16,33.888478171319626
w,95,77.46852489830127,49,68.7368697875724
a,54,82.00140895837356,8,60.23241779242983
p,29,80.75611377973426,10,58.512590321513315
z,99,47.28780600674411,16,46.2854700436753
k,96,90.50505025142162,44,56.19622576690975
w,33,42.69900283084422,66,27.006653491103528
a,66,39.03977327014234,94,30.076740340938592
j,24,15.090683274664219,79,58.41071357493933
s,71,33.04979720801305,70,6.254894136999134
q,57,82.01294745442341,21,96.03921971557186
k,48,42.69920349829802,29,10.25737556741948
c,82,41.172765491715936,4,49.51721672588939
e,41,64.65654141988088,79,43.139827578764276
f,40,6.636556715376452,10,71.5118611489821
n,70,46.08545564215688,48,42.452329592976454
y,49,36.68915671105244,17,86.27302268090577
k,2,1.1209385712672826,70,83.78261638813179
y,3,39.07466041657369,2,85.09420094544433
v,92,73.90857952829813,23,44.49947897652778
u,12,68.90378021686624,9,15.989262245655599
w,6,93.27236880535477,63,21.301591837723567
j,85,73.82627611105212,77,11.5572634841823
z,9,85.7602081063981,15,11.498078599129602
o,87,13.937082318357707,93,90.74182510603046
h,70,12.133604664046693,94,56.9907652722854
w,50,51.989593327751074,57,31.33548383277408
d,8,17.744002028483052,98,7.175070139620033
w,19,16.03494219862466,90,68.4372399103228
x,74,47.83313093768399,29,72.55753518073155
n,66,67.01443852647515,91,36.5990544320679
d,78,55.66414678117314,12,78.37498270755873
o,89,31.553447957630766,89,45.4570312013008
g,14,40.431631102937295,64,27.002932167940884
y,92,22.753946155574724,81,20.641317831951667
e,63,52.997111223722214,1,50.3042528351236
o,29,44.86494463143512,0,0.38476600014238915
c,98,93.85450498495908,50,65.21931668813309
g,6,51.81958171871647,53,32.368426751539204
k,22,3.7035967720536744,22,9.52979530040946
u,81,35.740298734115804,76,96.88819355960462
x,10,49.02240329510046,95,70.53773609233728
u,44,96.83260068215165,39,95.53106546566254
x,81,24.463476626841064,29,22.29097582376238
q,42,0.8292263177513859,39,37.38363053311089
z,25,97.75925472548941,24,45.27705401540268
s,41,74.83467355016818,26,54.136788320508124
j,44,89.00853499139177,53,30.543645689719444
c,17,25.524833799622936,75,86.56167479233989
x,13,89.87205877043198,9,32.918288088240345
e,20,85.56425428018707,22,79.62362564950395
p,64,37.926817414367385,78,28.977270791978015
g,80,97.37863587431865,21,30.234525087403764
y,73,18.878245457355746,76,22.139995142022208
q,31,25.68025476939405,15,75.37857201292158
m,53,12.47203585539265,76,45.7727770527577
l,55,93.51912408521014,79,96.6752615118768
u,94,26.17046638882715,94,19.682291877279788
u,5,89.67850866700273,8,96.10816588732635
s,97,59.38217012846305,9,76.49526217247306
i,71,14.01600895422408,11,3.264355048119638
s,84,71.05689931934941,74,1.1356671841601718
f,3,79.71742562013839,95,92.6680219461154
a,38,19.248270476362872,31,24.276976598043053
f,12,60.946858415686165,36,55.486842043693706
u,53,5.458798201992565,68,81.59354061164885
x,31,36.422102514303,52,81.31302267678792
g,18,77.53111619529352,35,81.44703029711063
c,94,71.30891523307511,80,64.52416196230627
c,17,48.6345680997861,93,22.20906772516974
z,92,23.884212138229177,9,60.28785548414227
l,1,75.7899289713822,91,39.668065891257584
j,50,37.5855210531299,81,53.351824317172124
d,96,91.4345380950509,50,60.9084622479032
m,86,27.3024640505931,100,29.347367613889475
h,29,50.725635905688904,40,45.12611591573101
o,27,2.0356274921702333,0,34.430918241151346
f,21,6.682313543914809,62,13.463090072666928
l,11,70.19130882514082,0,65.99616067291223
n,41,11.353489299806318,18,62.15879049215759
a,56,88.01005109532947,86,52.85337572949521
c,76,73.46793290853087,66,75.13177207824768
r,68,98.22849394850049,44,99.72349089954429
h,46,7.408779569791568,79,87.09858279329188
j,38,85.45918589605208,14,25.85154112753577
p,23,13.605368179947908,17,99.2002094329645
r,95,57.404704507052394,57,82.87549042127098
i,100,78.04558349070356,84,8.179084929706338
j,67,39.55018641749549,7,19.919170163692513
l,75,98.67581235119911,81,83.20378200092927
d,91,23.083552017395213,69,34.5156529613597
o,38,2.8449164120117,7,37.91925754531118
h,45,47.64356000442053,88,58.39376580166813
t,88,9.89421100621768,45,45.577223099764375
k,90,34.43810576645415,61,89.81332031823601
i,36,16.558380214176804,1,35.21636044932487
z,25,60.037081372830606,14,22.457066595935725
s,8,0.7425434094208372,74,28.460311358268065
q,44,63.632464592735225,29,0.6577831997570338
c,38,9.804541247669107,24,45.52151750784471
s,7,95.19653997217658,25,71.18425645476701
j,90,72.36206842607403,41,59.50654588966384
x,18,61.02383608648051,46,72.15267117664548
u,99,41.11350767959018,63,69.30039774692803
y,25,65.13747663151783,35,82.75416089361097
e,89,69.36023394723067,55,94.46093227478914
v,90,39.530108782465035,82,55.19329739143287
k,33,34.041955248528424,71,60.80419604223475
q,91,74.47373218210603,1,52.56817374315881
y,13,50.41416027980448,5,96.53773261694622
j,79,94.82797418005813,53,56.177453609152614
f,12,97.74607378849241,34,82.78610835402004
h,16,65.65184373806926,8,97.72475874445247
b,76,5.291445529181837,99,47.332718625995895
c,3,36.933542260119104,69,59.54345961253067
s,78,12.430998701127926,8,42.91925845154376
n,43,42.832523500014844,75,20.441824198773816
d,95,21.072191931477647,11,96.56182398671852
n,2,45.512065217986006,23,75.84115294616328
q,92,60.81329931208597,73,41.47566169583236
y,11,96.18985512317828,47,87.68324926067108
l,98,27.703499056392232,92,61.97642863443751
a,57,29.945733795452377,52,70.11166666509365
h,63,4.331516093331567,26,28.66525100961398
d,59,28.439088394217126,36,32.771568337105464
e,19,59.6759230476688,65,34.22576167284659
e,71,41.467268566482886,74,70.20914226160292
b,37,63.380534188549255,98,40.923285811422915
