F,B,Z,S,O
e,63,41.36507217200482,26,25.744844107988552
k,24,47.63279106813291,79,79.48068915849346
j,63,57.67712554631146,34,85.97058815401373
o,27,97.65291593732852,91,34.63593401687996
m,59,5.270854480336062,18,90.2141060661367
u,32,58.79263507378452,8,79.33659129915551
o,16,6.700294528236894,57,97.70335143708458
m,60,13.170278114687495,2,88.20359594386295
w,18,34.82084271355039,58,66.7499318665996
z,17,85.5841229955309,78,96.66067317935936
z,64,37.479124501241834,67,5.550303808046508
w,39,26.75870941795242,79,73.36966276185312
c,39,99.81057801711172,38,73.09607098118963
m,90,89.63683151304319,4,12.55034998863448
y,59,57.51136910929182,69,44.002693859190536
g,6,8.799414716018571,28,87.8397913443881
s,98,6.720788685278523,19,80.39758921975715
s,72,42.09770178996515,47,60.37814556888621
l,64,78.41362488827703,68,28.396816654100142
y,19,10.223979801479377,61,9.163912428414267
n,46,25.27403193709974,39,2.642398076374497
s,3,32.41897602806808,10,59.80440855868927
p,60,42.4452223389144,25,56.96241766219645
x,86,37.105313491029094,95,89.55381613376038
q,51,12.732280785910854,55,54.86539453464216
m,57,27.65714414830871,45,19.27216885543669
t,16,9.729969427458895,94,15.535316227254848
t,47,77.31203677630567,20,18.034722947774295
p,24,3.076511668812576,87,67.763325016126
w,60,58.897910099629335,55,59.59643001869077
s,96,93.7328049950328,70,2.6987514095024867
p,28,8.353366026410846,52,44.802445747949214
g,76,95.7609876225863,79,21.50793302461935
b,43,1.7089211383336078,89,55.68927995044602
k,23,85.99194210624917,100,13.161707716064463
x,47,27.807316027176842,94,17.413360512126097
b,97,47.963782385287914,2,98.09410778978949
e,67,61.18241723522496,32,14.898556825536268
f,19,96.12693967146684,88,88.69880500234025
p,6,93.38353802111163,72,0.008848721578902374
i,24,21.30977984670225,7,65.37455298481177
z,7,52.18864933230204,47,33.700082134235466
n,23,83.6723704446774,14,62.51470532033273
i,66,6.5931745842822576,16,86.00140179316737
y,31,58.99924183941294,23,25.48097663238239
j,18,48.031413706411286,45,60.637442815706635
b,90,74.48550417466852,57,98.96346591520884
y,82,7.671824826216156,90,13.826379140957435
n,60,27.798089348260756,8,38.727672315864005
t,35,9.400696087048077,70,32.63892140486614
a,89,86.87910919260364,99,92.7977546421047
u,24,41.27501417613112,61,75.896389866762
q,67,34.150229267785704,67,58.84244351570981
t,96,92.1497528388225,64,79.1659592338953
w,58,48.20240409105746,95,7.312500342856332
u,28,20.76729011457469,28,5.6188792175406395
v,62,26.088835605505057,47,16.470989672248393
m,35,63.02756747294931,71,1.2889866002676276
b,46,53.66703985027331,1,64.91710751172775
v,80,43.71606932662182,46,46.77440646662107
k,89,58.61859716993023,71,5.5387494295510376
c,30,98.57385405067748,51,50.29673966679141
p,7,50.882241280562155,87,11.875915255279178
e,43,10.424996515209738,13,43.23049751617616
j,87,40.91973443893554,4,61.84931635371501
v,13,50.06545948273381,76,58.32665379843077
g,18,31.546010344462594,71,77.92686665890717
t,56,89.16679523908127,35,75.12591418977549
k,15,20.37724375803226,3,93.6653265775953
j,92,51.26586891689565,61,51.919430111885156
b,76,49.09024100206134,2,21.96845227328852
f,65,92.495645064288,79,9.855085904280669
x,57,21.505638638581726,52,96.04092961371991
q,54,51.57470307963611,59,49.06466523296573
m,44,59.022396532988076,17,42.96462561641009
d,97,94.3083235785448,43,13.872007494393646
j,88,25.72769767042328,63,7.337659934467866
g,2,94.80669897796994,27,24.57991614424575
h,8,56.33814733954651,54,72.7232739850736
t,38,31.963406870266898,7,43.857787633682385
s,28,65.61008222332833,5,48.504197973529294
b,54,45.695302022310635,83,4.973211760297325
u,44,57.110748007140664,64,54.66426450009806
a,69,60.63947048417535,80,47.238954194964755
r,24,74.55838862215465,67,7.43647896783367
x,97,52.23327060827276,21,96.46118704840544
p,53,39.8434622233806,55,90.58637259114961
g,93,1.399373361508327,70,99.14130915086133
s,99,91.61445431854392,23,75.98026648322357
o,81,96.31990005599265,41,36.89173020064344
c,73,86.49082088419284,6,36.22170731809913
b,2,64.32736277878848,43,43.81336704663189
s,54,64.44985586316886,22,53.42799223752757
m,48,72.95127056696677,49,69.2295259329266
t,61,97.82814261317068,56,41.75874499887469
k,94,66.3649676130741,3,35.72920395592707
h,92,96.82649649412211,36,41.892431900353344
t,11,49.66274169035876,1,17.648591997166243
y,14,92.79670362389083,28,4.497996904375057
w,74,78.55111281290041,44,25.2525983815418
u,0,82.5530234755007,10,19.156747117029347
n,31,50.34186657394606,78,63.04690732852458
v,75,58.38998395976185,34,50.878586071228895
w,20,19.495140388339806,82,81.23273308637422
d,15,28.69592146038993,18,58.84470170766043
e,21,37.2886799794489,52,2.259281271519842
r,59,42.59557237709842,24,95.28138307489901
l,50,24.951432841173784,77,49.820044750051885
x,72,96.67373363499333,44,58.69167725652774
t,53,2.3144714240936892,42,36.94187649223911
o,93,94.1720786672956,10,51.7631806780361
f,37,41.3033807464953,0,54.6441132578259
d,80,97.14456225224306,11,91.28716434464296
y,90,4.549304759298522,93,89.61535869693543
h,90,39.886612054282864,22,13.965572829127847
d,15,77.0626033858554,18,66.74224772549869
y,84,48.023835310211346,87,82.66366910672129
p,91,35.13980811538519,0,46.73777479251026
e,24,89.2261265602444,5,63.97314455410298
y,70,9.13001673553958,65,31.013980121416207
x,23,44.694154011234545,85,85.5136590649219
g,4,88.34452804119908,42,57.47046036709966
r,93,40.20327647518578,94,92.89131015768874
l,8,48.90744798191942,42,56.859283515809864
t,31,10.359541962009445,100,7.2910472306396805
k,78,77.06237770940993,17,32.98294537765044
r,78,38.75747276307513,80,11.404739976313616
p,37,11.449261459074656,59,31.36160037222946
g,25,43.514174544709036,64,74.64669279788828
s,90,21.50288094642293,0,52.36598569108878
v,32,78.42267097527932,46,0.37663304578525736
c,65,22.034287945810803,43,18.38029800039732
m,31,58.327278789541296,49,11.925022560574162
d,74,25.419839924976984,4,24.19256105650781
d,61,48.72863646000669,73,41.15642286653407
q,94,72.2426114540866,92,80.58810136530813
m,57,36.49036629104424,10,48.11969318966492
f,35,47.72126495944392,54,33.479223908182135
w,78,59.38527784739519,37,67.73301771631056
x,29,16.854147292623377,7,94.99856769443915
u,2,19.84990977728178,98,56.71353607110192
q,91,20.713746563615043,26,73.93507297010144
n,59,83.39421449356082,58,5.224280635252199
c,84,19.916583091828088,27,63.04044584794123
i,8,62.91136255261471,71,72.6332348894329
l,7,67.07695702593318,31,0.4235270321426787
q,29,73.91882894885275,18,33.49686029476076
h,78,21.66687228598271,37,86.96508819765151
o,92,95.22106096262203,58,42.467112557756145
o,32,98.54065799409209,69,6.226463137694671
t,2,85.0140947503197,35,69.86046787236295
b,66,4.500144317235377,78,40.56224469286565
q,73,51.38959865237119,75,75.4058354889922
s,36,15.95145531393859,13,94.70679817028163
q,72,23.923472441698557,11,56.127979320625656
d,40,30.82222631384367,20,67.32954561382383
c,68,26.63125958750374,12,13.756872260790376
b,99,1.6846902847798106,58,18.259548407785097
h,35,53.184876429621944,41,25.50880238521962
w,71,3.792253382266886,88,44.736612315594684
n,96,31.469266113483506,26,53.95093934539297
h,17,77.18967987567198,21,34.249265042852294
u,97,46.9656341508081,95,54.657117572857274
s,90,15.51164572614232,71,66.10548686970724
y,95,19.79233761445257,54,78.37282845754207
c,96,40.18548653873529,78,3.796712290177684
j,8,25.177751231978384,34,23.394107256813136
q,92,44.13765109499411,48,96.63953284037015
e,88,69.15182905714184,82,92.34146838983246
f,55,88.97868158241762,57,40.80175386523034
o,5,87.61074113300434,97,61.42814719814059
g,98,34.80891369832734,84,35.901254147548755
s,83,53.0512653864611,51,59.75747926518431
f,79,26.25831549010158,87,58.616235500392264
d,31,10.48488923870643,52,44.49466681404019
k,48,19.078581989149324,10,8.648102948162794
p,96,86.91716509989052,44,51.39955808894348
k,14,56.141905362864854,18,96.32960753124891
i,35,64.09757856639607,69,53.3383326554486
g,81,18.555989882078492,58,79.74852090358708
k,28,60.27359250942015,48,77.0646231267061
q,18,42.682918039348515,62,63.32513463145787
d,51,39.50199269312261,20,42.58453943164545
w,6,27.443251199412632,47,0.13845084931324303
j,33,16.52718293576977,95,84.34723231358758
x,16,94.11881417277584,90,46.84463215268651
b,59,44.92406231763061,96,31.50622386040275
k,43,24.89285229323248,33,7.998251662117484
o,30,57.666360332302894,8,28.078303170994012
x,51,76.07772615048269,32,95.6543497185711
c,73,22.124192019506673,34,55.88712053878916
g,25,83.78623358960394,36,23.041886708879854
o,62,9.217627254904448,5,67.36304923420441
p,62,7.998123869339913,38,7.901959849693984
c,29,26.587766694925406,12,99.83360316019578
i,33,44.041734648002816,21,4.685892057791518
q,3,24.33327077286307,18,77.61463126854765
z,82,68.948921563844,17,97.35595903205896
k,82,78.44852766824849,66,92.47142891856235
x,48,94.09915930949862,97,91.07807755995381
d,98,90.25426354768426,87,64.45735416295544
i,80,64.52502226954243,15,0.5712539759160307
m,23,35.42888616844231,23,15.47436369905293
o,80,16.924911197898286,82,97.92574975274412
v,98,67.19040648954395,11,10.456296013114885
z,93,9.473806131387342,17,41.878448043824115
v,50,68.83524392301507,70,61.7872621743766
h,46,70.89068190332938,99,77.74223304293956
c,80,63.806967723954834,7,75.80625606528383
q,7,13.965799530692136,64,22.517447051603877
f,78,7.020030167173297,15,53.60394197911269
u,2,30.039950844511797,75,10.749506156304811
z,42,34.738065771834,41,18.32820880244732
h,63,79.86289472813417,45,9.772035128168277
g,32,52.20531545711653,54,78.3606643144011
g,10,37.17479720264978,61,4.410277864882395
g,68,80.28830746486759,6,82.57927126277399
k,36,63.87419884986721,69,53.664378902234745
h,60,23.336522113805113,84,87.14170143674586
e,70,43.52757532276216,66,18.098578710543055
o,99,23.08029719303166,56,10.817398008910706
j,86,27.84374256468243,71,79.02716928731616
l,43,85.23109269375647,40,30.59016396071189
q,91,57.70153604988568,11,1.4029553776847559
j,76,93.80472575811743,60,8.014936112485893
y,32,7.699609871716174,87,82.39497176223024
s,53,42.793621048557064,74,52.151075949145564
x,92,35.213846276486436,30,56.1283210755701
x,30,84.0424718689425,88,2.895320572015536
i,88,41.04802422645526,11,66.31779003351537
q,42,36.44874746875638,19,65.86431425493174
q,71,48.459696632274465,40,41.917696634441135
f,36,66.60947077858957,73,11.28277359698373
k,71,6.46366284671307,60,0.5222234172737705
t,13,54.67523385255972,6,19.954970866831435
l,27,11.104413484234577,0,71.80543887077337
w,48,43.76168403715338,91,54.28099778201623
o,62,98.15649298948479,59,30.106536929488126
t,22,20.411040561785533,61,1.2690727945687152
p,80,13.622129681488449,20,49.87459337768818
e,54,56.70291194008967,85,33.59052876171225
m,96,61.6552285529538,26,98.87113117511872
j,40,71.27418957110547,19,19.60794774424758
g,99,69.95768000564969,34,33.43300133246323
f,80,10.687281662876934,72,58.032562607584225
h,40,12.081016019030288,88,91.23806125288596
h,31,74.44738730433164,84,82.89211906552374
o,36,96.14298618472755,2,95.05044481650835
j,61,49.936880537987314,5,3.2507018366998985
e,19,66.41089276270866,89,50.56474766875707
h,7,39.83857913936316,92,72.85769831278078
u,92,37.44623369913336,41,66.65584763559973
r,10,0.15876558974643462,71,68.334034223229
m,84,60.19437027487958,86,7.182612265018529
v,95,36.27116664159552,18,22.36534567881472
j,92,48.17831867584479,14,88.59230657169148
i,76,65.33265305597911,55,16.528937964014524
x,33,74.42631952728466,0,59.56270706231438
p,94,63.49643002831049,31,68.04861532697576
e,1,54.39167303012199,87,74.27199767788215
w,60,61.33729312518658,65,6.298472495388474
l,83,61.35089058659303,12,27.107986051599354
d,94,52.68673406018123,12,97.41387118541878
r,46,42.16356572723694,67,42.831996448014586
u,69,57.31838474231692,37,94.13583191854828
s,65,34.0258871278055,54,9.37720871902662
n,86,50.007832379729436,49,46.978549029395275
v,76,4.221481930239312,43,81.72864974857758
l,47,94.38511780933929,49,80.24346505422552
m,57,32.61514497695844,95,52.16958428494933
o,77,13.329753186878202,55,36.73952768026226
c,95,21.622280683155314,71,90.20190740099055
c,57,25.88293060664447,65,64.34675522085263
b,6,6.663521413229301,65,32.39720690430822
x,27,8.15411787464566,53,7.095303442594547
s,59,90.14838459707187,71,86.93576923382605
l,62,84.08865866009229,22,5.171442961318384
w,14,12.635676418686902,45,11.430232394552942
b,94,79.55613374419111,27,12.77939091003616
u,24,89.13050948481911,21,8.23036998070541
w,13,70.47676071037425,57,6.070070220404078
d,77,72.55359566932493,93,44.94800668430712
s,92,13.747478472210151,9,8.691686717184698
b,60,36.07592611724968,87,45.0970682674133
i,5,1.7315833661636804,72,85.01625949766711
n,32,87.81935871353916,94,89.66616852150248
x,46,98.79811002945715,29,36.951712110092394
l,78,20.46297151712476,51,9.437787579940204
w,29,61.729269912580556,30,11.560119729135332
o,74,37.26424317002876,8,30.019226330715565
p,58,61.77381236391002,28,61.62991834702499
n,63,59.025641145148875,5,85.46082560191903
k,9,80.01857465633616,94,98.61567424158751
f,60,53.234541956491434,18,92.33419310037738
y,6,47.2764797316237,77,48.67112875140528
s,8,15.46852773088373,39,52.35645267231068
m,20,27.46629121597801,25,30.34391623165703
v,46,76.00421132806193,65,52.922409354358265
x,100,45.37699815036754,6,23.33999239159755
d,77,97.45850930541738,30,4.411975102862787
d,20,5.511894662421701,20,11.658399054571456
j,76,54.084918694674236,35,86.58855448935945
f,92,87.11798942211402,35,24.430204475855234
v,63,27.48937295142724,48,72.33105298519175
i,24,32.187450683882204,19,40.409155272254374
d,47,91.70490142545702,10,75.02071704244973
t,22,0.0701424926577876,6,28.897548020702835
p,38,31.242942335626832,33,54.068108749264475
d,84,94.96130778366584,61,17.72843979856502
w,66,90.27860709771886,98,48.18881143497361
a,92,80.621184144103,99,82.3777747048153
u,42,88.55115953648928,35,82.47903766788141
g,25,51.73765514037343,89,82.12706610558712
l,51,34.21879214716284,71,38.90780598391868
h,27,88.5572089277798,89,81.14682784051661
n,81,21.82491017216591,34,2.91385497890011
f,59,48.56492428660385,86,29.970167735466934
p,56,70.6247110421841,65,7.071618879845709
h,65,85.21974756365553,13,56.48249053507725
c,97,47.87187983061032,86,55.984950619282415
z,52,86.990802952886,22,14.840231025081108
j,22,80.72188950766419,59,45.73884557046411
r,95,99.30471425598584,51,32.682936864712886
h,25,90.49754318842076,2,20.954917153847486
k,1,91.06606234750839,52,96.2592706167588
s,23,91.28086646038031,8,20.224924357791586
y,50,64.92720413744809,38,41.15009053675131
l,13,75.43665529569617,7,78.22152429659735
w,62,69.7964085028093,96,59.328655201585626
e,55,73.01980320745788,72,1.4653875357269697
k,65,41.90800964659924,69,14.87598314638976
o,86,94.19109631500181,33,62.798581995064936
f,89,38.91988803240201,81,15.775138505013064
b,28,79.43125533079147,98,17.036380635923663
j,63,35.43122683266296,51,75.93233833303312
u,54,40.73239010795267,41,87.10699806458648
h,95,24.095306581022513,35,29.60540067223737
l,50,52.73747091340476,77,29.148212574716716
v,56,58.12048659164287,81,82.16543993887912
n,9,1.8762126246465782,60,55.905752097072934
u,12,42.574328569976075,57,9.216596621519068
n,22,46.6483023365735,62,63.915279336543875
c,100,39.1731844871831,69,9.595345569123214
x,57,5.279471264483371,19,24.069683579741508
s,31,15.41726227530601,7,26.730042976559055
j,68,17.817457140897186,65,3.135763734903363
k,90,59.97559906339852,34,32.4891834338908
r,38,56.60401405986265,16,26.97936471930873
f,13,78.76237303364223,8,51.791725168974935
m,1,50.3672469269332,64,24.909133196608035
n,70,4.333621814620614,87,83.21474862877068
c,5,82.07405266749367,84,3.0568340206556743
r,78,58.735593179799075,27,12.675861540373901
j,58,10.818837748065867,18,83.65551344636991
i,25,97.77776820852914,62,26.440989879072507
c,85,30.631409324966473,38,2.7484155269246524
m,31,37.30213894009798,13,29.585392684958922
e,9,49.66464267699304,54,82.38557414239985
o,70,87.0133074818265,82,86.0473181355738
r,98,7.060047182233298,60,26.91815810469992
r,25,53.50906421112701,38,58.4955105921687
a,20,31.128685504165933,13,35.39302559980303
a,79,2.76452601046987,92,77.24084982217306
k,40,82.2949530699792,60,39.279563848711184
n,78,55.333867591678775,82,42.3306429787645
c,41,19.10174748788498,97,12.858301199839929
i,32,91.48897063711429,42,92.33097475624976
i,12,1.5711453496856542,85,66.02275972112866
m,33,0.01949841857926682,68,79.82053040417212
s,68,46.982296163987215,53,73.23660697117013
l,5,54.898918584260294,4,40.856250884619215
d,73,6.317777189976037,73,55.59351799055208
v,89,66.15736080890495,47,9.483115150696031
w,45,3.82906197538474,95,91.13905010275633
o,86,3.2301157745104114,32,6.664761542776565
r,87,36.09841706347685,13,24.614956296044078
n,89,65.24905300459484,90,87.0932751288639
s,79,0.07291503609034855,40,43.698802774277254
j,25,78.008920555535,36,67.99844434849604
i,3,76.02636965063671,1,95.43948835977338
r,54,58.08250731841388,97,11.884328228835184
s,68,6.0348570010294145,34,5.981279888630087
s,14,23.85436935929589,38,62.50556084888635
g,85,11.253891107146586,25,66.08201379612578
w,38,51.859801813808026,54,14.124787587202603
b,35,78.69747544964525,92,25.66706919172086
q,27,58.27779676613785,41,28.79038341982414
w,0,95.72093542287378,75,24.876540589678797
g,31,92.26113280400304,92,72.87383775850171
v,71,60.645236613491896,61,82.9352843289872
s,71,69.03807749675506,12,82.28172431031307
n,19,81.74666104139288,45,92.98042402815145
k,90,93.52906786272098,35,76.5252615870132
r,87,84.44053304239051,65,16.5036831286533
b,81,80.20427722625217,16,63.35887214416942
n,66,80.46018266346607,63,98.41101315773054
i,66,85.75779230066829,95,39.582943929391355
h,27,65.09876795508481,81,33.53110533868878
p,69,6.254039094765518,36,22.869712488408457
n,75,59.624228865497244,14,22.841160642584434
u,49,98.00428690657712,33,33.053012159232665
k,75,25.646085504073092,69,20.810985674341854
y,37,33.70867556445541,3,15.140364030220677
k,83,39.751477073443084,60,84.2759107448964
w,49,53.681085296610696,94,26.126164616872305
o,8,27.226328930700028,17,57.9349899337802
b,52,7.4325496777013615,90,11.8467101135473
p,63,26.386011114591224,95,27.44849149217694
i,39,88.8898534293121,27,59.72020881065354
g,36,64.85229041465321,34,8.060191178016396
g,58,33.25957283442098,0,65.3551984062059
e,48,60.69647528827284,91,0.45279563616970053
l,99,69.87895129701288,92,22.977708610162185
p,43,15.229170185627561,95,28.547038493179542
w,86,86.86230247464425,72,75.9091372021461
l,23,21.018060156378272,75,93.55162653207132
f,56,60.28025130746878,100,81.5713395952285
d,32,67.44944484494651,66,48.88443262389072
u,5,68.08192758378631,36,59.2158595660271
y,89,64.71021732619357,80,75.82385776865256
j,53,42.5660124211783,80,52.772797989262386
p,6,42.742314935228755,41,62.747203882892485
b,61,23.9600481039543,74,71.7406538781229
h,21,39.23454373025638,93,84.76918677468109
y,100,30.810680382675425,87,96.42733668553069
p,88,29.07200640073121,77,44.82915765543676
f,40,94.181871194074,92,20.63296875339433
k,26,83.70873488392594,92,66.1329154147745
s,19,11.140239238768658,85,21.212084576980793
o,56,67.52545039661292,80,3.5054526072208048
z,31,52.951171829307434,98,79.12403084881431
q,71,0.999258496820099,41,16.506060097445452
c,26,21.020969764039844,88,95.47428692500156
c,66,59.96840694037605,1,14.112021905871075
a,50,28.070583451038054,66,12.644185534748454
j,52,69.46862871573124,40,16.758029661497385
j,8,67.65110779615907,33,80.57876712437093
f,41,56.55776226838923,72,20.963621791385812
b,3,11.696578248882517,20,76.86663432313043
c,22,30.24175372592707,96,48.253358457080374
o,92,69.33303871340573,49,67.48862884060621
l,80,76.6048723537587,43,74.34933267329814
k,65,88.28911916767885,10,94.71227091749448
l,31,29.463034058838577,61,69.40983321155842
s,59,97.7808403792098,20,32.90464235452893
z,11,75.9963766908152,61,3.170903285561355
o,89,90.16256621979754,97,64.31585406580174
c,30,49.56512475793856,20,89.38437985580178
h,18,85.991698610315,26,79.52825810967306
w,96,93.72875058329684,27,78.62835427013687
r,69,39.41397416987371,87,52.06206261621533
h,37,54.88282388993705,79,20.269416581896838
v,60,12.380466949668778,7,31.205031499176517
d,86,40.78802472942503,92,95.23768411872794
m,33,77.95615921878803,46,53.99177225975317
j,93,13.348144152164354,15,64.10208836862196
v,8,33.69964677780565,84,52.46720750437602
n,79,87.13541972117135,85,81.31559509791863
o,76,42.334111071671686,14,84.73043367966969
t,58,0.6076635433122091,64,97.44693793704401
n,64,52.78621975705759,42,37.836577360993715
j,100,66.96862804469755,27,56.36819996287197
z,4,74.9062803007209,11,67.49205561722117
s,31,42.92528685498872,2,92.38193262077647
t,12,23.964857118066263,98,14.270234349416622
b,45,94.62666398269137,47,98.80693552487676
f,61,80.33626893739049,90,14.273273555519916
c,33,11.423205291158201,67,20.56734334610093
p,24,31.711630393453515,86,3.2369363578425125
s,82,27.6784909300685,12,76.6511025822284
m,76,77.56808758877752,42,92.30726681096237
f,18,98.03022060324902,33,11.402515600982245
z,89,18.425393937821,68,87.92265046988061
j,30,50.52649997489198,65,71.65403974924457
d,27,54.62401428811773,81,30.278496124062915
m,67,31.078205766352518,38,83.39679679036142
m,41,31.08645301304915,68,99.68130708016962
e,49,21.418387132241122,92,32.85857908412877
p,3,42.93378072262103,80,33.893727518721896
n,0,35.236569050910575,73,46.08459030866351
q,73,0.2726224095735974,13,33.28680004203007
o,86,78.13693109489142,94,41.58058189858743
r,93,88.81590926671434,88,93.43876789547397
f,74,82.85548367054855,67,22.562667797058477
p,61,99.74279663333617,45,72.23854039178727
z,45,76.2764533445097,38,94.14041904482688
l,24,22.98709351361119,41,39.69327683772625
e,27,86.33820588289245,3,59.43141074149543
b,32,89.67743040031829,6,30.95050384686765
f,46,54.521784577187006,67,33.38074297628664
v,52,79.07812375888213,64,3.766787528550153
x,55,39.692013152080406,76,65.99701898887396
l,61,82.38580650947549,75,83.54136430994916
d,67,99.8116726632152,44,52.23184033876793
e,24,20.739607331878318,30,21.252118473025227
p,41,82.49247423693372,25,0.11988248923735512
z,44,34.840698779499846,28,53.26491829088623
v,79,17.424870225113274,80,84.05517985591895
f,6,83.49404188478306,48,22.01862772519312
t,79,61.38130726528582,36,51.39915932883542
s,91,25.09097998859807,91,84.96640498030644
l,12,94.95415555210768,46,82.61686323061275
k,17,81.88928087083124,67,62.090217558016846
q,11,65.5990228719825,20,51.18435899422465
w,52,71.20925799552602,56,2.9198566770044843
x,26,64.57010739915879,0,39.10034817643692
q,16,6.911930969934832,47,25.095701587207174
y,69,75.62057880101254,6,79.69750182181106
n,83,60.19636699369302,39,97.37223466493448
c,31,20.976222294090686,19,6.169335527815467
c,22,83.4575319393902,63,38.2929540356503
b,80,5.649550469400488,76,95.33021136704801
p,43,51.634867239146985,48,86.15819575136382
f,89,26.96341252817296,45,12.95279758668566
n,61,70.2157819554142,64,93.35220183086209
g,42,97.2518894927812,50,88.80425919687764
q,67,73.74017862947505,22,60.639086398190635
a,65,77.14761837125887,79,9.635939252952452
d,48,34.61937608021343,79,17.823241757200325
b,65,91.70589976170798,69,29.426519481667203
q,0,13.852842702008717,55,21.32628093587272
c,34,56.35836146927481,52,97.30316286773383
w,65,18.669909133858475,26,61.77337937668772
n,63,99.56512532448889,10,78.1522472788666
b,81,42.647358182041806,46,92.67208912186317
b,6,45.7311208920572,78,54.101425694715985
i,6,8.924541667957108,24,33.92982661649621
d,58,68.56932239373972,32,82.03730490185946
y,88,51.37288074932752,47,50.97405099818655
t,49,92.54008652302265,29,68.68763045192934
a,28,60.22541680701714,58,8.754442579294675
e,98,23.000314843620284,1,19.178624946212086
j,59,62.35445129258393,37,40.8527019691276
k,36,81.37969897051991,85,78.43130909965289
p,52,69.51456940087982,2,64.69110785983578
c,81,69.08278534213376,73,61.170508054816295
b,98,95.87429427970346,91,68.67789325533836
d,49,98.64599815915862,83,11.905536872069444
m,28,93.34035418924206,21,87.30617912923323
w,91,28.8248575408003,94,4.207346515899701
p,87,85.9528468021749,4,2.9219369631848457
o,46,34.98467259571984,45,63.83317737936517
l,13,14.647141817598342,34,19.968193507475483
i,74,67.41348754995965,82,55.231928156620555
k,79,33.46556254808005,42,46.46138440360914
s,73,9.038454987522282,68,39.97979361823987
w,57,49.75904365741136,36,29.508030794339902
g,58,82.67638309845917,19,19.53459595400595
l,13,78.46180262999853,63,42.50617506853479
z,82,8.614567412322305,69,39.335309997345604
q,46,41.33117015126447,59,2.12156284788656
i,78,10.015104629957571,23,94.89516574621264
h,94,37.20362859681758,5,89.77583113566648
h,77,18.90776763432789,31,36.63984436687878
n,13,76.4655644057569,58,53.93449582268279
c,40,40.6462386353403,79,48.34502022594778
c,46,39.937268822462,66,19.14846963377117
w,7,43.988996205719246,45,92.73923092466282
w,39,36.033175553923215,82,10.85166800283618
q,29,70.49984830875427,82,3.4985631879020818
a,72,6.790618537051374,91,82.4799258342058
q,7,18.347706191814773,29,23.344123705288833
m,100,59.23946582320415,40,13.854584393171997
x,69,47.23875548706924,20,73.56969967535474
j,75,10.454125883650134,73,2.602358546310224
l,40,66.10543969382348,37,91.99199112002482
p,29,3.678150019308779,33,60.99631801797951
i,56,1.8533360146489097,42,43.25477270262037
k,97,88.79697677750232,91,63.02475787657783
e,49,69.98306688006149,69,53.24954619690877
t,67,71.5998467309862,61,45.60991087742444
q,8,44.452878806246545,78,18.36571610916068
l,84,61.35910684283679,17,95.60636512610246
i,65,42.86792079469285,3,65.50480082836462
a,22,4.212038243391236,94,33.76948128354107
i,71,88.00887727894073,1,28.985109454402934
k,61,87.41691189227281,25,80.01540032435328
b,26,39.786268930169165,81,4.730782449688197
g,29,56.424182945857915,59,65.58613745388685
j,75,64.9616530544147,10,56.75607709056717
a,99,3.4469969406983436,100,29.852699617974576
a,32,84.1347004538127,67,49.89003548178048
z,54,76.65813382636945,63,8.430771744559262
p,32,52.32414972778484,84,54.2280610515182
o,33,83.95782427953682,60,71.09306348117808
r,37,24.627342259445463,71,46.91923443797562
b,82,92.44803254620508,76,82.34147190088578
a,64,5.747256898312658,54,69.94887444145878
r,32,0.6744210995099142,53,80.40608420345285
n,43,99.43130626914643,12,98.7116627649548
x,38,59.963331919065354,13,61.89693659332791
m,4,86.33226626080098,64,52.13352941372577
w,61,99.26866568203539,6,40.68141313620187
r,8,15.143581445957487,97,16.716535647097363
g,57,65.08307373264516,14,99.60377219566271
s,3,43.63626802341267,18,37.7364177656213
a,59,21.197310731287377,71,67.92395770612164
x,56,11.096938886687635,29,39.25964490553816
f,9,84.54493045336238,3,96.33326944859678
u,72,3.827349329918628,18,37.174663281982276
p,47,96.41161042487879,5,68.2509813845346
e,22,44.22619526418499,33,4.619014180922598
j,15,33.03118384922641,39,96.67465765315288
j,51,27.580181734044785,49,98.93394965782667
p,41,67.457643200683,80,23.892898066155343
r,77,82.28740285448495,3,88.71759054476236
q,87,90.04028518561802,30,6.6201808492361796
k,87,85.69670488903346,34,41.23897887468413
s,38,20.235299714000774,26,19.1274407548662
o,85,92.59317627544864,75,46.00927198782555
w,35,64.55504414763074,68,36.968834965308176
t,26,0.0787524704936371,60,12.354992803329301
f,82,24.128494512498154,68,43.44617300898575
d,31,76.13388773713514,12,11.27411813785809
d,74,45.09112876653719,67,11.136036551863427
h,89,58.57365832445177,30,68.94111409760937
z,88,29.397608795567752,81,42.940694474884666
f,62,63.502490674592885,94,60.723195899797645
n,33,80.80413401364878,31,15.142718671651888
v,84,92.03315970104995,30,65.05774325171411
u,6,68.61084768514274,16,12.700430373900806
p,8,66.08677501113095,79,73.06201406493867
n,1,13.187247935922542,21,85.508790597831
s,13,94.92500214778906,31,6.934278168900043
r,91,0.7070313292718899,1,58.51062128580876
s,57,94.13652933067532,35,27.124919329216702
a,43,1.6122967416489664,60,79.22085718062787
g,63,72.5851180181852,97,81.8946287177506
b,52,41.97606887837632,14,61.955882631712036
a,56,7.550822074948171,74,66.30288618639906
j,99,45.28575388533127,96,67.86468497483308
p,39,20.79692631843336,41,50.600027320054664
i,29,2.4193315502451185,65,6.070488967569265
h,4,21.15004980597949,47,29.072602139406467
