P,L,Q,X,O
y,42,75.79814964845235,22,73.42635336169646
w,35,62.46220497234836,80,19.751853646232178
j,68,8.903552670608617,88,96.55517068945346
m,26,14.042927946434759,60,44.78528003224096
t,16,58.3386964712365,62,0.5775927689933513
d,20,23.81803551875148,89,99.15439189871094
o,92,89.46925301472007,49,24.391407034136993
p,72,91.11551587751958,62,40.7144454749504
k,22,4.623688309039553,40,8.365328918466409
n,5,92.36461441766184,39,3.4234056877921804
e,61,15.401735298250852,15,57.894174545577926
q,10,97.65771448525572,2,72.21633078900757
k,13,7.003187975520808,7,54.7620548327511
n,28,51.83075475673894,67,43.86276929052778
z,85,40.790196688503286,49,23.36240437120778
c,44,46.25006225785825,86,29.781603818460866
f,19,80.2262384048661,95,47.95658695850828
m,48,40.611987594097464,56,49.86368535333507
i,96,64.68794580787439,100,38.66682663334531
w,65,0.1544703775748557,52,41.49775486178212
x,54,35.79673075794727,81,35.13969457513514
r,2,12.034695966208709,64,30.19613900799769
d,59,17.85494006297721,23,30.8083800050173
a,97,46.15461282741122,65,54.132050879420035
r,44,47.894644900838315,96,16.560257785084453
u,79,44.15016218918739,4,59.14415052385241
q,35,65.77340399170856,50,72.4057723257965
z,11,59.71345647134437,60,14.208699159950179
i,33,21.08859093396285,93,27.994265213115643
i,97,32.949616800887604,0,42.76730557524221
g,67,52.97199042037389,84,63.997466068286826
o,63,42.564617947718176,68,37.199976508474855
j,14,91.23450209027995,33,28.47892714149498
k,67,7.695061858647523,4,93.11419891043936
t,17,74.83265148880405,22,28.917508776853907
s,49,18.50703008728366,64,46.223714124991865
r,68,82.1673852862288,70,23.833499214013177
s,42,76.06810805631422,83,74.4199421806107
m,90,6.9981682105372585,88,53.87284944627698
l,1,90.83244281010737,34,97.14799099440039
s,30,13.948665581614517,6,69.6131775089873
b,82,92.25233188241879,39,23.26839794399015
k,25,51.81327507838353,94,37.98579377601429
c,66,72.85006473229596,75,64.91568062676936
u,32,25.97039447899515,3,31.573714542484012
l,12,86.20144079772696,67,50.22173657332938
t,9,49.844733023567436,25,40.205859241425955
c,79,56.736595752504414,13,60.292006497197924
w,64,53.851382276867845,59,30.56363735825114
k,26,37.1102191182186,1,51.669502402826076
v,80,35.24350962973797,16,5.790639698079259
k,12,82.94980890470117,85,65.89386104597175
v,60,27.934614954023107,35,8.778389919038599
u,0,80.13250621674635,9,6.9315285324404226
h,62,74.37943921323017,26,64.30631522172095
a,33,70.8019503408001,73,12.11792155963053
f,13,87.18578225512647,9,90.90055766139949
r,15,39.918387090263394,60,96.82125067410739
j,1,38.604208332061795,72,17.730465590204147
g,89,1.5318197012786694,67,24.085529184391106
t,24,57.16395997624083,21,80.84935789403632
c,14,24.830775004835647,75,17.411814251996294
q,45,44.881684747705904,31,51.8718041674015
d,72,19.86535279278717,46,32.24418676716709
v,61,3.345982487705934,18,73.3501577987083
r,36,84.5705176596818,30,62.33620764997927
h,64,81.49257481683027,0,82.84074319852
e,5,42.383864080441946,20,98.28478275130628
p,44,37.688401919946536,38,40.92075605870544
c,47,53.802322383177646,74,50.62580090475903
a,22,38.23006747812432,16,78.77117414436992
j,12,44.304088655180195,32,88.85446488875165
q,0,29.03274997806745,36,10.326795204152406
y,33,33.05072527661718,34,95.07177141665224
w,28,77.65720847329473,3,46.88044752548793
m,7,17.63614641752661,61,74.28759757127719
j,100,66.06490277286943,66,31.135448311843394
a,46,95.30675942267263,21,96.89899429605961
f,9,5.554097528886071,68,66.22089693295938
w,67,45.47722682075674,67,15.195388355208127
w,76,15.957961206433513,42,78.54027515500967
l,80,42.75530607173421,53,94.27416426254086
o,28,13.389495513122762,90,45.840546089671086
m,65,20.600173160227097,38,81.65628524586234
f,37,93.9692907908886,33,68.03252720678327
d,7,45.18495784324574,17,89.23078846835149
e,25,2.5148101667010536,10,16.88306571732725
c,77,99.32625133183079,58,88.42806515438451
b,7,98.26072455851715,27,6.996429489070854
q,14,11.438940218702587,60,46.012096523506784
v,18,2.6570732221664173,96,28.399839500240176
y,48,36.14733306224935,83,6.783323361862981
j,38,14.519448074152386,76,57.97383181021295
f,90,7.999391267531408,51,37.90866473573414
n,62,59.650999166904874,79,91.59523770704317
p,45,25.070090208897046,48,75.95346251000214
j,65,94.79837729003332,97,87.97551625064857
z,51,98.52413953178166,7,40.59921843286682
x,58,47.667928264773174,57,28.30828312221405
w,29,54.140277706357985,17,56.27482497657239
q,4,55.756500503150086,16,28.202513864315705
u,85,84.01777696621127,46,79.01317754640583
q,43,68.42002849502393,62,11.501720656618108
w,70,68.83820412634152,56,51.71087682292178
z,90,51.454685949555355,82,13.293402065053172
l,5,83.09938018895807,92,53.95383567270887
r,48,99.30459780847202,77,53.35651671982067
y,5,57.322137012916805,89,65.01093089794587
i,75,26.29891230540601,45,33.768907490411756
o,72,96.1508838197708,15,75.38238536831938
t,33,85.10297115235741,27,6.202523757667722
j,45,62.61626490004711,32,78.06603109385225
k,42,67.04156033227055,63,80.48953567430549
o,71,1.923956120988346,31,19.894150251381294
e,55,10.409831297146921,76,20.143979514580202
u,82,78.10609094645903,14,28.123752046646178
k,1,57.61621560118354,23,87.40463360865934
n,84,29.494647584050625,32,37.16777715406804
b,88,36.854042689453394,31,80.71799245824684
y,10,12.253344174765136,99,86.19212453038544
m,92,6.226519049538126,25,44.08329332004792
n,4,86.07845534088335,78,75.29774459855346
z,2,33.575477173358315,12,89.30018424215369
l,75,4.425759719656508,8,83.75588791391698
a,66,87.45081359995868,41,45.76416048911231
a,96,66.48439392341527,95,22.810557981709756
w,61,98.08726947868743,58,60.87046901211186
i,59,49.92665832599891,12,25.210520921262038
t,76,23.819712198856237,23,79.12370268021328
y,87,95.85936922547647,55,1.689138656703837
b,47,85.01786646650766,82,11.533645639738321
r,90,69.13178927247412,51,77.29816626405513
n,60,24.275832096562755,13,93.10575730205014
s,24,25.300329775789454,88,8.884976942752076
m,39,79.269101592634,32,70.90469110663983
a,37,42.885218214613886,26,53.273487724018786
g,73,22.308914624593978,83,54.59656156389963
e,95,36.87368739097735,83,5.498578651920383
i,81,62.43037203383276,13,53.262297227814614
y,41,80.52485104167711,50,8.246232669739994
z,83,74.69376315714926,53,38.454511914054
a,66,92.28057353575258,72,54.09719165482707
d,38,28.6811484209771,80,83.33714298267142
b,82,97.01062528185062,40,13.686670991459593
g,19,56.72680880612789,76,55.790334865875515
i,13,17.168122090795425,65,27.56045976348025
d,13,60.19369159231036,99,50.30822377885453
u,46,54.30716627274935,72,86.71065688612194
c,2,58.32383609787748,61,70.76961710132454
e,59,45.328577150473926,48,13.51243449340258
q,62,96.5352575856212,72,53.438433002684924
g,8,57.30050348753799,27,2.0757472984898606
h,99,72.1933636976086,7,90.04240442707543
n,50,82.8879649855907,54,90.96891415385709
o,55,12.337078236386489,12,76.20753842114237
f,26,39.54478607090284,31,79.37564853947552
k,79,25.093365021128257,63,28.76875753429401
b,65,52.957325564036815,39,33.97990885771246
z,40,78.19346711015913,57,96.89010114572558
p,99,56.085974152479615,95,59.473873577745884
j,81,22.120799496505228,61,49.73213996715054
k,82,70.63680597480922,91,17.216837483136892
u,30,46.12643505978979,46,93.87115276656534
a,29,45.56759958521904,28,43.302014529838296
q,63,30.647724630411044,97,62.02269565650084
b,0,99.95719822949053,59,46.98990602254335
j,41,8.318426239959875,81,98.4535932908153
n,49,15.349681043223617,97,78.6078565568315
n,7,28.194875767079118,12,56.859904230187496
i,79,20.99022507744539,40,79.17956397011112
v,85,81.96568404311901,3,31.322589435334645
f,9,45.59480388845728,97,96.8927490298301
k,74,92.64908229656662,72,73.36219207244737
j,96,41.185270714301694,24,90.5787138298461
z,27,77.80863298356782,86,87.29835344336327
e,61,38.5451179619253,71,61.98016513349257
i,32,17.25762885802783,72,43.17952404501
b,25,34.41208001398229,21,3.840145500750325
f,16,28.620964711871622,95,85.47295877888348
s,16,98.25895160175115,86,0.012988555344928265
s,62,89.2803417889981,0,33.64513951750986
y,85,62.78166984897485,84,70.39077946284458
f,91,95.26043702032241,46,28.840589171189524
t,55,53.35397692487112,17,52.58384090348203
n,82,54.66058516064001,51,74.5071638872616
i,29,30.60303352414432,33,57.73096971912145
s,93,32.05020435521831,70,74.25736770221474
j,26,33.28369760531075,6,93.67775152955264
y,69,84.47631660199728,25,25.734615767049274
w,91,31.986944041739918,58,45.976405508321314
j,42,61.381487268792135,80,89.09055705808498
b,93,68.16458000391847,78,21.129748244459567
r,61,44.78773343907261,2,52.81566937912958
a,13,78.36768354124497,65,71.98513567850385
d,66,83.49997405283342,69,66.7466859499606
y,45,87.49614164773512,64,35.4587379396591
m,10,29.23212229423189,60,83.47999214330603
o,41,88.61285878504782,0,20.686171871491233
w,17,59.308671759169165,97,90.24773632137298
x,12,79.69456538788575,17,59.97471453057345
g,0,87.81739781272236,46,81.2355630611328
p,62,61.74928602674499,21,43.99313761053531
l,49,4.778789938646133,3,34.88417580263611
k,76,64.71969216185026,39,19.18169319772314
w,93,11.00052704531742,58,10.869217022314082
v,56,31.36814985726645,82,33.07460794542898
m,25,71.72757026838518,18,34.187564073671794
a,62,50.404829311685575,73,31.611112771257886
q,38,2.7826038130455033,41,64.38713776548559
l,25,48.906741702179836,46,89.6570581161377
n,94,54.37662783563319,60,97.23531310171326
p,26,99.60407028728457,45,39.57066702188874
v,39,7.726852421992724,69,36.523181038860166
f,68,74.1714784161038,15,85.6097905191444
w,92,40.98866356566884,58,73.3309897294799
x,74,19.186750168625387,60,36.20550991767312
c,65,1.8920421912751118,92,53.15625530804452
h,89,41.08435356466824,14,12.4858141592593
c,18,8.559412909086817,56,64.0883444672701
x,79,53.55708852644593,71,6.636212693637966
o,40,39.264953497531906,16,39.12953935900565
v,79,46.039819426906995,37,5.263001313489724
y,73,94.20202869504188,23,86.68364528942098
r,61,81.07242829767746,17,25.698060412544088
f,11,41.73089731467753,98,99.35391689411162
m,62,8.33512777183718,47,68.40259497841727
b,4,95.58991341813112,22,23.459214809419294
i,5,82.37061253882368,81,0.7124054751525999
t,88,84.0565636324945,44,50.510255170274434
r,78,5.760888198884495,16,44.41067594638183
f,31,28.350155924984023,84,49.260466368780854
m,25,8.987781465314182,21,58.92874606838283
j,12,27.941596172483397,26,62.08107554813556
i,97,8.790123152062112,51,64.93108111368494
y,69,68.74301292354254,36,76.71127244323607
l,29,34.923683653482776,60,10.62122360300054
q,37,45.95365693810158,17,32.23002965598276
s,47,23.02726181384053,28,6.777799642109283
z,63,44.236342337226944,77,52.02498403515283
a,74,92.2400757686766,29,81.11644934471572
e,77,33.74279483204037,72,29.45361958979231
h,90,12.602614574186399,35,9.421363821753015
n,54,5.822263769110869,50,55.620202790609326
p,89,48.72418131161365,90,99.67727977862714
l,67,50.46461988028766,92,85.64221055686426
u,57,87.00009094987622,20,28.972140500059783
u,40,28.605038756252977,41,88.40679550052606
w,40,4.397107293489633,58,82.39159576882035
l,6,11.202632654124189,87,29.18926432603851
c,10,20.884105529814224,86,77.93909173735337
m,2,19.414633221925715,77,28.463677057355184
p,80,42.390147414616116,10,92.6462000586026
b,83,82.55012861808633,34,3.0653405459357574
v,14,96.5812735379738,91,86.71828817107267
r,80,15.913499879095127,85,42.09407801783034
l,93,49.440032231245034,81,38.24794075293608
d,71,38.06073020889929,52,42.106830053371304
j,40,52.584400078310246,72,31.935589933201214
k,0,74.74065174387732,12,28.565582905286746
r,64,63.13798424432102,6,52.52583054690449
n,99,58.97564313522181,5,69.67765766919914
j,99,91.96933871328771,55,34.11836242769911
r,100,85.50631812450231,8,73.20811733700597
s,85,96.12573354874846,76,91.80130822152786
r,37,39.575987628895014,27,27.598903273764353
g,52,4.99452844240823,33,98.36239670775242
l,68,65.16139728033933,78,4.898694990845143
p,2,3.9848100747262416,89,75.48793143867144
t,86,83.17709332673579,81,90.37306310378253
i,100,5.506489061533559,82,25.167120596275883
s,51,69.98431004617055,21,1.5475171166422275
v,19,26.509705044798583,59,86.88312022229502
i,47,70.0854148561896,38,65.59428203996316
i,23,59.763021599638876,92,80.13294596030502
d,71,9.712522741774931,38,27.029540721868372
w,14,92.2560795056024,70,76.6970212926137
q,15,14.02163822645026,28,97.8055068192931
s,50,55.051664470016156,52,23.90127746608669
q,66,73.51835009068147,25,48.83113103764164
u,69,50.65453951116837,93,54.09947316016701
f,38,19.501455509530864,64,18.350843408615113
s,61,66.82428009179276,62,93.98733795090985
v,37,9.895126037986824,89,89.06841433000956
o,33,64.42160550425277,18,36.259117059233304
c,59,92.91332043621703,23,6.32503907510662
d,11,52.87924461895253,12,94.62982120043463
g,49,23.457065870362126,96,7.4393134680215915
v,57,96.15380295244779,71,65.02406309327377
q,45,47.40605789454266,5,56.8781074973796
m,64,57.66046948906147,80,26.797983654812185
s,10,24.69510684159415,62,20.58874283241715
c,19,26.147058979029424,57,37.72023499341641
w,23,41.43106280646462,26,98.1322691066822
e,19,44.03602216902364,37,98.11276137960667
t,46,18.031323787713937,25,63.69195196114706
m,77,36.32626313085736,84,1.865652389447292
w,80,87.0199815802043,23,68.89902897269468
p,52,35.475480724484534,67,16.657813048908952
j,14,44.04905023871375,42,37.74600538115923
v,10,7.758826111731709,17,15.207342418799463
e,53,73.9325140043837,75,14.36036269622104
a,52,92.85656574755077,30,37.68455751054929
l,12,7.9375458784403214,28,74.57782388057636
p,61,89.30736441950752,73,18.804930910259067
z,62,85.22338984121087,93,43.58825528756826
e,74,12.799608003949704,80,13.89135943124492
v,41,57.18492203326328,37,68.4657257829758
p,70,36.131680983818946,33,72.43489919564607
x,76,46.81865311324746,68,51.80493208079918
x,85,34.96276048063929,71,61.91706440326161
e,29,66.51252869059616,47,42.84762439903614
u,80,47.96918800904232,68,39.70682819377461
n,83,84.20114568691746,12,19.960664208202804
x,0,67.2117790578832,69,81.52257304797972
z,42,94.70222609458102,52,17.155617712400563
x,86,53.07166147528986,21,19.335997808064565
m,23,98.05610249498612,78,82.28139117418836
y,90,95.93994329383936,92,52.02192772926173
e,15,95.44829608050324,35,96.35199084544502
s,38,34.00928529075558,56,10.66999182417806
l,76,41.20726971354905,56,89.7221302757087
n,24,80.87610174659885,58,20.373818943685308
w,92,41.089635185331964,0,11.499563630043996
j,53,33.97871274105635,55,45.86699690084176
r,17,42.37677727272079,37,39.236005317248015
e,2,38.983195465055495,99,2.4479819405436753
k,70,68.94528876239721,90,35.989454718960644
s,48,24.054259332907968,31,67.00587562671403
e,82,32.03392280268562,53,9.946359988411013
g,18,32.08031192170908,98,96.09528358602188
r,19,9.965134515016816,86,87.9206166604471
k,7,46.08525583687284,98,5.2358607298353395
o,90,62.34642604408134,97,19.31480924783544
c,39,79.78155766284998,28,77.00105435390505
p,73,62.373761980621076,48,74.14876150087231
o,67,22.93682645362245,70,87.89841290043405
r,92,57.381920077374815,71,87.61490973819525
p,28,93.43909142572998,56,35.198773413740845
w,95,86.31807693564359,72,15.564510564570233
j,60,49.340474927232414,89,20.249259124286255
m,91,0.894839374200207,12,46.74147748684141
q,45,94.01037372215636,43,66.80201317527438
e,36,96.00673141555362,2,3.445990511993624
u,0,26.629392343999104,59,15.766281144298155
v,49,38.76172621334314,15,34.319338403698595
n,64,26.15879373104949,27,41.954142268990104
u,36,25.888443946249005,27,79.15962332679366
h,88,23.04173913494798,84,52.58906108260399
g,30,22.460618467288274,79,20.01118385107048
l,45,66.72351143135849,50,98.95146625165357
f,73,56.904647158257106,99,97.75353763305442
r,25,91.26389792691403,9,34.67168285510744
x,74,21.502786049575217,37,34.117800369405636
o,25,13.260840121132711,6,61.58382898404935
d,43,46.633823562052754,32,47.48781629900001
g,93,99.483446149679,49,6.460744875184588
n,34,84.56801904092322,65,89.02397768538415
b,46,35.463599412250204,34,80.806655818772
z,57,32.65935289464175,15,50.712890432648294
b,49,58.01266310263406,77,4.001409521122468
a,52,32.521348898406934,3,55.4658724328584
w,18,24.35757334873061,89,33.737326854175684
c,27,56.78907303441086,40,52.06626213256763
u,1,11.425202315645834,21,29.855355129837413
a,64,64.15939827579291,26,97.95986119288969
f,71,22.436483335717504,18,13.39483991715451
w,59,25.38121099023558,56,59.165385968622786
j,63,68.92748803445738,52,6.05500257744721
m,13,31.750927113274606,50,81.18972230594407
z,82,38.53612017122137,79,35.11868483307059
a,21,54.91974228177682,44,60.47337205793141
y,62,26.805188199934815,35,7.977990523979905
y,51,90.0114881760675,13,55.857704428214724
w,10,67.26495390657335,39,5.488362614783093
a,59,58.96272207126282,80,6.53848584973219
u,71,92.30924469914008,39,54.45265082023857
b,67,14.581855885778083,68,48.68367523029512
j,5,89.93569588124602,37,84.86529887031776
y,6,81.36392659266406,33,27.083269766681926
e,36,94.3851987641851,5,94.3989548614245
p,58,85.05261132001965,62,83.87635960099735
o,47,53.50240060176654,82,79.61189947457726
y,39,39.03257156345603,17,75.88586336626338
b,9,30.570423962146787,92,59.685688396598444
e,14,72.12612120786648,62,19.713804051822958
y,96,21.291678102561907,50,29.308563096133977
v,48,75.46889270144509,82,97.62818163217834
d,64,11.981861139915594,39,53.311786373202494
c,77,48.059329907225035,65,82.8156036377614
t,34,93.65623000800088,8,39.31567426921507
u,15,91.38456040091923,66,88.23557213857347
s,54,52.45883754828839,61,44.19496899626106
p,86,75.47300319576999,32,89.94183753362466
j,35,22.321348308334997,95,95.35474412329454
x,31,52.75109262139148,55,12.25461034878894
r,2,12.868037335618254,22,51.97396118909224
g,55,98.79772823321584,66,10.296012460170479
t,93,33.153257573699655,98,80.85356691229461
j,95,11.47492370544354,26,60.15025844420485
t,95,44.93502515876894,93,68.82325997907012
l,81,87.26883256872685,43,12.371484540591782
f,96,25.145070584769147,63,54.25922554187063
e,15,51.555823500540164,48,76.94988265755806
k,50,78.69288085083329,3,74.87332792884712
t,71,35.380432947398965,6,40.61385745265266
c,12,66.36532694964833,10,71.5656614406404
b,25,65.57335354827411,50,20.63065025831704
u,46,56.176081845349955,82,2.9289549911148405
q,93,59.306645082771084,62,85.66741542067913
u,22,24.696687966586715,41,65.27523699283576
c,19,38.21865358658542,46,64.50808909342075
p,64,76.95679196802753,71,68.37115647510981
v,93,47.23992313712121,35,46.58513301627273
v,20,60.81158177809157,89,60.08217280572682
y,86,93.22751799882244,69,94.36427834635118
d,77,50.22176824610411,10,90.66786200968491
r,57,28.355589145472525,21,17.103740816662693
x,93,97.1638432002841,64,88.04064632923185
z,58,90.45442524286972,79,72.91567906437159
p,79,4.105768389610831,12,84.33040242489956
x,53,10.475874469506275,95,32.11113814027586
r,25,53.52237467117567,9,89.01948999906617
g,90,88.02465898214095,53,0.6733268387358216
v,79,29.040049045453674,40,31.062721490470103
w,95,47.02447403438658,41,6.2185295107307414
f,94,62.702451997334485,49,94.19397556868768
u,99,68.55696266234087,38,2.0406855328865325
s,7,89.15224771293299,68,63.52762006342941
y,54,84.97693499918874,63,20.70636092340581
g,82,54.85283145722859,52,33.18648099442871
k,20,34.32132569651555,41,91.29010708620093
t,90,76.65921955041325,60,95.9359506569585
h,90,50.80821029180564,38,2.1440136010986377
x,84,69.99905792492508,18,10.04671278170357
h,56,73.90856225335651,60,23.69748786170932
p,20,71.4087679422039,57,45.00872793844649
x,29,53.581180844198926,69,39.32891149041685
h,61,22.42743823210287,50,77.09063801361332
h,59,62.079096417591984,71,28.42501834918477
y,63,29.862363029525106,26,76.13300158024462
d,35,44.67417027790793,6,53.766691627897714
m,24,86.99669137187661,7,42.36568307658535
r,55,72.38811313607033,30,37.85746247329818
y,40,74.25695183761017,10,72.47636247708009
m,62,10.197610255623236,28,35.881211341446175
f,71,24.919601650769117,46,2.2851983530685294
f,18,27.971890549453637,41,32.25118355787443
b,4,84.4543928964548,19,97.06738708594351
x,46,0.9737411041687905,50,0.6181498822995679
m,43,79.08337642322795,36,67.54393852652598
z,43,2.144597576706997,11,80.65425203212186
w,36,95.24462377354861,33,28.21096628322346
p,95,50.93993873307985,60,44.12107723468416
s,3,7.94569766165536,42,17.51235316169818
n,19,57.79713625956705,50,80.8642166533056
q,61,89.64490264623603,27,77.5886465629603
w,90,82.21579782978073,58,0.7671905993509087
l,78,55.82301339855451,63,12.20946875835185
r,80,32.85561458499126,94,63.18699933707966
j,66,96.84886813178653,15,91.94762961884766
y,24,94.80434581597859,53,38.11505326071286
c,11,58.07855693939514,14,25.016240548379464
f,31,67.84571249321579,85,41.3526179401875
g,92,31.97739108601366,15,70.45141783027027
c,37,19.299270598717555,49,32.44889941010957
h,97,65.48467836721828,90,19.620058021436325
r,73,35.063000037975435,42,75.98883810787564
l,59,91.95895939835768,74,63.327343530534485
j,21,93.90424714621123,97,83.73833796763596
u,93,41.41180690074178,75,23.636020424556115
r,77,31.92711054055878,81,39.34892702446617
f,50,3.2339268592475268,36,87.12281174474838
f,6,64.60193927425907,11,48.22000724127048
i,55,11.951980894995451,7,82.10289786458088
z,93,58.85856766449468,8,25.632675723919185
t,76,60.68376456532963,24,98.46226094276986
r,87,52.16398911569782,82,33.58563304384483
n,59,95.9916863159559,55,37.158941945264864
t,81,97.16204611854651,77,78.15262601968563
y,74,41.57695460343693,84,98.23582278549617
a,73,85.55187085596808,66,50.73846441149795
e,54,8.821531453141985,0,9.44096612463785
v,87,66.82818927237685,18,57.294466254422936
d,56,12.227918353746603,88,65.13421671479917
w,72,40.60566524133022,53,29.963283139492546
b,97,39.03171238211297,5,72.77079943239096
n,47,42.79384338930626,33,70.85326598316749
g,33,42.252380414292624,15,96.4319950811798
p,55,81.55957495660343,48,95.4821733400132
y,41,88.52805962023572,7,10.164367711006328
a,89,21.596883435733538,4,98.35716212965269
l,99,10.838278612359186,41,10.561501580609312
n,93,45.68019051064754,21,42.66924874703001
k,51,19.943571762087487,30,45.23555926444087
l,65,68.88372961368714,54,29.841691426793602
f,44,88.54405837511743,5,61.07658607118235
b,16,16.397140101112274,9,38.66995850701965
u,0,50.89387643281798,0,34.060777218581165
t,26,74.63674059201644,2,83.0089929226917
p,9,80.29767097325731,19,7.432093709863796
f,87,64.71869200581406,52,34.70786966081424
g,97,23.300432235967385,80,37.114374926337725
s,93,3.4419873392639966,57,40.43462329217517
m,42,41.80583545701179,71,39.506357069906514
c,32,43.24783454687252,11,67.10580362204279
g,24,83.6014799550523,95,58.64427578282346
x,92,26.659047257733313,19,33.77441523550525
w,25,46.3000373420722,83,38.95756779390888
z,52,62.00637002968662,77,11.948993828449838
r,56,83.78957789193653,20,17.18527611858418
v,59,31.152211092770322,96,47.649253683457715
t,38,87.94449093396106,22,65.85717236302864
e,58,28.186652643235522,36,84.45655316266756
r,93,84.90583359995256,71,73.3635808504939
v,60,32.977906036496776,67,20.219349224600435
s,30,52.58993172029383,56,90.68280003434391
s,68,66.83642677245723,11,51.24150818970996
k,76,41.400555972991995,45,22.722210922317498
o,86,48.87702242187015,32,10.258887878046941
h,39,2.405235557961627,55,8.035838525138317
a,28,13.054321823075599,48,83.58931506009031
c,89,24.800666569449493,28,79.9211219831669
v,49,61.05539324793722,38,38.16745607512399
d,55,84.66712339498723,0,78.51473890508844
c,43,59.96160544063164,80,89.53144055337016
q,74,2.6425801317571107,13,53.54539913204819
a,44,41.2957933803169,78,87.30558026397287
j,10,86.6450130488666,96,96.00528563719737
f,67,64.14936499078924,53,67.3452106220413
y,79,81.35894225273478,34,39.62234066242054
w,80,74.37416980419104,94,51.36804518164935
s,57,33.65395505733609,46,22.978291293583187
u,94,76.83404856024532,4,77.90617634365329
h,93,27.4602162246677,37,24.216415695062654
u,77,15.748577601842772,55,82.4614440944178
l,57,93.80750089345963,74,68.19771939272724
r,96,6.199112325446032,34,0.9868003432883299
s,12,5.084763830646466,55,76.36880176609664
o,11,87.81487417752862,88,8.63752250562092
q,37,50.66421632758252,38,20.886662461662276
u,34,59.048959049481056,76,77.12383166389529
m,90,20.04695583120071,70,53.99835704210179
q,1,19.440858468818444,100,16.54316942115083
p,46,57.48425979692,85,52.408200331910884
r,33,20.070516063603627,75,29.28742963037013
i,90,73.24942073475226,11,65.6282975716347
d,59,25.05650835572788,39,39.21730828392405
b,95,42.89951387896581,40,37.17883513740594
p,64,43.24121602313677,25,13.839931068665855
l,52,64.62664454989445,57,57.37620487606673
m,1,60.37321657649698,44,23.070411426683947
j,38,16.041767318670363,70,80.81546913182964
l,13,6.721958205482892,80,18.864802557964577
n,45,9.033587760314576,58,2.660597992653646
g,77,65.65996772529688,73,54.67977689945789
a,95,44.9342979785242,9,84.19756476284388
q,18,78.86855947869137,22,93.01847700709278
o,81,86.72760547413144,30,9.924176135632134
k,22,6.763745069475224,11,89.491401397133
p,85,12.090006198084913,24,67.56153465109085
k,62,46.66245725940197,71,43.3827985029098
x,9,6.562295056687062,52,52.18634378686596
g,73,6.580579375064543,14,55.11263917056307
d,15,39.02464306973681,14,36.36557068884336
i,64,50.81159954398531,74,80.18854179216002
z,36,11.633629910814392,63,39.263678093396706
g,50,53.04190338603084,64,69.92056195443432
j,51,53.645710094140384,73,46.247766647629796
i,22,20.030429520315163,89,44.04975337479993
i,19,83.91799011550437,76,81.28969239318283
t,62,54.2705209028798,50,38.51330390007056
z,81,38.55764236018737,21,79.75954109765155
k,38,38.75676779477093,62,64.13623912936724
w,25,30.852548595155227,27,9.656048194724299
s,87,65.51794039302891,55,56.32585519371549
x,61,57.689212970557065,18,76.84219128293091
v,74,41.83000221863254,87,31.616701385742708
y,11,5.5689940102918944,53,61.57535761819497
p,17,40.96986110195087,98,4.434460101972359
f,64,54.95355101183526,12,97.855891620186
w,37,88.48655239756825,22,47.862811552299355
o,99,26.210296218332708,82,12.940919480268587
h,0,7.243964364347121,63,59.45692974435457
t,46,85.7187645160003,49,58.2605290654167
f,82,90.16254534204053,57,26.14415928604418
a,83,51.358059389381204,22,89.10123895730463
c,84,6.650874229520653,31,20.037561157575233
u,39,19.04205666740195,49,43.247975588524525
i,59,47.76757334448948,11,16.33052364559543
k,12,1.7698102661712345,81,9.616024737218687
t,80,11.609197656248039,97,19.583526001164497
s,61,38.772537949897576,10,54.942902503693624
x,69,39.00744682190067,16,67.54268431621544
l,78,75.08924223030796,62,75.84590614973254
b,16,1.7983538230007645,48,23.39051258985948
b,47,56.85095867603871,86,16.29393736036613
d,89,33.85035987272202,42,66.84409874379914
n,20,21.528433761347365,86,69.6903596340957
e,5,72.86969649357343,44,79.9222707530715
t,27,26.513985489014924,57,26.79439874235975
n,74,73.16827708413255,66,73.20099166572459
o,54,26.914182095767302,4,44.35619489821813
k,4,73.76465578038537,47,81.96991854689182
g,90,78.37167599058662,96,76.46748591351901
x,0,19.572993541545557,32,24.360671921222387
w,12,76.37464576599672,25,51.5853261526258
f,39,55.662163070326564,46,83.66696305111563
x,12,9.992510165670653,34,16.16489828978859
w,38,71.32164084626734,71,66.52277479244881
l,56,54.45328947675899,23,28.672041334391817
v,92,43.65844568811658,31,51.070212083283096
p,34,22.869046058899013,36,16.138012820367976
g,44,94.7098353030401,53,23.74830498142465
p,67,43.53873075509507,94,90.87231911760453
v,92,6.6165113618150695,25,38.44315414704822
j,65,71.51044008122665,26,7.794425962984308
a,85,73.52385980855756,64,51.266500493871824
l,10,33.41702872357003,68,93.10738001174803
y,85,87.27750738431881,81,76.20888445959898
h,6,47.10031444915482,6,63.77371964089171
s,93,31.23606271963245,87,46.830105671128464
d,39,96.46520007099672,8,38.50915140854989
q,66,91.94892335414481,91,8.827345318224944
v,73,1.167288271957767,51,94.38024075582358
k,82,19.513294805743577,6,53.83548436353731
y,50,97.14565599072318,20,2.410236982611258
f,48,34.84059417085197,19,62.63548326346162
n,38,21.989431156986495,17,64.82720588978313
s,90,28.028127448865547,65,11.878601395016542
b,50,76.99253802037248,24,90.40044849682764
d,56,23.1302698715808,18,56.838158956856255
d,11,96.86440825986752,58,87.73254063283605
u,22,47.31465937974796,37,26.48252101238553
t,92,67.61698931179386,8,12.37919146782378
