D,T,O,G,C
p,60,83.8316994903957,51,2.0150502858038766
l,89,42.46426817570884,40,70.3831325642905
s,37,19.489437534538666,54,80.6410649729307
b,91,59.041965437703794,39,1.1906604044246483
s,36,35.10271960033582,0,95.58398796868975
m,51,50.51398462663319,37,80.1640888976865
i,82,77.57879841503267,60,90.87069016695597
t,44,31.20947034828456,93,69.56014986321841
h,11,56.00868123351985,80,44.63833432505463
c,29,30.399124486783002,11,78.37097602356383
k,60,71.66259592649399,99,42.67261452770666
u,74,99.23145493139718,66,93.40986113002447
i,24,35.36864595449234,60,0.45093766790279544
v,0,89.6927252801676,35,84.50756522544376
h,14,63.71333594255583,14,5.927282448338566
l,4,63.290649736163395,88,33.5013307628833
y,73,15.988991172587264,20,32.24324662657997
k,27,61.60301705339016,70,30.91710300358972
z,80,90.10666377607903,53,22.507885216622892
x,47,97.47028429723339,19,4.477684584721597
w,96,22.891390585502126,49,37.70903782764103
h,48,97.06283567764845,73,74.27336113219701
c,1,71.41846084732487,23,4.760620364146928
q,13,32.78061085069671,24,94.31142088829912
p,76,1.8203757330549242,94,57.27599614753469
d,24,46.597139443374914,89,14.655513910131612
b,3,84.00534520867333,55,56.857002565452966
j,82,91.47927085371984,23,99.71469331490786
n,47,45.997899116778264,12,94.55909101295293
d,91,55.36355648824265,90,89.86091192006383
e,91,70.4334809799417,87,81.08814613133049
s,69,35.117456216752075,86,1.504203882175792
f,53,68.75079353119901,83,90.1393007359994
n,31,79.29043012184168,25,85.05983661026121
x,92,9.091743486430225,88,49.31787177327419
z,40,55.70799830842478,16,28.77024234097757
c,26,92.43775775298855,70,57.71526287589373
d,71,40.900356299947404,68,87.32884799094373
l,99,96.08715926494025,70,11.833891737659098
q,99,51.63267131684284,57,36.4971268191173
q,47,47.62923338131244,40,11.150859936315904
s,35,98.14927621648401,31,56.957139271114286
t,48,65.09740470701765,56,15.650528520112704
j,2,55.52733284077672,99,15.418000945656996
r,3,61.825362077700206,84,77.19900435423884
k,54,71.71038033040577,57,51.43069417122278
d,65,70.15353063663783,90,33.98197385745245
x,36,21.459052914298915,6,9.694229189815474
p,77,94.8380195478292,11,79.74583567679633
q,43,26.110570621758143,93,87.5900474745727
f,59,47.75379144398143,18,67.0135781398223
o,38,27.84631483023805,85,57.9999373118242
u,51,22.847223329153543,24,72.57376359615223
z,90,93.65790386744295,30,52.53704169074393
s,3,31.403598502002783,13,82.18868699593669
a,76,32.43450577185409,2,18.306736090208307
v,77,94.6339657818046,88,14.562214445323217
m,29,52.723362003594275,72,27.57103140641236
n,73,37.20918926228347,87,96.87639026653417
l,96,98.18561395486161,77,20.638596543374497
u,80,97.50886576841515,99,43.479282391614184
c,3,62.50054266629858,37,56.186431173320486
a,89,62.380822417795,58,96.30919290094181
b,34,40.639739660512134,97,99.26166403697299
j,38,56.97093646758186,91,71.00705940848543
u,41,48.43480962201567,67,94.90810169469866
j,42,32.352709819926964,96,79.55324887889357
c,71,12.308942839986193,62,82.38252765257197
i,30,8.802381618903532,96,64.38108957847909
q,99,83.26961728913783,72,32.32647894150723
a,85,8.64496703614418,62,59.879294080100706
i,50,31.368317099402574,39,16.321120912960563
c,56,5.049496137214127,1,74.57860881214344
r,72,42.835308666922444,91,19.35468434552432
x,20,13.187196847472805,13,61.895063129602015
a,78,29.52964032522449,23,42.82317227194506
v,27,75.99495487413334,62,73.03774943169823
y,57,55.385103316970415,78,59.74524018150873
m,36,99.18216917162115,90,88.59656527706112
x,96,62.30749555119137,22,20.456502808835765
v,19,0.969825458331075,7,97.9982057241883
h,22,14.225709515847818,78,35.45778732883572
h,66,75.50321468900005,59,94.33021631126692
f,22,44.08671250000942,14,98.20346714133524
d,70,82.37544668868021,72,4.528445151303007
y,29,5.283814354177629,72,89.56197846594834
k,38,9.005615145580602,89,16.630530720912496
l,16,8.534590344435177,53,16.153911843841474
s,87,54.97754806804003,4,50.723516850818626
n,89,62.53487622549878,89,78.98430512609804
d,4,94.84676788316474,64,81.32491255302216
p,34,57.54627672717797,2,11.155288480131077
k,78,3.857552519875329,71,26.263455224158495
c,40,24.91717766432965,98,31.495186701795042
a,1,97.49088723523859,85,69.62055753891492
g,48,51.15820485778162,1,28.31484217386778
k,84,0.33210027256811436,51,33.04071974051133
d,80,65.96643888137669,2,57.804902798100066
v,22,24.440815789948577,53,34.29559177131839
h,69,6.651866512803728,66,30.16784734065958
h,76,31.2855741178645,24,91.67747021352673
l,76,56.141310634441254,84,88.4228424284273
m,60,96.27742134725443,80,12.455456115122121
l,66,84.877190292559,56,50.92979808712643
o,6,61.756566920985826,31,21.90011486174903
j,60,23.0989079120252,17,62.364508890375944
w,48,4.856166002059304,46,69.0946640092757
c,8,19.092817532559692,29,16.884580682613947
w,100,34.28111755921276,46,59.286543007011275
e,43,37.69876097342094,30,7.634052278778092
x,57,46.29271333603114,22,57.42673107974926
m,26,19.857390638502526,59,32.66879828824673
h,57,59.067395215340056,17,9.778543704938137
c,25,17.082347433494604,54,65.76458402305974
d,52,78.90057681664662,65,43.79907023942853
j,77,98.40036877187744,40,32.42259373928081
c,77,85.96126531730397,80,68.90599668400549
r,2,71.44647745674912,93,77.01273855447809
s,2,48.474553997184856,16,99.51518549083657
t,57,1.8116468758156867,27,77.34981416546495
o,98,11.87145650877871,45,8.317306115834322
u,99,66.61926530843229,51,37.93884367162585
r,81,9.446885825892027,89,44.95415327214632
a,31,83.64537651163317,73,78.69026659069772
k,12,65.77409228021588,4,67.59322998655735
j,36,82.30262199284542,80,32.995979864148964
r,51,19.951962144429746,79,24.81939501839625
c,77,56.046763921835904,13,81.316376945321
t,91,89.88511616670546,95,80.52884231090025
v,51,18.25521211394564,76,44.96835341628347
p,61,62.32641303047552,33,99.46625546049877
q,13,42.911033881719874,43,73.96366678171927
f,58,24.1850035412833,54,75.35974942678743
h,80,70.20161608303006,63,78.84197050076565
m,16,45.749084457756304,96,21.32157486985212
o,7,23.66194931822143,59,1.1311920424327604
y,40,7.351993697717097,99,28.968142169061938
h,71,72.48241930250401,69,72.1675479079453
p,27,8.114256158319677,87,58.84423605904816
k,79,93.33431795926211,21,88.49655494799033
l,70,24.15929563087372,32,73.3297388815398
u,60,88.59565253046061,83,58.808475798272184
y,53,64.04550888787588,16,44.867686947454544
g,75,43.02646559970007,57,23.660113340442756
w,14,81.34747082861496,93,83.13893544344968
x,18,7.7036296132936055,84,32.26914075761383
w,26,18.138065331885844,15,86.46300692073493
c,73,91.5672787387963,1,12.269882044089709
u,95,96.84904297747462,91,29.78171237605558
m,53,0.5470665351648307,33,14.253866031470197
q,15,9.444729272236085,71,69.5247964482104
z,98,51.68158079726275,27,3.5274290850611068
p,45,81.93481287427605,67,21.85604030705326
x,91,35.06529289322212,78,12.806728660343536
y,88,32.45260937563976,49,7.716025195267462
h,12,21.98121165208797,11,48.28296559122467
g,19,66.860242567336,40,93.58327808993046
p,19,45.86089086423634,45,41.735842876643844
j,51,33.72511319228069,75,98.43007516704202
h,75,54.25263568018277,4,69.74184817796656
x,92,54.31374816795012,38,51.20386412965021
p,43,35.96730407563788,62,27.416137602139045
u,11,55.983764093840016,49,61.27643776395425
h,24,14.141654270790848,45,71.01673242236961
v,57,91.7191967533893,28,56.21303295230905
d,93,55.86197980954878,76,21.232129282647183
r,60,24.15867472260611,90,42.549657924807285
p,51,10.900487694832739,59,54.16143028284785
k,38,29.018116316838626,50,32.215889960210475
j,24,35.24861625297061,56,20.15761342672523
w,40,49.23509626537869,14,25.705094009136175
e,92,91.58236315834796,36,20.80634670248349
z,49,87.01910971463464,18,5.37676750713596
x,50,71.09612739635601,81,26.905667453167894
p,26,58.14017100810861,22,61.725242659802035
w,35,22.41204543299833,32,37.55766515294221
q,65,36.948759046735226,96,62.67342761939918
z,11,95.0752746360868,99,69.16574581537985
t,40,0.36141570133448875,67,74.4814072374822
h,55,12.66832660724192,41,19.905399164544114
p,56,49.82787997010597,46,38.02277155343262
a,32,70.62324403634082,40,53.983040102729476
v,34,98.27544240803785,28,87.56985523378276
v,81,66.08972598274212,27,37.67348710103593
g,20,73.51116723760298,83,99.80634471202103
j,24,79.66495912617037,27,24.891188528899132
n,26,44.2590848646768,45,11.277855141366134
f,69,39.24561015356046,4,41.14319853194507
c,41,92.08903283058201,10,27.15902182121055
i,55,75.44298183551996,100,86.69153388549995
v,1,77.03299990677998,9,67.3822456393632
z,31,96.38320395908036,42,88.42575677863952
m,27,26.876481697490917,56,87.24486026958164
c,42,51.068007472190814,36,2.7550292592983916
y,24,48.24980611560156,7,54.48627790704387
f,22,13.651272624965516,7,58.06853739501846
r,26,59.91293631539939,22,63.783084051259564
m,6,46.77562387758483,46,11.039213914705314
l,28,62.881346423740055,94,13.675042904987011
d,71,87.39632095886944,6,78.72684884633262
b,58,70.74199772379103,70,26.9693550618892
j,68,44.59286488731243,45,30.84096051334493
f,87,8.402088428392274,0,5.028505507487369
l,6,20.929440914445642,5,91.63750995205629
h,26,63.272314612987145,74,21.260488759518182
u,83,7.673783623097674,29,94.82978361234282
d,38,38.88300610044774,17,75.76193273593536
c,24,95.4890443285311,28,39.59359284489582
t,14,90.9059080165101,54,26.63978847999884
w,87,75.36254308433989,46,20.978932852732136
c,38,88.10994401254275,85,12.370860527502037
q,67,66.32602756717222,95,23.306948322129962
k,49,80.19871221603633,30,14.597882812412099
u,65,8.335204558393983,12,29.89696751915487
m,93,85.7358630266897,25,68.93636557457478
j,95,72.27395095588572,28,92.81822493223764
r,63,57.881610804704074,39,99.93720467114696
n,29,27.827111634533676,59,85.64640575658451
z,61,42.09551164724489,6,8.923573318357924
e,97,10.726924264089366,31,35.529404101700536
l,57,90.28619443088569,100,84.01893299725448
f,46,63.88642814223403,52,57.063555512182994
g,48,20.928772559954457,1,10.015914780755054
m,16,19.206582162718846,37,3.184271216851442
c,73,77.55060333584254,52,75.26704365586919
q,4,47.712920261277084,65,95.35329337692431
q,86,22.671109923840326,60,37.54132971399529
u,54,83.67403327110526,4,55.874126195201136
s,99,19.817884760867056,33,99.74327180226284
a,32,94.86671861333035,1,1.6417124164108787
s,51,5.131967579660712,57,86.38484010913393
e,90,29.72565472308689,39,39.072324872395235
c,51,39.32542401184729,7,75.75416778250519
t,45,6.771264937545007,51,40.10943756590885
f,70,20.508583758726317,41,78.56499381993093
s,4,66.37510598424903,41,7.759302896976317
m,69,6.031967594467325,54,40.69947118444329
m,11,51.15053408197472,11,61.049796440333736
q,23,75.53494527653416,71,18.212288103292796
o,17,20.108655404308983,82,49.11522923101338
a,95,65.4163779203912,69,34.07405653421753
f,61,74.9202620983635,52,6.346929861110806
m,51,75.64677803039068,84,39.983812008585296
j,64,54.21396315757542,55,37.604089808171345
r,65,21.666504135395847,52,66.60487880156943
q,27,3.582920272417589,82,57.68434385186958
a,67,92.87165499581084,45,24.157619955310217
c,41,47.466907254873384,6,17.998054090153992
z,80,30.190307885625355,74,91.63507569071771
c,44,35.58834422367067,4,76.95740386950229
s,94,85.41739977991871,89,93.64255641948805
x,41,61.14722253370724,84,73.42543707145549
t,93,66.55318096597598,96,14.664216755444691
i,61,75.22631151371057,42,80.00940402225977
q,24,72.69897318109693,47,71.02512844530848
x,33,49.42937869203439,64,70.12775487130833
m,9,49.10593177916199,82,56.29966905807794
u,25,13.434342213399042,15,45.10938959628689
k,65,28.17806171175359,77,99.01432153479878
p,50,43.761033808373995,2,81.05894752974507
m,33,80.49007536731773,47,82.31343973622546
d,60,88.93248554348055,21,74.0850481191157
q,44,20.606062971469395,47,14.553777754131325
t,34,70.48829101207805,43,49.974793210197454
t,96,27.273444653635593,85,89.59149222080705
a,1,2.585047426151843,92,13.235612470282355
f,39,10.171452728038533,60,6.485356410236809
x,52,44.45861187510278,55,45.0968483473138
q,37,62.29350763762034,81,57.91295899099609
a,23,1.8183424460820663,2,52.13027583119779
g,75,85.62490160272539,57,87.26151672445975
c,88,87.66134620541864,35,81.87148935519023
b,10,29.21795276976047,66,24.625127820643776
o,54,17.46722715317062,34,93.45274258595387
l,25,8.577303676324311,91,47.83858028558471
y,58,21.97412358957268,60,78.35797220519363
q,53,38.023111434011206,65,90.42036484140252
a,9,85.3563327208112,74,74.9481865501073
k,67,18.070670982336555,91,6.897077763018045
r,38,93.65225001065262,47,88.717692165573
m,23,12.498960471759146,25,58.952715696109756
k,48,54.543168948409615,100,52.61196086600498
s,93,51.07447875175182,73,92.30627832163724
v,93,83.26232745912071,67,15.367444724484013
z,98,7.4702177007755495,19,44.04055674218343
r,0,33.20497620683661,42,90.77902560298075
c,87,16.917006932391033,50,24.77544092491305
k,17,7.0523319112185785,8,61.920562799946076
z,73,56.97619178143384,55,26.789488318102517
v,47,8.981617384282925,15,38.17164023491184
b,83,43.69457162587551,5,95.48564016788357
a,18,25.483285767460593,9,95.70320856810828
e,43,2.6150560259961986,72,56.876217454635125
x,11,34.169679719032295,8,96.33756955926067
t,34,24.059899754001734,37,53.63039663190868
x,9,26.654038246141432,18,32.46949601137305
s,51,80.02330858451607,63,93.16902045748901
j,58,49.1731232562879,79,40.77057041934863
c,69,12.74981362873202,78,92.22276590588912
b,96,61.778811791614096,86,29.60288607459346
s,73,13.666724094129323,54,55.81019868121791
a,63,58.42457905251931,47,88.54153933135865
z,17,36.52194855001885,98,7.321065318008202
q,41,27.1054969396203,44,68.08495074782701
l,21,37.99986255038408,5,10.541103602328361
b,20,98.68862751486074,66,26.148626651151176
h,84,47.07471839193552,83,98.01073542498492
y,67,58.515604832181936,70,86.84901829542996
w,98,33.29043377701561,42,33.40030739160041
g,20,90.81938521229446,77,41.94386342124105
a,90,41.08021075798764,44,53.71875599894598
h,14,29.486333855159774,53,18.104772711634286
z,0,20.415710624292217,56,25.26070642965612
u,52,27.592718382283653,8,17.891405461411615
z,38,8.661669269471927,20,4.24397993379112
q,69,15.141775055367535,98,69.13372955787239
o,7,27.928168843882272,95,68.81423893997014
a,11,84.67540477687453,94,38.28691642806638
n,0,86.60412639735173,43,98.07124957849386
i,89,19.18335509149307,47,23.80269132348891
g,28,46.83731500678457,56,52.429166860227326
g,100,14.109220757408247,15,49.519189531018284
c,9,35.17445792116347,83,49.514669779901354
o,44,38.1710914128819,53,13.126283357136392
x,27,93.99686993183013,68,41.49033519575936
m,74,29.93786753093366,59,90.0755042354861
m,39,3.352629434058352,5,66.11790045521106
i,57,39.584083643771386,16,73.43607031183448
m,40,94.55917847359746,62,33.761728811791535
t,73,64.11101284118504,37,78.21719495440888
s,48,56.6299021071931,8,11.693820472567207
w,90,30.318246236028234,63,6.79658535780312
s,92,32.1412091766924,88,41.67943855946427
r,96,33.789651624153095,51,97.5617382146885
z,10,15.35975335251436,57,69.83387103655562
c,35,58.14431902818973,56,43.659015092235606
r,16,70.31697244701289,38,49.34882603647266
o,84,56.40773093747393,65,75.17910168142407
z,77,26.731363547826316,83,76.53985000736736
d,80,72.09969170892843,87,77.90758100461011
x,52,56.06647115274179,57,52.46057034546469
m,94,99.04575831156632,84,60.5836448234777
q,30,37.24853186248933,51,12.788236807074648
f,4,51.90835983921658,57,19.250763870788468
x,100,30.15405568748242,61,62.71116722470246
a,84,87.5370234343996,66,73.4964978509346
z,35,34.238075563985696,17,75.85347308245713
c,44,34.85945973789507,5,78.94477735846613
w,21,21.758343989564622,89,28.81219183554332
e,90,67.22440357905566,41,16.2026815846978
s,46,48.51006797212754,99,48.68132715253982
m,36,51.82774672734366,72,31.836197164904767
u,88,68.8790231313082,71,12.968921568901692
r,42,89.32433727846464,54,89.5413718856221
k,12,38.140625909350376,16,68.95065176773002
n,19,84.37440080648051,79,88.58911257664526
p,41,33.32943371079917,65,84.9453359205995
c,81,33.337857462497475,86,63.19781260363244
h,26,34.20376926770804,70,17.120717909965897
q,81,49.238213584531444,94,95.06252403469723
c,1,22.32854504294274,18,83.29041167843934
p,66,87.0327935741413,5,2.064617003150737
t,72,26.311893539172626,55,28.07748773096861
a,81,97.31921705768458,66,81.9345801171728
p,17,94.13879580899187,59,99.6919595616855
d,81,84.9834145061161,23,66.3976366652801
n,55,41.97447879596987,71,72.6592754246094
x,59,46.55975717034468,82,23.533187934413668
j,70,45.264852984775175,83,75.79826513132517
e,7,99.70843770517469,52,2.0941063442915575
t,38,3.983554983768245,32,69.05555686297001
f,71,82.80273830396187,12,31.985867831837567
d,18,13.476726367718395,89,46.53208879546496
r,79,62.80912565579651,36,68.77195649939299
j,90,14.733327358661107,64,83.04514749798369
v,53,6.734128164716136,21,62.67237516644673
n,70,39.00486871377312,81,25.334760584365146
c,92,85.67576145026784,32,22.815920974136674
b,74,44.080142644352904,69,53.909317158471715
y,61,42.38445913808785,80,89.60587155731284
f,31,17.851118447493985,52,7.8851163601705965
h,40,9.326886799784706,92,28.53102537250457
t,7,25.611019626445742,35,31.4924677703759
x,30,85.61617385792474,52,49.94940322040136
c,52,27.311118548390123,36,61.442711774681555
l,30,72.20720325772488,10,84.49283200895643
n,10,21.988798663655786,22,29.37208053131416
u,99,41.079205484320745,37,42.72424141138183
d,7,63.34581218050356,91,91.54834026452464
r,81,82.10067443007982,52,72.99602588519282
f,28,11.66675192190716,66,68.42724395090993
o,99,55.76109755419547,91,76.44260735838544
y,50,50.34708091883092,2,29.57286539687113
g,99,99.14704487674769,45,89.66325410931093
z,64,74.6487869882175,41,48.75508982878254
y,92,7.989196006484334,17,48.62672595667278
n,63,5.869119140215928,92,93.12885647187855
b,11,59.59588451033454,20,8.245553030271735
h,11,40.11420715027463,56,5.711954276743436
u,71,5.365163526554206,78,81.82449378228344
w,90,88.95431060456798,41,24.62985712614939
g,5,46.73524080406779,9,35.307105812689244
p,95,97.74152300685854,38,67.34375148223016
s,78,78.41710880796164,65,24.122237132253975
k,18,18.54296200082378,10,39.79090923800671
j,3,8.30524823173021,99,5.685873987282419
i,20,92.28594519069657,33,32.56903509145192
t,40,92.87840098664549,33,12.200366874561386
e,84,79.91705717007439,66,3.439998491457774
g,99,42.84880753020322,64,22.560559413761496
d,22,86.18705643457787,95,47.319287417388054
q,14,69.61020390058779,29,5.149192686739323
s,25,56.58885824452891,52,41.36713354167296
m,23,67.45513316918654,64,75.09535637002868
g,40,94.9382703986815,63,12.600316907501231
z,34,93.90022382522247,69,43.97748140472719
x,28,30.342241702873917,46,52.43133545991282
u,97,25.190469650671176,5,95.64522574412605
u,100,78.11474452908136,81,19.631776350121577
n,60,67.32632153560324,13,81.62272012812262
s,75,5.9302693892408715,56,61.30663505943662
y,34,56.7611120865992,2,23.893838622968488
x,36,62.8904762818354,94,84.96479536976425
u,52,63.04263340717975,17,59.44324288026706
t,52,86.99095419056066,18,41.15120455381972
s,46,88.99655023391979,47,41.22313622423066
f,85,8.605567058729013,4,1.1566642293508678
t,98,77.50605130619694,56,29.055011062716506
b,71,47.35960931510847,88,2.2834890717888467
v,77,16.487966090142546,17,85.18123025430776
z,21,0.5515301350704993,69,34.16907095710441
e,60,76.34504221190288,11,92.28717030192838
i,67,17.817098519341435,55,52.42476520874876
r,51,25.677560321700344,31,99.39908422801163
q,47,33.2347751051849,82,34.156815781724745
x,89,22.37333092054484,82,26.162587571319463
d,45,84.12878220077779,23,79.65681364526364
c,65,59.515747429835955,61,72.58028419220553
c,64,6.928085508345494,73,57.07895207761949
q,36,37.96257400159683,68,87.01311000537613
e,91,75.5698663014212,6,3.5749309566555643
y,68,43.943584298169114,100,13.941190659402626
n,9,94.08029487010154,91,61.36848120950577
h,13,65.43991586985926,75,3.2844602462755557
t,41,69.40221758218476,59,82.84337250776763
t,68,69.999102490615,89,61.518812301572204
f,96,14.905414324674627,84,44.04145930238187
v,10,98.05109941163587,62,2.1214688108225355
n,69,3.2473264589948037,100,73.09358742234265
s,100,63.67121157000282,63,25.051877141472666
j,57,53.26351039470746,14,4.033969099256918
f,59,9.887810119323316,58,67.47467043391143
f,93,72.75852815613673,15,13.590134721053282
w,57,28.41850701112525,22,98.20969929975278
h,73,0.733089359039607,58,48.64388621964658
q,7,42.99205625106589,100,87.5637655505933
s,89,45.28792117941296,60,92.77032119107247
o,30,76.43558634006742,33,65.83221611811541
c,16,44.29176097770652,70,82.82653354609842
t,9,28.8030113289077,3,71.04601862155204
o,69,43.74860385841368,3,60.36638639583688
s,26,32.080106727180016,16,52.113956182983735
c,28,31.78876710817804,42,37.94672351062207
n,98,80.28070556932427,56,15.939531004106676
w,51,39.84182266037959,8,32.80259803858644
o,18,12.415897954396439,90,37.79803516032957
m,19,22.080892085853453,63,59.549734119719545
k,86,6.321085055154063,69,39.28178730832982
b,17,1.8947662502814766,51,58.85623736981106
d,50,15.883857728764406,65,81.39536870489064
n,82,40.269185817529916,78,63.634472379400634
n,54,39.08312635978297,33,66.8669613066554
r,18,97.9525167519378,47,18.05136322613281
v,5,30.69957003833721,91,88.99194628641644
z,18,17.900579446964827,70,68.14620037662297
u,63,2.7719840782650995,46,94.25545836812714
r,12,16.252836885525433,18,57.96003104668319
w,84,10.531876011889496,85,63.36589862447709
h,90,53.45831128963622,6,10.598479541272642
a,71,69.5719883437816,88,85.63577483179155
g,82,15.812194176072813,81,74.70993228366616
k,39,9.621056035188303,63,69.09327700870608
t,91,74.38402036752626,66,77.22971889825355
k,88,90.52114978313021,61,35.51025569791353
m,27,62.353244812158046,38,84.20703531949502
e,39,22.633371705722304,16,10.022702999121847
t,35,5.05928598618871,29,13.502694147759131
z,46,43.977235457181926,75,24.982782792805324
h,75,63.798168780928364,90,67.92438764667394
r,3,2.21598098616419,21,44.93024014910652
c,18,79.37025383125625,80,16.540792711428264
u,52,29.993992787105107,63,22.121870507839446
r,57,53.23108663470795,74,66.49828198225059
p,4,64.53808002084396,49,36.568445756063575
g,78,26.596719468797193,52,53.19019468586087
f,65,88.11851138787262,3,14.000888063661687
e,12,19.957467684529583,12,52.243483480462
f,38,8.614050663164674,77,23.904493092327662
t,5,85.67661884207459,59,50.414879609567485
j,99,32.32300114867759,51,49.414751836515826
z,60,4.334089413761289,46,51.11588556109978
f,97,33.13691743112928,86,21.571112346253273
p,6,22.83775655286242,67,45.802650370809005
i,0,65.0640193587643,11,50.3169845293153
h,84,47.473190234221796,87,2.3660558052841285
n,95,26.59343955106722,79,81.98966729318379
b,77,78.50265491908968,77,65.41987467357777
t,88,57.02851939047066,55,57.24039120697641
x,33,94.7998695150395,22,12.01493709632675
h,61,96.92012707212605,87,44.949746768781395
j,70,98.85872275722107,50,4.856972948908423
p,32,71.94936002257246,23,40.63050154326188
o,56,10.886327694988784,89,14.328333148819317
q,87,72.12165732359813,74,85.36133763478858
l,40,65.096252057012,51,72.27652801527184
x,88,82.77228433976777,66,14.696701431034963
m,21,18.181805543573184,10,49.1048306892904
r,63,98.9345118868995,2,36.15097813924692
f,3,98.27914517969745,34,47.82362665398635
j,6,84.56569590474079,59,59.0180890878773
e,75,53.462629376827806,53,85.07283797846978
i,44,80.1703337775871,70,52.63075311444244
p,9,91.00212369895986,34,43.45316113867962
l,90,63.777546190405765,98,42.38102565383585
h,40,6.321871270696155,42,12.939682922608853
x,98,62.308669544351645,49,11.294661697155517
e,45,78.97375907869804,36,84.67531148611235
i,28,96.75536807633557,59,52.7604288701024
m,0,63.65655677330796,11,72.43270603327262
v,86,9.941352451172747,0,39.35508042193998
v,65,60.49204693892738,59,41.268509137467525
g,22,65.2406710498628,67,63.648626040795534
m,31,95.18976792921495,96,15.404618772823786
x,11,61.920380632474995,14,20.59729708909005
u,42,95.53085660063701,43,40.724102317610885
u,89,89.1268581853221,34,65.08697612759555
s,6,95.91032461513443,65,82.99631182113268
w,33,46.54994139249256,67,41.8410156871441
o,30,33.252410411968825,46,77.14403212199402
b,43,60.08484016288318,97,46.27822926216672
e,59,29.20269345581096,30,92.67040932106589
y,90,60.948519206328434,75,96.52403995685842
l,0,45.84107747983867,82,83.6711248670109
e,41,77.36273954396934,93,53.898643852179475
t,97,25.4044960303657,34,61.13704179363978
l,52,4.58577854780351,100,60.27742005038469
i,76,98.26675246554008,6,21.79069503258686
r,33,81.63579673835976,69,76.8742739404014
g,61,96.78378624481228,88,95.20293819467491
m,50,16.49901612184388,66,47.343337159601184
v,42,30.342843540416197,4,90.36955037200549
j,39,45.27500013798339,68,36.213256207914256
j,47,89.07568487693455,15,11.022136252495729
d,61,84.79927592460207,96,35.173639522107145
f,56,64.27208622784109,72,14.30734616437065
h,77,7.339993859770089,4,54.59434923790045
n,82,35.00788252451517,37,39.625514965156036
w,95,80.20323966733014,21,4.851456696086998
m,50,96.56995088948841,7,87.85660265787179
h,62,79.11860088747618,64,38.66110476711242
g,97,76.53526627059594,77,5.33772362588445
o,6,78.23087414008815,66,10.60713209309565
c,6,47.59575576142906,61,17.24541080486852
j,7,39.580631916649,23,14.193937906298027
h,39,57.18101516271077,19,41.96432311853848
e,33,76.67755406334514,64,16.053058192251633
d,70,10.801610403441131,92,97.57650470523535
l,12,34.20101689868281,83,67.32523111067249
o,99,48.26486270598439,67,21.417545280417404
o,100,35.0554068327387,8,71.47518950891858
g,66,51.5552695160815,60,23.39122600462551
t,38,25.85148937930294,27,18.667249869488955
a,19,28.457517480025363,35,57.87413581599258
i,57,19.032065069403913,94,84.95970035829153
h,22,76.15343703246673,7,72.95967705363843
z,86,96.54456623503877,24,66.85827230795857
g,45,26.47243042207441,30,3.6444401572641283
d,92,65.7181845360146,20,10.995142848862615
j,32,51.681121156608015,6,21.100284195525088
a,83,66.37454581250748,27,68.9215232668996
y,81,48.01365361403205,64,75.30162973094741
t,1,50.004433016400874,13,7.106104639856525
p,82,75.17402758279154,7,18.431116615974553
z,88,77.42789752431275,7,9.384091574239283
z,42,75.83333537992058,23,21.799399597528335
e,49,2.120347188812033,87,82.42507333720968
t,10,15.34903618995801,32,63.44952248147357
h,11,33.12351704873252,40,87.28841156376843
e,26,19.32600018751458,65,76.30650716218926
v,73,42.152136737588904,8,53.10800123320932
j,69,76.6520982600965,87,0.9166458746141082
o,19,39.14941872507458,3,88.69024671185544
d,74,60.00384631063501,0,65.79757645336745
z,30,35.06311411424944,87,41.287811699471014
j,24,97.6644114965867,63,87.7479764063632
f,86,17.611125708490462,24,22.210152270486816
t,86,24.152582726083416,49,5.176355446457325
t,94,0.22782638779687003,40,20.071643401310524
f,56,17.70211693705407,86,47.98916650695223
y,52,24.780483109718855,33,53.17828732538631
w,43,28.428571299266014,33,0.6311422852322779
o,64,64.26224442825118,94,1.8329140551381018
h,63,16.25445000537924,81,41.76884259872963
t,9,32.436103612330534,38,75.00195265795539
r,14,49.9604465482715,0,59.954593449622585
d,15,72.03410127156108,93,25.826830787479427
d,7,79.07840677043873,46,94.50411529995854
q,29,99.1310840328928,46,95.20838261076146
p,37,92.10212503333783,59,24.54475066991203
q,41,23.00483814046269,0,89.90039105709106
j,60,5.213817033030644,15,44.03090355560787
l,88,1.3567782218213642,88,4.956157622993307
m,15,13.59174800602685,44,23.997263255725578
b,11,98.2745729588234,36,74.41385455022191
g,78,83.2042328564793,41,20.13952725718896
o,25,2.832675934554174,74,14.757748517966663
k,54,86.21545687626752,26,67.09528195565314
u,54,71.5865938282666,60,43.882064848735716
k,48,24.490915505905008,39,95.50273836599746
z,59,12.358670181797338,39,65.58176520693382
z,73,98.18325562052647,64,99.06661345817882
p,9,38.72237101254176,30,11.121687542644764
q,73,35.22712684874265,68,17.681453797370118
c,1,49.85657241050645,10,12.261304798095473
e,59,73.83313706089851,96,22.46543314982653
p,92,39.3225511657412,50,52.73448585054909
i,40,80.90793035115715,24,93.60471603164542
z,66,0.2599558546000802,61,54.46172292527343
s,52,30.75984936740945,47,15.227067142308591
b,34,9.405532910499915,67,84.73402128106493
n,60,20.758980657314517,11,29.245114055055765
z,55,24.726493486772437,18,32.2637877286882
p,1,16.124443471781547,75,3.8931834168952517
y,1,84.88718309742468,90,46.974828487233125
