T,F,V,B,H
u,97,69.02273457551786,54,69.49194844941778
v,55,32.299017332400304,74,37.39032111993341
u,89,49.30440576313981,94,90.02616229146965
t,62,30.162840793979907,18,9.79074902002538
a,74,76.86262631158756,60,76.11534826163684
z,87,70.95738577916865,8,60.62421618220258
w,76,72.09345696265204,70,92.517570938893
f,71,5.98940242783812,64,50.01080156474911
f,75,72.1060044300147,60,79.76235650920435
a,32,36.58386116213982,50,14.580513398237594
d,100,62.42330096717921,7,27.319569859613413
h,16,98.01742302267871,78,63.308660244253076
k,17,10.205252808163223,89,79.51113459977265
p,59,52.38252074040116,27,45.66763013371348
q,48,30.720948811203876,43,99.75779846682089
p,39,9.028402096854492,59,65.41040039573338
o,74,32.86573538405248,84,39.120529000154846
s,69,83.75197427323674,26,97.89675823288677
f,85,22.30325487510908,58,64.85203485851227
r,97,81.16463202754099,34,20.003371300199625
h,62,26.376370627825164,63,96.32994011954037
k,71,92.14823161978187,0,42.1473980151161
c,96,77.29040494118722,69,13.340176659811199
g,17,21.906797065468574,36,23.599992626767254
g,63,33.31504757269491,4,37.09706277733583
j,45,16.377324857669727,27,25.56806807029901
r,6,6.012641808047214,63,94.587339253988
w,14,66.31038377048424,53,49.454675972328864
r,36,82.80146916143914,16,14.160309941366167
m,73,75.9428601134054,1,22.854008931588478
p,25,36.80744721476823,97,57.02012890868377
u,25,32.12237434228036,9,22.319352921790404
g,56,8.627487951341417,14,52.07747490496036
l,74,21.25505999383647,70,4.781448738450511
b,7,5.7508060683607365,15,30.843586104763755
o,56,6.4573543000495786,74,41.10232293797398
w,29,32.97234446180944,41,34.38135687195335
o,33,41.74242603488938,97,29.879665021218706
o,31,63.08143760793079,68,72.27636290458398
s,52,33.20339237339288,65,9.094443684544862
m,91,76.7499180257779,66,89.9517625072636
q,57,55.95548201472159,19,55.093756039167395
a,77,8.845579577736828,48,14.630742235770555
d,64,96.03846841744395,42,24.117948124248233
d,35,84.86173335494982,60,94.21672016275072
w,80,54.43838625499853,65,64.71181838054925
u,17,92.94856300974114,75,79.42249253952274
j,42,87.48496216101258,94,5.959112130521527
e,10,71.07535437075867,74,70.84332387613651
w,38,53.74000144410746,90,87.3262791246485
b,54,33.301177667702966,25,9.48863625516978
t,54,75.25478170846486,74,77.93757407592518
t,46,52.68068847619001,19,83.3681199275103
u,91,4.866701217410019,40,78.71859116624216
b,35,39.192171491067306,43,86.16525523265642
a,1,20.64366225078681,29,82.06998190164185
l,45,89.37192105925416,78,71.56405635250307
h,72,20.993297457033854,14,52.269871638018884
s,41,61.22606294882856,59,73.46477242090329
c,74,43.0119475912438,59,56.94601217863576
t,73,99.17351699718652,35,19.118392729626677
v,57,31.694842301968006,69,51.243654156649946
j,60,13.296497885955317,99,32.1182205931043
z,38,6.927963769999856,91,52.2104540125221
v,10,61.22949662763205,71,92.75279875019079
q,8,20.393170947534635,15,62.71049343728015
r,41,46.717439294979236,75,78.76212678078429
l,50,77.57609608397777,20,47.75697574611512
y,95,27.17173770040552,50,34.52867238795238
f,20,27.9112414530999,4,93.95127582989356
f,81,80.60642473322136,84,95.77370724929378
u,37,72.22226649094469,100,21.619583302674215
k,5,83.03819405796082,78,44.76609714029658
u,54,32.791133539437766,65,46.1804424948977
u,92,52.36535071189065,15,98.03552489360699
d,39,37.88177646214302,20,19.784028498268448
f,67,52.30446409191841,56,64.87319448520635
b,69,51.08486588156808,87,59.27979275872317
h,74,52.84887276089519,45,75.16732189160582
j,89,24.29111997786476,71,96.58893110951944
j,18,58.53013926012187,7,69.46607853806674
l,0,72.19280302116529,15,6.126706207355948
b,90,6.255646754417709,79,60.67964670100088
r,19,7.282624147920213,86,44.68632037329008
x,25,34.81652537986645,57,23.31271977669298
m,93,98.94387183104409,60,12.291304867658482
z,10,50.63613279706747,84,44.479963709377465
g,77,45.09782259094317,27,39.200479321298644
h,89,35.57368046204063,43,73.84313964993467
l,95,28.100904082545973,33,47.75336800287631
d,0,1.6462724250516092,94,22.158935082935237
p,69,16.098137761520135,2,90.41436831869578
x,48,81.90955509119699,67,92.7348512939974
r,11,47.911191892549056,64,48.527812809198856
f,93,85.70382646735351,51,37.69186325066721
w,96,85.90809195896306,3,69.73580688460873
d,34,7.963034559635929,6,84.21519029763091
t,9,63.298071813794266,94,39.59242138514053
e,72,6.15400628313143,31,91.67416027472099
z,58,67.62276666877925,86,26.512656484406683
u,83,18.05679413259137,16,35.673319232361955
z,11,57.22201729984082,98,99.5487188069623
n,73,21.40861876247657,53,98.69920274326216
g,0,7.3340833555309075,98,44.06591726864233
s,51,8.074661950660921,13,30.433709765503703
e,59,85.32554857511737,4,8.932729808170158
h,59,70.42344212328568,2,36.667180500710714
w,19,99.66476373854228,55,51.65059708332013
g,31,67.91810261415728,87,79.84888414336449
x,13,84.42740522881566,45,32.831325095409355
z,90,78.99846191834976,36,12.182343142915675
y,32,29.19742655697285,5,79.98562863932167
c,66,68.72722036308811,20,86.76489346345554
i,3,60.774408952429084,27,63.37831495563346
d,47,49.494241733326895,38,6.423140322860432
b,18,23.885251725492076,63,51.98272732560832
q,29,77.88604889706832,4,85.77248330070493
k,24,32.05467723886862,30,40.719747468936596
t,26,50.80296908521803,78,6.695419586762319
n,61,63.372881473719744,88,5.148416462032001
u,15,55.914370981423914,56,81.65553220025544
k,46,80.43928658425541,57,58.583158978825736
p,32,84.54937765667019,49,1.3186084807496279
a,32,97.25607923350694,56,48.4855644263849
c,71,45.541108058905465,21,47.37271757430018
o,61,82.21665164223536,26,17.838047007650925
i,75,84.45926584392008,43,97.11257889750698
u,89,92.55548995413963,44,31.75085950513332
s,81,21.875299267249314,45,99.59349199049907
p,56,28.811207444004438,3,12.689268577926338
w,14,15.520935249574052,8,5.452623142500679
r,23,76.1923524397202,22,46.22793002598799
i,77,91.06882777174428,18,36.528858723433125
u,2,39.84947496008016,22,75.11602592960833
g,75,90.93449705157259,60,4.0878124447589865
k,56,33.493831568799074,42,63.24857487322896
f,33,7.104278588391755,5,86.86558334604754
q,38,42.833113149557875,1,8.019053526377906
s,87,14.046164192820488,74,95.2577403433424
s,84,25.096340889957013,41,33.359897562184216
g,87,47.7379014789185,93,85.74513807115434
i,16,96.52304878606591,99,45.12933191402663
y,83,15.305786990787917,22,32.49511899172608
e,34,9.832071310607981,42,29.750971205689446
l,100,51.29062061384907,91,21.993758810200415
z,42,68.91944855525477,30,51.505927011440924
k,23,10.910598877986011,31,94.12585654248741
g,87,15.639283958750216,64,46.795789522297746
d,71,72.10251334519972,82,56.74904014601626
b,28,11.39962059200471,54,68.70025765910283
q,66,90.98977005973785,98,36.221150130928
z,7,77.20292656571662,64,48.069489590764256
r,74,92.04762831275545,30,82.42598813499623
q,51,90.20282022756163,19,94.98009507231056
j,40,24.35191800200386,24,98.9991067811138
c,29,56.242009296299436,23,12.812320757749184
f,80,39.93133060311682,62,18.503578973980417
a,60,37.23535543185653,52,7.548818978474303
i,58,25.249078886178477,21,97.75825456968334
n,44,67.76178307714828,42,77.79666510204657
j,61,33.703532115365874,6,25.455738254832518
w,4,65.21099204820257,78,64.88013416445595
d,38,47.9300045048771,54,26.974391608445014
j,33,95.2260364093925,48,33.950396651868665
d,58,61.13940479603025,60,40.12018966008972
m,16,17.333501341225734,79,68.3282701432396
b,59,88.28717448553756,23,85.77106585535236
n,86,57.922535517493145,57,76.59546484718794
v,53,71.33619453112144,5,94.29533800644182
b,77,75.13274292164566,68,92.59648716681414
b,58,20.498332133380003,22,60.760789501141275
g,11,1.020005788608458,23,29.033203365742843
g,66,18.947085663208696,56,10.860054134838549
s,42,65.15767023336268,34,29.92990154420817
v,15,49.573443007755834,47,59.29761578434803
m,80,10.581319260490918,4,78.24473307689216
a,95,60.274385785835825,5,3.7596265529953876
a,77,64.56602529865663,85,82.8716753572044
b,38,70.3406930568487,18,74.63006159624834
y,85,1.9059453303410634,56,84.32150132651385
o,74,79.12782656467441,48,81.15487834891675
k,25,1.6979122464646945,57,17.212560879499062
v,96,79.92152296667543,99,8.4695847060983
i,1,9.326838677882465,52,1.7868510753398903
c,50,97.50826871214879,69,99.17992440791008
x,78,76.1962025397299,78,79.8462056214572
b,56,10.02179984391539,72,0.04293289226003916
t,4,15.751296388570646,73,95.38397025252955
j,78,76.00183349240692,32,19.850788661001474
a,69,9.330716583887977,44,54.03132235588849
h,49,63.89440196578686,81,58.383041674718626
e,23,73.8704223151267,38,57.52047174796362
u,29,33.90526961802431,42,62.95295273228702
b,2,0.5328532214833426,2,24.883550230178187
r,92,65.5755792505655,21,54.6293473535268
d,14,66.48151007430612,77,33.910109291110466
f,48,24.096375092278134,68,51.953204595410895
t,14,77.5097757841668,1,91.34684543552017
s,7,38.60562759656613,93,19.210670355653082
t,58,97.15265236158521,88,34.11951982550251
r,19,59.07060654258777,38,54.01503586067762
h,22,70.53174913649015,26,13.382663873861256
p,97,53.93777095805666,49,59.808820151918965
z,16,65.68217132310366,47,30.363129539196386
p,68,88.29150098251714,12,58.97208515622923
w,2,20.066423169557158,91,78.59001285462614
i,35,54.86651009728026,46,60.566723013069236
n,94,37.81312767018134,58,50.73230136795688
o,2,75.18242920605499,56,92.56737014835919
f,26,69.8457467024458,12,31.39814890063083
k,73,16.053334311975544,15,17.563086499797144
v,54,33.84273297188716,51,14.802875511202862
l,45,56.7671773682904,15,14.36989777499268
q,9,71.85146595321352,49,26.65384231754683
x,27,25.46374620989337,1,0.5260905205255906
w,69,80.63396414443484,1,95.25482262285617
w,57,48.815964898181605,64,36.43880243484537
s,52,7.659549281067091,66,58.49580146955523
f,78,84.16143015634549,35,81.17784538037054
s,55,5.4370374430041,17,29.302462822575905
x,92,53.95002842733798,45,57.91710647746531
u,4,41.73238399252157,21,82.90495985915167
o,50,95.51499313204299,31,35.37190674069186
w,8,90.34532821936487,46,13.519177391597015
w,99,96.01536904709837,14,17.57376474202408
j,53,25.285445857066513,46,27.40903677379477
h,67,77.07582826700303,35,8.176267664365888
x,18,31.454308922478358,45,82.46024851071392
j,63,32.23279113218083,12,57.912438576088796
a,61,23.201031950403117,18,62.71175784982491
y,81,2.0348264411672035,22,61.281435258859354
l,71,35.29504154520938,47,23.391155441175936
k,75,17.692043562034097,1,23.06109608468909
u,69,51.35089512832103,15,89.36879523821553
j,24,6.686700130246004,44,45.94958442195542
l,27,67.55584047928377,95,45.133921290224244
w,81,36.39087425695197,47,18.8196956765038
b,70,61.27080754323207,62,66.59413369563185
a,20,89.5102830777049,28,35.1463821895107
v,50,16.548380677091224,71,24.464423140315827
u,24,21.08590114235075,1,58.757467617113114
q,99,39.627409894136804,87,10.152718772707525
f,34,79.0272921932262,41,69.46791795926049
s,74,76.75438861153557,92,84.0104960662866
u,11,87.5499118799612,49,85.87585491780652
n,20,77.4009381530426,55,35.16891786337344
x,62,96.38403537297063,27,91.62407927552789
s,38,20.800363902749343,53,88.25514131632039
q,76,10.790995786296465,74,78.57297045363994
n,67,92.75839888211321,57,27.372587525396742
s,85,27.089771331536372,72,41.85590588840825
y,61,78.28716268938074,56,34.338004925550244
y,27,54.13663407918713,21,57.17720539622816
o,82,22.180536629324642,3,68.1354434076072
z,50,41.19311006183647,65,10.941344975916511
s,21,34.663790374398296,69,17.02019357703859
s,3,75.16663437022109,27,0.13364413221769178
f,36,56.206670976502636,52,7.457273900814576
x,67,77.26756789146944,11,95.31859340319795
e,72,56.12368340581537,58,13.658327805306826
t,62,78.44363641524129,89,64.43376107840366
b,83,11.328723212949077,60,6.378950771537628
h,92,38.139818110961656,24,67.95008534791914
r,72,82.84847235804395,76,12.645414798583287
m,57,75.2637155139659,66,65.01449530222452
g,94,71.50082495080049,36,40.568838918648474
t,13,64.63288902546587,18,91.56228647174434
i,55,28.062265396849206,67,33.880638447058786
b,99,55.17118761435042,26,18.25228849837426
q,44,63.548224837203705,4,55.86197713664088
b,56,10.961619388188693,63,85.57256068910787
i,2,60.45311375019436,55,28.933315655185933
i,75,40.12907416235275,83,98.2847269416123
z,11,50.34114260201588,70,88.66411895256341
j,48,88.903754802007,53,16.801106746432705
u,93,90.5439321432072,43,85.02494959175822
p,32,44.83914066649503,21,14.79979867549589
w,11,76.73664865279545,91,7.929662162002382
l,98,39.09539489563447,84,58.86786313770707
t,10,82.67703256821667,80,35.299799461220616
t,10,31.22475228730507,53,79.81388184887857
j,41,80.71737922700967,21,97.81079441509947
g,45,29.713860203200827,11,53.89410672100544
t,74,8.099960571945374,1,61.71357999010561
s,67,81.89363991460375,63,7.039668221657392
c,32,54.617364947414785,40,82.94640806993966
t,84,31.36301863775963,61,21.24676497169785
q,18,50.6596612979873,59,43.22030130336854
e,61,9.131565945156229,68,85.70097693269958
d,62,26.3537806997717,58,77.68710325668997
n,16,87.46676801929145,43,68.27900996815795
n,67,48.10311773435482,43,25.446710486622447
f,59,90.88947598021778,23,81.49916281600426
c,42,85.83145230384831,68,6.746355692065009
e,46,5.704639388358945,57,31.897993674546044
i,3,68.09648141856954,8,29.150867268433245
j,35,49.580022891611364,90,37.66709247657249
s,51,89.38005088622852,12,4.8526180218296355
o,100,30.65223297083407,71,17.156685451440477
g,63,79.24890595073384,58,46.55471874899575
u,73,8.597130217936645,36,30.016354631246166
w,12,72.15518865634823,16,45.66077559796516
s,74,34.70571782308295,37,3.947181963764679
m,65,15.795176313501468,68,22.483202385928045
s,96,96.49191030470547,95,45.885726834803265
g,100,37.265686926944056,43,12.249728761079481
m,62,38.63720817693142,40,12.136643982300676
x,24,23.305572545990294,0,83.13927989154658
h,40,70.65166722795219,18,12.59253281713798
v,54,47.22205858193417,12,78.80518651440853
d,97,84.20051332339025,3,62.034671250346264
e,33,28.93703718054018,27,23.53745968077091
c,12,1.1737393313767996,37,36.00877809024139
j,66,12.303160781255173,40,1.8523971687628538
i,5,59.328336121514155,80,82.16281780748336
t,91,85.48602173342306,54,87.65857822300327
a,16,50.950813006748454,20,80.40938566734887
p,34,38.4897005095439,91,70.66586175282418
s,67,27.577291060086615,64,23.775128179768824
n,96,30.317260130875056,32,14.972166954241784
i,52,77.01387403589001,32,35.6771572789132
h,76,81.44032804170682,19,95.98010568423612
p,62,92.09173967166964,86,88.34753884879613
h,87,86.70449852988604,84,81.97715463375003
f,31,86.26045919702675,4,15.958272592166134
u,32,24.96555085907114,34,4.942606526397164
h,18,96.24985306425012,82,5.069986702872953
w,12,74.34422419920774,81,50.19069074965115
x,23,18.775925187143194,40,90.9708440315877
y,25,44.17047044252412,41,62.649194135918385
n,13,82.51815170024854,12,11.423091578453793
a,33,22.120823997242155,96,59.830190884357684
x,82,13.634634520519462,31,18.22726702009453
r,63,3.1095804769743163,94,35.52674344266569
n,49,59.57865551049098,72,45.631686289445625
e,0,51.121947555719075,55,33.5334357270482
g,53,0.023962614856942732,37,50.01822921035672
u,26,85.95960280437566,18,55.95888139497841
d,9,41.23642602780908,46,13.58352513023231
q,60,52.13308952293257,86,16.389094346422183
q,44,71.78372037478862,7,72.87330634733028
k,33,29.942290776185278,0,6.2762899450501175
p,53,62.36141183479642,91,73.37283695783618
q,97,39.795342985576056,91,53.044239185122734
e,67,51.03497788731016,80,90.10369761870476
i,28,21.76849868562546,90,73.69001977652195
z,59,44.420554634979545,92,39.98829749041468
k,29,31.954935183821974,69,9.526083410140252
o,71,74.30328061877331,76,66.61927262699383
z,41,38.471272250153255,85,28.24894103540222
l,15,32.06048002155383,58,50.04694827511321
k,73,0.6568891536482546,67,35.74908090274273
g,39,6.486406042316906,69,27.446922906452343
t,65,9.78289764004543,100,17.886455079973096
i,79,2.869780705994973,13,56.070483854281775
g,42,69.59499521659238,90,84.49833497538944
u,62,55.70996968413774,81,86.33762543756497
u,57,71.82271145654549,97,7.038323415482095
f,89,62.1471361883401,98,49.60428948591833
v,20,29.100820107752913,81,33.38467647264993
r,93,11.398082109078643,31,61.09704035537621
i,95,91.21296195790912,55,55.52778336451667
p,5,78.18183159452927,91,89.53987747066641
i,90,69.55957332779667,80,98.64835792868418
e,0,89.77635219716228,16,7.6912585199193195
x,8,87.9067788460485,18,7.425819792287047
c,7,87.04381977418261,81,73.36173126723531
r,45,19.31369043697354,54,94.80412324678508
u,78,83.14497728171422,36,28.105235271096518
q,31,35.668391375013286,95,12.297416759180802
p,49,78.09537799338129,15,24.55714701614665
r,18,67.41353267195564,7,98.50077391442561
q,79,15.282390835757088,9,59.35771822441958
v,38,90.54780764010111,23,71.98393130678637
e,85,14.746040555336592,13,75.01321938055085
y,17,22.945475285745054,84,3.427566384474645
i,90,84.46278447308298,77,86.6573179898612
w,41,22.354950197052993,43,38.39803897524138
v,94,21.152180018524614,91,30.45516507836965
d,59,48.513098073743436,40,59.42677634715562
k,83,13.82234843186837,25,53.224621941555796
u,29,71.6333509793823,87,33.61500587038514
l,95,76.5720045151009,0,63.889793496734846
g,31,64.87458064712953,68,40.7437076120094
s,53,36.94048511402579,62,75.53137799109444
w,44,70.71817573063693,70,79.19060079643172
g,15,59.361406312934164,51,96.05959587166195
n,56,66.24761404705285,19,81.1619876456217
s,10,32.610165111664834,56,71.68837022687768
c,30,2.3276213885491392,41,86.84149627749635
m,48,97.87059295534308,43,87.09167803694781
t,35,92.94594952245104,57,7.239141237491453
m,43,87.22861790334181,52,68.77026735819764
i,27,32.4992070571685,1,58.77670586056388
p,24,57.175914869783725,21,98.29009556710747
b,45,37.73535099322671,56,98.97195879458727
b,84,83.67055697032411,90,90.09951877407966
c,84,74.4283520823842,72,86.31554405141432
a,64,16.443851949344314,31,52.62046789986881
n,87,41.81625012437564,71,27.520282485566693
a,23,93.34348025342656,95,3.663205276518955
v,18,54.56543719487298,59,2.9669982270457806
y,97,82.34289920754124,69,39.72957316413972
g,28,67.79310151490986,58,61.405776469733375
y,96,5.4819304272273435,87,90.59469962569796
d,12,21.70193309627322,33,22.93425119097924
z,79,40.58684008443018,82,40.52396435442548
c,26,94.31343784454472,97,80.50888412774557
v,48,14.81999626252437,23,23.502103871365033
r,15,12.177710117945617,5,90.20438332541376
y,56,93.11880551218718,81,39.89039054772273
k,4,93.43207662394511,4,16.637205958464563
b,73,6.274859814140488,19,70.15620816112111
e,47,62.79638507072367,75,58.590289916733006
d,84,59.87885836555669,22,75.64502120842779
w,91,77.55178148797256,42,91.38131544409974
h,33,26.707617165761654,3,22.992655162637966
f,60,68.19750005101317,93,30.394002700153976
g,9,56.140264884190614,54,90.98922464812725
k,18,55.10869225202081,63,34.625686992672385
h,32,26.26023337865012,46,43.495016419669085
b,99,66.07891854562538,63,4.389578952293505
f,70,71.77670890136636,84,24.72420349547094
q,13,58.78180323050039,77,67.25963936227063
a,91,30.503349247910172,21,97.45162600229399
x,31,9.077414032455822,10,47.10705048976366
d,94,68.16170528264087,45,65.7446448320841
r,82,36.53321998214327,100,2.607867190512092
z,38,16.772170679831998,98,17.91736302287622
o,89,70.1865570697061,10,16.56470408874978
f,12,32.6243902997217,30,66.81935988961078
r,41,78.42170229429135,80,25.586570788324824
d,77,14.031332692244247,5,1.3939709648630116
j,44,24.924354004562744,83,44.408815845820115
k,84,94.09901256987803,19,87.03212108840187
r,27,16.081471234095236,26,8.774168049294717
o,62,91.20737136697923,56,26.157957307824354
q,99,79.19949300992346,8,84.44409891229841
l,0,94.67443722466565,6,73.2812281107741
y,42,28.101284324780174,48,70.15491608839022
a,26,72.86038509797739,64,35.39926332641229
h,68,57.225581377902635,69,69.86028077933109
v,84,46.47615433168282,72,31.30442165195648
r,75,50.00443446432746,39,90.80603838941376
d,62,42.426447712286354,88,83.35252801236888
p,84,81.30881493979115,97,54.79525049007721
s,25,7.295759514219657,96,79.32719184397607
u,56,54.42269429206017,93,76.86529286647985
b,79,88.95250178028532,52,25.679801626034127
h,63,99.8136409669214,96,35.29055320378848
c,69,68.84712453687558,90,7.309968592492433
m,12,55.22857384012737,0,97.46452245194305
w,40,94.45416989170555,27,89.37696583191138
j,38,1.7727255557418387,59,70.94276640551752
z,27,24.80261221761423,56,1.494567446777051
o,13,53.85344077913934,52,47.5243167880383
g,1,27.31661609262054,55,28.96871961008972
s,53,65.43554428614159,28,58.2621016156448
w,40,68.94793011321096,15,82.05723191308849
g,81,12.972905243426569,0,67.81083326265875
u,30,12.038515831286833,31,15.653411239119519
y,87,39.73485143293276,3,51.016152867320976
h,73,86.02668296221489,27,32.32596876633508
p,98,98.7520580403273,43,4.845288349997235
u,26,46.602040969740784,74,92.57646601170138
n,79,33.89650174946297,42,1.1612567959764175
o,54,75.82643944896128,34,93.24134554084722
d,38,28.14032409127907,86,20.572891589956843
g,66,5.53259096502533,21,70.1227253983397
e,93,67.66586993706831,29,74.70652257789558
v,44,85.0244644825251,76,77.46773117386877
b,57,9.664920786772846,56,96.2735562439506
n,14,24.880400674733462,76,21.79235183164622
q,40,1.1578860707477046,48,82.47745401591942
p,21,43.60245436110194,82,69.98333181902593
p,38,73.9571212108666,81,82.12566533548419
l,61,44.50697011770814,99,33.6795180903013
s,59,22.952518520036737,26,70.3034931062575
o,22,76.09414185777304,98,51.73041494509164
q,7,62.64227275548788,30,41.225196784792296
z,70,64.90515370641332,11,96.17554901548884
w,97,40.12391261998266,17,42.7827701069439
d,4,92.44587715107288,29,1.0991507048936922
v,81,81.79637615505004,72,53.603664636195894
k,12,15.686317304227638,35,34.67095359622245
j,63,36.85010425970181,0,50.82110643775665
u,49,37.70472218759878,15,64.01750190280806
v,70,50.95672829753243,24,15.381150736062231
u,24,83.4791452155018,99,46.18432999973451
u,6,81.12779543764361,59,46.45115033748057
z,46,88.27429548490119,64,63.68431794487148
p,10,27.169344462785638,66,84.76171293987882
m,72,67.9931174560901,12,64.0064458742004
x,54,47.095399520960946,88,74.81478072820866
x,43,69.21021170176809,47,89.93869807836768
v,62,90.97574831430317,75,3.6874370250218003
g,66,37.730918240894596,87,62.61402973683566
g,18,34.520013029110345,0,28.730031624598308
r,38,51.84274828657737,26,26.375627223348673
a,51,59.347124048101726,9,47.5206860154542
y,72,21.14501546376196,50,55.36960782275365
o,18,23.803772397152034,26,97.77343581943401
l,50,28.983515160997975,17,65.87422639957268
q,30,97.82650155053544,80,88.81056592877208
r,84,3.5558900820558126,58,35.27930938329844
b,34,53.5034829675607,0,93.37736951874098
h,86,15.80062463426961,42,53.09026311713049
d,46,66.9868646842523,91,47.39746586431266
s,65,46.54699699545915,52,38.64640016890657
a,29,80.96992165958198,54,70.64824536392301
v,50,69.04875724033556,73,58.6569347662293
i,93,67.06171514675043,21,92.64960624953883
x,16,96.89508074020323,91,42.473581471284994
z,63,63.64838952694485,81,12.327751263927189
e,5,41.211957772446105,73,26.70471315724743
w,27,58.574388719104995,58,27.052158855231323
y,22,78.91070461227343,88,53.053376719735724
l,80,1.3121399672732292,14,32.68905541542898
p,41,71.68969609708749,10,35.782745969638
r,45,70.54494763356945,3,5.076773727909423
q,53,31.706724450141564,67,50.28739740887828
q,52,83.5378781893838,76,51.88752928321646
e,16,89.15453423722293,66,73.7755565284321
p,70,33.933867820877076,15,51.05460859671419
a,7,61.600887409514705,70,34.53235652461832
p,23,66.37040990402588,44,88.12352435486488
p,86,94.18545025653847,26,86.83787676596683
d,25,63.72295579133736,0,55.70095462373112
n,16,42.355374178629425,27,81.09190971242714
a,73,61.16753879704403,31,1.8288255157595468
o,48,70.35824420436167,4,17.582872580971063
i,29,32.33141682315255,70,65.75276148018158
w,26,66.50411255478014,15,48.96022182467497
c,3,65.08702540303078,4,4.582619463215398
o,20,6.380969522538615,34,64.49735495595598
f,94,87.73403827873236,23,63.31185994940554
o,80,67.72975821524737,85,1.2785054173576782
x,55,48.590067666981916,26,46.3056961467146
m,78,60.7336550248602,46,61.70274030946391
f,91,44.614724038744015,33,66.40310120303778
f,48,46.50810767147623,2,92.50203847122906
y,15,48.47260021762383,10,4.026346208413056
m,44,53.31820000382711,62,91.48541440047056
h,23,38.17247993030849,94,90.06361836531735
s,37,80.16146720053334,84,34.0442808998896
n,59,20.66428450540645,17,65.58883810675863
q,18,10.939995926747626,25,7.084100961075313
t,11,47.05948051672858,28,31.642813613720154
u,81,34.788381925730384,89,5.252124339324105
j,31,90.12486606388916,62,29.71087567997336
e,54,4.420347044152373,81,56.81998920381612
l,45,63.1368363228234,25,95.93930094390119
s,82,67.65477473009918,17,49.74682187598882
d,96,49.71776475056138,36,15.00035778693386
a,5,56.24632279161199,47,67.8227202755189
w,32,61.892278327427285,60,7.242387043328136
u,23,57.04546621048446,96,34.075870708311484
j,91,53.464326882783574,39,20.64570240337623
s,3,59.93232023684991,100,94.60493934125678
q,68,77.1014063905935,8,33.35505459059317
a,22,80.4711806898155,51,22.4554324432074
q,23,83.85659701777166,51,39.085552304815664
p,36,93.12467739975354,78,78.87424986600678
k,8,84.70029656934057,46,65.38234459253562
w,64,73.5362959145681,48,33.95087376950233
w,36,90.14016436287814,20,55.85659954588235
p,85,1.4219092184920124,38,15.810095346636944
c,58,54.44107648628373,97,86.18600021987287
e,53,32.62293534604004,97,91.95239102703773
x,25,52.05582418118284,96,99.75271034680814
d,87,10.6925544276257,86,33.30339222927079
c,85,28.959914991523917,44,65.9912270579059
c,26,22.766203058533286,3,41.30916637276566
a,24,35.77339698779591,98,83.90121726865955
f,88,52.57876026219599,23,22.538018880394826
w,74,23.05489382808733,71,9.016691560609368
u,69,93.25646395857056,77,71.49324869495601
e,33,23.741428511425532,46,32.88689093554906
t,70,2.1187709709437064,17,98.09283252497896
o,88,71.96376124202844,13,61.53143313016191
r,59,86.69223742096352,27,96.3586110113661
m,91,9.444228687479395,43,16.868898907925324
k,14,72.17448606784228,71,34.976732491994575
y,96,72.01011717440896,86,17.06488444410146
w,92,17.98488326027734,13,76.12879158567185
e,82,78.85483074932253,1,38.20822917344141
y,98,52.36216683807735,93,93.5794633536318
d,3,97.47449256852396,77,51.021900126455044
g,38,1.9065402287043898,66,12.538240879601304
r,14,17.359646584529088,83,1.6250041096031453
r,64,56.11616449521395,11,94.00954553223279
a,59,30.17442825911656,34,27.89679521437791
p,96,41.51774831169674,34,78.40075131339248
v,12,5.910694053897981,68,27.828154021441144
s,80,78.50295845431057,97,0.9389824913451306
p,95,80.60714766489492,14,41.627197237021896
i,21,84.3088833558526,94,93.33911159785667
w,86,92.85751750180867,49,36.24900525833409
u,51,29.88155447659765,39,18.051220382451284
c,22,16.11183736216678,21,45.769551046666756
y,63,81.92080926735574,4,89.28770631924777
u,53,68.07689471954707,21,1.2623521633292722
g,71,6.265586907979603,74,71.56193746663973
f,59,42.48270376561681,54,12.070828794150824
h,67,65.77482438561886,93,28.12353039165695
h,85,68.33867832865201,40,15.650046423768504
f,97,99.56925687737251,13,16.5559903478689
a,34,72.91884203461017,45,71.07927417895456
l,6,2.656665690085813,66,13.467606685675914
h,100,57.49780324328928,9,35.60928923744907
z,75,69.05335690147736,48,29.594768083921018
g,82,63.651275199031275,3,63.54905479837497
q,60,4.095495193589782,14,39.96391442785816
c,65,87.62717622045953,8,91.37128513216089
e,65,9.249885025758065,50,34.091346653379105
j,79,23.952619835161006,98,53.83216868907106
d,67,12.342296068350688,67,95.82768163630914
k,64,28.84311699504415,1,82.2035643389368
m,37,85.01641892098873,98,95.88855515787282
m,36,90.31964707404919,88,94.05103287646409
l,45,58.0326582641873,94,1.6415552533791344
n,92,32.69303564716246,6,61.75448404593757
x,25,23.97612219089822,25,85.84687510176126
r,38,57.3375247189708,55,88.9975237158193
o,70,35.22768277610208,49,14.01960376913286
k,45,71.05628129224512,87,15.407222204497694
f,16,16.462305574128244,86,67.63431145697754
h,26,32.074553026361116,74,93.14227787519206
h,81,98.85598792783216,73,76.31360566964159
l,36,36.86193189127685,79,83.31435396799829
n,30,45.16685956970581,78,35.391537091492395
d,23,98.08642494077272,55,13.04000312308652
k,16,48.075867948588694,72,83.77345499689824
k,71,86.84837841770596,100,54.77778445581579
