P,O,A,S,C
r,19,56.99543881663713,38,0.26456531908708447
i,48,25.561381994154896,49,93.24435510985096
r,3,35.23643260700491,68,36.529025328501774
t,85,45.77757188661131,7,48.44904981080242
n,74,35.4545867814414,7,72.17288872400647
n,53,58.76873829192258,85,48.369513046940604
t,31,50.013511583855475,88,6.92389238002794
s,99,60.20429117143623,17,41.65248441222088
f,44,57.76888610168515,11,50.04681752657504
c,74,52.941261111569396,69,20.664915773033943
s,71,67.94968867932162,64,98.48188313361032
i,43,49.991746840531704,34,53.114559488681614
y,30,85.44541650588333,79,72.0639099579526
g,24,94.62185257068221,13,88.59820572912429
k,39,57.57542706833342,90,84.64416775853601
r,17,54.23087743621235,96,0.43635746576431433
k,92,76.38556202010017,94,59.2186160834255
c,33,85.90578659587229,78,57.25118406757531
f,85,24.16668123626373,81,94.0424509685497
s,90,82.81709863839598,67,25.382144422055852
r,9,34.454499532675584,58,54.35748954916666
u,47,18.23717114418003,41,70.13958586543683
l,46,79.6801803501202,70,80.09311019427989
h,95,85.6028624900245,38,23.204994803130397
e,21,55.412400505066984,10,24.727133066314945
d,49,13.253304304305813,80,3.6432460221068053
i,96,95.46036226483483,20,94.59732292031894
y,88,51.04100269873839,66,57.82976080583051
h,58,5.989788294514664,39,85.58130808609364
v,92,62.92987238920317,53,5.799434252092017
m,28,57.894979886487484,61,94.6859471896382
m,10,98.12256207943317,75,28.47294810756956
s,44,98.51228007659833,2,29.525421127922414
i,88,27.31185231493255,92,44.95755446180395
m,98,17.114866872487088,72,71.52957202647661
x,14,18.637502763685234,98,89.72370268195203
z,40,35.09059587938867,6,62.77288260621923
y,84,49.84912693388155,40,36.08888954136752
l,51,88.57694830967604,44,92.3238757830678
b,83,36.125147242810705,25,30.33947211311354
k,0,78.08227958186549,16,82.20551293583847
a,17,25.483131832987826,61,92.03929313696315
g,4,20.271452940701806,15,1.7744309816902448
n,60,78.48960869291295,100,85.47360834103867
r,25,96.48292066606624,84,81.58554675198766
v,42,51.86648356789322,92,49.0099307739216
c,16,35.729035477286345,59,66.11144914470087
c,79,91.4594377675076,47,72.7015471378747
n,72,82.85709768460742,59,44.075205127841656
j,8,3.949882470665489,93,19.21463048704982
h,63,90.36300608053433,22,94.49755967738676
w,84,34.92458575411788,41,34.02576943280762
k,73,3.1692662072514755,4,15.65393828937609
s,7,45.69885548070346,97,94.27328230933865
x,67,54.52269956649379,38,13.756959491007493
x,17,19.42398639504749,98,71.97990411863402
k,65,76.19273804286755,4,48.47627189536272
i,85,36.17101012089893,94,47.27750899144018
b,86,55.10438500615834,60,53.41819176483352
r,57,45.01039383216878,50,69.83415477019807
i,3,97.59704053365076,38,56.191749113052545
b,55,45.99250495273306,9,33.183435032259744
u,32,30.54890114766693,55,39.32182253601329
z,71,27.18416581060714,78,1.999132669146908
n,49,38.811921205463165,98,68.72762519731549
p,71,63.956064585196536,58,33.5701413527127
k,20,13.506923887615807,13,8.735597859833256
c,69,60.86363128376768,54,49.67883663909686
c,66,26.737285605148607,9,92.52573337120494
r,48,75.21273313055093,51,92.34035531501378
j,19,67.92859889645085,96,10.887946468360932
v,32,27.512659890343947,35,70.45072104430629
o,14,81.32745936938804,25,16.11899836000156
v,61,20.73137450661192,60,63.955730937865276
g,100,84.85934893410686,43,34.520380110129004
c,78,32.204245014702614,96,13.472068797515258
i,29,71.86755361970914,43,70.20287588918637
i,81,76.74441701595126,10,74.57565922258811
e,32,60.28091643307474,54,56.31292515222511
j,75,37.60779849299056,59,40.82599585903943
q,24,27.135028361647862,32,9.367979069217192
f,78,24.220178715687446,48,36.58232369356159
u,94,3.855558958206695,5,82.33013713463315
j,88,65.88018778207739,77,92.12875917897169
o,94,39.91248720268863,70,15.157494966536145
p,4,13.066874768284354,69,0.14430356309351744
s,5,11.260537565967754,63,23.938179152867832
m,46,80.18734548675059,17,79.07796498571378
a,94,26.262800718940184,43,15.494909075656304
v,93,38.482009416352646,18,35.68786072185812
c,14,35.0246851157619,38,0.7056105089445097
y,74,58.95093426821963,16,23.999419403153578
c,63,63.77689651492548,63,17.35977588313976
e,71,95.45533319804537,54,15.420552185002679
j,47,5.42013458101267,91,62.387226461503744
g,27,34.23477986091184,61,73.30811262354777
w,6,48.33258688276191,30,13.035785042989545
f,83,0.5916805492222621,72,14.01560491504611
n,11,78.37321562896597,78,47.88492711073202
y,4,66.9878796247476,29,55.888493568731576
h,17,93.47537524327066,48,71.26700202252442
d,100,83.21975361862562,25,91.28888389693809
t,29,86.49258232887243,45,56.379994383605315
w,33,63.67443150958195,74,13.203152902132143
t,32,84.85361751095661,100,14.227493061883646
z,33,87.10462987568965,55,24.035121445959295
j,96,56.9656186862238,80,21.811804999004803
d,56,51.09097569316929,63,99.16035943350235
l,26,14.505127203824086,44,26.694323121430674
y,88,20.022587506439173,10,63.92464647311063
t,70,32.62654400388899,43,51.76893922497733
q,77,17.93987933316278,43,31.991773706173333
u,60,58.69310480941151,59,16.971036439701514
i,85,82.162103770316,53,69.00450771162973
m,31,73.56715462428551,68,80.58506527879966
d,32,28.744039420189615,65,35.38032601472679
q,74,13.123161917402804,1,91.62566861778389
d,75,18.165078059092576,55,2.1689017457678594
r,50,82.43211444393275,32,23.05756623496531
a,36,45.67034801570122,53,34.356663625066595
x,52,74.04562857934424,5,47.55019060132539
k,32,23.264250985572875,30,70.3759729279402
i,31,36.65526316561083,6,60.295980968108054
f,68,70.16091204325404,26,14.409331307879015
e,94,63.65528487179147,10,81.98841955313564
c,68,95.07106928281694,63,18.332398745121846
r,10,50.17841391926011,3,71.12403457793663
n,54,81.09913337910704,72,40.227302683756335
a,16,66.78806553865864,14,98.06801556050394
n,36,19.338392402532445,12,32.6144149674358
l,81,63.2289077794923,10,81.3430397211436
w,69,74.68183183373884,27,65.02101648504885
y,16,73.41852424204906,13,12.957844709822874
p,83,99.01707606449422,78,29.82222008563894
o,37,44.068940345076804,44,92.69437510674766
r,99,82.19515641376572,3,38.60521810443004
d,58,13.46633825014778,97,26.529201462541597
i,25,94.05939273394354,22,42.5581070430986
t,61,26.712173446230036,33,1.143007534059759
m,85,80.16890022321749,95,30.412257289675438
g,99,29.847447981849783,38,39.64215799796121
m,31,55.67463906020605,95,68.78748962232486
v,33,17.491990873948104,68,89.94548335527224
w,58,86.4561694400247,34,31.238106053025916
o,23,28.188292137566208,64,85.479743240283
d,57,42.43775331293202,28,91.64070462652458
n,91,25.80342745590417,91,52.70970121999705
y,3,60.509656191843064,100,76.54721942151464
m,4,20.954907811338774,90,78.27322618925129
m,21,88.26346652018526,62,85.87320910716065
h,35,74.19731537188015,93,63.24335580635353
n,66,42.57989489853406,97,97.71812403667747
c,79,61.72095758876396,59,32.835507162440166
u,44,35.92229283723092,30,5.162128305307978
w,20,42.273648991578675,46,85.42517340309561
u,14,1.4342069718589534,2,41.818313712762354
d,26,40.190000051826125,9,13.549616238206974
b,29,3.2220105727364112,69,32.50752018936757
f,74,34.62929835364711,91,32.82188279902438
f,63,12.049160445592655,8,85.66234498494974
t,3,1.9213951246371708,33,75.55644508138475
d,63,8.818801156450496,72,96.89128634667429
m,77,69.11551288759364,36,81.47455770844067
p,38,64.8652305861656,99,62.13721908548197
k,97,79.23613519826053,29,90.35452837976062
p,13,2.240726194482612,48,96.41427165731284
r,24,44.247743246960745,29,89.90145112254362
z,42,93.65671219518042,45,96.7747599187796
i,39,63.520136943336546,34,73.21735986760778
r,54,74.90449933495823,3,9.346297081466815
u,9,45.50527551839396,24,45.08939639581594
j,58,85.4852766914679,19,77.12937473176777
t,52,89.418942865861,37,63.30497758586563
g,76,58.23716823912514,53,87.51900013450236
s,31,92.14293791438736,75,77.0966269939257
x,43,36.60930893586982,78,82.23898963410828
m,13,47.83776454680753,98,23.757037294874216
x,15,8.798802546419527,56,79.15642050223488
q,60,80.78316242160982,16,95.92321038211466
k,33,52.37020498428723,77,29.375509130604026
d,91,25.993224063211763,79,36.62552327713414
l,68,19.262485229414196,59,29.38035391364159
k,60,46.51230347260588,34,53.93707985098056
n,99,63.438605086109355,90,41.25752723091968
c,73,4.838927641160263,33,55.748207898608726
y,55,16.137046324261917,80,13.850465155445713
z,36,39.77481556954214,82,32.667531034727745
d,53,66.21791666052093,57,74.85532989572347
n,43,99.0643307467905,20,70.27083060093517
b,24,28.389848030894484,36,77.18035518555254
f,59,26.767846541032547,43,44.39052859419297
k,68,18.038463564814055,31,9.648367192184315
a,92,67.66972639640183,54,72.24677026073992
j,51,53.39275104254951,34,1.1294264560289258
g,33,89.27246712749118,93,59.37775560931718
u,75,10.019913529102942,54,12.79781571915346
o,43,39.395257248598305,72,26.066346112602943
l,16,29.112919147150627,76,55.82664249042264
z,85,26.54979394363576,51,57.65895937757484
s,14,17.95623658386951,17,93.06589450905707
c,16,29.251067751229986,83,18.03852997505334
c,30,68.12052366107176,5,29.678482070935473
j,55,60.25942447610808,45,26.07882378208283
h,47,52.51691970410227,68,82.43238386654194
g,99,48.26244755356859,73,14.082713382500911
n,41,21.76468627010648,25,86.65597429553516
u,45,2.52275283411304,42,2.34591616030998
v,36,25.719433615355126,12,69.44108939993214
e,54,17.710345697780205,60,21.372502399559412
p,76,73.78846070533994,73,72.43223244617192
r,64,65.57348720314695,70,76.93529266965072
s,10,62.818157041829096,23,76.72915415392248
x,41,30.500580852839487,86,57.234843315230236
z,68,65.7576116564443,87,27.118791204210158
o,84,96.06753568505518,60,3.0623990666326484
w,74,57.08984486815917,22,52.07707006911993
z,77,3.760726909847123,94,86.71220958497618
h,49,53.60840684599195,50,26.2886791934278
g,43,30.486541576241265,61,6.320904727393451
t,74,78.80654703339358,8,90.05194256834785
x,29,99.97749399226794,7,49.83254262809541
q,20,1.289427896686135,65,94.91726860488197
w,0,44.966351686535376,25,45.730169625051445
p,26,84.44053563220696,83,50.24149347159912
o,46,18.136246508142605,56,44.49723574900183
h,22,76.20909689009467,81,38.70766947627585
b,71,99.81954337145065,80,59.02968254520864
s,54,48.999127358291126,7,31.106789129526426
u,51,45.760554182984556,59,37.34232205292673
i,29,8.697125868750955,66,44.93659093104794
f,16,83.33408454477122,21,84.94198256916042
k,58,4.559620431865008,63,22.943211439339972
f,70,85.04226095603183,2,6.56673757027908
f,15,44.35406488689508,9,84.44619570818944
b,99,58.45115381326376,15,85.04187821129655
g,59,86.36360245176095,11,65.69109737850349
g,28,12.897681038984244,13,90.42983551971166
i,53,85.96337310866008,68,15.079208735053552
i,79,58.47589599096247,69,73.32794704343489
b,69,55.60878322857822,26,31.829230958108067
u,20,62.89896155883577,93,73.51976418845166
l,64,68.81468145923537,27,56.83678896256003
t,17,55.717829360135596,37,29.640912914572493
z,63,59.49908975496285,25,84.41009697827356
s,45,17.95767689372879,38,51.465572518471845
k,57,39.96703722768448,99,58.810789684251354
w,39,67.47151076721883,70,89.56299127012369
e,58,28.862656721696478,53,31.938367303794934
s,38,35.24928391848851,13,45.62104986782861
k,34,98.38987205835478,100,62.67270101367378
c,29,96.73850157780035,18,99.5236053259257
n,70,51.186959157133174,43,92.88259912959374
z,52,33.19584514278602,29,3.797250378316608
m,30,51.50681768980131,71,92.95836873688069
e,40,50.9984799435126,40,43.623202373474555
f,29,41.88870115209984,81,24.544684526093874
j,56,85.86694488327298,99,43.798365039755105
x,2,52.37330304042551,62,83.75353689450955
f,44,72.32338558012876,42,87.53487676007568
o,42,79.19800079443732,98,3.420299298452112
b,35,72.42236054630808,86,7.856588376198093
j,23,53.48856676618593,41,6.597601106897244
t,75,39.74117745882159,38,43.84863900030928
r,99,93.30946382993342,57,71.91276131980821
v,45,43.19385187479974,75,12.388458819637583
w,44,18.56824795181077,5,7.421458189039609
a,65,77.79574212373316,41,38.69286744975858
n,3,77.46495210921717,63,28.711182683763393
f,100,50.323740183754296,53,30.097028419981907
j,66,16.376634425150925,80,85.38938162096765
f,45,43.55910756889125,70,3.249463436391753
w,55,51.80005975950387,77,48.21723169767604
l,38,8.658664330625232,14,41.081240898895125
l,52,21.807590845349345,28,16.097043884106597
b,20,91.5516350486332,14,58.09606553102249
d,60,6.0565798354138884,9,55.84904953113672
i,42,4.521969896111666,5,32.795741330774376
e,85,30.62427827731309,97,92.13113481810201
f,94,7.232840392012029,78,32.316049117248824
a,48,51.12746932390115,95,20.89356924966619
y,40,74.28825520094551,70,29.921221250263375
q,82,68.85981180888245,31,38.555326656785496
j,29,40.26598206038755,98,96.2691747556532
e,0,42.18715820136736,10,81.73372124499795
w,97,5.810633293158363,13,87.34568367861233
u,43,86.35201412287232,69,96.73718131427613
f,12,92.9414037404929,33,33.657757144872036
h,77,91.16248776231816,20,12.567711960427186
a,19,96.62716279226207,44,86.17383655989562
p,75,49.14871345790582,41,57.002483759556945
q,22,48.08326570368963,77,63.5816598300191
b,90,3.8076535278860346,92,36.664395998052214
v,90,87.72105273302242,4,86.7499410901807
w,48,47.69206759664836,64,22.881470455474595
k,67,65.42988450895838,68,11.67367281475833
f,40,79.88706772097682,99,48.50047701626482
e,30,87.88776279119821,86,14.440235801102618
a,54,40.43875658694541,23,53.29175106707479
c,28,87.36215912244816,73,78.12502421255944
w,66,54.60904528343748,65,7.075991427146877
y,100,68.72150500231145,4,16.088286810438124
q,29,34.00730657392966,90,3.04541669432411
d,29,0.32905183911611235,69,44.861502603017954
v,5,49.05762375120819,18,63.024692085672264
k,70,7.509575523806033,69,41.56675024940768
b,62,46.72283509173053,61,20.869950466013975
g,52,77.4079116044849,24,36.549060634008114
w,83,73.75248091358809,25,95.55951618357447
y,83,91.3419550732467,5,94.82278580714598
d,38,21.26486346216334,24,67.90129262348175
m,30,38.219853461472,49,99.29667203314136
y,14,96.10692457461319,10,32.49197625867376
l,54,92.46281900533698,63,56.51359103058089
h,37,55.18064151134708,34,50.28098317544075
i,77,33.68160184701434,78,14.792322791446743
d,51,61.085162639282075,13,3.6124314148737624
j,28,81.90457877101768,43,18.35685006754514
u,32,93.95640306389647,0,74.69209068773145
b,80,35.90928238368855,10,73.05472589169062
q,79,76.92200847845018,94,53.452355845202746
t,23,8.14991188053602,28,89.31209093586274
d,36,49.04726827928335,24,44.809666146182636
n,40,82.73154880504205,12,86.05739313223418
v,50,17.253904856843427,28,9.408082300567322
j,47,83.53577797749062,67,43.091387487233845
e,0,18.545500223937704,23,87.07346725909917
b,19,6.43428119322953,12,39.89159032362526
r,61,84.53983052216053,50,75.67785976833463
j,38,75.15296262566234,58,46.752885941949614
c,10,59.52396120752551,9,23.079824854240616
w,48,14.316986707279078,28,44.163038680579284
t,42,57.160960260703185,32,0.3114666439967828
g,30,19.047071738776644,35,99.4383189524199
j,19,71.3936906372486,57,32.135784753150375
r,42,21.772874892471894,49,21.40638823077903
u,55,99.92504090172892,21,86.89313995992894
v,86,86.82896196523086,23,82.63125138052033
z,14,53.63237811872561,69,35.90021032665693
w,41,64.0906461510813,72,3.620906924263023
t,14,7.726788876243685,56,67.69569904712709
t,52,17.29949086359329,7,17.105724087414664
n,83,73.1558117577891,0,83.46868353820521
e,66,66.00678466985359,28,76.59197970634837
e,91,23.47147084239062,25,97.03737195338377
a,81,51.434248415548964,58,53.98126058044591
u,3,28.269584205973707,55,69.82543182648277
q,11,78.2575643460556,50,70.08122628040245
a,68,19.789355034623924,78,17.14006702761547
k,51,41.42603073937774,69,22.38785829215114
j,82,37.766796013519375,57,59.25606740636379
r,25,69.00813086277176,41,30.687363134395753
j,88,50.952560879636565,88,26.226657332208635
m,74,41.35243187903125,11,75.61663319656707
k,50,35.049451163077286,47,53.69363326867502
x,79,36.55705098169235,37,72.08379911933714
f,25,12.757890297033347,30,17.15884366285505
p,52,66.25211986855888,80,91.43881067532129
r,80,46.297104404292746,92,47.311087346383204
w,53,0.8725763628724126,7,15.740175155136871
x,7,39.78250528921832,86,87.04439930035859
u,45,74.87240656792757,84,65.65148824303584
s,76,84.66365217853357,45,48.767690472103155
w,30,57.298003389260735,2,55.116906367770625
h,32,38.05730197443299,71,5.5227802703131434
s,65,39.16439803570637,47,14.788640990016544
i,70,30.702714186440495,92,93.76371512749876
z,17,94.9673411759748,45,64.25593683981754
q,81,78.63156583159935,63,28.892639621410797
c,84,65.37778387799473,78,23.639552683627397
x,25,23.427905375951607,60,79.024203501416
o,80,96.24021807879132,79,79.73156719647885
e,55,77.12314408811145,10,83.58669024985927
q,8,53.15325524447103,34,81.93273907396211
s,90,62.911451343850665,27,15.55312262442865
j,67,57.34380929562125,15,26.253516974384606
v,69,8.192305345193084,27,24.008104695413437
x,98,68.96756871116689,44,98.17328093762875
e,88,40.449770039795105,63,71.64841290692242
k,82,24.512934427796374,21,20.677411052424567
k,82,53.84990092651989,20,3.745098072189379
a,57,81.9470775432493,14,4.680869123520703
t,33,28.88592795763223,20,77.99261868530766
r,59,38.34930445487543,45,56.378629993932485
r,29,96.0230804231014,1,27.382290434940604
z,98,44.07197779661682,21,27.151368374169227
z,95,47.817049851814375,66,99.78968367607219
l,38,98.67250849979943,94,85.69134211735717
z,98,26.37761894286377,55,88.63258610373296
u,25,60.45987000309636,91,14.930629452906308
h,35,41.38361658157108,23,67.77969766558225
t,43,82.70297368411697,95,30.795659959534262
v,47,42.272936293348295,44,70.3878697948293
y,25,33.5069003659193,4,71.42155346233451
r,81,28.35352493219365,70,10.40351569607293
r,20,3.4546320011279663,76,94.68983794346948
e,19,19.467816993245023,3,55.49095433907386
h,88,96.24050525483788,65,7.050731718601321
a,3,22.222400158357424,89,80.17799274748683
k,17,28.646054145570453,84,92.43778648359067
x,80,55.638153829836,6,40.23347185629491
j,77,17.676768184818105,52,32.62754782296189
g,28,67.05980826075309,94,45.95541597368863
j,74,75.3666284625697,1,25.274028967554017
s,77,74.72672893084344,93,63.089262975569696
f,20,99.32371042667974,32,97.11464640769469
v,11,51.94667101876823,35,25.74045799056044
c,1,72.25133869310028,88,40.38502004348214
b,91,7.653801837648544,97,91.69354878829112
s,95,2.137159472373751,11,70.92001322929838
o,30,62.04448095692294,21,82.15243966465324
f,40,37.94586768102094,74,73.08498011528039
x,87,23.483672220341735,63,96.37901919417418
r,55,85.41764882772459,2,97.34587883228876
m,25,60.700408198631315,18,58.98742595332986
e,32,38.943912282744584,40,75.32595885784201
x,67,39.205639074899224,95,92.3140778380819
y,54,70.24950981638726,63,89.99047325249458
e,9,24.97494188515238,47,13.382720410630933
z,89,15.90615632604495,21,9.349514547463277
d,0,75.11602222540147,28,10.877556306835123
o,44,89.98597730017178,1,35.31658833780187
k,94,51.11049301301524,4,37.08393046371575
v,84,30.44539760848004,96,91.30258857583851
d,78,80.07478176590243,63,41.4049439560046
k,56,46.120554485494225,82,30.619464329244085
j,26,87.11690895261512,84,68.4703017730767
n,23,89.8066539436659,75,72.85485147097674
g,48,76.85952405982248,52,27.278402597340843
p,89,50.321483385671954,80,42.55522315763667
m,32,44.01218657939903,81,75.64656177254291
e,74,54.372159092040064,86,29.6141700547377
a,13,40.30077066267532,38,85.78316600102298
m,72,9.433658425347769,77,37.99823824991784
u,9,74.50809608299505,16,92.83095131312184
z,42,39.84814655164705,70,96.68593036623166
c,81,8.806679606704016,0,58.5661165363492
y,23,51.99412364773214,91,94.36505801015915
y,28,6.621109702422634,30,93.7729525251192
m,68,79.10798650310855,0,25.32044697479995
d,21,15.646622808189637,12,75.18911256256096
t,67,0.40211031434305156,38,58.22949014164849
k,40,51.70748029912586,90,12.614854952895204
k,20,93.59361112451167,51,66.96617840418077
n,83,10.422967319140708,17,56.80376984246234
q,59,20.859244189545002,31,14.909692916270501
u,94,56.05761126976122,20,12.636895225501677
y,33,9.685856026266205,24,92.51207108325389
l,30,24.991783047277426,54,28.160846606572008
g,54,23.822347770507413,64,90.40383230404467
e,12,1.0845958698124325,77,66.00893549469993
v,43,6.268242470924479,4,4.05913994022189
z,78,17.07094205995663,66,49.76951314739003
f,95,28.1306133527484,87,34.03087347252007
c,84,12.122658107583328,53,74.31841401177577
v,4,44.5463192551108,4,28.520797682858014
p,76,76.14794259761956,98,9.373041903817903
k,30,76.3058021118594,34,81.13406155273486
t,50,85.21979930920602,13,69.03534153885607
h,20,79.06302794349213,40,50.8350228066161
o,86,65.7404281665859,79,39.028569984601006
y,12,41.4586058096979,68,5.4699158267610954
s,70,88.59470736575123,100,23.170827091594106
u,61,35.87709191928797,95,1.326884683462748
w,13,31.820812109828367,19,90.91351940469951
p,94,63.86444113297004,70,35.372518915562644
t,73,97.35707955097782,11,44.46324842649676
k,31,57.78427091537598,90,66.87856880077206
a,39,13.972253776853593,58,92.09483588762801
y,0,75.92807960078493,26,97.64314025104665
g,24,58.83160039150378,72,94.05837051748826
k,53,93.19897842382238,43,37.39434189717451
u,48,23.93456276290381,17,82.70382708728617
t,58,60.643509665434124,59,25.042813153287625
o,12,77.86948369782814,57,32.1019053302764
m,46,60.31246316806165,51,25.539369018290458
c,68,83.72226691197454,11,74.85947795088848
h,34,45.024033379500224,80,12.274679766003215
j,12,87.13608204599991,14,32.5585470738718
r,39,34.35145458014913,96,43.044151820447205
c,13,93.79306112023814,76,5.446352656846399
b,21,86.61294995525833,9,73.56095821916666
y,73,84.25995941120546,97,3.3709514953597974
k,65,76.27335083208982,93,56.06449449922428
s,85,84.58174016612428,17,55.840874375656824
d,49,49.885915941337345,28,25.50016333623637
i,39,1.2872920775895635,24,75.05974909861074
x,87,78.53616190356753,0,65.66405650298847
y,29,97.89618907258705,9,90.2549753941281
h,60,45.73336443989615,77,31.795414683300727
p,57,57.96587410091735,67,0.7477016612780774
u,63,14.234083236348184,65,6.370692505717623
v,90,2.613511775280286,53,10.264220354424458
e,93,61.2989812557942,0,34.29353136684467
s,8,43.31095820573964,96,6.279713822672739
n,92,67.29121449772795,84,28.373006013875358
p,0,84.74050278984691,73,96.99293636948194
j,36,87.66063123419688,71,92.39932629814348
n,4,76.94660848864321,20,61.5962204614473
t,97,83.55130689237258,2,80.86710346534929
i,91,29.083349936669624,60,36.46301257326802
r,96,31.757119340083594,80,49.943995576472
u,59,37.942409263534074,27,58.67023054337995
i,93,79.24367110726665,51,13.385145351734185
k,45,26.98516491313272,82,32.417120674377465
s,17,1.3526465516619957,16,77.17284223598448
k,71,73.11360776299902,57,16.424464282589224
c,38,27.39649348624561,18,16.802894702827754
a,46,54.44777214589669,52,49.28094757145044
l,76,6.640037904822305,63,84.84219614603339
z,57,62.09972633653611,16,53.74543116955136
m,26,76.23119558131948,75,3.4729994100183625
b,97,54.43265253033003,89,50.5712919522217
f,20,69.73288002733304,96,79.70427823284183
p,79,78.64552158556619,20,50.85052199108971
x,54,35.48015319412928,56,98.54499618229593
k,100,83.38548805101686,33,19.749775851063013
g,61,86.4904954448782,25,30.626133853114524
c,44,82.74396973467708,61,3.513074126520088
p,39,6.410408450007809,2,72.67532827335779
l,62,88.72205562166086,49,71.56557379535478
r,57,33.6051947892376,25,45.01659933152658
g,13,66.22563258114354,87,74.2435029567013
u,38,23.319739475452582,31,52.285522951880246
n,38,86.72231834857281,5,39.64915854669506
o,0,19.06547781404193,53,24.4781047915283
j,54,21.713697870094272,100,50.814625230490186
d,63,54.431978840089414,41,23.010384162661612
l,69,87.42036473083333,38,37.71516171646486
o,49,35.943760414322625,89,91.21050051906532
o,33,49.277653161561375,15,11.52227629496827
p,42,20.108959096575575,78,20.639805032564784
x,27,88.10620492275396,37,57.91168633435898
u,83,33.701080314904466,4,86.39496789956398
m,10,24.150867043347656,81,93.76904443343938
d,27,52.52449328605642,37,76.81839672679102
l,18,41.3854291134443,68,81.24483057078729
e,13,19.53301949742756,56,30.754129771024573
x,9,38.30223339846992,52,41.018653619672406
q,35,9.940337610461814,8,55.32751013236867
r,35,74.27767460667977,10,42.634499706925396
e,48,34.84817820261843,54,70.3379157503079
r,79,15.299137771031257,36,64.39871219363336
e,47,19.668611261157697,56,53.16806767113874
i,49,32.81890062547483,86,13.386844865862779
h,93,36.93232726905001,28,12.842994365795757
q,10,45.280339951649985,97,97.66468480842049
n,44,16.739661435688657,78,51.26863208942788
v,10,85.1256385156098,52,51.10692994537973
o,89,68.11895265168457,55,39.63283630930403
t,36,37.52825898319776,21,94.13403454101548
l,64,26.108467074234188,23,60.853532364200724
q,85,22.922937841614388,77,49.054819473185496
z,19,47.38164232911094,59,46.287743467793454
x,74,3.6105590856066683,83,26.025801490336676
b,34,78.94963270023554,76,68.0317060410135
m,91,47.293080944313004,19,5.634169065261807
n,84,69.73266331458646,28,79.81294910880015
f,68,84.30361131016664,51,61.7441952754598
g,50,25.134553170125283,7,98.78422704294924
j,5,68.17944249997994,25,78.74592823786999
w,54,38.02626138908318,95,70.76470251517478
a,25,85.76199423651613,88,92.57215508445306
q,54,27.24630022335782,70,68.38297987140965
p,4,56.64852191857275,89,42.86845150774919
m,21,93.66521926955416,69,33.30454379617029
o,81,46.145882843471085,14,93.30264977792827
p,53,8.039074975534788,70,74.73549318431093
a,79,57.049345644769225,4,61.28905313474381
k,82,61.29962502574669,82,40.905923800297174
w,97,4.645635066828491,79,25.60019422032116
b,44,24.044922156853342,79,50.21571219046527
k,83,83.810341568041,55,70.35348271781132
g,63,41.34906670615312,38,9.086555455315292
n,49,10.372036329533907,91,46.216955337849605
y,96,15.521247517289428,42,10.382554466598249
l,25,85.1474220286399,87,27.041643164415273
p,11,13.383834387867676,20,39.620694843502115
s,79,62.892542830268404,85,31.515577434092634
v,66,22.917907509570547,3,57.752107499217395
a,21,69.82941283376822,28,81.36971535223535
q,17,92.6466590417421,84,36.652184620250516
o,100,43.04293789344486,48,60.83640599046179
h,87,84.69805755948087,19,33.474661523435515
z,67,24.631225445726013,81,25.387473739914178
m,94,15.270946886647142,16,74.82207411186792
t,48,27.45767892036517,38,77.2107472041297
n,37,14.368598698217582,35,58.901616856328154
r,41,32.69356939574444,60,79.21037901130937
y,3,16.160582318340712,54,47.119653164888334
v,36,57.189444430901084,39,66.57324362257488
r,76,85.89192294770265,97,79.84198660625134
h,91,15.537328946279017,69,15.509512983103502
i,32,75.99603144348625,67,57.54379796434096
q,50,47.08328962478608,97,10.824723668045644
m,42,80.06385960339986,47,72.51680515692308
g,59,85.04766180451432,38,21.63212459045657
g,74,5.999314105043718,23,62.223364096046
m,35,72.54834645806311,26,6.746003989447558
d,39,69.97741178786578,57,87.96585775438191
w,15,18.983884909380112,99,65.3150543932895
c,2,8.722004287050101,71,20.627284772241783
z,88,39.40902880084192,60,23.365256663518387
v,36,74.84500645949663,90,87.31323721078661
q,91,69.24683269992536,100,60.085322901860806
f,96,75.17582480746862,80,46.71227258185663
n,3,63.47131378401119,7,62.91117387233375
l,29,10.848185226675767,50,79.90905431790824
s,94,16.70952503794185,74,54.2631116277918
k,48,46.585405578709626,60,58.08546268064249
l,22,94.41617919148496,33,79.67135781268195
x,42,3.2641497530983665,91,62.619966172739474
c,12,73.37378960501322,44,92.29542343981996
y,26,6.106767376863287,90,21.629398217768937
a,67,64.22331385643677,20,16.916167780319224
c,1,74.64141521716918,68,7.703562134603925
y,45,76.87798397090818,20,65.08842175250555
m,22,94.7899885899785,81,59.80204512241255
o,40,49.52767021252556,52,44.63799750506403
w,60,3.860558440313966,59,33.00063943564836
n,54,23.623339634080043,32,75.30612369548429
n,96,52.92854926549171,74,2.310555801959724
n,14,11.489407700293663,9,87.28175788776699
c,75,36.10133524500898,96,92.838599843988
j,4,96.79072996031037,7,18.433227132422626
v,97,80.13080736264676,33,29.49700849638248
t,34,28.891188357110607,28,67.92138302183866
i,54,94.14471200148587,51,43.74032925717558
z,21,2.336129940714482,56,32.2365675311716
s,55,8.692813749682927,39,81.8914715794709
p,52,63.59557381082952,47,96.82024091718608
j,63,65.01406279945616,58,97.01556722633471
j,50,10.861318668480791,64,13.716549900012476
d,84,95.26863221730075,80,97.26337048874639
z,18,67.43442697895195,92,88.53306611953123
