I,U,Y,C,J
c,33,59.585057705988056,72,38.867111654426544
c,48,76.64370266621103,69,36.76923642139365
b,97,56.25928312528848,52,21.597541031417034
x,8,69.4220325778468,63,2.536477219376787
g,6,15.512387149142825,33,6.645115921579736
a,55,70.98251319846916,79,62.698285061932765
e,21,30.422972479376476,31,61.95050301541302
a,89,91.42656877574741,52,1.3284231549398506
g,60,66.31758329017399,27,2.293883689550835
y,69,27.437328564191954,52,94.12922178241394
v,56,26.550566696150646,87,87.64891323694536
d,42,28.08644765621957,92,39.701299392217436
g,9,28.34234969294187,96,58.97606404492092
z,60,95.13246669763355,68,50.47006255924409
i,50,78.0709266965209,45,39.335294192603556
l,75,96.85863473934668,33,3.7444869729865604
e,29,8.42935972213551,34,41.74890401311264
b,91,25.422992789541965,87,95.19230863953555
b,44,58.58631776922346,75,26.252810362021616
z,93,43.79670323245445,10,17.852697610145363
k,76,60.743418961798056,22,75.93935688263302
e,48,22.31119489211235,54,17.12859211430786
a,49,20.425968190871902,31,57.833137237199786
h,8,2.288517025960979,99,81.6798817443734
y,10,98.24538731925422,28,11.811587519150068
l,14,27.417062343088116,52,24.33456105368439
p,39,43.497624209884236,71,29.756590653181114
g,44,69.99585866178542,44,7.570116603895483
u,80,50.04172095955799,1,87.31644903504646
o,51,98.49498713956982,62,36.306499655186684
e,67,35.62731012353686,48,75.63541169237986
s,65,93.95418836029886,30,5.197846441725873
y,18,31.535808298479473,37,12.417582285223006
z,63,80.83652387204764,37,85.12339278412063
l,27,19.957687177686324,31,3.271841846243384
x,41,24.27749331149226,55,85.98691935839892
a,4,86.63883582186635,11,53.40374687482575
y,59,75.11241000243261,81,84.2871460766906
a,87,90.53008539168559,98,3.837326902401339
e,45,93.39242485206175,5,45.96492996492517
k,76,31.11961055938458,88,80.75236020328849
k,25,14.321396279351006,75,2.44741747463344
c,11,94.26408304527384,89,58.91850211487644
j,83,31.926589528798665,46,54.7035766548836
s,94,49.016012346690175,29,88.1408022720567
c,36,89.6564182197397,80,38.70317055109482
g,60,4.950113502946452,45,59.47535527655488
m,45,93.33267979503297,55,12.199753884435061
n,42,26.794067557585542,12,71.03998847813077
u,25,3.6629807038742968,36,79.83961787003065
a,93,97.98444283789946,96,64.1043003261951
i,28,30.999707156883936,51,76.94990443694967
h,46,62.508451047153976,32,27.936172218600618
h,61,87.9017429745642,41,88.07284647442735
j,95,93.54150813222402,51,73.0924852682022
n,26,86.58521663957852,50,97.83829571268967
n,20,7.998236279666782,94,12.03076204784731
q,10,66.6798338837687,26,36.63707018253967
h,3,2.7209430290369485,85,90.5345770453178
k,99,60.52760642739079,27,19.856149071672313
l,65,96.36221442212339,57,28.446796357914415
w,50,17.00909493003888,80,76.08575523829471
a,4,10.719845362164138,25,39.421608287487444
d,53,86.43628424635605,76,88.81089097369137
e,29,19.730466588623962,98,1.5047425008756221
s,11,29.842858035738974,9,42.68618612004559
o,4,48.638279509084036,80,2.4601025357897432
n,12,13.994795121052107,44,43.56978867985867
k,8,95.81232574883582,23,17.228171827089778
b,98,71.19127354737003,27,26.363378176526975
p,91,99.83079673265259,50,94.0365899005062
y,49,38.657367512590056,28,86.95883114482594
e,38,58.0078378344977,79,5.7499836617873505
c,98,65.50967746174692,54,77.95231161879894
k,24,87.60104406870323,60,76.07456032688516
g,27,57.09440576608702,67,88.39559266387151
n,3,43.01414573610738,91,40.97488885158177
k,49,37.20259885819234,3,45.110704235873854
o,46,50.36483437746423,43,5.088999454425858
x,73,7.49916391945491,70,58.20552142060901
g,84,27.034897168998995,59,88.00975038995809
h,16,76.96492048819783,38,45.978652464777745
p,43,72.71472759399963,53,88.98825169441771
q,94,44.88212319961692,20,14.830986561182035
x,100,74.7941283516076,50,61.66571544358038
j,62,90.38201205621156,30,50.62761722358471
h,88,23.227798710241753,63,65.65375233271466
j,27,52.846634419583594,69,78.292838119883
r,51,68.30902453153463,53,88.94592429334895
a,61,74.07375725044449,34,48.89997198905356
u,71,73.17097159558827,61,57.90827588550231
n,96,65.95666757439416,42,77.47805519612564
g,9,14.72675752492475,59,45.730124702235806
t,77,54.66687897733096,44,41.47556386468902
s,85,17.16753792599811,13,4.156584122516172
g,2,19.414238878760905,95,80.10657582525809
i,26,4.32885045850151,88,46.5800672545288
i,48,6.743841465376477,7,0.3350343639844322
x,100,97.30353133308111,41,13.9958415499825
k,26,47.2080559411549,42,75.04303928114079
t,65,93.05310443130213,36,92.4807182213719
a,24,23.325522160284095,79,61.222099119738374
x,21,68.47444032634502,79,58.73789650556465
x,6,23.137894059665744,37,89.16983126720773
m,79,54.117375771870655,64,34.36413570324988
m,81,60.27609184720097,25,1.274808117132209
a,61,88.91664678148649,86,24.750650205295155
p,61,74.43586373260247,50,59.57836642523937
q,94,15.440219499674656,1,69.26598011733618
n,51,82.23789290466637,56,18.12596812884406
j,91,89.06599282905863,72,79.78556585612174
m,97,33.26618830117406,17,57.01827726083787
r,79,47.313090526934346,60,45.36172503168263
r,95,67.02488981410252,50,84.55341205175777
y,37,32.60754855408459,92,26.288206906375233
x,74,14.812636451944172,36,80.12528409180727
p,14,77.52803212976423,26,24.430300643469472
z,21,67.93076517267929,26,66.96438648474528
y,90,31.609402630484308,3,67.60407986555235
a,25,42.208324607258504,44,53.67528087871769
p,45,86.93368548488837,20,22.208217686059328
l,92,55.945753533026476,92,96.55498135317836
y,19,26.76175339292869,22,80.49306889220014
y,51,38.86220468164581,49,86.02852225727396
z,22,83.42365950262398,2,99.66613295770446
e,50,13.005080808152869,60,57.86820751577737
q,0,26.65843270514848,41,24.35711699424766
c,91,3.4199184809564853,92,44.81207508630044
v,84,25.56166254293838,73,37.80948967539259
u,92,34.01118989566552,69,32.80140454278112
l,61,0.2563106286258665,92,46.179132165249435
q,33,33.66588426602329,16,94.996833460107
w,57,36.8430842930665,77,56.84003069526735
z,65,50.19276639628987,60,83.4030624297776
a,3,3.3135478177168,67,77.42964878151199
q,89,58.403832114936826,17,74.39915177985445
k,69,64.36732262563574,38,74.01357605787618
j,62,13.514188349462364,67,54.38822481345108
n,6,48.65403186915563,70,4.965516370561918
o,80,53.93128658102285,1,82.06525801944171
g,52,37.197541036684214,4,38.876015005893336
q,7,44.3910459562347,68,35.27529898481583
y,47,90.5627979113688,68,87.25509253205279
z,100,52.38853486347333,15,25.215282128588377
s,67,93.6120040669076,24,53.794985251157236
t,97,53.419232884016964,98,86.15594103609241
v,82,3.216309237158388,2,82.6678399847415
f,63,99.48329458222348,16,48.859671382553294
u,75,60.06136138603103,46,94.15212612678262
u,81,65.64073430386861,99,84.38286553875332
q,48,85.56358195917085,90,70.07535935681814
h,97,44.16793266328432,88,68.75939537135066
f,98,11.859903111213532,9,38.396612318680404
u,42,53.1303683237351,3,78.41581777469713
b,86,50.655708650190114,6,90.00850810954229
e,83,83.78527634903232,19,24.32763346170309
q,49,90.19541680497645,29,12.50364179081508
i,7,14.255798281576947,53,0.12739387374804956
p,92,83.96992953591477,85,48.717380219414466
r,69,60.00724136246491,62,76.37173724111159
s,13,56.52033100868693,77,49.29569832167109
p,73,93.39920178736055,17,81.95858192457871
a,48,77.85136245656933,15,71.82259565598304
q,40,57.15032231556123,61,81.10395933365821
t,24,99.18672453014457,62,11.805527632317824
q,57,59.40839123303688,35,2.1631088557461986
w,0,63.58254425874181,11,3.1594682766289406
p,49,51.515323228449816,60,19.38885759336031
t,54,43.274416763589954,63,19.830995482428428
m,48,11.690409811159363,1,98.5798075635785
m,11,3.233139296266274,42,42.86252185655462
b,69,7.160845245041947,29,64.41523833498316
z,79,18.23389508284341,73,37.7183579440802
j,77,23.713745663397713,72,17.312485798201006
r,18,36.655004865128106,83,11.202919671627122
x,96,5.988264565795253,91,98.48335493730396
c,1,63.37961154920273,45,50.10315323861483
z,80,49.897331206219356,28,52.125526145837156
o,96,63.9431731409439,90,57.899802357994346
c,99,45.587416922913036,77,65.69682048383673
x,95,40.398284447844254,78,36.51490252079027
p,61,2.148682561212556,13,6.259208332866939
t,64,73.01130093870847,44,72.8269553283084
x,71,37.485483593597316,91,96.97165564520937
h,24,4.700144310977883,55,52.123643456049415
t,5,85.69735649481602,22,18.5515470592036
p,96,51.958259563171595,0,46.74140944682009
s,3,19.601673534000717,58,73.44552013524654
p,81,50.697585928174384,71,42.88065602542095
p,23,77.30030224692848,31,1.8453001804589864
q,29,96.83172924523048,41,2.0166421364299913
o,76,53.435337732378464,66,20.621249937253815
j,81,44.88682969507411,12,50.55033996368952
q,38,81.25899744954958,79,64.77169409016231
r,86,25.40982858965599,86,90.9083820666044
q,96,18.580960948954484,59,62.68437883726297
l,3,67.4756811645888,30,5.638444268242592
c,90,22.943111704798515,40,68.45590483291282
g,92,15.682891087750118,66,85.66248694106757
x,96,47.28680225707631,31,58.940013094972784
a,16,72.03956599608136,97,66.13854169348635
l,22,34.56625475612544,60,20.08881889998654
w,8,63.73096601043883,29,90.2468358763465
j,100,61.60298229272687,94,43.36093765064067
l,100,55.29163628214285,100,63.05146318929468
o,14,96.10949769660174,93,54.18909756045098
r,75,62.88567687766626,4,20.987296824959188
y,36,52.10737872105627,33,29.119358959452445
w,25,82.02647453592087,8,36.149951071139085
m,45,2.7647784436003686,50,23.828350160403332
i,79,42.348305305511694,43,13.126433599148335
p,31,55.41149120184017,72,58.66916913837764
t,57,75.32599445088252,93,65.9221815911891
e,42,38.72980832308873,96,16.41492802139014
l,92,86.73164225837687,82,48.01087386542095
f,57,4.169661775000366,36,21.512680821698183
i,3,57.20791642601688,23,0.6631867298945049
f,15,6.1450253197753995,38,16.72200676838359
g,17,7.972234166847237,95,16.626659207945682
u,26,36.703754269361625,78,76.35841957399026
p,15,15.807278914609203,34,5.341338468767642
x,82,75.86289189991892,96,73.22327079912614
k,50,83.4006062324224,98,83.50574721068462
y,43,18.13330473551259,92,77.70347391361224
u,54,71.47358979719249,6,5.720428489995899
b,63,45.97580177236891,94,61.41524632194098
m,46,82.09535164194092,67,44.22508644578992
s,69,73.87818450940082,5,10.12581996451849
r,29,29.117237975623855,61,22.18388853258808
o,93,69.84446010360989,78,4.475013038892161
w,27,20.534569976897423,7,48.12680458435719
u,40,22.604082555369576,92,24.383755943677045
b,47,11.752175050191449,65,83.60158493608077
o,96,91.78137382085228,98,5.29256959743627
c,94,57.6411969583283,88,42.58777218167926
t,68,37.825000077817485,97,81.50191086775544
m,33,90.98479519984082,84,91.30808747870063
y,27,90.56140819086396,42,14.375653606687466
t,16,15.47467676656188,76,31.665288836301308
s,55,66.95448367352131,9,48.77803168249174
g,92,61.94280046912903,10,41.74778234312737
w,57,53.00324145197839,96,46.2432607954657
n,96,86.84580287365917,3,65.55659921190149
a,80,58.53948872930863,73,0.7032988632408088
i,23,19.05055327003904,31,77.40501225417292
b,44,73.60851290094915,100,46.292410601271946
t,55,82.4437223498483,17,94.59264750489885
m,53,64.79476587659124,42,88.90072613918434
k,40,97.5420383437015,86,1.1475954389059906
m,91,17.914658973256582,43,94.79634681210422
u,24,29.298723086514066,9,9.1744641877196
z,96,5.614657954639646,61,46.428479926133846
r,45,24.630935001225584,56,80.04834134937917
h,98,25.000110062861225,63,86.67442997489223
a,38,92.23532844085189,33,9.193235387197928
w,83,2.392934136720648,0,41.93916724644446
y,12,6.828215907483504,58,8.749420298299448
x,2,2.7832108159343782,84,15.107100185090106
s,86,50.14276341250137,63,17.73664609078729
t,81,30.925750462295674,93,13.17000805363021
w,48,38.816791725303545,26,19.181589311866787
m,15,90.60338469535691,27,9.1093433125912
r,52,4.158476437988301,35,74.57091475516651
v,72,30.464158264174635,27,98.1127583763287
m,96,20.6248134345419,67,67.3293423519402
x,62,55.287914227694635,50,58.207701356806766
z,100,22.994151269096708,6,64.31581344420805
p,41,12.031305774370992,71,17.29091371207173
y,88,32.7463214347833,5,89.91256377340859
y,61,56.38325043098501,69,66.70364072380058
i,84,39.30909338102842,29,98.68898404619233
b,25,2.294576476228982,40,36.465188949892266
e,58,60.0063991473518,58,33.65137146885847
y,52,98.76479641549653,38,88.5219571631338
p,92,75.5889258911824,24,81.02267262867092
v,57,36.37571758310801,61,80.69809691805642
n,75,79.39473585108253,50,98.13796253483619
m,71,91.49553078953386,10,62.55318816481641
m,3,57.0855327693326,84,94.74194742603781
m,77,2.281002142944666,8,21.233848329747364
e,51,33.85935840651264,65,11.91519071075804
c,65,77.5008727583308,26,65.10874193331976
x,4,78.36809955695354,3,89.68041311471167
h,17,32.5793587134822,1,77.73434029215689
e,7,11.95468936179751,85,65.97633922170134
o,99,75.84868111169897,99,12.383725274978275
v,8,59.57737972865848,56,82.42248245661304
o,49,27.054749803233946,4,96.27564984927167
k,55,50.594123164139425,71,41.65748513842157
a,83,84.0149851139936,53,4.8760045593226
u,41,2.126614294157636,62,50.333064409433604
l,0,51.885359547722445,55,57.150452640111105
x,8,98.5739905273018,83,12.838572844956364
e,23,59.82962259744512,20,2.484290900239783
v,26,52.97327276944308,47,69.78769117433025
p,87,14.282634576663044,90,51.243973787365704
y,85,48.887875902243785,74,72.1169446908021
l,55,1.715203295653056,51,90.26551542486888
r,2,75.25121757329046,20,77.96665859822141
o,60,15.083015090036078,1,16.50776289328887
m,25,36.08117927650881,85,9.968293955498908
i,100,85.1422892152471,82,2.46439399290187
c,12,76.9553025715998,58,53.75524691065456
v,14,73.80993119418615,60,95.13786470664584
l,1,26.021741710954693,41,2.361843605576597
s,53,4.7182124762653155,36,86.22535491141687
k,72,9.536895600448558,13,93.98514068191305
e,61,53.25942261863468,65,73.5416139923811
y,30,10.285196867998003,47,36.31317379809368
u,71,30.04661394880538,53,77.97043691020392
t,24,39.00465376585447,50,2.5059954093734516
q,84,87.96029841070676,17,17.43042628997482
u,61,42.90593001981473,33,79.56340805691595
j,98,24.401850297256033,46,52.382139041553884
e,40,58.060770057914546,30,74.22935263482391
k,40,43.59144025143616,71,42.07823526339567
g,14,99.80262439895306,56,0.8684534949102374
s,17,57.76469777641125,26,13.835054594503958
q,12,18.71486816020026,50,51.501323295014664
r,32,9.117582059854723,13,92.22367526568024
k,0,79.68608123579571,66,56.84323148361692
s,27,25.480992237073785,43,28.00564065538521
a,60,29.00005746037043,55,16.55994626955254
n,95,29.13982918456075,58,83.32906466866079
x,98,24.286438626879548,54,78.27721458813731
f,74,94.01437959832207,27,2.683746594863834
r,91,57.83829493592504,100,86.15918432156101
n,61,45.48114713729048,3,79.64047605284233
w,1,25.337685402839416,42,89.3051226611121
j,51,8.546743262295298,77,24.576862926468124
e,7,51.43807636285309,77,60.24835621894804
s,77,17.877416715860072,86,48.09715172149042
m,75,54.88437627553006,82,66.73916275533134
l,63,72.48595124083673,86,34.5345674432697
r,34,69.61165761814712,72,43.50227582602633
e,80,28.965644398553327,34,95.43359914214301
m,46,72.36416106394475,47,91.6888178501175
c,54,73.95294488654758,3,56.16759579410097
k,60,74.54555725783129,68,6.087110972612453
z,36,9.00845952282172,16,38.550772264157814
o,69,29.883834456805026,29,65.5823958611224
p,88,40.75957238945862,100,74.3917614321739
y,75,51.23142243420145,88,57.91270513593445
s,78,93.18113306870534,47,85.89489101287748
k,72,83.63816684441827,82,92.20145047085748
c,20,23.649697014117933,0,35.35191830041714
f,38,78.04442169047991,89,37.7165115339375
k,5,2.4822158734250754,58,4.558068163147233
o,68,25.699773113650103,80,62.831107101213654
f,1,44.678466030265575,1,31.16781436853444
y,76,12.67473749815322,93,89.04058268894089
y,33,66.74416186822502,72,51.595320552884296
t,21,15.74083672664277,5,91.00398915884762
o,94,10.799922767665947,99,1.8044964689694742
u,92,82.8850931725037,3,20.344199226284765
f,56,89.3184752914428,10,54.31077207275528
w,60,43.3498629221976,76,86.96064656139222
c,64,15.400300940327993,10,37.26854732119293
a,23,77.63142001544323,73,82.43458698407497
n,39,14.412288195301992,69,29.53418108961192
t,79,67.26564799372446,4,35.602838466163554
e,59,61.218828695479544,90,65.57215052052788
d,40,0.777448072814857,95,91.08699222348854
w,98,96.8991684310721,65,66.28816938229247
u,54,53.327002151726,12,46.50068746121274
y,12,87.39759799784446,65,45.23698928473291
v,52,50.23681797151165,43,29.371435014448778
p,84,62.850069808161194,36,3.12413155479232
n,13,17.114085981205697,44,12.853420987468189
z,57,17.381915974015673,26,93.56043307951751
j,44,90.68747350589962,2,81.4639149174052
m,35,26.860970910179425,85,23.188870507641056
m,16,10.05188650781662,70,83.64627497591991
t,39,39.69509368281724,87,63.48174859424248
u,35,78.4712057156388,88,97.71391684855273
x,35,97.98777070163348,31,56.701742364379704
d,67,79.02398114924472,84,38.75915216849795
i,0,40.47186990909053,45,0.9851828083706771
m,42,9.37064654556895,26,1.7160899593151036
i,59,48.99417824278138,21,47.85325451649061
x,73,42.155722441315426,53,11.610870947859297
n,58,45.59301611890011,72,87.20586025942292
b,72,20.566818418807664,30,51.59775821043133
c,36,9.31796322841506,24,92.78863136061133
b,84,9.733234073719977,61,50.3006330353947
m,24,87.27761348071814,48,63.35195610062429
u,27,29.894329688077125,47,31.395575669098374
v,76,72.89762544350744,23,22.465524599031085
c,34,62.243886708114275,36,7.14369005302764
s,63,94.99694598686699,93,84.67496734794584
s,20,24.110789807257337,36,44.49474637984687
g,70,4.647069787042346,53,50.74712733548029
d,90,11.015129961331871,41,11.217479446446255
y,83,83.86877324179629,56,63.71809578459068
g,87,46.162012859139125,42,81.15600974311403
j,65,19.56907018873837,34,48.761568070254704
f,0,28.677454857667616,68,55.667522537854666
v,11,46.47520679511988,71,69.85103927318872
x,22,77.57028533189815,77,67.55065878838387
x,21,5.000062265734828,24,67.99780754074132
a,48,81.19189095889364,80,22.378347419760168
d,81,52.77285001198987,59,44.85718638576074
x,50,53.87313439911904,69,51.821120692413025
q,88,1.1028399927689891,43,57.526580632613836
n,87,34.75331312041258,56,29.10422297223385
k,5,41.816255846017114,45,42.38411253538623
a,59,79.65427747222506,98,64.59785319255225
c,98,32.99984768269913,66,52.6420873622126
e,76,36.60576715055439,85,3.4569082372123305
x,46,15.667551586660233,21,21.40514336469583
y,84,16.709715212908193,75,43.06887579921147
t,35,34.51451673545972,74,60.25940872128428
w,33,79.40929524761377,0,8.747684523664779
b,24,35.78611091835031,59,43.07323590670109
e,30,81.96241073349981,85,74.38609442625771
v,17,61.085233155965255,23,99.234444974287
o,10,96.13050525430874,37,18.528324363477687
i,65,68.26694265978446,55,96.38362956463152
b,58,41.45262001211556,1,55.54957134031214
s,32,26.8481589721007,20,91.7414022165465
j,73,46.557232610948994,22,86.48386083563679
v,63,29.63156421728945,28,68.50662237182544
a,93,78.57885199989454,97,67.72318943320069
s,32,9.166657803309652,67,95.73909242924708
f,97,99.16058301769421,21,56.684614964297275
q,7,45.74374182935642,56,3.8196158093790955
s,81,24.034912803928986,69,50.53200534900276
y,80,49.627254647156334,37,24.31516812361254
p,48,80.78124766996493,57,84.58184730294093
z,31,25.003627577532118,44,6.3338429699875025
x,54,26.015371134241107,55,48.99510367092657
q,66,15.600496292922571,78,74.86314397088198
y,80,28.14086193650721,79,55.17354083206833
p,90,69.43877793109421,30,45.16823950134683
y,54,40.319767233293234,18,89.05429299834977
w,45,13.587861414639168,53,43.75127043435785
v,94,70.4676701496599,76,0.4501038512632727
j,20,84.34027845329179,4,39.022512229724526
w,3,90.6141888067412,66,23.800960219196387
y,75,51.52658029201741,63,45.53386402494043
k,47,87.63052559753905,8,7.233234176517489
a,0,30.71923068290011,20,97.83695903412634
h,1,43.98729668663398,57,20.931480097210432
v,23,71.5468650482284,4,21.668657950962135
l,13,81.58705092619392,57,10.426050355724659
s,41,0.127371450122149,67,29.814414735683915
q,70,38.98204603674623,21,91.8134714799953
c,49,98.47034864803497,89,86.6656631345859
w,27,32.3793717596015,10,6.546816862960714
h,95,83.17835757278583,90,89.85657653364335
r,2,9.864024688953476,90,89.68538206567497
b,7,47.552920186021076,87,38.82488284495361
f,27,47.40769524431888,13,79.0806481743388
m,81,88.81190791792565,53,26.553038772586202
l,5,79.08357686995816,51,42.97548103669595
i,53,25.537753993494405,52,83.93206054100636
i,93,83.19242193852236,89,71.25887645036863
w,63,35.89714913662312,56,15.80735907910954
d,72,19.591069304494912,57,54.02925278964991
e,64,32.33750935748853,18,4.6005916425408415
c,47,15.685498155907052,2,29.97517259540138
d,52,41.26233430485669,31,62.035335362348185
z,1,63.93302175971583,39,89.47317159564008
a,38,17.145297771940392,52,41.306441039767236
x,1,81.45278603662037,60,23.25360126492303
l,57,77.74143240152311,95,29.25039883802002
h,45,10.073224088671184,89,28.221293856436034
s,10,52.065209772552,35,16.48856338913737
c,59,84.98814816850033,61,2.380232177992203
y,13,72.30308487065554,94,22.219195028496973
d,62,93.99855849268164,17,45.73203075493476
n,96,52.52283999370552,86,32.91560084602918
c,27,60.49877923354852,27,60.32942533701452
q,16,23.077843182637668,17,65.98974098274789
a,16,82.7688715615801,25,70.32489700880244
h,75,96.6244618463951,26,59.446299920754086
v,14,86.03441179209895,50,76.30019037899284
h,62,85.90991681254978,37,5.701224521733749
l,87,16.51062773649953,42,35.03558919431682
g,89,90.5091447258109,60,61.15380826285316
r,99,8.521239507261392,78,63.11306254922056
f,60,54.517289964456204,18,21.409590346011353
d,64,24.906344984586593,9,8.818330887402793
y,96,59.31878770002456,77,71.18727316978517
w,85,18.60236794542971,97,55.8490767864952
d,100,69.3918465213093,84,96.21873229195667
w,50,41.63299439771697,85,79.23908221117667
u,87,79.17022389109601,16,43.89276672869165
j,6,53.661356134769264,20,94.19335439818556
w,73,83.13195074518609,89,56.4592143334109
y,11,87.07831430627051,29,31.72675897252826
w,26,8.628576135874887,88,70.21675236759914
m,57,78.53859863407047,76,91.76129686845324
h,100,97.70788188454846,56,68.3725140581418
d,48,0.6067216816820098,75,53.03278282544325
m,24,32.5954683554023,21,52.577368407348956
l,98,17.076958124639006,0,83.38484884141126
w,46,24.02112548387889,9,56.52716027787225
v,84,72.1081037715265,65,92.01509967496982
i,24,49.15714540289966,69,61.573739470292175
q,80,94.98046367452898,30,56.326858572918894
c,17,26.950715932241398,65,58.56074069483744
v,76,92.93858458624749,40,46.70626983439009
a,20,41.07536978060566,17,29.161858558751785
m,29,68.27293904209455,72,71.81868253256545
f,5,35.820716307488986,32,37.624845367081306
z,26,75.73553091604953,82,19.250179195233365
i,78,86.93840802179189,14,53.771765052185735
p,37,7.338324004847374,62,72.9288360916551
c,54,40.24824423603902,51,9.310887345531304
o,57,9.635236926722934,71,38.91703119083528
t,70,98.74581158825009,49,70.25826477970607
c,52,46.48972846562786,54,9.926985537402654
k,3,44.51405139596355,79,58.57702420534381
n,9,52.305751235210415,24,99.34462128199016
y,72,30.201591465443002,97,68.06511766309936
r,47,27.252742259832242,4,84.08886904701332
a,25,7.209065559026284,15,75.55018328138658
h,68,6.328190870488282,83,24.45959917889079
b,83,99.76454493090901,58,62.53077832143183
r,88,49.01983850581113,61,44.30465917267475
t,34,49.279925498514196,15,47.95726365658314
j,37,37.293900551890616,83,46.07553520882954
d,28,70.89239358763703,90,96.97012225532232
p,63,61.83720605631672,39,23.68440740504305
l,92,15.34551880850563,36,12.873388718827872
q,95,59.23445818746129,82,31.26954826687538
v,16,70.02922351382065,4,2.820134172275357
h,78,77.40626101707532,62,86.37632886980056
r,25,26.98103911080357,70,75.29796730540176
q,36,92.21520761327255,79,62.885358943655525
f,13,18.5875854750979,24,27.795373527696842
f,81,81.45306866598439,44,36.36182054584792
o,16,71.55441495483045,31,69.523128172459
y,78,32.414098551070936,44,42.04685640259829
q,62,45.38288998586128,56,78.77566446407364
l,81,26.352987088241008,72,50.62943210422007
z,64,75.69178175468436,19,51.0049009384597
y,33,36.132087066743544,62,65.20391495898949
e,6,91.17026703433797,78,73.92516765126072
a,63,30.698989493669714,78,74.20944833976733
p,50,33.683822485702585,72,60.117666878827194
o,3,77.19644382749837,51,23.6151043216961
w,18,19.76035232198967,19,97.49859450698662
w,34,11.520832117886414,99,8.770028026531584
q,1,52.211242860675846,93,80.3640621249903
z,59,48.98928952746518,33,17.18236440483215
i,31,8.720026985943253,44,61.50287014491863
p,47,49.094652217321546,1,58.00682086605552
j,31,4.899922530633171,29,78.34939885693605
s,19,84.34780627752899,20,31.641168591015745
z,97,0.350481840763861,49,73.97715665127775
l,92,57.99029142639805,19,94.08442091869865
l,75,94.02749811564243,24,48.88584284283258
y,96,48.72430578731589,22,34.69520906336524
r,25,94.55048946097506,100,42.482737094366264
l,13,11.097933190269949,8,74.439457050295
f,30,17.76176826559357,21,63.074264581964144
r,38,32.25246048892748,95,18.557600424166964
o,84,61.83920061428264,61,29.690364970938088
y,31,91.19743712212676,35,0.9204382368892539
k,52,20.45862565747194,33,51.06712766075536
z,17,25.690278251399658,8,0.47602605893931615
k,0,31.34568367309054,90,69.89595047101254
o,66,46.120462619418724,90,62.84709489375161
o,53,15.678941945024427,21,7.940994899790277
q,75,49.718756538927465,69,31.126548755364645
g,74,40.7678664721084,64,91.9745294279086
v,91,43.65104644952916,39,64.3779206353915
a,55,21.944483050638674,91,18.71214914817081
j,44,2.908017489748971,72,21.115306225498674
h,70,46.792659626645786,29,74.14412112083599
b,53,14.979051030280388,25,56.51973511755726
s,39,41.953632737536715,71,59.94778460856223
y,98,68.52369605270778,69,83.6958808250463
s,65,0.024214338728711926,83,3.176980480831604
g,59,26.56830247348626,29,92.97602807370404
p,50,63.743389724013845,66,11.827135788937149
u,88,48.613563931111884,79,28.82495118192221
y,95,68.38286346319403,18,83.66689573101354
i,6,26.90123387120067,29,96.11843194787252
e,75,24.357440789318897,11,54.37884346351892
z,77,73.32207094902343,12,20.528097956179735
m,22,69.20216952448861,44,87.85523046741409
p,76,64.57801942661527,17,91.73767480363692
r,29,17.424220627289124,3,63.78970167986513
d,46,74.99151874781296,81,43.73621858653684
f,15,40.42278554225434,78,41.70552348070051
e,24,90.7815201330283,49,59.73226815436057
t,67,61.1329563982155,76,60.250899834590314
r,26,61.23698462414596,33,81.78549999318163
d,20,50.37527104295536,99,53.73123999216599
j,15,68.07700048507367,24,86.17760544377099
a,92,74.7044106180504,51,42.53067059701993
u,59,53.23112333014165,58,53.372500056397975
w,30,43.36763420994849,2,5.116736570034219
a,39,88.29014007347476,99,3.253164758000071
x,81,14.79358633472807,49,15.109224312142633
e,57,21.484489812472894,81,41.92002299120693
j,14,87.54686345566999,28,5.239104808158112
z,52,87.46185009481877,17,9.195273602122644
d,28,25.200403525518432,5,63.89090827000853
j,38,41.323646202615386,99,96.97200605849315
m,90,74.79591690093653,12,94.61397707844945
e,85,0.6301286200580014,64,17.163821165499172
x,95,73.31195577742147,79,47.7667089871411
e,41,95.00800545961722,9,78.32318551196761
w,97,27.585762582528417,36,28.55301964530812
i,55,34.926607847965705,65,64.35248409444011
y,16,76.46225295614202,50,99.8794439563586
h,37,87.46035140036682,80,81.12077143278717
z,41,94.97772114844153,37,42.92414192931544
l,53,88.89060516625176,95,52.65938084675217
h,55,55.92047694648472,93,47.96432394699816
h,2,51.69340142375094,47,14.351903383989239
p,17,54.68630749999507,33,33.092956608009125
g,1,76.29013669498464,35,45.00816844324872
e,42,52.58957428931149,39,20.69730989015589
c,73,68.4647973366518,23,23.956867721845022
j,61,33.89721657712382,37,98.78256498096472
m,71,63.571026951095256,100,40.693639030744265
d,77,44.57333836402595,37,67.43507561987211
o,36,74.71908951640677,35,72.77176744392126
q,61,64.12637180586749,12,41.22766586414735
t,38,87.45784978845992,86,68.2846466268938
j,94,35.27492757403942,65,63.1165359668421
x,42,36.503865686696265,64,37.455818071229096
t,25,77.65733336382122,31,65.85392212066662
a,47,34.323632022915675,95,35.759158085221735
l,91,66.02289347618172,68,29.672838226855536
v,100,38.12465508023284,12,88.50843090716727
i,5,70.0900387549217,60,16.357994044837543
c,35,12.04652882880376,64,22.760309212935816
f,64,60.43062048135869,78,55.7970866482151
