A,Z,W,J,K
x,45,71.94722647874808,7,94.59237855066347
r,10,33.92306801375287,89,26.75079559078599
m,7,65.51417342561837,38,88.23848187451631
d,99,40.269482762566234,59,35.418302367122465
x,13,0.9678702167858821,53,35.60211015243876
t,100,43.51955463563212,38,81.32819029932354
o,77,9.132898322258932,34,43.42836508576037
m,92,24.239833589811887,19,61.59374787584218
u,35,76.2781617389915,100,20.66248806323706
e,54,48.95562789000094,27,44.16272881127985
u,29,74.655490008044,50,44.1621058769908
n,75,95.60142543307597,80,45.19208689386682
q,76,74.13471327554142,62,43.617375824406835
e,68,93.886539052693,50,33.53638298449564
b,19,15.627264838752353,21,71.59052825240283
o,57,27.755423553545143,4,33.24578018824975
z,78,43.33622200165635,39,78.38228208850771
n,16,55.30608022693073,24,38.92337852688297
c,19,61.05278558608455,21,0.9936546364043175
s,3,87.30440321415841,26,44.80212754896383
x,51,40.4413342309696,22,21.784681169880315
h,43,32.78543247044029,61,48.3315499910561
z,81,95.1322077805181,44,72.78983902193455
q,44,60.76524274131003,57,91.93391266089613
d,43,18.140560026358166,75,91.62963762886041
c,94,61.65389066497114,31,11.553348168625044
c,19,88.23430986152567,54,43.476449097093365
p,10,38.38265414108283,1,82.336485678191
i,42,94.9122178072868,73,59.09361471226333
z,64,73.66019146215662,37,67.8322549506547
s,45,86.8724740242974,72,46.43589266265688
l,83,10.279187686294167,56,68.21597093726093
i,5,5.8103373931226665,56,47.695708786897185
g,54,17.257743242138744,94,19.76496337715331
i,5,71.38025990357714,11,96.88534363873259
c,23,5.601804850071246,75,13.94471985870731
x,15,11.157912517460854,47,16.885320120371205
x,90,41.46490596064793,71,99.66011274171463
q,35,84.65831856770308,40,16.439872802991296
n,62,75.8023666636451,90,72.53097002804792
l,72,38.2290148864238,86,5.915776550931429
h,59,57.67332871650107,75,65.96324905344986
w,96,64.79857371878016,37,61.99302719821904
p,82,53.70509034060819,13,68.76297047592777
f,16,64.74227819435998,2,10.311146153460694
v,69,70.9610168207497,99,97.00569522401985
n,14,46.60209315724464,26,46.91632123000875
a,78,76.76879149435076,61,87.96614602286647
s,21,56.56923801017236,42,1.3787087605482862
y,48,61.07982384017567,16,19.255571447459108
h,5,59.823729562323116,62,52.041308973216196
n,84,73.63524744913643,5,65.52853001396144
v,75,77.78393181750326,84,32.18647720095168
m,7,35.58892498057313,38,88.3144355769657
n,44,67.82342202669847,66,19.768098029951364
a,52,5.003282960868038,54,16.176887252671037
r,19,79.58740918308884,17,41.19254400669061
o,2,92.69725902809154,11,5.262598562763776
p,94,61.769391431800656,49,41.21012257227717
l,53,98.15198938507734,67,68.9089726416289
v,45,11.298835224633418,74,8.714949210847378
b,53,62.983822435616375,60,17.749182900732443
v,28,0.26238965109195433,12,69.51879106312006
h,73,77.69166418926052,4,85.73146119989586
t,64,13.40147695137831,44,23.336229437505594
f,62,90.36271431275154,18,8.584987953456636
f,6,13.635925181792318,62,22.63147002640693
i,84,23.498876732133677,72,49.34209690357171
f,14,80.34697750985909,6,70.80838050095856
a,84,10.935038833832877,55,39.48809699958762
j,60,53.83724394082958,87,6.100697468215099
m,77,49.51817194265319,6,56.97088821981169
s,39,99.38749615751011,15,57.12383339836635
k,25,54.95341489417294,77,58.26159918171848
s,40,49.93146646885348,25,4.598679347806101
h,56,39.15660716096221,97,64.56507393098227
e,43,59.48224523837746,60,79.97430102606059
c,4,52.50718068629606,74,33.73231817020572
z,22,19.07512023831459,86,19.25063279569763
a,78,55.622763184995215,85,84.11951573853462
u,8,76.91876583027928,92,31.31717383605205
q,40,49.164878364285535,83,20.589252170307493
p,61,34.27111597119663,36,75.92172451924097
d,6,64.98288514218767,76,21.552993055504487
g,19,66.33754201168954,20,40.667998546742965
c,24,87.02888585287604,66,35.47718324589611
n,96,80.9526576443436,4,40.483230362640235
j,100,43.279351119986885,67,4.957312686607529
m,50,30.033389406052578,49,88.3403259060867
c,92,37.585786540712526,14,71.34491868738394
m,68,98.26195403931905,71,8.306023092670078
b,69,38.04907754589168,79,23.408758476141657
j,13,83.91426038525557,84,83.25550345862457
d,93,44.48074525781761,74,52.68097785395468
u,36,15.900492031216695,75,41.40803445150034
b,99,55.292434932598965,40,6.7357488650430675
s,5,82.95413747687871,16,21.992277430322904
g,53,36.784283367968825,66,5.053532435615471
w,14,7.062855027384096,82,66.28144439773163
z,26,7.312469066291327,85,73.18197565911778
r,81,38.924766705451155,74,85.52277284752847
t,69,31.087400305635292,77,73.71941444650733
n,91,30.933389826661195,43,89.95299902558081
t,34,58.20437289179614,92,10.32290446553461
u,93,14.495037155315915,7,67.04170921219914
k,24,10.6866472428924,0,17.250108020684717
v,99,64.75638025023596,48,2.152187195933719
h,57,27.24887900299158,64,55.67349004100579
f,67,23.910221278683665,74,68.27246726402936
a,10,92.85207020282773,73,12.909254391124636
n,9,83.5227284458214,47,37.91384998195071
o,38,55.212278751108634,39,95.43210332915845
j,98,89.86999444693534,23,23.452592366287295
k,0,84.09460212454431,28,11.178843035281961
t,23,77.62551870808723,46,75.43994134774059
d,38,19.83102019831002,3,74.7717788573411
c,98,23.01183493168526,83,54.72518620503388
c,23,97.49396883979372,81,25.02811431130889
a,10,15.919231378543053,29,15.835552464765346
l,43,88.31525956608462,7,93.18340973994802
l,67,7.113621543567272,74,41.84825521636186
t,0,22.620336571129883,24,46.52811441244005
b,28,25.77365066530285,100,54.99005137635976
a,44,44.97396805789212,73,49.64526060240543
j,95,10.717457673344356,12,88.37860489859293
m,49,71.1824481435091,60,82.87380780024324
s,18,20.101327076907104,42,96.05716015673221
c,73,58.03775589252395,95,24.98729282185851
b,18,94.61560381112686,40,64.26336713503932
z,31,85.17078724925744,15,78.25321838772722
t,87,18.381727627960075,25,46.096416653463365
o,60,25.279066927727367,74,23.856568934640975
h,70,96.5269693774218,75,3.57982994049838
k,52,34.53941276106403,20,49.285949105680096
x,63,36.0757025268717,65,15.34586243639624
w,11,93.56249446454947,36,85.47839671091302
d,46,69.96602129212592,62,81.62076294174295
n,97,89.1882547049517,8,33.97990973791833
b,10,2.9375429111306306,7,32.68851173741343
l,49,99.9891414044535,100,2.5190154347552673
s,42,49.172861604759824,53,60.00460419945233
s,53,60.28673647897095,77,40.56626517006768
n,64,11.355286314324086,59,22.508037034120676
a,98,40.69105875660618,83,47.548825008282435
e,69,84.5119372534685,9,64.99763854980219
h,42,27.277758466436318,29,64.03289744177899
l,16,49.84085540918062,51,29.816845610936504
z,66,61.9994630814252,48,89.06516753841446
u,29,88.92492798151837,67,75.61340349260392
o,11,96.44955896440433,60,13.180279603489332
n,85,42.30989882542576,7,13.973938659490203
o,70,82.93764249393641,82,14.014856896843764
f,33,75.98928264355516,64,8.07979542383851
a,92,83.56349645856253,75,59.07000747803137
e,47,23.21479643018981,53,90.27878752530874
a,55,8.840544698916474,96,45.99039260946929
l,69,46.08225124922316,20,34.986981188177424
e,83,38.58946376660546,65,70.19009140493407
q,71,93.5219045425174,5,58.61458947422322
b,49,37.948258661404346,72,95.95910602435553
u,84,88.4110767393358,68,62.40592234504854
o,78,85.42541902965206,89,1.3337255122181646
b,61,21.446141530821738,1,38.165041048969364
w,34,45.857503978791456,20,37.422194265460064
u,58,43.805726407852084,37,34.87381012012612
j,10,17.010185479551332,51,13.834962865914413
v,56,16.94969648972765,81,91.14650641277075
p,11,73.82154356517056,17,21.420531814775103
t,99,68.0169511240454,18,72.5951230032369
s,100,92.73379733057126,23,13.68547521628416
m,60,43.651155960572886,59,56.12372991405052
p,84,61.34290036778614,16,9.416597593917064
y,83,16.397190787417347,40,99.81263952442782
a,9,70.53909900453877,17,72.64896347238518
u,2,86.71503747394172,31,52.07437012433389
l,37,91.70566121085241,69,94.98691552203023
z,66,69.56443416798321,54,82.53767283874188
w,39,68.29257809487048,15,49.584380806786974
d,12,30.84037495245784,0,22.019037025771272
c,45,99.01871440298012,5,90.87679565312186
t,64,36.23964690435467,0,2.4430953165203273
j,85,55.32569760935437,22,7.544824280260098
y,92,99.4629958059171,57,85.66787158594357
i,55,22.231038659395885,45,55.062406673342004
j,23,38.433092656181834,21,32.682852590866716
t,70,99.86875966828586,43,84.39746430774274
x,40,58.08413805072553,20,75.46564071270092
m,81,49.538577285276276,32,59.902579478240966
v,19,10.269859659967073,82,56.10125507297682
f,83,12.027530215499349,37,28.491637031626517
z,87,82.58383838341945,46,27.202501699022974
t,21,81.51273661746188,83,69.06068766286715
o,48,68.16445681962975,55,75.95238336042013
o,43,1.0147500627819772,26,23.822449202406982
o,5,19.54198391080908,93,62.25253602935843
x,99,15.502537651731817,50,47.97951672729324
w,89,52.621395616012464,69,38.59892672267263
j,70,16.120983775037022,74,45.32599057247574
e,51,11.048407897100343,41,49.40943390989767
l,34,4.7113512455146385,47,45.17042089825224
v,29,74.24840826669285,14,50.46469074657403
y,56,11.315416215320584,30,62.89216164365578
x,8,67.68130092630858,84,78.00874538524467
t,22,92.96099330314716,57,82.31621183149372
x,29,70.8150366742575,30,50.677441939366005
g,64,51.764690220444855,0,83.39288518839199
n,40,88.7803680537265,53,30.882182009737512
f,37,88.08811405091677,8,7.628921901827712
a,22,6.212504569032317,18,81.00517346272355
m,60,42.079363381962075,83,69.54584921770554
g,93,63.72453054853502,95,33.16688220412816
p,86,68.34956258097937,5,71.13819348262425
a,74,43.696928074496014,90,2.7644498793540917
v,66,11.62484200997823,98,66.09109864687069
n,7,24.24515009517866,40,95.46169399758966
e,97,50.945933344637155,53,73.9359299636159
d,22,55.8838399655917,21,84.5371988600965
t,66,98.75779371658275,67,2.5816170506210656
z,13,87.90427991588568,69,15.38512818460368
x,20,53.374091507736296,76,53.40479509515625
e,21,52.72983185437463,42,17.684083149596287
v,89,17.82083588804737,84,90.25724262057344
y,35,77.34373215980827,75,29.626821357819
r,78,16.29596696973572,22,54.18772646995171
g,66,98.0380778632253,58,1.071372105192736
l,79,74.70908404494449,39,54.85964751090109
a,9,16.69856255363046,20,52.05984245812487
u,11,29.06456867138514,68,45.805995224381746
b,30,55.50753191471631,89,43.74158336782978
h,61,26.910780512318134,32,27.80816188811134
s,27,48.25529429320963,43,20.322312388339714
j,64,92.19648484732693,11,27.849517781378342
v,55,36.156969095628014,72,19.699361084604405
w,60,83.71380016294549,49,45.13172894141595
z,87,18.55141028414944,80,51.81253935562267
w,58,3.0359655408239594,18,20.882073715962324
a,57,25.81607091090895,95,97.53523813165245
y,9,95.24092307773103,64,81.01643658312894
e,7,39.24153359561594,77,75.4378538405943
f,62,25.240828714560138,54,37.67710241207172
e,34,45.30275798383353,3,8.916397621434502
d,51,93.5787187388342,83,90.80575748583524
v,38,57.94328403366779,97,18.45586414564586
f,60,51.222959704658045,83,24.940960065992368
b,16,20.24468111305454,16,17.911017334823644
n,8,13.172479177778563,94,68.10684403482516
q,2,94.91258848946066,1,92.64029116505971
o,35,67.43975757584292,10,55.087199117345435
s,91,42.89292210201175,60,56.2007047414051
j,85,74.50821152002123,89,49.481808928988414
t,95,80.82658055865714,47,67.48698593640614
b,88,30.36944404058127,100,84.06413175266141
x,3,65.42780487164478,32,40.45656599759083
h,80,2.3336057427128076,19,7.579704726255887
s,76,85.2243416994278,56,82.96063679417557
g,45,99.47874024879043,11,68.72835525796222
s,39,26.187441437668923,39,23.659728704425664
y,99,36.71997630606006,43,35.38880613368589
e,94,82.49482396192839,95,19.14415329090805
i,10,60.711954166005555,96,75.26392311470791
m,60,49.33235840553303,2,2.4761351482981753
t,9,91.45088749996994,15,0.9356171374160338
b,10,28.987422374571814,30,97.50610350901734
i,73,97.72419273434603,97,58.866233687830515
e,74,92.52764881763336,49,79.62321865849121
u,8,50.470030058716965,83,53.93213734369415
h,59,86.44371067969823,89,11.917620563319598
n,36,64.67489277098935,99,1.2499337135146282
y,50,11.59750139046174,52,3.3445980340605197
x,93,5.6400458428110145,20,50.49012793408437
b,50,85.13295815862948,46,3.33527416986491
r,22,71.65470357161851,4,54.70986051937589
c,13,58.861783668750846,17,66.12216880792226
x,83,13.846986569692643,74,13.956164087852208
c,62,52.708561502342974,80,45.341990195272345
w,5,78.41044363924581,95,17.631979301487366
b,33,97.9837478450623,93,14.320803722273123
q,100,19.58710014707791,30,1.5835595479290587
m,29,42.47096791666307,20,62.938373935127366
x,31,63.7422227560321,52,0.17334146257638183
u,84,9.830426206105647,0,16.836378432129738
r,16,20.549979547229434,51,66.09041436363685
y,73,62.54943698521318,14,65.07898135980183
g,85,41.21316547589212,66,60.259301249191175
s,47,25.073252286117132,95,64.15691185031315
w,59,17.675753191138543,86,26.665562382138774
n,62,42.319974225581156,40,23.911062200996614
c,75,60.4402751409038,20,27.95912144892503
i,78,0.19479777704619616,14,16.436733000172644
f,21,82.70103332336234,10,75.73136513572962
q,100,86.89532209782449,42,96.70098751087387
a,70,35.67664575318838,8,59.286584717536606
u,24,0.59395016288879,70,3.629763961456234
w,42,34.00710720730429,45,31.994723766623533
p,53,63.52175777139292,72,73.70714458439504
e,69,73.93413797193045,74,9.529422254159481
k,45,76.93252275235432,22,1.8465232446280622
z,83,50.039064375461706,1,80.96605589063485
t,23,10.318848591679464,66,41.80916355401798
c,33,21.788638197224387,69,40.56349246737096
a,78,13.066089012957228,69,88.68684284130892
o,35,34.7966958790932,54,83.6431317987718
a,70,47.64710404426609,81,0.4022051270875848
z,17,76.72387909516503,49,81.03789257648614
v,16,78.46082609252214,17,18.156400576670084
w,24,23.29159818186882,13,22.553784496435767
t,38,41.180540141540035,75,16.337642657423103
m,60,28.924311624524158,21,44.088181686802386
h,21,19.663723299363078,41,41.9382217560074
w,66,98.73513087738577,28,52.27689921409152
b,54,42.24304911620602,69,98.46608798164269
w,51,48.379629073666685,94,97.6203539658326
w,3,52.165503859018514,88,81.78745622390402
z,36,79.59803408102553,37,76.73784441102477
r,60,33.6147213010992,22,89.72466708402106
e,41,35.65923798698528,8,28.15092890414138
f,39,94.58882057578565,37,38.664788924147764
d,23,6.114775730173094,11,83.50596585679355
s,38,92.19530534429397,75,39.62963743147914
d,64,7.815295222402274,31,23.137965202918632
i,46,51.977824431836005,49,88.54362148873369
u,79,33.16771206858932,57,77.33490035532033
l,99,67.57740005559995,33,9.678088041913746
l,83,43.56455809906215,48,66.52512850829902
p,91,21.16518312889677,10,13.060934691339487
c,49,99.5114117908691,85,82.11890237137303
f,59,0.626451266118877,17,54.93005261061683
h,52,21.85752348247273,40,57.268074182638905
d,27,27.057216771749747,55,53.66296287363722
f,38,83.3472417811191,68,87.86270273984952
g,85,32.49667970947067,23,12.725837166445398
k,3,98.15504637308041,94,11.516906302200047
d,78,25.925989459244512,95,86.67228720005839
g,42,55.823986174066405,25,98.71382625694666
t,39,19.874201969953155,71,76.04167585640937
x,10,37.74853847087749,63,24.5957509147263
h,55,83.73759014548482,51,65.300055799764
v,74,92.9854077836459,86,73.74046423059403
m,54,19.07425492346625,94,10.796559826856921
x,21,0.008561809164175926,27,66.88798074919164
a,76,85.33166702376697,60,21.533918032141074
x,29,70.33744390824673,93,31.141305006274532
w,42,11.645490663250646,44,7.913781324566327
v,12,34.76091510746533,5,70.9727655601178
h,81,54.02097517936628,45,6.973924046591384
l,84,5.078774289331611,50,60.36008065809444
o,96,20.883248041378643,26,45.236345622642716
t,39,45.433065664039376,19,75.74436832958422
y,37,76.88340387040378,50,15.797529605002293
g,19,67.6463252039614,66,50.18306496989584
c,72,50.77433400594348,98,68.47287540645351
z,53,36.0409638750566,1,39.26089176420178
n,13,18.887857416542552,77,23.97437622398948
a,86,61.153963576429035,19,82.77160148652693
n,42,56.86757326142988,0,72.91766620405433
a,12,29.88316044712199,47,84.10629457931724
x,65,54.12898943574213,38,56.38151770402552
f,10,79.44855072470807,43,29.06850235909102
t,38,37.07305958686332,71,30.4949717516806
y,76,5.472216098121708,63,73.23211752311457
c,51,53.07249144694379,48,84.86056982202977
c,85,25.777091152375064,68,10.292548794572532
q,95,72.92726893974957,16,96.60579450375867
n,90,62.650586689516864,19,50.1219121069958
v,23,86.13331176959517,57,14.603321661832258
y,45,20.41801587451748,2,62.93874305737016
w,96,32.29986555780864,57,8.329176531320437
d,88,47.14327900428897,47,51.593068531742084
h,43,30.981615184879608,30,20.625808375002396
k,7,48.7942580000462,99,99.63159820263559
s,88,29.679076470224874,65,42.91234576512978
q,32,91.10334931377164,16,51.54153590005848
q,3,85.66340526689697,92,49.28536277076764
i,33,93.01206036522328,73,35.60273320766775
w,6,19.139058879891024,37,77.95875197429865
x,52,57.68369490181339,26,59.48532865217435
i,40,43.90773498093361,15,12.138564234302251
d,41,2.632458010279881,47,73.21975925737145
f,24,38.729849290217224,79,47.56883878641076
t,39,55.643038586954006,1,59.30393089714636
s,71,26.3625644934799,73,68.0422913560537
c,13,32.656021704058425,51,18.997351682301932
e,15,18.239873742502322,79,83.6121363822761
h,32,4.59912172533512,70,66.6480109601302
c,94,26.124044441400006,97,59.25962351963198
d,41,33.28869475460732,16,8.88031583865062
p,48,85.77682758571585,4,80.01597368289181
l,78,21.977357694949006,49,98.50386389182137
u,61,99.2665036308952,96,10.448816567333964
m,12,38.55948595277877,92,74.59665393615826
x,67,67.16992171379235,49,26.1867235196624
s,30,7.059286532482756,27,22.565051660701265
g,54,9.832836916575449,87,89.77500161347801
i,46,96.03821379273167,85,3.6394328318708036
j,62,34.26889365041321,84,86.99628167090586
b,78,20.372482622875953,53,26.336154989627524
o,99,36.36368946147622,67,38.70057193598656
g,80,14.3797335960566,64,33.33369273779233
p,35,5.367029183571748,49,46.8276669077381
k,35,0.30700569252605225,67,93.80011745189745
y,18,92.96705055830688,54,64.4650504362886
h,53,52.025210832961434,21,89.64856061290317
k,80,54.902324784428636,71,10.682169711493305
f,77,78.55650456638851,77,15.43560030096669
r,4,8.487865289758679,12,67.22349320138072
z,83,77.81229776848396,36,82.15315510337497
r,93,60.65431185992745,47,46.39016946986134
g,88,61.419016638004194,50,10.958447863965738
h,99,27.7304425803083,89,43.84493054464016
w,12,6.214812815810022,59,24.486149903122023
b,28,14.4807034958374,23,34.68916562270196
i,6,1.0026265815433866,95,88.44305226753251
w,4,31.23578076083595,63,2.8233689432411
q,13,95.86688340247822,8,74.32079978694833
j,20,99.09044205497877,57,17.554457257080713
i,15,32.58854151438886,51,65.1159334110271
t,88,42.27611227707675,49,0.12330538391595036
a,62,32.22734769785095,69,56.58236974674104
q,12,48.98030385739809,40,46.53586202040959
g,52,82.82434664273262,88,27.55483694558788
o,19,86.61551356054707,100,22.447442538117947
z,84,26.122510337009132,4,68.73666666147523
x,66,9.807704819363083,33,93.01029856901141
v,34,27.7149445935847,59,78.00336673155438
d,10,4.488976193152105,93,3.1828120936412074
f,96,84.07375072132078,34,14.64239540126384
i,87,12.360086134461579,88,9.398101272720217
w,27,96.50037125195557,10,54.376646978083365
j,45,77.48136112851074,18,5.674681709444629
s,41,5.380960857569095,6,37.8429996839829
u,17,71.89041041283446,72,64.32859601919863
g,6,67.50051127522218,23,98.10150291366165
f,55,84.48236647274041,24,50.79728258046945
y,71,38.64177184654516,7,29.846397832315375
m,15,66.33462236886139,55,90.56820732034278
o,75,32.83273699680497,87,72.88550836033998
m,50,27.261040065614882,5,26.208044738338522
v,75,30.12158470897699,11,48.18936713411248
j,6,38.11442684263678,21,16.7648226668748
z,57,61.39993259027532,97,67.06700779970949
h,81,48.71633175914648,23,61.7827589965877
p,12,32.47767564706585,42,17.5588317519889
a,46,7.893970795053606,79,8.015260905698895
e,4,80.86589632561453,42,75.8397855292343
x,36,30.286966629459545,94,77.23835869542218
n,61,8.581038897052185,36,77.14311771158116
y,14,94.56355357467645,5,79.34964910011358
b,44,56.73375913884714,52,3.9058541620517806
o,22,95.35899023636541,10,3.262519910582118
q,90,56.06902537122954,21,22.322102253807905
h,92,40.12040661332493,61,29.827620359226636
t,99,8.041053151184885,76,33.88901732145505
i,26,0.04644375767244302,58,15.466896374251249
e,99,7.765825604502141,12,74.27089553303178
x,91,2.755787068143256,7,28.968561984597898
e,61,68.38314254526631,10,62.62141443460051
i,97,74.84318343564328,64,4.059048537269527
j,14,24.666376625219577,17,74.55921777941028
k,64,28.696224668674198,93,91.50324640826996
s,62,89.45951455280657,64,16.50013361919933
x,51,57.42961402046588,9,0.6742793487083176
r,47,54.94952938569413,71,9.20900333303324
u,27,7.996100572175447,12,59.71596898099815
i,0,12.552736471167469,59,10.665976054029947
d,24,39.76275086987195,95,89.05171695620069
c,22,5.409184732082295,29,18.853797987605926
a,67,22.752962716267966,32,53.11293187568078
x,41,11.038011061586994,21,5.090329082277045
r,78,11.931086284158399,90,18.209565690192864
o,67,19.567806740018746,80,57.1238803178061
o,27,21.28625871551961,11,93.12046604792452
k,100,92.8871114674243,25,0.6487728623566946
w,71,73.59869086871737,37,75.32281798267361
z,70,7.522590051744061,26,50.99770721569287
b,1,26.78104024220046,15,80.85335812329284
s,44,94.78979917672555,19,11.94986967825563
v,93,62.50162159042279,77,9.26908133141293
a,93,7.9287790467006065,78,26.8704896307447
z,12,39.498565964053746,54,30.97523882805663
m,51,99.80982826393823,46,27.355661276692544
n,26,2.230105844801311,92,97.2276028139141
o,94,0.6076498599617453,84,24.669752729015148
y,61,20.5549068408037,4,91.6152496471544
l,6,26.339895463446695,94,66.1135023326256
k,13,38.54756015172052,53,60.68036397531673
c,52,20.881416356147064,86,32.67762689759246
c,81,94.1444886385346,57,73.49282011332274
t,93,8.452616368617317,65,44.22066511152867
g,56,56.228367716144966,36,93.17736521732034
h,66,80.19101319013122,77,39.20555672227118
i,56,92.75914216790899,28,78.82726615156027
x,43,5.38648905005934,85,75.91446924893506
v,20,6.898316547207861,62,35.02729545718507
o,18,16.300809521999028,54,61.208367636125715
j,89,90.80329751573831,31,72.71143200126227
c,8,16.79261861023039,29,30.746459699138974
x,77,26.05405727735677,63,0.511835237342928
l,65,9.705426300003673,17,93.06048811799432
f,58,22.523859639896347,40,59.10893544729438
q,30,32.160785855463544,76,89.66726268369638
k,35,13.903020075896233,17,65.10502179619803
g,79,9.110781221034149,5,43.891464813417315
v,17,66.96449489238047,87,79.84896615054993
d,88,92.10517488392941,31,22.224641314762252
x,7,58.232742185333585,62,20.731986226315378
o,41,66.16676576806749,18,82.48238788378482
x,40,60.51340414875808,84,38.28194205967578
u,58,20.22034143425364,39,23.000682981547914
i,38,95.73421037631681,72,6.604273127344751
q,75,39.36840404691259,77,15.995076545812337
f,33,69.55761650506066,24,78.15852304173923
h,4,46.983933096528006,5,78.24856342905456
x,9,56.255452309284834,93,78.00709806339444
x,52,59.67473495016963,79,44.71503566460078
d,72,43.5924993500266,81,82.1939902154558
x,47,7.387769992622095,48,35.21282959892547
t,9,27.58710804013408,41,36.075458588596895
w,91,12.61090573292588,91,77.28789938608362
b,47,83.45874681566492,39,14.806186758522788
b,99,60.6139382790471,4,83.58294255525112
e,14,85.76416374515603,35,88.26871502981611
j,23,94.1095776040194,12,30.503932204934404
b,25,38.67263196067856,86,71.17134722554434
r,90,0.8143916606683121,92,77.20730910181672
j,52,8.190796610361694,37,9.883627047129872
k,36,2.0382722611459902,20,22.997110096970243
l,23,80.660952276464,80,54.9409058527474
g,81,86.93627927991993,78,24.721558917020424
z,56,39.49735349412173,8,51.48908825869971
b,70,89.99184829126186,91,86.90571679587049
x,12,24.24066303181247,64,50.63209318364639
t,35,39.70563493284749,16,8.08204239461775
q,63,29.032628152573427,69,4.552175046107232
p,14,61.351492189355575,57,80.15925234154358
n,97,95.7734534927252,6,12.330714555102574
v,5,86.90066760743986,4,21.669826673478042
s,96,46.12706313485428,45,22.72602649616943
r,18,91.47287770574466,25,26.35040386685197
g,72,26.053174042178373,91,4.320918319626643
q,1,45.7492490673416,44,22.182462363354826
f,49,91.11200936240988,66,6.177676006992627
x,83,50.15829436285338,29,75.75497396799973
d,18,27.861085462464374,99,90.5028426057804
h,58,40.87244690323318,10,32.78364001341285
z,76,20.60592167942883,8,45.955997592887
k,71,89.65949976915546,8,86.82910570868671
c,71,22.033863019643917,4,29.945604386347203
h,21,15.600134657645325,7,34.76621271353191
h,69,14.58121136407019,100,9.83824533880352
n,22,39.5423820422008,28,16.571838733762156
l,91,85.11606264631016,61,28.306677407578274
a,14,26.079314336827686,27,77.31969860105356
l,9,24.492759724276127,81,74.32696267016405
w,54,5.512606376004037,94,27.92726141948436
t,36,2.9671557203901355,93,26.72861202346788
f,92,55.91118077316711,20,30.46539339976395
v,33,50.559813733553774,86,76.10280491957958
e,66,24.380140972584606,43,93.69743178336167
j,95,40.686842668631854,74,87.47911088910841
c,50,73.52905305849768,58,12.892586394676432
c,87,60.49009170080021,85,1.6785867638499874
x,33,0.41594802718170065,38,83.84734820512786
x,24,89.99910869601831,65,34.308481253305835
i,93,44.99967596579489,90,27.171358285778823
q,3,89.92619363551975,94,36.02952713332201
q,47,52.76619507726752,76,11.769858310478732
b,56,21.765770266751783,68,24.184184778552932
u,42,83.93652836714502,87,26.985202534890774
q,91,18.513378179313722,0,85.44067692387345
e,45,46.6290591455896,67,33.81675241281583
s,0,56.202808597750916,20,68.45159796117441
n,53,34.090884699810374,72,34.391889310942325
w,48,28.20078907132144,82,67.41732324056484
g,0,92.53830534718514,35,20.48901163249608
f,76,69.83695086134067,7,28.78161568958124
g,70,75.55628871004929,19,52.136223254396654
y,47,24.74343041844248,66,52.73454800321321
k,73,61.910085949207186,47,86.36127330847118
f,93,70.35728479120701,93,90.45247022621938
a,30,6.233975029508343,17,96.66011341776706
d,80,55.556910147511864,83,84.00734938785499
p,82,15.401818355760765,48,98.72506340400379
r,24,63.703539774176335,98,50.71746639490281
y,9,67.68671364082634,83,88.35782153608423
z,99,58.78423549149715,40,83.34343471553531
b,43,0.797042829445771,13,69.39786996132715
l,33,32.19470073343385,56,13.5000111577265
j,48,48.70020544973328,16,32.479730225614766
s,12,37.739615364819656,26,87.03617388523884
k,4,12.389682385883361,44,95.40292977816867
q,74,80.44726696714534,54,72.89059142731318
o,83,2.608138628615453,76,58.575903444668086
j,14,52.284315590878116,80,30.716879544987563
b,50,13.957299008202783,84,23.660382208651477
l,45,64.84911356035246,18,60.42547269526297
x,99,43.355867653504134,46,41.68160296145312
z,19,83.42825332340578,40,91.90515305494633
v,38,88.43341721650582,33,75.80019291370499
b,21,93.33219233787048,79,43.84770716913424
a,49,51.42436183877079,80,35.02774301681855
q,97,8.88346056750784,37,36.43136126916985
b,21,24.843738628071087,66,61.48514068591716
z,91,80.56444990347306,34,98.85807506214068
v,4,28.579661234617603,65,74.56751587283584
n,14,56.66666984564772,87,20.957779766136188
k,77,94.98022625077354,46,94.56160638409543
f,32,33.238043867410326,73,30.516452350355927
l,8,53.59691535848202,50,6.308259268881722
r,71,90.95309427382566,87,8.115593249316577
e,88,19.137256918169864,41,45.34527120066409
p,3,94.42015085421956,68,75.32948597780927
p,19,89.29731488173773,46,1.7364335141389242
i,76,47.459017824242764,21,14.88345400804496
p,4,31.553812803502566,41,82.0849588158598
t,30,38.30692205358175,91,9.663181850828916
o,11,25.29373326460518,3,35.77199391354276
m,30,45.74288744365492,2,10.556373104711259
h,63,61.99695572213292,32,23.832898500286014
w,99,76.14467530739533,43,5.937127477665383
l,87,94.17371794964879,17,30.548343563483705
u,28,62.26901559000868,53,81.9198816838992
q,61,19.15983665178991,13,69.32526269621124
g,71,94.117649040894,59,95.28438811429008
g,87,65.15693150814576,35,2.128485571394778
t,15,26.290206308470797,2,67.4659342960154
t,62,50.24671511119121,70,96.43642836536979
k,5,38.53797491686187,38,99.31853455369613
p,97,65.72416353089714,49,7.616771413276558
l,34,45.35576049114483,20,23.002526265646395
e,89,11.9257564391254,27,39.016246822447606
u,41,26.34896394620113,26,68.98289438923769
c,61,16.215123791841524,65,33.205813880318026
z,50,62.2652043171348,68,92.9316315971087
r,93,46.6327651475744,16,68.10230892245
