X,Y,M,T,B
p,47,54.018190054883576,90,36.04945999524581
j,46,28.266319609778268,90,83.25780038816984
l,61,6.751873808245634,64,57.40214860734103
m,70,94.30655333119346,93,74.68340481133295
w,13,28.76878294422005,10,7.974860278654061
b,62,36.805190325615264,31,76.55827576044895
o,56,33.33373360354083,2,29.538198775295697
t,68,57.90973329500304,99,75.77167113791626
o,73,21.776284596995666,46,6.440588021376459
f,34,51.34191772404112,28,26.305962440109766
e,93,18.2146634428492,55,25.53525588864165
d,32,97.53125183715906,85,76.84132318721852
n,37,63.255933974809686,20,51.2313878099788
s,79,16.668316118473626,77,83.4833844944472
g,82,48.27649020930597,60,26.955149512608568
k,94,10.978945648282657,20,98.95480762506061
g,99,81.1355014306285,93,25.68406892931022
g,7,86.08224176073179,63,58.54554697784907
q,0,91.92510545596456,92,68.06819514911166
u,29,99.3165978521188,65,55.52229700818131
e,87,43.62955038088984,22,40.24077133499586
l,85,92.7795067040703,59,68.72460728070564
n,92,87.12623977102207,72,39.66190978675772
p,40,58.65316895795748,56,74.87618529615125
m,80,93.723638342007,98,75.31176474699133
s,48,91.57328007158631,70,37.247357652746224
n,26,9.7167256207209,78,78.52016995689122
l,35,36.78947194841966,19,69.01134508008748
b,31,17.701419945097076,95,26.663321481083656
a,7,34.6444230888635,93,41.27424348976611
y,86,94.28636171416339,26,46.29858372527767
m,70,70.82939954156676,78,72.5402129711116
q,29,46.46934984435917,82,72.38504644880203
o,91,26.571282020600773,8,22.6697652757223
f,63,75.54706690925322,80,13.16322946859616
i,9,51.00165845319567,24,19.28115004399793
n,87,69.96283762204328,84,46.64817643249436
d,78,57.60419696365254,25,77.82246253340818
y,90,26.975717494897754,51,4.738163340605839
f,18,74.06298622200308,5,31.955382661683817
a,50,83.75545202961362,86,56.76772179679954
i,26,40.94892648931522,13,86.82340950022419
o,92,41.89081929193546,68,51.569030147007474
m,74,93.32895487506185,93,57.97151642059312
q,49,39.112609289258636,62,63.61526063280388
w,39,89.86449082386108,69,26.10832184221468
o,57,33.04614597398684,2,3.072794152146918
a,17,28.6104262318711,36,15.243914152540682
z,58,46.018673902796124,84,54.730466056763035
p,56,74.72350820359254,58,58.446079489388715
s,99,3.515107834150777,12,78.55172446053783
u,39,41.47392536594965,100,46.92248895812374
p,24,71.39135094105751,27,33.72252723808666
f,31,36.10621290967089,91,71.33778217681336
j,22,80.6693282785347,5,4.354677585091926
a,68,84.41382061318696,33,92.64037854902861
y,22,78.70837764184688,1,34.37073174758963
c,59,15.891106810356327,81,67.64192992954452
h,4,1.1656968953392965,17,20.062703473128096
n,41,23.18795793398467,100,24.935269104475843
z,83,59.213982814415985,71,12.65776649471434
m,53,4.998983467472828,93,16.35423274404809
p,90,92.61439663052057,32,93.7662051463768
r,76,50.206864656012606,34,75.81747829115382
g,59,21.43669369804192,4,34.71134596953649
o,29,52.30513527724677,89,37.70474536923608
j,46,20.788675298659566,38,7.181598093314834
f,79,3.6737507327246677,72,9.753406120396658
a,69,60.24202537390998,5,41.85872142263953
j,65,86.18199558852193,47,92.13319096323394
t,35,96.12760167235591,67,8.076361798120447
y,58,54.74585529219379,50,68.49653426556819
s,25,26.929427170685017,45,69.87823486173286
y,69,24.40960839099523,87,62.45563536168734
z,49,69.16409723240935,14,74.79515736280082
e,41,52.82739921442954,36,38.04267687595599
c,95,42.22125842231728,22,12.529267326865945
p,30,76.82604010438494,95,74.3841278026652
e,19,77.99281104130687,96,97.99579938907777
k,2,6.006168461287931,13,2.032396783056456
m,67,37.69897322615746,69,29.349027248880944
j,45,68.21072770981439,16,27.774321319140395
t,10,29.330402101139118,6,89.43689153360032
e,9,82.26048803766757,25,32.11811035772016
e,73,63.81044992498871,23,38.33587219985258
d,30,82.08263694726033,2,11.004560819153564
h,65,35.27734753178915,50,65.95986117586466
x,32,64.63121955596863,9,45.166793775827486
a,48,51.33578872800575,77,68.90371747573258
m,69,91.30476983060757,16,18.14619042791361
h,2,30.736972952954222,25,37.89294426961276
x,49,72.81445286749394,43,68.96326106404844
y,100,48.84352640126829,71,77.16551156127159
j,5,69.89910074681853,20,84.34687884033575
o,9,23.374336361135594,13,95.25631134022585
m,57,71.82341816769568,0,69.97423178720862
c,78,76.73586314669268,42,75.17690592815164
k,33,77.26840036162992,55,35.48883492321517
r,37,93.6776758298468,57,87.23475137522195
p,11,48.60659334425424,14,75.21836493854163
q,30,37.083859787275095,65,6.303034504886973
o,69,21.502837778362483,58,34.12404363791053
b,29,51.80819420936569,3,5.3860941625963665
v,12,52.15335938250883,59,11.357128524468118
l,53,49.84968633381958,21,13.94099932553543
a,42,83.7140058961408,79,29.96853579840224
i,43,82.83553006940926,15,43.21622594968958
g,87,2.5802894997469017,44,97.43214828107621
v,29,46.26169191354605,99,87.73663837564848
j,93,62.04190984084368,72,9.208666351249606
y,57,53.338687790966624,68,88.1188731876286
q,72,94.22983217590384,66,30.5386902312481
h,47,62.21874243084908,38,52.68463990729722
h,86,21.13995740907333,7,39.31523116232631
u,3,23.95128224848907,46,30.66977647417063
r,16,37.496816093218456,96,26.203343766838337
e,22,80.72096194466573,65,87.06931255279461
q,97,49.85340729286322,1,33.94972710264865
i,78,45.47231283677565,94,69.20924763955745
e,34,48.436829444063676,6,79.9057289317496
h,93,95.93632782723529,52,2.916468720119636
t,47,44.89329517435946,25,91.69457223569869
d,75,26.518454086855925,10,53.39160138041572
k,82,39.509591176663214,12,92.86092182885419
i,1,48.9950606275597,3,28.033422302123412
m,54,84.27418988841663,48,78.54671888191191
r,100,87.73853125128743,99,30.43494584364779
m,87,44.24312529172477,68,96.18813771412593
f,46,52.702894311326546,10,13.037880828504333
w,60,87.51605609663893,1,15.763333242209399
l,21,44.57736862558731,99,82.80916752375782
e,42,97.01500960589162,20,22.843785529662153
j,57,64.9402908435053,15,81.83294473132474
s,61,95.59725404569429,32,82.90304374709244
w,25,60.391060492431436,43,35.541447758609735
o,25,51.101931735983385,66,44.72288326492262
l,16,83.24751358003638,22,22.31326216453563
v,8,0.9576397849619944,68,19.415897280584126
l,96,33.64823197410506,50,86.70214869573131
i,38,37.06876973059512,61,9.249814050530736
p,21,57.25926855835035,65,80.93270818204226
a,96,57.30848296610862,40,65.76777250558405
m,53,78.40970885821785,44,14.210632503836306
m,35,20.947981570246586,26,37.63464477644411
t,45,63.88682818460939,52,8.350485622762926
z,46,48.6670573365266,88,44.652006415299624
g,73,65.19791806942034,13,54.48697841895701
d,42,88.84383810775269,56,43.94877668290684
i,93,42.637784744725614,71,76.6027860390566
d,73,87.21344762787044,93,76.74424055494103
x,73,57.22865260878993,59,90.7349036618797
h,72,73.18558497158011,10,27.99493728381138
h,70,96.76617079270608,68,17.66476789427488
z,63,0.31399988202072127,82,84.09617338282213
l,27,67.88011409208612,74,46.4897812398102
l,25,49.54725435965571,97,2.6064713639253556
z,29,53.80452756436402,42,26.273239979632855
f,93,4.417890617001086,57,57.49920578820207
k,41,85.75907066862267,5,61.48569140127837
j,23,72.36317680594803,96,31.528379073465306
m,5,52.4277803852496,63,68.57603917998082
u,43,50.4879085959124,0,31.295825057537098
k,10,1.3090854177732925,74,59.888667238780144
j,30,24.12115426522211,75,53.11767316825634
m,31,90.28348971628802,100,8.508932615126785
q,61,44.43783644442353,91,73.60091289017441
b,86,89.68803937936161,24,92.04703842943849
x,3,77.47370102040048,7,49.4665729505084
b,58,69.56750876195316,45,20.184499303570636
l,87,47.01672707153723,67,29.91773246374502
y,65,68.2642214728731,25,89.94093650713496
z,25,24.797539267146462,100,27.080000542361926
c,15,15.98153977297131,18,25.50066417082618
x,73,64.27632712844395,48,76.02129242838315
x,95,26.557462109303607,25,11.697816453739819
n,19,71.97281216703429,37,99.23618457616425
x,28,74.05375190828435,60,1.1974979332305957
o,14,61.27759235445458,28,68.2336098697697
a,43,84.18100070236186,26,77.68333190451779
a,72,90.78857711087895,59,85.46700277468447
q,83,49.17133041500087,62,93.6176940989668
p,99,89.56891438826806,78,35.02694664066095
i,33,15.154376547078508,31,5.78304819970934
e,73,73.12928666937725,83,40.18633962430399
f,41,29.921741733121042,59,89.91654361499063
n,37,26.918605924382888,18,55.68437970515308
t,16,1.7111985668059715,79,47.44984294497048
m,6,6.765556111504112,43,77.49886870743703
l,64,18.625184361738857,12,66.55981940537234
o,50,87.22215264660392,25,44.26862194347947
a,87,75.61798013602223,42,83.53987521831895
y,2,76.5615645926246,83,88.06603241070965
z,15,17.313316074293983,60,73.27383262765498
m,35,41.711731307989574,2,78.36905484154137
s,67,98.27087630740972,90,32.31688554589655
k,85,70.25985966325801,79,39.23565392013171
u,34,50.54737061832358,82,88.52403585772508
l,27,64.90561995497586,93,44.733264468375175
v,100,32.63641719891238,65,49.13559643130541
m,31,63.6978067457671,85,19.849130069562847
n,34,92.39799209365871,17,48.670207830636194
r,16,65.19928365293217,16,41.14870058510595
i,99,66.78935314780297,92,92.03631849440585
k,6,39.76123555467649,93,7.3907292913805485
g,1,58.81883952675139,32,14.093459097090587
d,28,27.678712162013664,54,25.042246035568816
r,56,69.16572927419207,91,29.979632953118195
c,19,94.10633987648073,24,37.16332120317849
u,33,7.4142573646827525,95,68.55306491284982
z,36,10.550901941934477,77,13.706348563047932
d,70,1.4318372201366336,8,43.180337733201014
k,9,23.16379136140686,83,19.928424396475986
u,28,48.243618860490244,80,54.70520770230161
v,1,4.728630819410162,55,35.80652737208311
s,19,5.622181941686555,90,96.76838879846231
e,48,95.99026634298171,32,35.947887989342284
s,11,1.803344547168717,64,87.41894580461937
r,63,77.6864475318954,50,13.557993579707317
w,67,59.09719683257932,74,48.91856180223204
j,11,91.715374782664,46,64.28170666886341
e,33,81.96488818232307,27,93.9724252769208
i,88,39.665724672586045,73,79.72220459189451
l,1,38.55590656268381,19,87.21309100331945
u,12,47.3968789875013,27,93.00099588351839
f,78,13.433113122281359,34,49.60576348039023
a,67,15.681195212034238,21,77.31669895054894
s,55,33.50430518406675,2,80.89471021875306
u,43,73.29163526035171,69,89.55985278975153
b,98,91.26171410654042,51,82.56793808603713
p,68,64.77198255609288,33,81.83536758250516
p,63,34.27813356156718,2,78.88349078257633
e,24,54.49297405192137,81,27.98720862613182
a,84,81.53084394016406,23,50.74860436738318
k,39,14.383786709776702,36,92.09505200473289
s,79,86.3466864893511,35,19.070241862065874
a,98,57.663314626480734,21,29.035059422413322
l,87,50.08603158208381,23,88.51856873651136
w,67,25.029908867332416,19,28.509644144402245
c,4,80.04778614051762,68,13.31380859600385
q,92,28.32896530067355,97,15.919446910026004
z,33,16.972017520076264,61,99.81225577020071
p,21,67.90477299549194,27,96.80238290383001
n,81,67.25036705981668,1,32.682512078311774
y,50,8.231579840987669,71,98.5799541654528
a,6,43.42171453899438,21,7.945822525840718
g,21,8.809150206635973,71,82.38303716511774
o,4,30.54219026810977,24,73.57918292449077
t,1,77.6009930876877,91,94.39390624177962
z,91,79.25620445691293,75,18.57638930042048
t,75,12.983627041862478,4,36.526549458512136
f,61,85.24338877418005,85,6.78329711153316
u,60,16.172953678809765,72,71.2009494784699
r,87,9.389066341688146,8,62.7234775901204
g,79,51.296255501060905,48,3.228734578421022
c,44,81.52487544798329,99,17.27101811183529
g,89,5.534406870307063,59,78.33275334619097
l,63,73.84548539389803,76,25.98645264229621
m,15,34.038522026124774,17,9.127089674868905
a,17,47.58632466102385,11,5.884224525044179
k,3,98.94860967159839,80,22.05229205273831
f,78,95.74615040396078,0,80.54340515319161
g,74,32.7149793643394,23,47.315603008581576
f,13,1.5093409521050316,82,11.064997843809266
x,33,88.1685267810897,26,65.97329020337094
i,35,84.5093731552205,28,83.33299681656239
u,36,25.632972820327595,55,24.27782520487154
c,39,39.26506449209776,11,96.21903066219846
s,49,51.72625492017988,64,57.66090693504717
k,23,8.28041983555109,84,11.26922738764854
v,96,79.5947892435263,38,24.29335863219555
x,82,18.01913603722961,67,51.30486316817592
v,63,61.03924092434042,89,28.280196933394052
m,0,50.849627703698566,58,12.883049474975493
l,79,34.21233206819261,46,91.66328528809092
x,29,4.758828959743977,96,58.938276565543156
i,62,67.8987883805103,71,64.91329944527851
v,20,84.87210632418129,50,32.59599131514261
c,100,97.03070269686778,52,19.822220491489496
o,10,98.64960518001358,49,1.7753724938526338
s,34,14.882229554541226,40,40.65079328575526
u,49,74.78451583820188,43,77.98861873551165
w,13,39.45026141482576,37,4.152208268222535
d,68,27.482466643909287,64,59.35146564332787
d,76,23.50909966172233,39,57.786493602263036
b,98,67.67047897404129,50,69.88492248782653
o,80,94.02929619717123,67,37.52710246312459
c,97,68.82900595887303,89,96.12808220895272
a,70,48.73618179269469,6,91.57588277957164
o,78,51.923668465466996,82,13.891439198402944
b,44,38.70636212254273,70,83.19962685180661
a,62,97.11230692816757,93,27.381345796082122
x,69,79.92382986898437,95,79.67486607320697
z,54,82.94793234654124,5,77.98538694966658
j,71,50.85021354509691,54,48.20038911668152
c,40,6.740187289873411,93,81.6363933569531
m,44,41.45947102433921,92,11.784074996811555
k,96,20.93290844460499,74,8.714143198203395
v,74,85.4677721158819,35,93.96354431686444
z,58,51.24185794186198,25,32.80836258504212
s,40,96.22851551521585,32,64.4574828692355
w,18,25.854786526400986,79,70.90499616673436
i,49,25.272152816899673,92,43.78137625960379
i,30,37.66289968725184,72,87.63970398879101
d,80,48.02820022479555,61,83.79706990237914
e,47,33.81288321889602,67,90.00092158876306
i,19,93.04660607155422,9,67.26459138746763
o,59,85.26180462426005,62,68.28131896095346
j,67,39.8981593529144,72,7.923186879622812
m,44,91.55423520560815,73,83.81158373872722
w,44,25.4932563621624,42,24.49566220464039
k,89,21.093034461539606,90,14.93312486739905
s,92,83.52866750195362,75,55.735481082369255
y,75,95.85672709977332,23,36.94721637035464
a,98,34.29486844342392,47,63.92301997181756
p,31,42.61285595736306,81,10.220996111147063
i,70,8.191188432932472,12,61.88974505617006
x,18,54.05778870955204,39,78.53968251374346
n,2,28.31671459517029,72,73.50943310585798
i,2,62.56868453332785,16,30.8093417269074
l,3,84.27497819881383,21,56.884168758074736
m,2,14.365384811042237,22,26.42809602641497
u,6,59.77600627532046,73,48.31007741501806
g,81,62.526834880866645,17,68.32543866852816
u,46,62.57694938778433,85,74.88096067772561
r,21,3.917750206541548,7,48.009626720423896
c,98,43.51862280203539,60,4.004786340851574
b,36,15.540994232755146,97,73.14055485859203
i,88,67.31834825176263,26,5.389463689681917
k,0,40.85861142406297,41,1.8747015025248337
o,4,98.80439944237017,70,29.84109881556175
z,4,69.26096765010482,76,49.57829306376023
t,10,38.91266596992015,71,91.45225450000002
m,46,57.22886539429408,22,66.76036809759357
t,61,94.89982674290367,28,12.64115477457951
y,96,74.77711836493913,70,53.44379313984834
r,79,56.010884768988035,81,54.08270383981858
q,82,89.97984368277247,99,18.6288016879575
k,10,48.907014842174824,42,71.77621450035178
x,72,91.66177026635862,30,89.46558401805578
n,38,13.96415571111107,19,26.499375435246353
y,88,35.21739242046682,57,21.00622367831012
z,37,82.99444127810042,47,7.344939044154486
v,53,10.738590528520875,53,5.346726272102775
f,76,4.435520916934566,86,35.16661148833784
n,69,46.0879964251784,66,17.34298206237943
a,94,59.757355456635,88,1.0693771972933086
y,95,70.65813678645605,99,36.16263803440588
i,60,80.03267396609412,77,10.568803675164995
p,55,2.178463886153059,84,66.29249571706151
t,93,77.66762821781371,34,27.927274598142482
l,95,43.9277194204438,92,62.68412822503604
k,91,85.93029706132694,40,25.392215486354342
w,51,81.78560370327368,82,52.11914211352949
j,26,77.95800333139253,5,90.17628214628465
f,58,32.685621234251315,58,45.662387069264064
v,21,21.577427549843097,8,72.26469134386498
s,90,60.016798787457105,100,18.283884135442463
k,69,27.528855369216977,28,80.39906330649708
s,77,17.524639490854355,44,70.54845460651106
t,16,37.735526878473316,52,5.584549820952523
i,97,37.000388426162566,40,57.29498044521323
h,43,69.59446696866053,5,42.32798117261759
q,94,97.92622250277756,48,84.72470764158592
f,95,97.09507026197011,62,17.528583036921997
t,67,0.7197245627778237,47,6.753467746501041
d,64,34.38606538564514,84,9.440637933284124
l,97,24.354827660909418,3,59.527887116333
y,5,67.1247229594048,81,96.21950852979747
f,38,31.57722945507706,3,36.41542422985778
k,14,14.417632036871918,76,69.04422205887907
c,1,73.28483998240516,77,39.80150821499652
i,31,91.67245386328271,60,63.91777046192829
n,20,38.72072560075747,42,15.22618358632608
a,76,1.581981868472604,88,32.090027488584674
f,87,37.65409914784244,4,66.69595079331592
b,83,66.84884472946587,85,89.88543496601986
a,5,55.757504094428015,62,30.433345986048344
c,50,83.00587216653499,63,87.40046976693985
b,13,26.007015528424304,36,5.816228414699576
g,11,19.2787188697917,44,48.780675720691235
f,23,70.17129951730831,5,51.87849365407256
x,98,57.14214778859249,65,22.204096386276873
r,33,61.98267082081753,46,45.88431288165309
x,6,42.76780540038169,43,7.334571851053195
l,37,45.581774587651715,26,65.31652932667994
c,24,98.6968048520034,9,32.03185818008604
v,42,47.388149401758106,42,20.37670944318063
s,94,86.34997788578586,86,35.80110073757713
g,74,80.04459810770439,74,68.0083327276936
f,74,20.037491285747898,81,92.51381775054315
n,75,38.765216586115095,96,7.610832962441172
k,99,54.37259424430045,79,90.91665043885602
t,97,71.39047022496105,1,93.7110443720986
j,39,9.70230748398313,89,66.68222278127624
u,61,37.33328336331522,18,13.10305140175867
w,2,0.3832667592862715,87,31.862437733212513
d,87,9.989571347527926,85,72.82183011294973
h,33,69.05260042766382,87,12.92753091158172
b,33,5.274774725713904,22,94.46500031456846
d,87,11.452053627549786,95,40.39962704748861
g,29,62.79110656918326,40,3.283818846721609
o,45,14.266158698049347,89,88.3397888131394
u,26,65.39435787850893,82,91.7818929649726
x,11,83.32040714717137,87,49.69773829338933
r,0,25.78753044897836,53,82.32311776226562
q,49,96.03094999421913,11,24.874395818437723
e,82,90.88939054499059,11,20.684577867341957
h,84,13.817868509081121,49,57.09104336599881
l,39,25.309714784419548,54,9.407501965880538
w,63,23.60992070553842,16,97.18834892705482
y,84,17.583177144723717,79,13.906259579983704
d,17,20.414903109301186,95,47.40960001476093
i,54,90.23874330553411,59,16.746444163912912
i,43,92.0058639568512,11,35.28587864189403
m,49,24.072633825644264,2,85.60162081187651
z,97,48.36820231621826,7,28.74314106356649
l,1,79.23708430155367,67,59.47378731744386
j,84,31.77023855220832,98,39.24656424522608
x,7,98.02687760844762,6,7.458731356531145
s,44,2.2791977010656606,34,79.93696611482997
x,8,23.12234925043388,30,22.07810298690015
m,100,60.43681582906285,75,26.27659349348973
u,29,69.8377826409895,3,63.73167294393687
v,41,10.020317032230718,2,71.11616509729335
e,1,8.920071392227747,95,96.17209124414661
t,54,91.48001227324475,19,65.69043736775419
c,98,69.09768273917453,35,8.156049604304293
n,100,24.242546537680344,86,82.96994009125842
v,72,55.25457337634671,80,81.86625515933173
w,99,66.26382459632029,56,4.703634653364164
y,58,43.11361495037852,27,90.74605011790155
s,63,66.7152719021851,69,35.02757989549382
w,2,8.406844686979653,38,95.22437112703138
f,98,51.045539933590355,12,84.55404054850987
k,5,85.70017762024544,89,35.446934443661604
d,36,75.54606434127622,71,41.36016460486901
w,30,92.85292939706139,72,42.370750776866096
i,40,26.231870162998494,80,62.14607116645195
a,27,65.74610576878813,47,46.3050368063617
f,68,26.76619045845835,75,89.9411615097519
q,84,49.942212977000175,41,43.603597737761476
m,23,9.344891271667755,40,89.87911354276572
t,83,71.39989830498982,58,35.13785246204017
a,3,10.74506588780062,12,27.103224937393545
t,8,38.714339847657,42,24.87892108074431
s,85,76.94800495407668,34,58.24700567852115
n,53,12.698362788894347,96,45.6291048515622
r,90,9.061610378661678,48,34.627607771743854
e,48,16.838908130269402,40,17.160480621141694
t,12,92.78295024871163,94,0.9262266422291665
z,57,44.338850114150176,60,5.07162540243391
e,87,68.53812779127699,54,64.17657246332243
l,98,4.339849257726247,83,15.605714461556541
f,10,75.34214601988754,33,78.0014973537334
j,42,31.372453686052594,63,46.31683577792535
i,100,11.71366166472957,27,12.808067502250342
k,39,12.767950458259236,84,46.251400313355816
x,42,53.13781309169722,64,48.397092246459486
a,91,89.36287706095911,99,25.235194898364565
o,44,39.35161511413761,83,87.43837166514467
q,42,79.98548997935337,37,18.816176068143164
j,50,4.702471694320454,94,93.3039140428235
y,1,75.18721332612662,7,8.331061692039054
u,80,47.85924204443379,87,61.56804186650709
g,32,42.364481315947586,4,91.69416640048527
f,36,92.14793192342272,3,17.212910057139872
g,89,97.54277613309506,100,54.358001871744364
i,63,20.512921321445397,3,5.544567234450959
c,68,1.5013889312468276,95,11.580637592133513
j,35,36.204796601940146,65,19.465873414408474
x,53,17.57037991355953,98,63.29993071305293
s,42,15.480472691578818,88,30.072336980528615
d,78,34.834910832075806,81,98.75942653767731
d,25,98.44512536405277,85,75.87849262380438
x,96,73.18497939903023,99,19.955664350577262
s,22,86.027950218285,19,64.7994806367882
r,75,54.3277573422111,45,41.40648302619538
g,49,4.951397681670555,64,65.2797596370315
c,8,47.24528719751846,17,76.67914323604752
u,53,66.9127024782737,83,70.621132918235
u,47,64.78362252732282,76,14.301084949870347
s,5,50.21717274802339,4,30.638896241839795
n,11,55.78793162987654,72,22.50738150809074
e,48,28.225101755264458,33,95.4839458654176
p,63,1.311498554105195,45,90.44699346933183
m,10,64.62491592368008,62,33.87374178692178
m,4,74.03795195106785,51,12.595679370725888
k,85,30.457595388203462,71,65.56556376182981
h,6,5.929904034887167,91,37.04734325115746
q,69,89.41245924669275,27,17.47855490278368
z,11,95.37328540625029,19,48.3110053048113
r,31,70.94880683797905,48,91.73522488592627
z,83,59.42674038181188,5,94.4432241504121
w,9,83.50098685146378,8,56.82837160646014
e,11,30.666629198596507,5,71.59655748619781
a,57,71.95875152592286,71,49.687728591317935
d,67,67.70351287686208,75,98.59742382124676
v,33,9.9006374835085,29,15.775417339136656
q,32,81.17120490630856,67,68.93293786350479
k,73,61.57161620071382,100,4.733276175834577
j,39,32.274512462251046,18,3.1471800359068713
b,21,68.25814885056086,5,65.68199606387223
z,94,57.24983298250086,85,91.34522783309978
l,32,73.36427195674864,3,75.917083319824
d,22,55.897736997847446,7,9.959309254292481
y,20,33.39859291542313,42,70.53540125269765
e,37,8.994094402784313,31,74.30476309537167
a,13,58.51886730154477,5,0.6866531186309865
t,57,5.3922050193646704,39,9.244797298564267
b,15,50.94967129900846,48,20.48484094713592
d,75,72.31639363255884,61,83.70626958084999
g,61,76.42159841172499,95,87.59395596410603
y,95,43.42094329996665,1,88.91816448002845
w,37,49.933972856314604,66,82.51527046530038
w,54,74.22670656321951,28,24.026345562132555
b,24,1.450505744887498,63,85.567420495132
e,97,97.21698449438257,92,15.889276105415606
q,46,39.91270380981186,39,4.898388402611364
x,25,95.7082603170638,77,57.80562559261202
u,97,19.712803513104184,70,32.10600406686228
k,35,5.187888506325922,10,43.60198881392772
m,98,20.895576407945228,8,64.16026926534171
f,24,18.09993248340621,60,18.340061855786427
p,46,4.771405813756358,96,9.324466229964102
b,49,88.20379027292938,89,47.17312970714762
w,78,64.68944382017644,59,47.964890096117415
o,24,92.8349664501089,80,18.710666781449735
f,91,45.16367041834213,86,31.593611097895035
s,100,17.492698561499587,41,85.09101751476308
e,77,58.72662017177019,17,85.91412055965357
k,59,39.28353273180214,5,77.08950034226778
d,40,43.3542104308909,88,74.61561232209826
a,26,72.35020239127998,48,42.09974855194264
r,41,6.133982000904736,5,76.12344991490649
y,87,91.64597844518867,36,86.59328944809064
e,91,5.396719297158348,21,38.65274822543082
w,53,30.712970030717855,100,99.18927734079136
z,65,35.69622994495724,80,87.43107028263354
g,59,11.20518805371008,1,74.76489583265271
b,81,85.21498697318069,70,38.76789949972039
e,86,29.86419179184574,70,77.64376853206807
w,1,5.575032292211734,26,86.7006186575033
k,7,6.542540807694753,84,25.171581863540826
a,13,66.59411508167284,80,52.79184868106995
l,3,87.87458206230282,33,14.429538885406433
x,45,21.139335396220517,78,3.6765857833390814
g,56,17.783429639970873,25,34.367249017120486
m,58,26.27982768905084,74,48.65933156512023
x,79,85.05128045313774,93,28.189024416561814
t,22,95.26179740210084,68,37.898154535848924
h,68,77.39930853156618,8,43.17479719543829
o,27,86.13630617984545,97,52.99116093732231
j,96,95.94329599272108,14,24.553178247905983
d,14,12.077131049472245,50,4.529149179680648
g,63,64.41703143080046,20,94.13008980115268
r,24,77.03281410014074,60,97.08158729485004
u,2,5.380192344217837,17,91.1412797083165
d,33,53.70203579354232,99,74.1400186549751
x,88,73.24700520281573,100,97.27237248136979
e,41,90.95539466404851,56,49.161411444399896
d,36,20.8079332904071,38,44.373249150163275
y,95,75.95834638290184,79,67.72272133496962
l,9,43.97120421136841,20,8.940510007567337
k,10,5.516627106553829,25,8.572107578087584
f,45,21.475710725162823,16,33.566403905062394
n,91,63.35151837380065,5,55.199530476495354
o,74,94.03368528724837,87,61.78320268849501
i,5,68.6840247993661,7,89.52636828909002
b,20,14.20462532015514,89,13.960849990726864
t,1,79.14454418403766,51,53.65511219464516
q,98,12.023273638932896,59,86.48724451971141
u,61,13.283281539771796,36,8.454310741134119
e,40,24.21615806932149,58,86.99674536942325
t,5,86.09047797696734,66,82.21008304028801
w,58,60.24825085595562,41,48.26286695656638
o,16,11.782711391655509,30,66.71824132772896
u,96,6.6755093338098925,46,31.726596750082813
p,45,17.609288471892516,34,7.630591390250229
b,25,89.20639784762155,30,75.2893483474145
y,20,67.50738161079167,99,97.90426850677663
o,59,96.0315422787103,50,40.74335776398419
o,1,61.01883139262618,78,11.069076401266177
v,59,14.493236830659518,89,98.68939841472302
w,93,15.443700911109914,86,99.27190814216733
u,52,82.3786578424203,70,38.08420241723505
y,34,87.39810349117974,2,55.74883558594115
m,98,99.46447203270094,62,33.17959576407687
s,67,88.81878353716091,39,7.760301811383641
y,59,46.17036808961779,44,51.7453209420634
l,89,83.06565871110591,48,4.1129155777316795
y,65,94.83352734321609,99,29.563854404839475
c,56,67.67767135308218,19,42.09372391287065
i,33,98.98726114371378,37,74.44866568731811
j,63,77.10406657680485,56,55.885335234728814
n,95,46.27399309199164,10,6.818070119083908
i,40,22.431613404311214,23,78.8613855529484
s,37,69.85079712976334,56,58.96028268437286
t,45,21.862666887171088,21,20.820273377529663
v,81,16.022683459549235,23,37.733480511219156
f,93,31.862359196952706,36,79.86345835102641
j,13,21.885773939211962,77,42.11783343182115
j,33,40.615880199567926,28,55.33379788463579
z,13,91.48767051374634,78,17.571251808037292
p,20,40.89577725867453,45,85.89953011061947
w,77,60.4329157129613,40,2.983228626446166
j,92,78.79696562826007,1,52.24032339838849
o,17,92.11580542540511,53,0.5954313301205327
p,67,56.83429971537905,26,95.14591383588596
w,23,55.93470135219262,56,39.86366094282213
q,9,35.799146223013466,29,29.98482781381544
g,46,29.163131788736717,35,25.789063414643653
t,43,44.92182100200425,66,21.116560187873457
c,19,38.40841951473728,26,77.85763864994368
y,51,69.93272241314776,36,49.17482396155142
i,43,70.45054534041626,25,12.511624016399603
i,31,89.58428833774505,18,83.29373110853842
j,92,15.788522522309222,7,9.90954345780054
j,28,10.604926004918514,50,64.20946797451784
q,61,0.11129327161859548,45,43.93899466161961
z,47,93.62267305290104,15,93.76982850265452
i,28,52.10406942421797,75,14.600050863663727
k,51,84.45286917463172,32,78.67284322336499
p,63,80.6372149442752,2,36.30661648976644
s,75,82.22028273119597,41,68.4165777060946
z,64,13.561184900626245,48,91.55676051197574
o,47,91.9940176723609,33,12.021425516311378
d,25,98.89099239066329,21,49.476632749108575
v,59,45.97826109120432,90,61.97840375334044
w,13,17.78729393937908,96,87.18770499838335
p,53,60.18021131237976,96,9.622611928540792
o,81,90.01282124962353,65,50.2516549845896
m,59,2.895873520106873,26,43.084983322151906
d,3,11.66086722791344,15,74.48192483514586
d,88,21.752510156847315,92,79.48375228391392
