J,Z,H,W,X
c,33,20.46418609946975,61,93.09316313845873
c,89,77.00296551685732,58,19.834225400360417
y,32,82.23184715965186,30,91.90044182335411
y,14,0.15243780861587952,48,26.226664377579446
e,1,39.91384283579708,96,34.129871345567274
j,0,82.8722934609462,1,53.15897205904822
e,6,61.50658326306265,68,37.064316952152545
g,21,29.30575359336235,8,55.30110212585232
k,44,88.8950525012689,88,99.40850650747444
h,13,32.50800620390897,63,12.701656724577525
t,7,0.11553888233623022,39,58.15639559246391
l,22,29.95005929050707,67,17.578850702866376
s,8,3.1321274077279804,63,34.752889864686054
s,48,82.96712761905636,76,3.3995319921185985
c,19,16.51500873472127,86,92.72598575688232
r,19,29.64075997153115,2,36.436548754536034
w,60,4.900963857306828,5,69.02535537930939
v,35,41.09216414837397,17,16.29862247271985
u,2,88.30992621407017,13,57.79886844244431
t,28,40.83530092737462,15,7.5769539836849304
o,80,47.49383855870444,29,33.366839880103825
j,98,59.2392432885917,83,82.59097688602914
m,76,4.47581510756081,8,22.3347266417924
y,47,48.099110946028304,98,13.725179443304935
p,36,68.35394019734929,12,1.132545693385656
y,93,9.086842668679829,19,57.03252200332345
d,75,47.81491376310011,41,4.456702211693175
i,15,66.08554559016936,91,67.2880802062809
f,21,91.4889572115073,55,83.98672346797092
o,71,62.955435441352314,80,13.745793720988353
h,21,26.061639429417337,78,67.18021138220753
z,14,52.0027175021352,47,21.612793653733785
h,19,7.458770958371708,18,67.33347604866744
v,90,70.84850934036943,29,50.37374525284611
q,3,80.58604084745372,50,12.176265669655395
p,3,41.91989540912461,49,30.447578351437386
p,96,18.131430012982197,66,51.19316218618396
z,16,81.1192301700123,94,41.279186605904925
u,1,11.49620753278352,47,26.807948150627368
v,27,49.24525030393805,75,31.61732330941297
c,12,35.26832478140848,23,79.64799000101983
b,68,77.8951754303535,79,62.17901863690256
v,14,79.5442071483073,92,87.66990472097056
x,38,14.696249899838975,16,36.82352526929535
s,8,79.84444973071572,10,9.521443634927508
y,21,16.020281741778973,97,58.61172346994275
q,83,66.0577501326747,82,46.111421788763074
r,77,15.54531141228569,38,45.2262439993898
o,57,52.21916642370365,28,21.003518133518394
n,78,77.3213997385656,4,97.54720530946796
l,51,86.34438398771823,41,19.291825028274236
i,27,9.09698767595285,100,26.922650645506387
m,22,31.586525708092882,34,34.07085664215687
g,51,71.85051731521519,9,40.40501378693024
t,11,63.93434266139468,96,73.04937264332537
j,88,73.09232161947882,11,71.04609841036357
j,81,34.411011455643084,47,62.42754174368067
j,5,76.88131429333886,45,75.83103170384861
s,47,98.27226585729866,40,15.790222708861922
h,53,43.40647017823294,18,5.742986539420625
a,21,46.66273958339223,91,44.12513284806958
h,87,91.95192011203608,16,3.6304664708857737
n,99,18.335941998822303,40,22.178874538420146
t,66,54.34679035725652,86,16.5388215180551
z,78,17.32884335326217,1,66.4444014608491
v,6,55.3820843105421,79,62.92762091415954
e,59,64.51804979268996,28,50.307347102671365
h,23,25.348129608131853,36,57.61117699083469
c,70,38.49605623778258,80,7.7150195128599774
g,42,21.789053995972154,18,39.75190374752925
e,19,86.98259332809482,21,88.40381059260599
t,96,47.61222555259914,29,94.64681460822395
f,94,58.82128793200708,50,80.36681085713839
l,64,8.77154975389669,39,92.64983341154152
o,21,6.193684540130251,38,38.900352674933735
c,41,49.627587127960005,54,55.028045428409754
o,52,73.56586099414747,11,99.42442002659529
n,79,21.82049386576229,5,4.191103532847373
y,2,47.450115855273566,48,96.58891147234237
n,49,67.75410328074727,75,46.8206019044514
b,0,72.10210897794529,1,21.38889789735462
m,67,93.1080055179754,29,30.4325924398677
f,11,88.81305606877471,73,85.0614954049724
g,16,81.52543259024944,81,50.98558737073001
z,30,19.80416515404555,11,39.138653537429214
k,69,15.855101641113245,89,77.11306026360184
m,97,5.569415578262338,45,59.95812168309732
s,70,6.537188350805323,67,61.98638438815014
y,6,24.261999703556846,96,5.481022868435803
q,52,20.611584489547152,7,39.2363723937987
r,63,71.48323393571178,72,27.783939594456253
x,62,43.07827430414716,66,40.14147540473865
d,48,47.567897021587946,44,70.50559239776271
s,8,70.22560596547855,43,96.15797560673806
a,93,99.01349489618329,63,48.39340256997029
w,80,0.1851075485431397,1,69.40033433981542
s,58,17.292984332390795,90,80.94966810509302
q,10,53.07219891842131,37,39.78036739000495
t,25,10.104070959942913,26,34.346737000812276
s,10,98.73550836506641,64,25.485908187269267
q,6,35.09281926248286,50,82.20760685969566
a,39,52.324516796184795,39,98.65286157084923
k,1,18.996340303661864,90,64.75522424267125
g,73,54.20731799594225,89,3.367049342744677
w,9,43.93005814153829,3,41.32175376645149
l,71,48.28614595551257,89,46.58867743979158
r,54,29.01860594496086,78,75.11192311957366
j,55,30.158520919033784,32,46.44152357524496
d,44,28.382355918205594,98,23.458791900147357
u,59,90.8476262509378,80,73.41455405759761
g,71,69.3330065556077,78,87.4816897534316
n,1,48.66347560169536,14,44.70563872521834
p,2,49.59598323164636,35,4.258804996217402
c,2,27.66103411351385,84,44.55287578122453
l,86,61.75074846935016,67,8.37623543113425
b,99,21.118807351111137,53,39.359391423856636
i,86,28.290755345484907,10,46.481359622161754
q,21,30.271802840386385,84,90.33639696917687
y,52,52.52733754051842,89,81.06807108665558
q,9,41.19825436416732,0,26.13455794856584
r,5,73.90875606872186,90,84.0308966524753
a,11,65.90856939296998,91,56.944368554924
u,77,25.019693594750514,52,71.45045363542638
n,52,34.06348402706219,39,33.7969687825884
b,18,49.111869503559205,28,23.16549353269067
h,24,32.32384500638585,97,39.49238681590776
w,59,26.381976089568106,13,61.17679486121337
e,66,27.389661872143243,12,74.76538031125783
y,97,16.1276679931997,13,6.965594546908694
h,77,42.895177611862,49,84.43151400661002
p,26,37.808708730992656,28,48.42235271472287
s,41,73.44405390155984,33,49.56105866241168
x,25,25.09449715566313,17,15.680414008891896
e,29,26.233997703582524,49,83.02636206668194
w,69,94.28860922580513,91,61.47951895490639
g,32,14.373554219250462,1,45.00094992921743
z,97,82.5866603004931,64,36.7366474637018
w,14,61.646728417442716,25,21.45387312733701
o,67,62.567144984367815,53,21.59975689428284
b,84,29.359971945428377,86,26.76594816116522
u,63,54.830355557048584,12,5.803328618450321
e,20,57.321361118214575,16,28.309614180080732
u,99,35.97812300222157,45,53.95219469626772
b,62,70.36458887758594,35,15.855775888589596
j,61,7.889500360746748,51,35.16919708550505
y,80,42.07735718763273,19,15.67266637813518
o,24,62.243557926191095,84,81.61297321853985
c,21,74.09758428195278,100,61.66178880068164
j,72,52.781533829749115,41,74.8186032448064
g,30,1.7389625268789732,4,54.62711365095463
i,20,31.297283658953678,46,29.64324228816737
e,0,99.68013474536285,16,84.28712474159362
k,98,16.516850921201886,30,15.861501069346817
l,7,40.450990598269854,61,24.600575996114827
n,74,65.49249413455578,75,25.658776041445353
r,14,73.85367541262139,70,61.98269180846964
k,35,33.66906966139578,93,34.641856364740185
v,88,49.473877858524375,46,25.997861367679732
x,40,15.425192641678064,43,85.71551463262514
x,42,82.20494688699664,20,98.15321322436105
r,9,23.967031019685546,86,56.48042540870539
u,14,37.20730791804932,22,67.52890698001704
q,34,97.5217694255035,33,82.91867038170831
g,39,15.773449487801617,74,30.385858983346747
e,3,43.31690845603654,51,83.02977595383096
i,29,62.68581607898807,100,29.517914969644863
i,71,92.97281558199101,70,31.640241167897354
t,89,27.78821095968639,42,66.73383577909597
y,59,56.730983102312685,65,77.06589373610635
n,7,92.04778914464268,60,89.66907796815069
v,49,40.58730932795076,60,12.633671073229525
k,68,34.21323118735494,26,51.84930417994597
v,45,27.73316685380921,100,50.53140591021287
o,51,44.088527911846285,8,84.14461833554473
w,42,20.69807057105336,77,45.82658603371906
k,10,1.8487217453627802,43,79.75338091418986
s,36,82.40085046776264,65,40.3871740953108
g,41,3.5059494432618132,48,56.35110891981119
d,49,69.81354090378157,6,71.26793587398984
i,89,43.029972443096185,37,63.20505701379713
g,41,67.42709038680542,36,54.778547271734965
m,99,75.12150986627196,90,85.82747418765993
s,99,2.3122686653049507,15,79.5962747778079
e,12,19.698321855894953,5,26.03131433018352
a,68,3.9018295550510285,75,56.63039501367824
u,40,97.55921750491385,47,84.58013055822767
s,47,57.11635774378912,20,61.227333475739
n,42,61.92648536944147,29,69.43841038766027
i,99,53.07868674592143,33,16.17846584148308
m,85,89.37224233268725,37,58.19715914953999
y,34,98.93219348563352,29,14.85056201048225
o,90,15.81357360172615,65,1.1168448854710133
g,10,56.05634053831877,31,5.014849240819618
h,76,54.30956213206787,71,53.8668704525603
s,78,69.11829485993874,51,35.86332519460546
q,23,75.72314315231499,2,59.01249919978606
b,13,37.381103501611335,67,29.420407008111905
c,21,86.25092011575465,31,99.76062245487383
w,70,85.33636834682518,58,99.28828946884654
j,10,67.53541695508912,79,86.2296322685374
u,84,63.380902676278374,79,79.81147664248451
v,79,11.435082947256525,27,5.918400270092206
t,72,88.72601051771103,65,78.44997054769264
i,60,22.926409457962336,87,47.46599257249694
h,15,13.65993271052247,29,58.69652359669878
j,91,7.0195987165145635,98,33.49240073171038
v,6,4.637994479428642,98,46.02525895070555
u,29,81.43396422215618,94,74.4106548500581
x,82,7.946367891656925,76,46.53509618644871
i,24,10.120866151645613,14,13.88762310158198
o,97,49.91321545859023,72,2.6754813561890245
o,58,80.15980620568804,33,60.44574495419417
z,96,71.75216666723031,95,19.587768967464882
v,37,70.96964524435232,33,38.64739703470082
s,98,67.04089205101907,12,62.85464249434967
l,50,2.9869931262378024,21,23.06829374785969
h,51,53.01194923153112,95,38.12061115636416
d,75,5.375280679822636,7,6.437823647597829
y,40,71.23082948699133,25,53.998549429043784
n,55,20.017927232714015,70,13.210234769124806
s,87,36.37922824062607,71,28.01218398882279
w,95,74.31771266898635,66,33.61323143243001
l,10,85.65419601904784,95,64.92303126263316
k,40,3.928499800644758,98,79.92147800788288
e,16,53.765955993602475,15,90.01496527374704
f,8,24.41055911978064,16,15.035756466902084
y,92,17.403955769281264,62,94.75469188911504
m,100,77.16393166237515,17,29.858881630569854
u,84,11.72739248201079,67,26.670047650184646
l,46,24.004403948721986,56,8.379028590030247
i,95,56.25626194623317,91,45.115694381419125
w,38,90.38238201458154,29,29.3309086820954
h,86,28.509175852282056,17,36.07555309239281
n,60,21.590785332367844,6,18.595924466457426
p,71,7.484669120758625,51,91.90170835537809
w,23,75.64133168636961,12,64.40128577417671
i,81,22.734393556781317,16,63.08339371518039
v,29,93.32217208471766,99,61.16728957045549
z,92,89.58806659797484,33,47.99518694126147
x,68,8.664554828177929,62,20.35528673518533
u,11,28.923005957643156,77,39.84639297314349
c,98,37.34499479302934,8,88.34008729827748
w,72,99.19125044868301,6,59.28629448275141
j,100,12.016571498674033,97,57.81807733938148
m,19,63.08988458547547,74,33.29630208600341
n,31,79.02686053917193,59,43.6309858289375
f,82,42.44773718913733,91,41.604921363578626
h,79,61.35360184083034,36,2.9319079385861646
s,96,43.83045431144008,33,77.58908241550564
o,65,40.60641095062575,21,39.960377056189934
t,26,80.48060112973137,76,80.01566719082246
n,62,91.44320601865562,37,42.97923234842774
y,30,38.99540890785737,1,69.74730957392279
s,82,31.143694259348376,99,16.054097059119098
y,31,6.520902768193526,47,82.49951311075148
m,65,15.358374866323054,98,62.655293705470804
p,19,13.908017736629096,5,81.32721028858602
n,53,5.277813205858917,40,25.24580259709589
l,38,51.300450281483776,37,23.28409396720963
z,19,51.42754129512428,20,77.17494276215548
z,50,5.944790104192855,18,79.78312354537753
h,73,95.40497080014953,14,34.273844880807026
v,37,85.28693298940625,14,71.34647885271642
h,80,27.8555371079347,59,37.977965180613516
a,47,64.97582323587963,12,79.25598547744393
y,98,6.695030106211563,60,18.137065601308223
y,77,33.640333317370676,28,20.65314053033437
a,93,62.348958320348736,24,64.82696488463397
e,1,16.137596532725617,52,59.478652317021506
t,38,18.89911577551422,62,30.503896774473837
a,60,52.76321928511975,91,82.76046053204743
k,12,32.63199160241032,32,20.426225345334537
w,96,67.74452449708828,27,84.70717791529843
i,91,8.913921035192162,53,30.584738795460677
l,26,47.15283370412989,29,26.1752454882598
q,90,25.874206467082285,91,62.544908504962685
g,37,89.91103867915976,80,51.762483928404244
h,75,69.13088775555696,6,76.59010297335028
h,78,52.92236457906942,30,65.87816483304312
p,89,48.5034246393796,0,46.811076693309175
v,52,89.93849019264461,65,96.3575709852966
r,99,5.050669322045753,89,24.335461242853874
f,71,41.97395158073667,71,3.04165096421537
w,19,79.01653361707605,39,5.4804151515995265
q,9,72.36377544480726,29,52.24719797771456
c,3,9.37295692269936,68,3.4929076014148297
x,29,10.245779486507589,61,60.825771822006146
q,30,98.86836561134774,31,15.195131713447152
y,27,16.3891476662953,35,28.3661035563711
h,37,90.68473111930575,54,32.88609208831742
v,24,15.838574207154267,11,3.685697578736302
s,4,79.13088496120086,82,50.45968651933982
m,61,73.49833980329379,34,43.86031507168114
j,63,14.078276744817463,50,63.23342155405008
l,76,75.05266425128512,49,16.002066596331854
j,87,8.803254224843894,93,90.28274349507733
g,49,15.015912663729736,41,89.94034041963607
p,6,8.357626337352697,69,50.957587989932705
d,24,17.781641360643196,76,69.88526833124925
b,9,38.05784813290602,6,13.599910402629478
m,55,88.27847096139212,73,42.24462037405131
a,34,67.42200085924334,50,22.35816266345456
v,6,90.65836779564957,63,92.75254301395694
i,88,30.000764286639637,75,71.36117531833118
g,97,97.34558266575091,34,50.74935983186428
n,44,25.048529373045557,33,19.082308618721665
o,26,15.295644343680737,25,24.534952557632796
j,48,34.302650346706976,32,22.364607182979334
d,59,48.328827278334174,58,25.99559450826905
v,29,14.557012699821781,43,88.15762920668713
i,12,27.947440665099254,8,64.31203368318361
x,64,94.33104328981169,71,17.364750763525183
m,19,36.472181276494084,91,58.85698844388168
m,2,22.051728877027298,64,1.5144241237565748
i,100,64.1820591574641,66,10.659175959767865
f,4,68.88631734239802,83,70.30071487236602
z,94,86.2444893427091,95,41.42574167827265
m,56,15.192051061714606,77,84.42417495419775
c,44,82.26573932418701,80,55.476378209353186
e,11,97.60545062280683,10,7.236167473044008
m,50,12.429988393650348,19,91.29281929857682
y,33,52.09399640608525,33,87.53477513665159
j,53,36.171803634798664,78,88.94845582736433
j,96,20.478184383522425,28,10.338572700660166
u,2,67.77024207373536,32,36.51329909662494
k,100,20.638455540729407,44,20.561999878618277
v,100,44.13452865267116,54,76.93964347456667
c,89,39.23681049569571,91,11.394697136768883
b,51,10.485382273266097,61,16.754280011925026
o,78,66.28290353907377,58,21.581280097578613
d,61,17.131835359833413,96,95.32705315481178
w,4,88.53941362918101,52,20.690955002112275
i,89,2.1390923456404476,45,45.36913066803579
o,72,58.38978017114342,72,92.17434991575702
a,28,8.6723830888517,78,4.480705396731077
i,84,22.196296542061923,45,82.76912281246715
o,73,65.99605142094929,100,70.96927987753145
a,23,36.66702873352193,4,6.576725503052949
n,27,0.5779663958672354,23,2.4876235888300346
u,19,45.52444830063453,45,60.26944751671495
a,81,55.797394581392865,8,58.49727680371585
b,92,45.36484510193943,2,76.93793521255597
f,85,77.51841185295709,40,30.400973760405904
e,24,53.55109704551273,12,66.8155613763029
e,1,5.2223810751071635,5,72.68257512474196
k,12,76.85587208347478,76,96.92885959999036
u,11,35.85711210621023,70,12.136023576037358
u,21,44.17858037104425,86,62.45426392109733
t,19,38.540983760516724,51,12.67850330737238
q,37,95.54216071200283,84,83.17064886440782
m,0,71.68359522274038,48,22.82196056356466
l,0,97.99264219336696,17,84.83620493092468
m,44,95.15125289863411,19,99.29320172197079
h,25,24.204035415576687,36,3.0747425597702494
p,10,69.24518854316048,8,54.494384848240415
n,27,20.80259878368793,27,17.910174260069244
n,46,3.0485455847910403,12,80.85246117923904
i,73,72.49486419438121,23,60.19539577252434
y,78,99.45942856509623,12,98.98246623724957
e,87,88.74740481952877,63,65.68773177232305
b,27,35.76213798990495,81,15.068214822053005
k,22,71.4089075324786,75,35.89091434487356
t,39,23.618900838998336,72,16.49410243189048
u,57,65.42539303955827,39,86.6135190418081
t,87,21.745016725642017,34,8.095051505908001
h,0,63.242723412325695,56,71.33333218924946
t,85,73.91122620444904,24,41.85445374098061
j,91,48.69023937587217,19,45.663631734587625
g,28,19.595584174495094,4,32.57867680167744
c,43,53.30426965888962,54,74.0303520930951
k,49,29.74864900169981,84,69.65891310824462
l,11,30.287609152954353,99,75.32477339555027
i,41,25.19634723974209,16,42.17340110132515
k,82,8.836839139888541,21,98.25153364188822
g,81,33.86308769324358,19,86.24040072817837
k,60,58.72824235000843,75,84.26555603089167
e,5,28.093566224448473,44,67.3779019636977
d,41,39.84679753785036,59,57.150280813727306
z,71,27.604807331154557,66,70.04689426842378
s,58,33.37968578458749,7,39.15723172216221
i,41,23.38039312619652,24,81.25943600197553
n,17,88.21208112602095,81,3.30699517613543
c,64,3.7434765445586216,37,1.8755796077205122
f,50,66.37046176605926,84,83.83581934800425
v,90,9.041745206673546,2,16.11327511624293
g,90,6.6353356929909175,89,51.06769492546744
n,76,20.662965602031335,76,23.8713228604715
y,4,83.90679491765283,50,80.46991224110063
w,16,34.07290713101083,4,5.0690732126259075
u,7,89.06909755636076,60,90.45140644983847
h,34,72.22309295400198,75,79.17000591108705
z,12,20.113056251332285,31,31.71659620933458
z,54,65.76964076646459,65,54.22246537044242
h,2,38.799561831425166,9,96.3805817073711
x,53,73.36646321247152,7,8.341821258014559
h,82,42.13173671269649,12,21.121321939051143
k,91,95.91501255238339,75,22.30095656273542
z,29,66.98319175172246,8,84.468260653413
q,95,4.20907230862354,35,35.65316670183169
h,62,14.439642177343881,10,78.40490210321549
c,53,18.092758161874368,44,90.74966811511177
p,39,32.90555796210196,12,50.59242307922731
v,0,10.856442088908446,90,49.24835962400388
w,46,5.946717053620166,26,26.487498328522474
b,100,0.34122123859677833,67,71.4461418656184
f,18,36.04383298193525,50,86.56695985059855
c,54,35.32142562765163,23,28.520570913558064
o,78,39.36664091765895,49,98.16842688585622
v,77,54.042963633550215,7,70.37175876493443
x,5,63.04921739092131,31,98.27246641939948
m,5,1.5928183265466633,0,99.50436378711156
t,20,31.195455686147668,27,47.749908999317945
g,79,43.36497128301211,63,80.84168671817343
o,73,12.741285384078772,0,91.57658153051143
z,47,23.725130538407015,4,56.272427678421046
p,95,86.1475457541015,67,84.31516056610569
o,24,22.31533071838976,32,94.78363641082717
b,89,53.08693188824631,70,50.448799778798204
k,18,43.16039546813162,77,48.808208712931744
p,40,27.03359761212414,52,56.13899173201959
s,87,73.19508121853833,60,33.02118028531984
w,81,71.5142825109817,63,95.03962116138692
y,73,55.119483222068574,18,16.259003590313693
k,76,74.69109372829645,94,35.09665233365779
d,67,65.84889893973312,96,66.80854876390674
k,26,45.43037869910842,93,2.815527560080233
p,73,15.378116121616426,32,11.757043462425553
x,19,75.1197876898001,70,38.96813443089212
w,27,66.40055433473685,8,21.01051512377157
g,100,2.114448891435017,72,11.0131597343322
b,29,40.56693292933784,89,11.722974355574733
l,21,18.60890766185396,40,87.81630851312828
m,89,58.978481922190284,75,85.60794578517726
o,25,11.608688703538139,9,73.25871526779207
c,97,84.88432845943626,51,46.740498726074634
e,29,21.364788606795095,18,56.07054068742004
a,45,18.95158875824061,16,64.84125137873129
o,30,57.66782303842509,56,84.91621079602028
z,83,9.473475358934024,92,21.084784837584536
v,57,10.94925843610608,20,46.17193547709867
h,61,7.807254987968848,2,77.97506896946317
r,28,68.24189810891679,13,87.73232306917929
u,77,49.28045455079846,5,16.537304830919496
j,9,27.131222448598734,50,62.749430113482454
y,48,55.947128100085294,44,76.94599278856444
t,16,51.38737840322884,98,59.284153762031444
c,18,62.081770852680904,28,71.81713998818856
t,89,67.28691380319647,76,61.791551844427275
x,13,59.614303503517455,56,31.10234979863464
j,6,74.70117151418275,99,75.1121325656896
e,0,27.813171762831423,54,75.61743773722759
c,31,79.92956366681892,55,92.53605810952087
e,45,46.93064443380954,30,49.770595935661724
c,60,50.4380493017547,49,39.23693291698673
f,27,44.81863420773211,20,36.70680132732114
r,20,33.31261653134591,91,46.02570063437034
u,65,6.043008331302335,51,92.41396251306189
u,10,69.27303542436954,51,34.64699678078927
s,12,20.61001708175749,9,37.67632500525423
i,31,10.920881894740841,27,82.84557715005828
k,86,8.795321322288064,49,37.9741598688037
x,56,61.32036961683585,24,12.853526123168713
v,47,77.21519439919318,65,72.02817469022875
o,56,67.20240104311442,51,57.413657962833376
f,65,63.7064789391093,73,28.42872124748509
x,87,91.89960008852707,34,25.407960379409133
q,17,52.42096214279535,61,1.3573831752386356
x,6,31.87670466530119,64,87.45872573096341
b,84,10.612340171290679,90,48.88119699687869
y,57,60.23780182437651,28,54.90147427823654
c,96,87.16229883462869,12,64.71429060627626
z,47,85.52049392858706,56,61.99941046663172
s,12,1.5488101039071611,44,76.76870259174503
f,64,12.77930445677904,66,52.8611394296209
e,4,61.72190812261583,18,72.77972904299467
a,12,96.91234403290964,46,78.18160618156345
b,58,13.475558956032208,66,98.56119071218085
s,26,81.62965530204721,52,88.58949264383621
y,12,53.677043109603616,6,1.6681041491276583
g,85,89.27896047863935,33,30.777689574676526
u,96,47.048025074270384,57,53.4852483473396
d,61,26.503146802582545,41,4.528716219030493
o,39,44.97364170887334,19,25.010839906537818
u,48,60.20908975990628,74,82.66612798165941
z,2,12.179746700264216,3,70.74063618680805
f,87,83.64713734034626,23,74.11365628183586
z,6,80.89489016142082,24,0.5629540266879673
w,40,68.65567380530297,68,15.963065154829136
p,78,89.2836416933187,51,38.75710206083013
s,74,84.06588158915278,83,43.07180438279461
l,84,54.866913079660826,7,35.34197391867564
v,87,82.86724319171618,11,43.891555240116396
v,18,34.060726287867695,29,70.65743890179175
l,85,18.64952544090469,10,8.51699032664548
b,64,22.36994954877033,43,76.89746267403832
s,94,53.83511142212397,94,31.665649708730705
v,45,71.34914076299737,5,75.75422749268334
u,45,28.93472254048105,85,53.29198750775919
b,23,45.58946864876169,36,4.532752560196762
l,45,34.51832044403304,45,94.09205398451596
b,42,84.00915304179664,68,6.449014087714677
k,35,98.28535700413438,92,1.393604909837387
d,45,9.456002816935028,0,8.587049684660297
s,64,9.247305732366629,49,36.239182215790954
q,86,97.7151863700793,99,14.739678814692226
b,41,67.29728895897611,9,86.12177930254184
i,32,58.755437974831146,88,46.08539432794658
n,71,62.76873163402256,94,20.95049728889814
z,45,69.19787484500031,58,0.7954293299897275
r,26,19.99040735483191,51,67.82806808614123
c,59,95.76458485187106,76,48.01603525660912
n,45,95.98667942917474,53,76.68973225393539
b,92,4.110992409253877,49,65.75588427475137
b,89,58.09984998228989,80,51.99371568628591
v,95,80.51049699746147,74,17.344580977331113
u,93,95.14025668874443,61,70.25929638298261
n,20,56.448952425520595,75,47.63120686026714
w,16,84.7481209574535,9,71.20753753484024
n,77,81.66577324874072,95,0.6277389008909062
y,42,26.213824793360963,65,11.291747260038864
d,74,29.890325864116296,91,18.012945256029976
d,72,55.737904488849644,20,21.337668492392414
j,92,54.555814930821555,14,64.18222452296239
w,63,87.41537913303884,5,31.545932320875213
d,96,11.884716239031112,48,28.015823097106697
a,17,30.320293191541303,93,11.612950597128957
l,25,41.83041568748956,40,74.36021102163065
q,8,77.17260726527353,86,42.938310999506804
m,42,21.178814594407857,28,8.613672201258748
r,88,59.24303976996145,77,45.455997904038156
h,84,46.32846647606817,78,74.5733706641644
h,3,51.73220652045357,59,14.795145992146796
w,41,83.41566459996632,45,68.85167839407356
z,11,60.53650196062015,86,19.32648888004853
k,95,81.80457506805503,19,54.44119584843406
y,81,70.2011655979354,64,76.38235106613402
l,72,1.711121596254761,95,48.86904846978427
v,86,86.6024104265612,42,44.26931016340694
n,84,62.07982470368495,38,25.245996503771273
w,61,21.79017127707269,42,99.3021846079014
a,29,69.8478047112372,89,17.341018155683408
s,40,36.0221907910634,52,53.86101792184493
x,23,37.48393407706325,64,36.243244129292954
b,86,4.189331487294501,20,36.231321249768854
f,99,79.74834377499916,5,4.258778225043391
e,38,67.01345194757454,30,94.4137021597933
o,57,55.497990727815406,82,23.720095102362748
r,100,76.52704619155023,5,92.66901132362838
k,25,82.28171856058074,93,75.22752232032678
j,22,76.5506201229042,61,41.38132481312118
p,32,28.627579216830114,9,38.03233121699222
k,29,52.72936078050675,13,8.859133532238328
r,85,37.13071609476965,65,52.038452919021736
t,96,96.54254944064043,51,23.148709281371694
g,65,58.13231837183515,32,63.87245040732679
y,42,6.466959884418699,97,59.59790831595948
s,74,26.633161783189596,23,36.152777700696525
v,55,87.47009627820272,40,57.5359343812432
d,11,17.494823772886438,6,83.1029430701509
z,55,72.34908385107587,61,52.051123608603376
o,39,70.06491917268228,36,36.34995736029181
v,32,93.60263680982904,98,17.85902464299154
p,31,9.529785548305847,0,59.317855569473686
g,73,32.238042204589675,36,82.44073081603644
l,9,16.74826297959845,2,23.644202116626612
f,74,2.235779347922484,73,9.642248032246336
o,6,76.5270612717072,74,53.63415795500918
u,3,18.567351167844915,6,81.87822221709546
u,37,29.305328258560593,54,35.87100803692892
h,63,72.22960552073573,61,56.87768129030897
u,72,6.603613699665933,97,10.803878286005531
e,84,23.26202743962701,96,6.35767208552992
h,49,70.67506675777314,30,47.62560898304409
p,57,10.854680033758445,11,91.33648895313901
u,69,57.55971091146007,9,23.370588804113535
i,14,76.88563325726712,72,34.71085007196737
g,70,54.64381238019863,97,65.1453276941701
d,95,36.2517161468385,12,62.15299019342344
r,43,9.934171309552642,17,18.50846161022518
s,75,68.02113525236254,61,85.1027397150218
i,45,93.06965459069666,80,17.214721450504733
i,76,65.68962313025004,50,64.94628127347583
i,53,31.26963379466199,16,82.87773727002913
d,79,15.044068857443193,97,50.98103614230804
x,66,23.722339803468085,46,24.17315156438844
h,38,42.4296789859291,24,83.67826908679503
u,92,34.692030457692915,46,63.26180102818939
t,65,97.50535894615015,50,99.71536797885871
u,57,25.8401238355071,78,24.411418695934508
t,50,43.747284410040876,99,43.58870274759571
n,94,29.755535714954572,94,28.240516683363293
f,21,87.40624934966986,53,39.53764299836158
o,19,32.01871478766202,74,42.253246395724005
d,73,54.701255631119764,40,42.07427295387126
p,63,8.777755753527162,79,8.650914716170298
e,53,97.4549750273949,65,14.39564132295853
j,95,12.030898742348162,72,15.481755251561747
w,43,16.872874395340652,71,95.74332377854142
f,65,7.693038252791673,61,8.79878317976014
v,56,16.0430668376094,94,32.97544442373652
u,44,86.1418686322453,66,79.84646642112659
n,7,62.304319022814326,98,83.28055622547568
r,71,42.03947967362737,1,33.21026925411829
i,43,35.61278296160248,10,19.642878429900957
d,31,20.726641270049917,99,56.54130056306107
q,22,19.681097815065208,2,95.3192166558295
m,53,78.98473983096012,68,7.64740410713668
f,19,80.72987245386449,47,46.91594188870073
a,3,16.65491538777083,75,3.604044737521106
s,23,31.9500901756965,25,17.759828683114154
n,82,4.780589736569274,40,70.51442636137362
d,45,63.64230630191492,81,18.900647607401165
l,48,59.32828104190904,25,84.98170202704014
d,32,76.15535081253607,33,61.531142819662456
g,34,89.52685299890247,67,3.8790041412737675
f,43,61.74054717304456,8,63.807664382932614
d,74,64.37071643716142,21,93.2190141023409
g,16,64.39452545357375,72,84.26000202382993
k,12,19.785997775511543,79,43.370560090734564
s,22,0.27700740600243856,80,3.01828552508987
v,14,55.476430868275926,29,91.09520860082546
c,56,99.07116049881279,80,30.990004285581264
z,10,20.48764366993656,34,36.982603435320804
z,21,11.126292138355964,47,82.24890184987707
p,85,67.65037132883296,48,17.838564097884802
y,53,75.66138010596748,42,42.42364593276851
r,84,25.013066450482512,95,59.73865894023728
l,81,31.040185666827558,89,73.4651267971541
h,63,49.71485710136593,5,29.102389794306582
d,13,16.158777115610345,95,57.41452389393382
h,47,87.71302674184447,25,25.78289124973384
s,69,69.86525891179022,54,87.38454558450645
f,30,7.880835479964876,79,72.66712388290024
i,49,64.66506318836352,92,69.2723441728054
